unix,date,symbol,open,high,low,close,Volume BTT,Volume USDT,tradecount
1625702400000,2021-07-08 00:00:00,BTT/USDT,0.00264990,0.00265620,0.00244460,0.00248530,5740696704.00000000,14564783.33181020,57947
1625616000000,2021-07-07 00:00:00,BTT/USDT,0.00267540,0.00272000,0.00264010,0.00264970,5236457784.00000000,14104508.72832340,48723
1625529600000,2021-07-06 00:00:00,BTT/USDT,0.00263950,0.00274000,0.00263470,0.00267540,4975891875.00000000,13346360.15600390,49149
1625443200000,2021-07-05 00:00:00,BTT/USDT,0.00273460,0.00275310,0.00259870,0.00263910,5236081171.00000000,13958350.60672370,54857
1625356800000,2021-07-04 00:00:00,BTT/USDT,0.00269320,0.00280000,0.00264000,0.00273460,5345043621.00000000,14612149.72469840,54047
1625270400000,2021-07-03 00:00:00,BTT/USDT,0.00266160,0.00275000,0.00261290,0.00269260,4631363470.00000000,12412835.76403080,47617
1625184000000,2021-07-02 00:00:00,BTT/USDT,0.00263420,0.00267630,0.00254590,0.00266260,6000270689.00000000,15600613.42578810,51542
1625097600000,2021-07-01 00:00:00,BTT/USDT,0.00278610,0.00279770,0.00258580,0.00263360,8060498252.00000000,21483866.38826610,71436
1625011200000,2021-06-30 00:00:00,BTT/USDT,0.00278760,0.00284310,0.00254490,0.00278490,10659849370.00000000,28603991.31816340,95007
1624924800000,2021-06-29 00:00:00,BTT/USDT,0.00258200,0.00289160,0.00256840,0.00278490,16487033730.00000000,45837566.38558520,146555
1624838400000,2021-06-28 00:00:00,BTT/USDT,0.00249600,0.00263000,0.00243880,0.00258200,9812526556.00000000,24903259.28430350,92798
1624752000000,2021-06-27 00:00:00,BTT/USDT,0.00239060,0.00250120,0.00232790,0.00249590,8417525669.00000000,20129900.91026920,64611
1624665600000,2021-06-26 00:00:00,BTT/USDT,0.00233330,0.00242090,0.00221220,0.00239060,13758277701.00000000,32006874.20741610,100611
1624579200000,2021-06-25 00:00:00,BTT/USDT,0.00259330,0.00269500,0.00227840,0.00233560,20326848694.00000000,50179734.71212910,149905
1624492800000,2021-06-24 00:00:00,BTT/USDT,0.00238230,0.00265500,0.00235740,0.00259190,23926321714.00000000,60189370.46754560,176865
1624406400000,2021-06-23 00:00:00,BTT/USDT,0.00214810,0.00246910,0.00201510,0.00238450,22167677025.00000000,50794719.64213400,161863
1624320000000,2021-06-22 00:00:00,BTT/USDT,0.00205950,0.00233220,0.00177500,0.00214820,48057030500.00000000,99320448.75811970,334410
1624233600000,2021-06-21 00:00:00,BTT/USDT,0.00291460,0.00292610,0.00203810,0.00205950,25235849061.00000000,61751428.48804430,206300
1624147200000,2021-06-20 00:00:00,BTT/USDT,0.00296780,0.00298000,0.00265350,0.00291460,11374829800.00000000,32276151.23996760,101918
1624060800000,2021-06-19 00:00:00,BTT/USDT,0.00309210,0.00310720,0.00296760,0.00296840,7108587805.00000000,21544068.94359550,62985
1623974400000,2021-06-18 00:00:00,BTT/USDT,0.00334500,0.00334570,0.00299320,0.00309100,9838358779.00000000,31083266.41815680,88447
1623888000000,2021-06-17 00:00:00,BTT/USDT,0.00333480,0.00340460,0.00324610,0.00334540,7634334634.00000000,25455364.14035180,65373
1623801600000,2021-06-16 00:00:00,BTT/USDT,0.00348120,0.00350000,0.00330380,0.00333320,7686571174.00000000,26117890.08235110,73568
1623715200000,2021-06-15 00:00:00,BTT/USDT,0.00353810,0.00358100,0.00344210,0.00348120,7628841762.00000000,26717463.20599140,74153
1623628800000,2021-06-14 00:00:00,BTT/USDT,0.00352520,0.00357700,0.00343880,0.00353750,8412628075.00000000,29508054.57516660,78493
1623542400000,2021-06-13 00:00:00,BTT/USDT,0.00336390,0.00361120,0.00331940,0.00352520,7976380082.00000000,27447159.78189720,73739
1623456000000,2021-06-12 00:00:00,BTT/USDT,0.00347580,0.00355850,0.00329300,0.00336490,8257487510.00000000,27983424.56022350,81437
1623369600000,2021-06-11 00:00:00,BTT/USDT,0.00360630,0.00367920,0.00343060,0.00347650,8639666783.00000000,30853388.56042420,83215
1623283200000,2021-06-10 00:00:00,BTT/USDT,0.00380800,0.00382000,0.00355090,0.00360280,11110462868.00000000,41037627.84190270,108577
1623196800000,2021-06-09 00:00:00,BTT/USDT,0.00369990,0.00381810,0.00350540,0.00380790,15860912387.00000000,58262504.93398950,143937
1623110400000,2021-06-08 00:00:00,BTT/USDT,0.00362060,0.00379750,0.00338470,0.00369940,19444018224.00000000,70208559.29841770,189932
1623024000000,2021-06-07 00:00:00,BTT/USDT,0.00402700,0.00408200,0.00358100,0.00361840,12290155204.00000000,48035352.08266790,121433
1622937600000,2021-06-06 00:00:00,BTT/USDT,0.00399200,0.00404870,0.00394880,0.00402480,7622215556.00000000,30480890.53446110,73709
1622851200000,2021-06-05 00:00:00,BTT/USDT,0.00419440,0.00431440,0.00386560,0.00399360,15916124400.00000000,65374240.78981860,175427
1622764800000,2021-06-04 00:00:00,BTT/USDT,0.00426750,0.00458170,0.00379110,0.00419140,51506319018.00000000,214847262.84455370,467730
1622678400000,2021-06-03 00:00:00,BTT/USDT,0.00383100,0.00434990,0.00377240,0.00426500,20894548783.00000000,84238165.82021360,199383
1622592000000,2021-06-02 00:00:00,BTT/USDT,0.00375510,0.00394530,0.00369570,0.00383100,11328792609.00000000,43271803.93212290,117002
1622505600000,2021-06-01 00:00:00,BTT/USDT,0.00384350,0.00389430,0.00365500,0.00375510,10090662445.00000000,37917027.44597680,101176
1622419200000,2021-05-31 00:00:00,BTT/USDT,0.00364370,0.00385620,0.00349390,0.00384180,11775118218.00000000,43367454.30639350,111912
1622332800000,2021-05-30 00:00:00,BTT/USDT,0.00353680,0.00374690,0.00332890,0.00364350,13748670008.00000000,49530650.20463460,147021
1622246400000,2021-05-29 00:00:00,BTT/USDT,0.00373720,0.00388460,0.00338890,0.00353280,12406843605.00000000,44944393.73281470,139941
1622160000000,2021-05-28 00:00:00,BTT/USDT,0.00418950,0.00424050,0.00360280,0.00373860,20375879141.00000000,78249125.51769930,213615
1622073600000,2021-05-27 00:00:00,BTT/USDT,0.00440390,0.00445280,0.00404030,0.00418960,17720963665.00000000,74864281.38496130,194174
1621987200000,2021-05-26 00:00:00,BTT/USDT,0.00403740,0.00461500,0.00392000,0.00440280,30287199308.00000000,130085134.68625710,325666
1621900800000,2021-05-25 00:00:00,BTT/USDT,0.00382000,0.00435800,0.00371520,0.00404020,40887341852.00000000,163940299.99682810,422781
1621814400000,2021-05-24 00:00:00,BTT/USDT,0.00322120,0.00382150,0.00298400,0.00382000,31041320979.00000000,106712964.97183700,320070
1621728000000,2021-05-23 00:00:00,BTT/USDT,0.00374930,0.00387090,0.00267430,0.00322210,35097387858.00000000,112047879.84191740,346334
1621641600000,2021-05-22 00:00:00,BTT/USDT,0.00402870,0.00405880,0.00353100,0.00374700,18770554196.00000000,71414624.43129210,220956
1621555200000,2021-05-21 00:00:00,BTT/USDT,0.00430400,0.00494040,0.00351400,0.00402870,38199374920.00000000,163354733.51855920,401928
1621468800000,2021-05-20 00:00:00,BTT/USDT,0.00369300,0.00462720,0.00332000,0.00430460,37179522613.00000000,151276014.98562360,396327
1621382400000,2021-05-19 00:00:00,BTT/USDT,0.00542700,0.00549760,0.00256060,0.00369370,61473473261.00000000,257088543.98180300,624496
1621296000000,2021-05-18 00:00:00,BTT/USDT,0.00536620,0.00566640,0.00529050,0.00542710,15726873632.00000000,86302113.38507600,224949
1621209600000,2021-05-17 00:00:00,BTT/USDT,0.00578040,0.00578090,0.00506240,0.00536910,26105620570.00000000,141675079.71025720,322013
1621123200000,2021-05-16 00:00:00,BTT/USDT,0.00574390,0.00625000,0.00551000,0.00577940,25219503757.00000000,148454753.42368690,337622
1621036800000,2021-05-15 00:00:00,BTT/USDT,0.00611610,0.00615470,0.00567270,0.00573960,20182989906.00000000,118776049.78366620,293910
1620950400000,2021-05-14 00:00:00,BTT/USDT,0.00596030,0.00627300,0.00582210,0.00611600,20980519862.00000000,127272350.23436010,303107
1620864000000,2021-05-13 00:00:00,BTT/USDT,0.00569010,0.00619420,0.00510000,0.00596450,37715952657.00000000,219296989.42108350,522742
1620777600000,2021-05-12 00:00:00,BTT/USDT,0.00685590,0.00700000,0.00550000,0.00568090,29081960821.00000000,189088785.06522570,455973
1620691200000,2021-05-11 00:00:00,BTT/USDT,0.00639660,0.00696860,0.00625210,0.00685470,31276364671.00000000,207454794.76366120,530378
1620604800000,2021-05-10 00:00:00,BTT/USDT,0.00735990,0.00744440,0.00580610,0.00639660,47526864539.00000000,326533768.29644030,790617
1620518400000,2021-05-09 00:00:00,BTT/USDT,0.00747790,0.00767350,0.00680000,0.00735810,51367203089.00000000,370189419.52941430,781357
1620432000000,2021-05-08 00:00:00,BTT/USDT,0.00772780,0.00820000,0.00730000,0.00747790,47807460686.00000000,369545022.24665950,731158
1620345600000,2021-05-07 00:00:00,BTT/USDT,0.00790000,0.00922000,0.00731720,0.00772780,140359587799.00000000,1175559524.55034490,1776827
1620259200000,2021-05-06 00:00:00,BTT/USDT,0.00724200,0.00835320,0.00691630,0.00790000,118554436122.00000000,904582405.32866100,1467252
1620172800000,2021-05-05 00:00:00,BTT/USDT,0.00635040,0.00744000,0.00625000,0.00723650,70473073545.00000000,491244852.69337810,919015
1620086400000,2021-05-04 00:00:00,BTT/USDT,0.00694750,0.00695940,0.00621050,0.00635050,38028167018.00000000,248627002.28623660,615668
1620000000000,2021-05-03 00:00:00,BTT/USDT,0.00698370,0.00715200,0.00684400,0.00694940,26846839909.00000000,188650958.35850420,422292
1619913600000,2021-05-02 00:00:00,BTT/USDT,0.00723350,0.00729250,0.00680000,0.00698490,21728013072.00000000,152936940.30513610,361281
1619827200000,2021-05-01 00:00:00,BTT/USDT,0.00724240,0.00745000,0.00700760,0.00723180,28131953987.00000000,202617427.95128650,439112
1619740800000,2021-04-30 00:00:00,BTT/USDT,0.00688520,0.00730080,0.00679070,0.00724260,28976268172.00000000,204851624.65010560,431511
1619654400000,2021-04-29 00:00:00,BTT/USDT,0.00707870,0.00711990,0.00671090,0.00688760,24416074132.00000000,169907071.58713170,365742
1619568000000,2021-04-28 00:00:00,BTT/USDT,0.00738300,0.00761440,0.00670100,0.00707390,44209767014.00000000,313854213.43879170,558494
1619481600000,2021-04-27 00:00:00,BTT/USDT,0.00704420,0.00787000,0.00686910,0.00738170,68726511930.00000000,508495483.03384990,837201
1619395200000,2021-04-26 00:00:00,BTT/USDT,0.00640990,0.00718000,0.00632050,0.00704160,49075634181.00000000,337086958.73680110,604302
1619308800000,2021-04-25 00:00:00,BTT/USDT,0.00666790,0.00690370,0.00579100,0.00640660,38232717418.00000000,249058743.78479070,453705
1619222400000,2021-04-24 00:00:00,BTT/USDT,0.00718490,0.00787450,0.00644740,0.00666980,100719821312.00000000,709592051.57566980,977362
1619136000000,2021-04-23 00:00:00,BTT/USDT,0.00627090,0.00722530,0.00423460,0.00718490,111659732547.00000000,660163263.20260540,1170911
1619049600000,2021-04-22 00:00:00,BTT/USDT,0.00755770,0.00770640,0.00601670,0.00627670,46845442803.00000000,331716741.36286780,673036
1618963200000,2021-04-21 00:00:00,BTT/USDT,0.00790870,0.00808890,0.00745610,0.00755680,26055298859.00000000,204123866.81840250,419727
1618876800000,2021-04-20 00:00:00,BTT/USDT,0.00771520,0.00831660,0.00701300,0.00790950,51360271309.00000000,404186454.83299880,752912
1618790400000,2021-04-19 00:00:00,BTT/USDT,0.00803140,0.00827690,0.00734700,0.00772070,46570778835.00000000,366715345.10126380,744339
1618704000000,2021-04-18 00:00:00,BTT/USDT,0.00911610,0.00925150,0.00701200,0.00803140,80712712584.00000000,644212312.47295770,1219930
1618617600000,2021-04-17 00:00:00,BTT/USDT,0.00771120,0.01094000,0.00770020,0.00911610,206294330068.00000000,1924446476.99903990,2730343
1618531200000,2021-04-16 00:00:00,BTT/USDT,0.00821700,0.00840000,0.00725800,0.00771310,69455304066.00000000,543265359.45667410,1035804
1618444800000,2021-04-15 00:00:00,BTT/USDT,0.00763950,0.00864680,0.00740380,0.00822520,68153276996.00000000,557171967.50571110,983862
1618358400000,2021-04-14 00:00:00,BTT/USDT,0.00813860,0.00818100,0.00697090,0.00763950,48801537760.00000000,377718958.88382860,777107
1618272000000,2021-04-13 00:00:00,BTT/USDT,0.00796760,0.00859880,0.00751730,0.00813940,54358883712.00000000,436513897.61747530,808906
1618185600000,2021-04-12 00:00:00,BTT/USDT,0.00844610,0.00859990,0.00790000,0.00796870,40082482826.00000000,330224215.10890140,604688
1618099200000,2021-04-11 00:00:00,BTT/USDT,0.00856610,0.00897360,0.00785570,0.00844680,62620072007.00000000,525381781.46100460,860721
1618012800000,2021-04-10 00:00:00,BTT/USDT,0.00910620,0.00912430,0.00808440,0.00857360,54584868643.00000000,466009186.79918830,789214
1617926400000,2021-04-09 00:00:00,BTT/USDT,0.00966530,0.00996500,0.00877880,0.00910740,48121024581.00000000,446100131.61499990,775567
1617840000000,2021-04-08 00:00:00,BTT/USDT,0.00792950,0.00986900,0.00783380,0.00965610,87194174684.00000000,789145064.78873050,1335045
1617753600000,2021-04-07 00:00:00,BTT/USDT,0.00974210,0.01025000,0.00747150,0.00793110,107738387857.00000000,905771641.99920970,1480876
1617667200000,2021-04-06 00:00:00,BTT/USDT,0.01016990,0.01138580,0.00816720,0.00973130,144619523930.00000000,1399784950.94476530,2111191
1617580800000,2021-04-05 00:00:00,BTT/USDT,0.01026220,0.01357760,0.00965000,0.01017430,180330218444.00000000,2091922667.95206640,2881340
1617494400000,2021-04-04 00:00:00,BTT/USDT,0.00695330,0.01059020,0.00673300,0.01028590,170329431634.00000000,1433275110.79192980,1897989
1617408000000,2021-04-03 00:00:00,BTT/USDT,0.00691950,0.00767430,0.00625500,0.00695320,152887366501.00000000,1070497590.71300440,1549577
1617321600000,2021-04-02 00:00:00,BTT/USDT,0.00528670,0.00700000,0.00518490,0.00691950,112064732213.00000000,658804751.08128560,986585
1617235200000,2021-04-01 00:00:00,BTT/USDT,0.00506300,0.00575000,0.00485100,0.00529320,86183366725.00000000,451783065.47621030,764140
1617148800000,2021-03-31 00:00:00,BTT/USDT,0.00459990,0.00545000,0.00443430,0.00506280,166123848274.00000000,832578536.34427910,1301619
1617062400000,2021-03-30 00:00:00,BTT/USDT,0.00375840,0.00473120,0.00370950,0.00460000,145916634828.00000000,600374537.94020760,939323
1616976000000,2021-03-29 00:00:00,BTT/USDT,0.00361070,0.00394500,0.00351200,0.00375880,65143733727.00000000,244350673.65584350,459078
1616889600000,2021-03-28 00:00:00,BTT/USDT,0.00378560,0.00379560,0.00351680,0.00361000,54839210481.00000000,199459396.46881830,419503
1616803200000,2021-03-27 00:00:00,BTT/USDT,0.00355720,0.00413000,0.00336990,0.00378550,133716995861.00000000,508319135.89407350,812347
1616716800000,2021-03-26 00:00:00,BTT/USDT,0.00314950,0.00362500,0.00313750,0.00355720,63306598668.00000000,210292272.90183330,430200
1616630400000,2021-03-25 00:00:00,BTT/USDT,0.00316270,0.00331300,0.00297400,0.00314870,44203825778.00000000,138786584.44545910,322746
1616544000000,2021-03-24 00:00:00,BTT/USDT,0.00306670,0.00373290,0.00295000,0.00316330,89678746888.00000000,293547573.09294670,544293
1616457600000,2021-03-23 00:00:00,BTT/USDT,0.00325960,0.00339040,0.00292030,0.00306560,55798348319.00000000,172354504.53567190,397965
1616371200000,2021-03-22 00:00:00,BTT/USDT,0.00363330,0.00371900,0.00309200,0.00325460,78208653632.00000000,268481218.97646930,554050
1616284800000,2021-03-21 00:00:00,BTT/USDT,0.00290000,0.00388740,0.00280300,0.00363010,139444672835.00000000,463716184.67006880,805159
1616198400000,2021-03-20 00:00:00,BTT/USDT,0.00235970,0.00396000,0.00235370,0.00289700,260497204580.00000000,842296269.37743320,1327152
1616112000000,2021-03-19 00:00:00,BTT/USDT,0.00163780,0.00255490,0.00162640,0.00235330,164488830008.00000000,333287157.38543050,652273
1616025600000,2021-03-18 00:00:00,BTT/USDT,0.00165320,0.00168600,0.00158910,0.00163760,30382391931.00000000,49354891.00696010,154257
1615939200000,2021-03-17 00:00:00,BTT/USDT,0.00161980,0.00173170,0.00153700,0.00165320,36245429440.00000000,58412050.33726630,174443
1615852800000,2021-03-16 00:00:00,BTT/USDT,0.00162360,0.00164580,0.00152700,0.00161990,28873886856.00000000,45741332.72394610,141805
1615766400000,2021-03-15 00:00:00,BTT/USDT,0.00168180,0.00180470,0.00153470,0.00162360,47063329685.00000000,78076488.18017080,215547
1615680000000,2021-03-14 00:00:00,BTT/USDT,0.00169150,0.00189660,0.00157240,0.00168180,84489589364.00000000,146669504.36009480,356227
1615593600000,2021-03-13 00:00:00,BTT/USDT,0.00131450,0.00199980,0.00129560,0.00169280,125113511388.00000000,205701245.95393950,455021
1615507200000,2021-03-12 00:00:00,BTT/USDT,0.00138840,0.00139680,0.00127880,0.00131400,20228391701.00000000,26960229.22125060,100507
1615420800000,2021-03-11 00:00:00,BTT/USDT,0.00142310,0.00143690,0.00135180,0.00138780,18180189083.00000000,25271093.51282110,98315
1615334400000,2021-03-10 00:00:00,BTT/USDT,0.00133850,0.00157300,0.00128750,0.00142480,42915503035.00000000,61682813.38768420,203449
1615248000000,2021-03-09 00:00:00,BTT/USDT,0.00129100,0.00138000,0.00126090,0.00133930,30036745223.00000000,39117685.45522840,128144
1615161600000,2021-03-08 00:00:00,BTT/USDT,0.00125240,0.00140000,0.00121200,0.00128810,28718186618.00000000,36874766.21624550,114214
1615075200000,2021-03-07 00:00:00,BTT/USDT,0.00123000,0.00126700,0.00122090,0.00125230,12434744069.00000000,15443750.87770470,57636
1614988800000,2021-03-06 00:00:00,BTT/USDT,0.00123250,0.00128000,0.00119050,0.00123040,12990682103.00000000,16029102.73465260,62982
1614902400000,2021-03-05 00:00:00,BTT/USDT,0.00119970,0.00125900,0.00114020,0.00123210,24757755048.00000000,29732908.33349190,98926
1614816000000,2021-03-04 00:00:00,BTT/USDT,0.00123320,0.00126990,0.00115860,0.00119990,15044851385.00000000,18292850.53381470,81377
1614729600000,2021-03-03 00:00:00,BTT/USDT,0.00121080,0.00127000,0.00118720,0.00123220,17608455536.00000000,21748419.52385750,85137
1614643200000,2021-03-02 00:00:00,BTT/USDT,0.00124930,0.00127290,0.00116620,0.00121080,11703942176.00000000,14258270.50617240,70248
1614556800000,2021-03-01 00:00:00,BTT/USDT,0.00114320,0.00126190,0.00113090,0.00124910,20840142209.00000000,25070129.42979290,106583
1614470400000,2021-02-28 00:00:00,BTT/USDT,0.00125980,0.00127320,0.00104130,0.00114220,21207348599.00000000,24077573.48923270,98392
1614384000000,2021-02-27 00:00:00,BTT/USDT,0.00127160,0.00133810,0.00124010,0.00126050,14844047680.00000000,19174182.16995170,87405
1614297600000,2021-02-26 00:00:00,BTT/USDT,0.00132240,0.00136400,0.00121700,0.00127160,18900500318.00000000,24379043.10851950,96645
1614211200000,2021-02-25 00:00:00,BTT/USDT,0.00142960,0.00149000,0.00131070,0.00132100,18388159340.00000000,26004147.70858930,103342
1614124800000,2021-02-24 00:00:00,BTT/USDT,0.00136460,0.00153500,0.00130500,0.00142890,31609420895.00000000,45678656.08305190,159598
1614038400000,2021-02-23 00:00:00,BTT/USDT,0.00168430,0.00170330,0.00101200,0.00136700,59110965287.00000000,80368969.45876290,241142
1613952000000,2021-02-22 00:00:00,BTT/USDT,0.00173910,0.00198000,0.00137770,0.00168660,97100047203.00000000,167893533.37167160,379459
1613865600000,2021-02-21 00:00:00,BTT/USDT,0.00148760,0.00188520,0.00141220,0.00173780,93113066775.00000000,157164542.80076820,357532
1613779200000,2021-02-20 00:00:00,BTT/USDT,0.00142730,0.00184000,0.00137650,0.00148910,77675522695.00000000,121755033.39300890,312379
1613692800000,2021-02-19 00:00:00,BTT/USDT,0.00125680,0.00159070,0.00123020,0.00142700,53709035327.00000000,74537641.35029140,230538
1613606400000,2021-02-18 00:00:00,BTT/USDT,0.00121190,0.00129000,0.00119510,0.00125960,19342562882.00000000,23944145.50766680,106567
1613520000000,2021-02-17 00:00:00,BTT/USDT,0.00117840,0.00137990,0.00111120,0.00121190,33282420078.00000000,41038359.95731640,137726
1613433600000,2021-02-16 00:00:00,BTT/USDT,0.00110940,0.00126030,0.00108510,0.00117990,21124099455.00000000,25063875.05778260,109529
1613347200000,2021-02-15 00:00:00,BTT/USDT,0.00113890,0.00123000,0.00094450,0.00111010,28238414880.00000000,30919568.05788320,129513
1613260800000,2021-02-14 00:00:00,BTT/USDT,0.00124300,0.00125500,0.00107420,0.00113890,18224733704.00000000,21308043.91101790,101412
1613174400000,2021-02-13 00:00:00,BTT/USDT,0.00126100,0.00130500,0.00113410,0.00124300,23845272998.00000000,29500136.42660620,129938
1613088000000,2021-02-12 00:00:00,BTT/USDT,0.00119510,0.00142870,0.00119300,0.00126100,49761171373.00000000,63247480.32760610,214338
1613001600000,2021-02-11 00:00:00,BTT/USDT,0.00112270,0.00122000,0.00108430,0.00119770,49448915836.00000000,56957708.77412430,181387
1612915200000,2021-02-10 00:00:00,BTT/USDT,0.00121500,0.00130500,0.00102500,0.00112090,70235733106.00000000,81049146.97687820,286463
1612828800000,2021-02-09 00:00:00,BTT/USDT,0.00106830,0.00202000,0.00105300,0.00121380,393582478115.00000000,555663108.59568670,1062893
1612742400000,2021-02-08 00:00:00,BTT/USDT,0.00049890,0.00154160,0.00049660,0.00107100,261400550288.00000000,257519005.07246660,621914
1612656000000,2021-02-07 00:00:00,BTT/USDT,0.00046380,0.00052440,0.00044800,0.00049880,27145674205.00000000,13318074.66774650,79531
1612569600000,2021-02-06 00:00:00,BTT/USDT,0.00047740,0.00048050,0.00044430,0.00046340,13709991614.00000000,6337891.93853660,42207
1612483200000,2021-02-05 00:00:00,BTT/USDT,0.00043430,0.00048110,0.00043160,0.00047750,14745221365.00000000,6770949.86121360,44844
1612396800000,2021-02-04 00:00:00,BTT/USDT,0.00045660,0.00046030,0.00042240,0.00043420,15007946368.00000000,6648623.56379860,44145
1612310400000,2021-02-03 00:00:00,BTT/USDT,0.00043110,0.00050000,0.00041750,0.00045710,41882495341.00000000,18956942.11940140,103284
1612224000000,2021-02-02 00:00:00,BTT/USDT,0.00038150,0.00045000,0.00037800,0.00043130,18734869571.00000000,7672087.87556030,52047
1612137600000,2021-02-01 00:00:00,BTT/USDT,0.00038180,0.00039290,0.00037220,0.00038190,9640457875.00000000,3677955.11200450,35755
1612051200000,2021-01-31 00:00:00,BTT/USDT,0.00038220,0.00040420,0.00037210,0.00038180,15003978691.00000000,5814080.35081940,45157
1611964800000,2021-01-30 00:00:00,BTT/USDT,0.00039020,0.00039880,0.00037260,0.00038210,15175150992.00000000,5808152.47023350,45802
1611878400000,2021-01-29 00:00:00,BTT/USDT,0.00037000,0.00045000,0.00036430,0.00039080,39945124905.00000000,15800599.27091570,88000
1611792000000,2021-01-28 00:00:00,BTT/USDT,0.00033730,0.00037440,0.00033550,0.00037020,13678103535.00000000,4870401.93366200,27685
1611705600000,2021-01-27 00:00:00,BTT/USDT,0.00036260,0.00036280,0.00033200,0.00033760,11643023783.00000000,4025321.84399400,22895
1611619200000,2021-01-26 00:00:00,BTT/USDT,0.00036300,0.00037310,0.00035260,0.00036270,4194328405.00000000,1515539.22499300,18448
1611532800000,2021-01-25 00:00:00,BTT/USDT,0.00037780,0.00038960,0.00035900,0.00036360,10195618687.00000000,3817090.06197100,31804
1611446400000,2021-01-24 00:00:00,BTT/USDT,0.00035500,0.00040400,0.00035380,0.00037740,17469924398.00000000,6565310.68544090,39908
1611360000000,2021-01-23 00:00:00,BTT/USDT,0.00034330,0.00036000,0.00033860,0.00035500,9700318250.00000000,3388387.34221170,23523
1611273600000,2021-01-22 00:00:00,BTT/USDT,0.00033310,0.00034850,0.00031810,0.00034350,8897107662.00000000,2990505.53220280,22916
1611187200000,2021-01-21 00:00:00,BTT/USDT,0.00036390,0.00036500,0.00033040,0.00033320,6959117599.00000000,2403310.90825310,21824
1611100800000,2021-01-20 00:00:00,BTT/USDT,0.00037220,0.00037700,0.00034900,0.00036390,9303255687.00000000,3380951.18425570,27162
1611014400000,2021-01-19 00:00:00,BTT/USDT,0.00036960,0.00040490,0.00036250,0.00037220,17285278422.00000000,6543320.91828260,38514
1610928000000,2021-01-18 00:00:00,BTT/USDT,0.00035910,0.00037000,0.00035480,0.00036950,10714613813.00000000,3879352.61726330,25185
1610841600000,2021-01-17 00:00:00,BTT/USDT,0.00036500,0.00037800,0.00034440,0.00035800,12903228829.00000000,4582801.42326040,27023
1610755200000,2021-01-16 00:00:00,BTT/USDT,0.00035160,0.00037860,0.00034880,0.00036480,13700344983.00000000,4942550.24529140,28002
1610668800000,2021-01-15 00:00:00,BTT/USDT,0.00036470,0.00037000,0.00033710,0.00035120,11991325971.00000000,4274607.66712220,27324
1610582400000,2021-01-14 00:00:00,BTT/USDT,0.00036440,0.00036950,0.00034770,0.00036450,15424926318.00000000,5548719.92166390,27511
1610496000000,2021-01-13 00:00:00,BTT/USDT,0.00035280,0.00036750,0.00034310,0.00036470,10066274745.00000000,3582959.48366090,20660
1610409600000,2021-01-12 00:00:00,BTT/USDT,0.00035060,0.00037400,0.00033770,0.00035270,8455808484.00000000,3011955.71841880,20031
1610323200000,2021-01-11 00:00:00,BTT/USDT,0.00042950,0.00043330,0.00031590,0.00034970,11394970204.00000000,4024436.48604990,25602
1610236800000,2021-01-10 00:00:00,BTT/USDT,0.00040950,0.00045500,0.00036700,0.00042890,17441136584.00000000,7137798.15008960,41729
1610150400000,2021-01-09 00:00:00,BTT/USDT,0.00033170,0.00053470,0.00033160,0.00040950,55614348740.00000000,23814396.74330450,105684
1610064000000,2021-01-08 00:00:00,BTT/USDT,0.00033260,0.00033990,0.00031450,0.00033170,11064448785.00000000,3613192.24277660,23709
1609977600000,2021-01-07 00:00:00,BTT/USDT,0.00032420,0.00034930,0.00030680,0.00033260,13405307984.00000000,4477879.46734210,29795
1609891200000,2021-01-06 00:00:00,BTT/USDT,0.00031010,0.00033730,0.00030530,0.00032420,11895350366.00000000,3802564.33731650,25282
1609804800000,2021-01-05 00:00:00,BTT/USDT,0.00031410,0.00031540,0.00028960,0.00031040,9820243485.00000000,2965803.38081580,22221
1609718400000,2021-01-04 00:00:00,BTT/USDT,0.00031280,0.00033400,0.00029060,0.00031390,11434907198.00000000,3611872.82158760,26422
1609632000000,2021-01-03 00:00:00,BTT/USDT,0.00033750,0.00034090,0.00030890,0.00031280,21628649313.00000000,6956793.74506870,35985
1609545600000,2021-01-02 00:00:00,BTT/USDT,0.00029350,0.00036790,0.00028850,0.00033730,25909372352.00000000,8298988.66886060,37086
1609459200000,2021-01-01 00:00:00,BTT/USDT,0.00028820,0.00029450,0.00028720,0.00029300,11772926424.00000000,3428179.02900160,11344
1609372800000,2020-12-31 00:00:00,BTT/USDT,0.00029380,0.00030000,0.00028130,0.00028800,12824193111.00000000,3688000.90706230,11601
1609286400000,2020-12-30 00:00:00,BTT/USDT,0.00029140,0.00029440,0.00028050,0.00029350,14484684501.00000000,4170482.10395070,13967
1609200000000,2020-12-29 00:00:00,BTT/USDT,0.00030030,0.00030570,0.00028280,0.00029120,15344460078.00000000,4446553.24127310,17530
1609113600000,2020-12-28 00:00:00,BTT/USDT,0.00029820,0.00031100,0.00029620,0.00030030,15589264631.00000000,4719070.34905660,19224
1609027200000,2020-12-27 00:00:00,BTT/USDT,0.00030040,0.00030850,0.00028610,0.00029800,15713650401.00000000,4683390.83864870,20307
1608940800000,2020-12-26 00:00:00,BTT/USDT,0.00030750,0.00030780,0.00029600,0.00029970,14485594381.00000000,4366550.65029890,14926
1608854400000,2020-12-25 00:00:00,BTT/USDT,0.00030080,0.00031100,0.00029610,0.00030730,14198938187.00000000,4314726.80090200,16573
