unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount
1641340800000,2022-01-05 00:00:00,LINK/USDT,23.43000000,27.48000000,22.29000000,25.24000000,24289357.80000000,618136964.57050000,1248128
1641254400000,2022-01-04 00:00:00,LINK/USDT,23.72000000,24.49000000,22.71000000,23.42000000,10784755.22000000,255837161.18550000,457881
1641168000000,2022-01-03 00:00:00,LINK/USDT,21.86000000,23.75000000,21.25000000,23.72000000,7982877.02000000,180419192.48530000,375035
1641081600000,2022-01-02 00:00:00,LINK/USDT,20.75000000,22.20000000,20.57000000,21.87000000,5108786.84000000,109522039.37900000,183268
1640995200000,2022-01-01 00:00:00,LINK/USDT,19.52000000,20.79000000,19.50000000,20.76000000,3459474.38000000,69230918.40380000,106234
1640908800000,2021-12-31 00:00:00,LINK/USDT,19.94000000,20.63000000,19.04000000,19.51000000,5579016.19000000,111303815.01300000,154471
1640822400000,2021-12-30 00:00:00,LINK/USDT,19.74000000,20.44000000,19.17000000,19.93000000,6009325.13000000,119027096.55110000,149469
1640736000000,2021-12-29 00:00:00,LINK/USDT,20.38000000,20.97000000,19.53000000,19.74000000,6951841.90000000,141572982.98650000,198829
1640649600000,2021-12-28 00:00:00,LINK/USDT,23.02000000,23.02000000,20.32000000,20.37000000,9022968.50000000,196524428.52170000,295625
1640563200000,2021-12-27 00:00:00,LINK/USDT,22.99000000,24.49000000,22.75000000,23.02000000,6522187.76000000,154264723.53710000,285760
1640476800000,2021-12-26 00:00:00,LINK/USDT,22.11000000,23.58000000,21.12000000,22.98000000,6566168.47000000,147018868.69540000,277931
1640390400000,2021-12-25 00:00:00,LINK/USDT,21.48000000,22.39000000,21.29000000,22.10000000,3223439.24000000,70245227.36530000,122936
1640304000000,2021-12-24 00:00:00,LINK/USDT,22.18000000,22.66000000,21.20000000,21.48000000,5590940.60000000,123326698.58120000,254757
1640217600000,2021-12-23 00:00:00,LINK/USDT,19.92000000,22.22000000,19.57000000,22.17000000,7579889.52000000,159293814.91530000,344992
1640131200000,2021-12-22 00:00:00,LINK/USDT,19.41000000,20.83000000,19.20000000,19.93000000,5032493.39000000,101027782.28420000,203139
1640044800000,2021-12-21 00:00:00,LINK/USDT,18.79000000,19.67000000,18.37000000,19.42000000,3667347.22000000,69855265.86860000,122684
1639958400000,2021-12-20 00:00:00,LINK/USDT,18.86000000,19.20000000,18.04000000,18.78000000,5052339.60000000,93947844.07410000,151536
1639872000000,2021-12-19 00:00:00,LINK/USDT,19.53000000,20.38000000,18.80000000,18.86000000,4918775.96000000,96439325.25570000,180724
1639785600000,2021-12-18 00:00:00,LINK/USDT,18.26000000,20.00000000,17.81000000,19.54000000,5362509.60000000,103094931.35900000,192501
1639699200000,2021-12-17 00:00:00,LINK/USDT,18.77000000,19.23000000,17.74000000,18.25000000,5458704.38000000,101169381.43160000,187681
1639612800000,2021-12-16 00:00:00,LINK/USDT,19.70000000,20.34000000,18.69000000,18.76000000,4943919.45000000,97031213.59860000,173268
1639526400000,2021-12-15 00:00:00,LINK/USDT,18.43000000,20.00000000,17.26000000,19.69000000,7026159.04000000,130271869.37200000,246720
1639440000000,2021-12-14 00:00:00,LINK/USDT,17.78000000,18.61000000,17.44000000,18.44000000,5679303.20000000,102484139.15950000,184555
1639353600000,2021-12-13 00:00:00,LINK/USDT,20.41000000,20.56000000,17.30000000,17.78000000,7022411.65000000,130400790.38660000,229319
1639267200000,2021-12-12 00:00:00,LINK/USDT,19.97000000,20.80000000,19.20000000,20.41000000,3211538.08000000,63954847.34160000,118615
1639180800000,2021-12-11 00:00:00,LINK/USDT,18.55000000,20.22000000,18.16000000,19.97000000,5569559.09000000,107528362.30660000,176840
1639094400000,2021-12-10 00:00:00,LINK/USDT,20.25000000,20.88000000,18.46000000,18.56000000,7767639.78000000,153508749.64560000,239282
1639008000000,2021-12-09 00:00:00,LINK/USDT,22.91000000,23.05000000,20.25000000,20.25000000,8209134.24000000,175227578.62010000,280703
1638921600000,2021-12-08 00:00:00,LINK/USDT,21.08000000,23.20000000,20.75000000,22.91000000,11114837.71000000,245695427.88840000,419208
1638835200000,2021-12-07 00:00:00,LINK/USDT,19.79000000,21.18000000,19.70000000,21.09000000,7483015.81000000,152134118.46170000,244033
1638748800000,2021-12-06 00:00:00,LINK/USDT,19.49000000,20.01000000,17.21000000,19.80000000,8513440.09000000,156835015.04530000,266315
1638662400000,2021-12-05 00:00:00,LINK/USDT,20.65000000,20.93000000,18.46000000,19.48000000,7454749.61000000,146003619.85580000,236610
1638576000000,2021-12-04 00:00:00,LINK/USDT,23.31000000,23.36000000,15.32000000,20.64000000,20782013.82600000,400552429.45651200,632039
1638489600000,2021-12-03 00:00:00,LINK/USDT,24.54000000,25.85000000,22.44000000,23.31000000,5725480.60000000,139727086.78060000,263647
1638403200000,2021-12-02 00:00:00,LINK/USDT,25.32000000,25.33000000,24.16000000,24.55000000,3910782.56000000,96880208.58840000,161973
1638316800000,2021-12-01 00:00:00,LINK/USDT,25.31000000,26.90000000,24.96000000,25.32000000,4642138.01000000,120852707.42840000,236473
1638230400000,2021-11-30 00:00:00,LINK/USDT,24.99000000,26.52000000,24.11000000,25.31000000,5806301.22000000,147809397.03210000,299785
1638144000000,2021-11-29 00:00:00,LINK/USDT,24.76000000,25.61000000,24.54000000,24.99000000,4733398.72000000,118292090.39410000,194904
1638057600000,2021-11-28 00:00:00,LINK/USDT,24.09000000,25.01000000,22.63000000,24.76000000,4563690.39000000,108229165.99460000,190976
1637971200000,2021-11-27 00:00:00,LINK/USDT,23.96000000,24.99000000,23.78000000,24.10000000,3976318.59000000,97166554.05400000,156504
1637884800000,2021-11-26 00:00:00,LINK/USDT,26.41000000,26.59000000,22.90000000,23.96000000,10693190.38000000,260363332.64570000,402431
1637798400000,2021-11-25 00:00:00,LINK/USDT,25.58000000,27.61000000,25.37000000,26.41000000,5650379.16000000,150830095.85270000,260578
1637712000000,2021-11-24 00:00:00,LINK/USDT,26.94000000,27.15000000,25.15000000,25.58000000,4968971.25000000,129261942.48650000,211476
1637625600000,2021-11-23 00:00:00,LINK/USDT,26.77000000,27.57000000,26.17000000,26.94000000,4650554.32000000,125099886.43700000,210498
1637539200000,2021-11-22 00:00:00,LINK/USDT,29.00000000,29.09000000,26.31000000,26.77000000,4773826.99000000,130553615.06290000,226323
1637452800000,2021-11-21 00:00:00,LINK/USDT,28.37000000,29.26000000,27.69000000,28.98000000,3837676.91000000,108852048.04230000,187839
1637366400000,2021-11-20 00:00:00,LINK/USDT,28.27000000,28.72000000,27.26000000,28.36000000,4535914.25000000,127393978.79660000,184246
1637280000000,2021-11-19 00:00:00,LINK/USDT,26.55000000,28.85000000,26.08000000,28.27000000,5005660.19000000,138754406.87550000,235339
1637193600000,2021-11-18 00:00:00,LINK/USDT,29.19000000,29.72000000,25.82000000,26.55000000,7061894.53000000,195432231.20960000,337336
1637107200000,2021-11-17 00:00:00,LINK/USDT,29.16000000,29.74000000,28.03000000,29.18000000,5076689.07000000,146908040.93540000,270697
1637020800000,2021-11-16 00:00:00,LINK/USDT,32.05000000,32.06000000,28.00000000,29.16000000,10287002.12000000,307891678.68640000,586312
1636934400000,2021-11-15 00:00:00,LINK/USDT,33.75000000,34.50000000,31.98000000,32.04000000,4212705.79000000,140614159.61950000,292447
1636848000000,2021-11-14 00:00:00,LINK/USDT,34.00000000,34.43000000,32.53000000,33.75000000,2898724.84000000,97034110.77550000,195747
1636761600000,2021-11-13 00:00:00,LINK/USDT,34.26000000,34.58000000,33.19000000,34.00000000,3374260.70000000,114282890.85600000,195578
1636675200000,2021-11-12 00:00:00,LINK/USDT,34.68000000,35.46000000,32.67000000,34.26000000,5997062.19000000,203926058.58960000,471402
1636588800000,2021-11-11 00:00:00,LINK/USDT,34.21000000,36.95000000,33.34000000,34.69000000,7608988.90000000,268520710.20740000,611974
1636502400000,2021-11-10 00:00:00,LINK/USDT,33.82000000,38.31000000,31.90000000,34.21000000,13584912.62500000,484542930.64495200,1368833
1636416000000,2021-11-09 00:00:00,LINK/USDT,34.46000000,35.62000000,33.38000000,33.82000000,5454354.68000000,188246325.34370000,557791
1636329600000,2021-11-08 00:00:00,LINK/USDT,32.34000000,34.82000000,32.18000000,34.46000000,6265144.90000000,211438857.95240000,715149
1636243200000,2021-11-07 00:00:00,LINK/USDT,32.05000000,32.59000000,31.71000000,32.34000000,2854681.46000000,91900787.42290000,163040
1636156800000,2021-11-06 00:00:00,LINK/USDT,32.86000000,33.20000000,30.72000000,32.05000000,4479318.72000000,142478643.26370000,315075
1636070400000,2021-11-05 00:00:00,LINK/USDT,30.99000000,33.71000000,30.66000000,32.86000000,6695588.25000000,218324159.85910000,629864
1635984000000,2021-11-04 00:00:00,LINK/USDT,31.97000000,32.11000000,30.20000000,31.00000000,3782722.68000000,117107390.04100000,255325
1635897600000,2021-11-03 00:00:00,LINK/USDT,32.27000000,32.78000000,30.54000000,31.96000000,4908993.56000000,155722212.59870000,375911
1635811200000,2021-11-02 00:00:00,LINK/USDT,31.67000000,32.48000000,31.00000000,32.26000000,4634421.26000000,147808570.18590000,282155
1635724800000,2021-11-01 00:00:00,LINK/USDT,30.00000000,31.87000000,29.14000000,31.66000000,4961708.55000000,152394280.34350000,363221
1635638400000,2021-10-31 00:00:00,LINK/USDT,29.78000000,30.68000000,28.65000000,30.00000000,4380461.27000000,129916693.07230000,234022
1635552000000,2021-10-30 00:00:00,LINK/USDT,30.96000000,31.12000000,29.16000000,29.79000000,3768896.65000000,113508318.15490000,194281
1635465600000,2021-10-29 00:00:00,LINK/USDT,30.19000000,31.96000000,29.94000000,30.96000000,5402654.58000000,168280705.91250000,360105
1635379200000,2021-10-28 00:00:00,LINK/USDT,28.89000000,30.85000000,28.61000000,30.19000000,7186569.57000000,215922508.73820000,406644
1635292800000,2021-10-27 00:00:00,LINK/USDT,32.52000000,33.91000000,27.91000000,28.88000000,12021487.77000000,365825738.40380000,744633
1635206400000,2021-10-26 00:00:00,LINK/USDT,32.38000000,33.82000000,31.31000000,32.52000000,6553789.22000000,212122010.70460000,530852
1635120000000,2021-10-25 00:00:00,LINK/USDT,29.71000000,32.90000000,29.53000000,32.38000000,7440428.58000000,235678353.15840000,642388
1635033600000,2021-10-24 00:00:00,LINK/USDT,31.37000000,31.53000000,28.72000000,29.70000000,5743439.15000000,172220456.00150000,357004
1634947200000,2021-10-23 00:00:00,LINK/USDT,28.68000000,31.46000000,28.30000000,31.36000000,8142359.19000000,246544672.17030000,625762
1634860800000,2021-10-22 00:00:00,LINK/USDT,28.27000000,30.04000000,28.02000000,28.67000000,7699280.53000000,223941941.79640000,494582
1634774400000,2021-10-21 00:00:00,LINK/USDT,27.48000000,29.34000000,27.19000000,28.26000000,9719211.48000000,275264013.86360000,649128
1634688000000,2021-10-20 00:00:00,LINK/USDT,25.90000000,27.66000000,25.85000000,27.49000000,4477050.21000000,119651352.52670000,235500
1634601600000,2021-10-19 00:00:00,LINK/USDT,25.71000000,26.29000000,25.36000000,25.91000000,3568771.92000000,92082312.64470000,140692
1634515200000,2021-10-18 00:00:00,LINK/USDT,26.54000000,26.74000000,25.26000000,25.71000000,4419668.63000000,114680943.69220000,194528
1634428800000,2021-10-17 00:00:00,LINK/USDT,27.22000000,27.63000000,25.58000000,26.54000000,4590060.14000000,123093321.25140000,183440
1634342400000,2021-10-16 00:00:00,LINK/USDT,27.01000000,28.70000000,26.92000000,27.23000000,6223161.96000000,172819229.29020000,395643
1634256000000,2021-10-15 00:00:00,LINK/USDT,26.71000000,27.38000000,26.01000000,27.01000000,7635027.67000000,203600573.64580000,269001
1634169600000,2021-10-14 00:00:00,LINK/USDT,25.67000000,27.88000000,25.38000000,26.72000000,7753968.37000000,208382842.83500000,426425
1634083200000,2021-10-13 00:00:00,LINK/USDT,24.63000000,25.67000000,24.16000000,25.66000000,6207286.13000000,153577716.87220000,244454
1633996800000,2021-10-12 00:00:00,LINK/USDT,25.22000000,25.27000000,23.53000000,24.65000000,5370932.72000000,130953565.76810000,224010
1633910400000,2021-10-11 00:00:00,LINK/USDT,25.55000000,26.76000000,24.63000000,25.22000000,4293243.83000000,110756408.82460000,186286
1633824000000,2021-10-10 00:00:00,LINK/USDT,27.45000000,27.49000000,25.44000000,25.56000000,3914402.57000000,104540172.85600000,172735
1633737600000,2021-10-09 00:00:00,LINK/USDT,26.40000000,27.89000000,26.05000000,27.45000000,4731175.38000000,127639892.45660000,215477
1633651200000,2021-10-08 00:00:00,LINK/USDT,26.84000000,27.46000000,26.12000000,26.39000000,4972738.23000000,133594013.90750000,205086
1633564800000,2021-10-07 00:00:00,LINK/USDT,26.80000000,27.71000000,25.90000000,26.83000000,6025827.07000000,161995988.38420000,294437
1633478400000,2021-10-06 00:00:00,LINK/USDT,27.23000000,28.19000000,25.20000000,26.80000000,6976264.13000000,187167451.65210000,388601
1633392000000,2021-10-05 00:00:00,LINK/USDT,26.62000000,27.49000000,26.19000000,27.23000000,5119998.39000000,137177146.17000000,229974
1633305600000,2021-10-04 00:00:00,LINK/USDT,27.56000000,27.67000000,25.59000000,26.60000000,5539695.96000000,147184107.06160000,251770
1633219200000,2021-10-03 00:00:00,LINK/USDT,26.88000000,28.16000000,26.50000000,27.57000000,4506819.77000000,122973585.83860000,261111
1633132800000,2021-10-02 00:00:00,LINK/USDT,26.32000000,27.81000000,25.82000000,26.89000000,5235579.85000000,139984158.80720000,301699
1633046400000,2021-10-01 00:00:00,LINK/USDT,24.00000000,26.70000000,23.59000000,26.31000000,7425309.08000000,188696923.28220000,358254
1632960000000,2021-09-30 00:00:00,LINK/USDT,22.85000000,24.40000000,22.72000000,24.00000000,5584599.18000000,132908673.11820000,198656
1632873600000,2021-09-29 00:00:00,LINK/USDT,22.09000000,23.93000000,22.01000000,22.85000000,5352492.64000000,123228384.44630000,188839
1632787200000,2021-09-28 00:00:00,LINK/USDT,23.02000000,23.75000000,22.00000000,22.10000000,6277178.15000000,144327578.98250000,214044
1632700800000,2021-09-27 00:00:00,LINK/USDT,24.59000000,25.47000000,22.96000000,23.01000000,5674010.84000000,137166091.79700000,226706
1632614400000,2021-09-26 00:00:00,LINK/USDT,24.50000000,25.38000000,22.36000000,24.60000000,11996414.44000000,289614171.50200000,448575
1632528000000,2021-09-25 00:00:00,LINK/USDT,23.26000000,24.70000000,22.03000000,24.51000000,6978838.89000000,162372503.99710000,291197
1632441600000,2021-09-24 00:00:00,LINK/USDT,25.42000000,25.50000000,21.35000000,23.26000000,10530560.30000000,243229989.79400000,396623
1632355200000,2021-09-23 00:00:00,LINK/USDT,24.45000000,25.48000000,23.39000000,25.41000000,6813474.98900000,166632655.21430000,261871
1632268800000,2021-09-22 00:00:00,LINK/USDT,21.42000000,24.50000000,21.03000000,24.45000000,7772096.46000000,179127417.37700000,288495
1632182400000,2021-09-21 00:00:00,LINK/USDT,23.57000000,24.39000000,20.82000000,21.42000000,11263574.24000000,257038365.28971500,415915
1632096000000,2021-09-20 00:00:00,LINK/USDT,27.37000000,27.43000000,23.00000000,23.57000000,12265514.89400000,303481204.64623900,480303
1632009600000,2021-09-19 00:00:00,LINK/USDT,28.39000000,28.80000000,26.93000000,27.36000000,3892742.39000000,108695425.79880000,168114
1631923200000,2021-09-18 00:00:00,LINK/USDT,27.73000000,29.46000000,27.39000000,28.39000000,4567816.67000000,130401775.43330000,193332
1631836800000,2021-09-17 00:00:00,LINK/USDT,29.81000000,30.12000000,27.38000000,27.72000000,7110390.59000000,204569127.09010000,298035
1631750400000,2021-09-16 00:00:00,LINK/USDT,30.68000000,32.11000000,29.04000000,29.80000000,9659752.10000000,297027429.07970000,432446
1631664000000,2021-09-15 00:00:00,LINK/USDT,30.78000000,31.46000000,29.57000000,30.67000000,9772286.29000000,298930029.61470000,438401
1631577600000,2021-09-14 00:00:00,LINK/USDT,26.96000000,30.85000000,26.73000000,30.80000000,10233565.39000000,290787002.46490000,462359
1631491200000,2021-09-13 00:00:00,LINK/USDT,29.42000000,29.95000000,25.17000000,26.96000000,13538132.86000000,363906756.67090000,521640
1631404800000,2021-09-12 00:00:00,LINK/USDT,27.00000000,29.77000000,26.36000000,29.42000000,6990717.38000000,198717011.40100000,342367
1631318400000,2021-09-11 00:00:00,LINK/USDT,26.39000000,27.71000000,26.25000000,26.99000000,4993779.99000000,134903434.71410000,200823
1631232000000,2021-09-10 00:00:00,LINK/USDT,28.01000000,29.56000000,25.62000000,26.39000000,9834554.01000000,269253580.27530000,387017
1631145600000,2021-09-09 00:00:00,LINK/USDT,27.17000000,30.18000000,26.46000000,28.01000000,10379368.40000000,292636702.93220000,423441
1631059200000,2021-09-08 00:00:00,LINK/USDT,28.25000000,29.19000000,25.18000000,27.16000000,13670715.16000000,371272295.01820000,463192
1630972800000,2021-09-07 00:00:00,LINK/USDT,34.80000000,35.34000000,23.79000000,28.26000000,22716428.30700000,675535326.60922900,903257
1630886400000,2021-09-06 00:00:00,LINK/USDT,33.54000000,36.33000000,32.44000000,34.81000000,10355273.26700000,359725411.70459400,755606
1630800000000,2021-09-05 00:00:00,LINK/USDT,29.89000000,33.61000000,29.54000000,33.55000000,5891988.18700000,186565201.48085500,496734
1630713600000,2021-09-04 00:00:00,LINK/USDT,30.75000000,31.17000000,29.39000000,29.88000000,4242332.29000000,128774927.11900000,204589
1630627200000,2021-09-03 00:00:00,LINK/USDT,29.95000000,31.75000000,29.05000000,30.75000000,6866886.79600000,210704046.34061700,400875
1630540800000,2021-09-02 00:00:00,LINK/USDT,29.72000000,30.88000000,28.75000000,29.95000000,7084187.06500000,211324527.15842200,397326
1630454400000,2021-09-01 00:00:00,LINK/USDT,26.70000000,29.81000000,26.09000000,29.72000000,8266693.87000000,233967142.72238500,487744
1630368000000,2021-08-31 00:00:00,LINK/USDT,25.03000000,27.53700000,24.69000000,26.70000000,7673601.30900000,202343311.59260200,365583
1630281600000,2021-08-30 00:00:00,LINK/USDT,25.77000000,26.49000000,24.30000000,25.04000000,4514605.77000000,114577875.32750000,187101
1630195200000,2021-08-29 00:00:00,LINK/USDT,25.74000000,26.57000000,25.14000000,25.76000000,3384982.59900000,87162661.72882600,135545
1630108800000,2021-08-28 00:00:00,LINK/USDT,26.05000000,26.20000000,25.36000000,25.73000000,2939678.44000000,75721358.11583400,101553
1630022400000,2021-08-27 00:00:00,LINK/USDT,24.38000000,26.14000000,24.00000000,26.04000000,5116792.06800000,128684391.28266100,191597
1629936000000,2021-08-26 00:00:00,LINK/USDT,26.61200000,26.94000000,23.88000000,24.39000000,5809610.75700000,145782918.64565600,225506
1629849600000,2021-08-25 00:00:00,LINK/USDT,25.72800000,26.87900000,25.27900000,26.61200000,5810278.15500000,152307753.16203400,273837
1629763200000,2021-08-24 00:00:00,LINK/USDT,28.55600000,28.92300000,25.71200000,25.72800000,6394087.60500000,174291548.74633900,314121
1629676800000,2021-08-23 00:00:00,LINK/USDT,27.98100000,29.30000000,27.78000000,28.55200000,6106352.51100000,175067867.43627000,316711
1629590400000,2021-08-22 00:00:00,LINK/USDT,27.85000000,28.66300000,26.78500000,27.98200000,4266944.35600000,118510108.26912700,226106
1629504000000,2021-08-21 00:00:00,LINK/USDT,28.68100000,29.15600000,27.64800000,27.84400000,5165729.46400000,147280224.13013700,297222
1629417600000,2021-08-20 00:00:00,LINK/USDT,27.10100000,29.04800000,26.64700000,28.67800000,6765096.70500000,188171433.77685700,359643
1629331200000,2021-08-19 00:00:00,LINK/USDT,25.34100000,27.13200000,24.47900000,27.09600000,7978787.57000000,205111314.43783000,363593
1629244800000,2021-08-18 00:00:00,LINK/USDT,26.14500000,26.92200000,24.84700000,25.34100000,8437887.64200000,218987283.91235900,373998
1629158400000,2021-08-17 00:00:00,LINK/USDT,27.95000000,30.29900000,25.88100000,26.14600000,9870163.63400000,278293062.35701000,511820
1629072000000,2021-08-16 00:00:00,LINK/USDT,27.90100000,30.51000000,27.63800000,27.94400000,9364186.79900000,272278412.02148200,535669
1628985600000,2021-08-15 00:00:00,LINK/USDT,27.13900000,27.98300000,25.90100000,27.90100000,4492523.83600000,120758382.48211600,253919
1628899200000,2021-08-14 00:00:00,LINK/USDT,27.74800000,27.95500000,26.37100000,27.14400000,5869978.18400000,159572397.88547000,292600
1628812800000,2021-08-13 00:00:00,LINK/USDT,24.94100000,27.77100000,24.71500000,27.74800000,4895829.58100000,129526890.47295100,276890
1628726400000,2021-08-12 00:00:00,LINK/USDT,25.90200000,26.90200000,24.08500000,24.94400000,6385288.81800000,161099505.15820000,292673
1628640000000,2021-08-11 00:00:00,LINK/USDT,24.53600000,27.31300000,24.45900000,25.90600000,7843592.87700000,203922175.38107600,428394
1628553600000,2021-08-10 00:00:00,LINK/USDT,24.19800000,25.51800000,23.73600000,24.53700000,6592102.33300000,161685184.32110800,337730
1628467200000,2021-08-09 00:00:00,LINK/USDT,23.02600000,24.69100000,22.07200000,24.19700000,5994876.94600000,140917845.70415900,280978
1628380800000,2021-08-08 00:00:00,LINK/USDT,24.68800000,24.94600000,22.56500000,23.02900000,5179399.16500000,123871284.08139900,260258
1628294400000,2021-08-07 00:00:00,LINK/USDT,23.88900000,25.15700000,23.62600000,24.69400000,6218217.15800000,151438825.09851700,319613
1628208000000,2021-08-06 00:00:00,LINK/USDT,24.05100000,24.39100000,22.99600000,23.89000000,7433704.42500000,175331359.86392100,299696
1628121600000,2021-08-05 00:00:00,LINK/USDT,24.18800000,24.33500000,22.46800000,24.05700000,7144781.46700000,168718502.09317100,397817
1628035200000,2021-08-04 00:00:00,LINK/USDT,23.94200000,25.00000000,22.86900000,24.19300000,8225660.80800000,196908547.17226800,572198
1627948800000,2021-08-03 00:00:00,LINK/USDT,23.47400000,24.43100000,22.03900000,23.94200000,9465472.39200000,220346161.67437100,743114
1627862400000,2021-08-02 00:00:00,LINK/USDT,22.06500000,23.97500000,21.40100000,23.47200000,7225124.74000000,165193520.86207400,426591
1627776000000,2021-08-01 00:00:00,LINK/USDT,22.72200000,23.94000000,21.78900000,22.06200000,8728644.33700000,201172448.42445900,503408
1627689600000,2021-07-31 00:00:00,LINK/USDT,22.26900000,23.37500000,21.26600000,22.71300000,7637055.91400000,168549900.21594200,613811
1627603200000,2021-07-30 00:00:00,LINK/USDT,19.37200000,22.66600000,18.82300000,22.26900000,12896563.78200000,268533799.71533100,529952
1627516800000,2021-07-29 00:00:00,LINK/USDT,19.10600000,19.47200000,18.60800000,19.37000000,4161840.77600000,78822273.25390400,208511
1627430400000,2021-07-28 00:00:00,LINK/USDT,19.48300000,19.98700000,18.61100000,19.10900000,7596790.31500000,146917435.66299000,420535
1627344000000,2021-07-27 00:00:00,LINK/USDT,18.03000000,19.58000000,17.60200000,19.48900000,8327513.61700000,155100408.38662900,322858
1627257600000,2021-07-26 00:00:00,LINK/USDT,16.74500000,19.95800000,16.66200000,18.02800000,14210837.67300000,266013577.59668900,459412
1627171200000,2021-07-25 00:00:00,LINK/USDT,16.68700000,17.06200000,16.15600000,16.74600000,4708980.41800000,77949003.95935000,142306
1627084800000,2021-07-24 00:00:00,LINK/USDT,16.50700000,17.13200000,16.30700000,16.68300000,5410931.84700000,90598549.74856100,201472
1626998400000,2021-07-23 00:00:00,LINK/USDT,16.07300000,16.57200000,15.23000000,16.50200000,5208073.46000000,82912521.78888600,185032
1626912000000,2021-07-22 00:00:00,LINK/USDT,15.30000000,16.17600000,14.96100000,16.07100000,5864766.17100000,90861872.18353800,175184
1626825600000,2021-07-21 00:00:00,LINK/USDT,13.74400000,15.79700000,13.46000000,15.29700000,8493449.36900000,125644680.88342900,227351
1626739200000,2021-07-20 00:00:00,LINK/USDT,14.52900000,14.78300000,13.38400000,13.74200000,7700512.32500000,106144415.47366100,199253
1626652800000,2021-07-19 00:00:00,LINK/USDT,15.47500000,15.64100000,14.40400000,14.52800000,5829694.30400000,86687221.75758500,143292
1626566400000,2021-07-18 00:00:00,LINK/USDT,15.35200000,16.07800000,15.15500000,15.47000000,3946695.12100000,61782528.39711500,105675
1626480000000,2021-07-17 00:00:00,LINK/USDT,15.23400000,15.67800000,15.02000000,15.35200000,5177561.72200000,79367648.64143600,133572
1626393600000,2021-07-16 00:00:00,LINK/USDT,15.76400000,16.33000000,15.12500000,15.23400000,5213696.45300000,81425975.08708000,146693
1626307200000,2021-07-15 00:00:00,LINK/USDT,16.93600000,17.23800000,15.51700000,15.76400000,6244804.48500000,100749032.95288600,199920
1626220800000,2021-07-14 00:00:00,LINK/USDT,16.87300000,17.41900000,16.01400000,16.93600000,5451319.43800000,91077161.19747500,194479
1626134400000,2021-07-13 00:00:00,LINK/USDT,17.51400000,17.76600000,16.66300000,16.87000000,3654707.11800000,63065527.86207200,149905
1626048000000,2021-07-12 00:00:00,LINK/USDT,18.38200000,18.60900000,17.00000000,17.51800000,3787713.43200000,67478473.01096100,119657
1625961600000,2021-07-11 00:00:00,LINK/USDT,18.20900000,18.58100000,17.86100000,18.38300000,2750998.47700000,50175468.81328500,88471
1625875200000,2021-07-10 00:00:00,LINK/USDT,18.65600000,18.98800000,17.73400000,18.20400000,4080693.18400000,74281041.51352000,133345
1625788800000,2021-07-09 00:00:00,LINK/USDT,18.36500000,18.87700000,17.61700000,18.65600000,5274715.58400000,96078729.73130600,174659
1625702400000,2021-07-08 00:00:00,LINK/USDT,19.78600000,19.87300000,18.13800000,18.35300000,7810651.19800000,147286139.11518000,235428
1625616000000,2021-07-07 00:00:00,LINK/USDT,20.07300000,21.27400000,19.62000000,19.78800000,7382310.54900000,151741420.25410200,417520
1625529600000,2021-07-06 00:00:00,LINK/USDT,18.36400000,20.27100000,18.31700000,20.07300000,8365971.34200000,163897700.31987900,385255
1625443200000,2021-07-05 00:00:00,LINK/USDT,19.23800000,19.24200000,17.76700000,18.36200000,5293286.65000000,97808426.10018100,168930
1625356800000,2021-07-04 00:00:00,LINK/USDT,18.54300000,19.92500000,18.00200000,19.24200000,4719545.20300000,89744606.46350400,167849
1625270400000,2021-07-03 00:00:00,LINK/USDT,18.27700000,18.89400000,17.86400000,18.54300000,3457947.18600000,63881017.22834600,119720
1625184000000,2021-07-02 00:00:00,LINK/USDT,18.18400000,18.52300000,17.25600000,18.27400000,5454370.72000000,96812536.24166000,240706
1625097600000,2021-07-01 00:00:00,LINK/USDT,19.51700000,19.53300000,17.60300000,18.18600000,6081147.35900000,110692885.33325500,178728
1625011200000,2021-06-30 00:00:00,LINK/USDT,19.53100000,19.77600000,18.14900000,19.51600000,7407061.56600000,140455540.49824300,240504
1624924800000,2021-06-29 00:00:00,LINK/USDT,18.83000000,20.54600000,18.75200000,19.53500000,7920272.50200000,156696688.26957000,355754
1624838400000,2021-06-28 00:00:00,LINK/USDT,18.40700000,19.43400000,17.90200000,18.83000000,7730969.37800000,143388019.44998900,317683
1624752000000,2021-06-27 00:00:00,LINK/USDT,16.95100000,18.41200000,16.59100000,18.40600000,6672229.02900000,114536575.96932200,189665
1624665600000,2021-06-26 00:00:00,LINK/USDT,16.87200000,17.49500000,15.92000000,16.95200000,8397555.90000000,139573102.41693400,262727
1624579200000,2021-06-25 00:00:00,LINK/USDT,19.06000000,19.50000000,16.81300000,16.87000000,10064722.52100000,180427350.81928400,295401
1624492800000,2021-06-24 00:00:00,LINK/USDT,18.39300000,19.52500000,17.35200000,19.06000000,6913929.28900000,128546084.06302700,209540
1624406400000,2021-06-23 00:00:00,LINK/USDT,16.84000000,19.19900000,16.14900000,18.39500000,10955575.37200000,198558592.68320500,304718
1624320000000,2021-06-22 00:00:00,LINK/USDT,17.35700000,18.79700000,15.00000000,16.85000000,19816152.56700000,331778322.87953400,523934
1624233600000,2021-06-21 00:00:00,LINK/USDT,21.64100000,21.88100000,16.98100000,17.36500000,16334287.90600000,308466419.02008100,595178
