unix,date,symbol,open,high,low,close,Volume FIL,Volume USDT,tradecount
1642032000000,2022-01-13 00:00:00,FIL/USDT,30.77000000,30.86000000,28.39000000,28.51000000,2774618.79000000,82507803.74530000,136723
1641945600000,2022-01-12 00:00:00,FIL/USDT,28.88000000,30.89000000,28.48000000,30.77000000,2646386.98000000,78797871.35910000,134435
1641859200000,2022-01-11 00:00:00,FIL/USDT,28.13000000,29.26000000,27.80000000,28.88000000,2254699.00000000,64266208.87410000,111102
1641772800000,2022-01-10 00:00:00,FIL/USDT,30.21000000,30.37000000,26.32000000,28.12000000,4810957.68240000,135688750.07501700,214804
1641686400000,2022-01-09 00:00:00,FIL/USDT,29.46000000,31.08000000,29.26000000,30.21000000,2346159.75000000,70652028.80200000,129668
1641600000000,2022-01-08 00:00:00,FIL/USDT,31.55000000,32.20000000,28.35000000,29.46000000,3407384.06560000,102911332.16916000,201141
1641513600000,2022-01-07 00:00:00,FIL/USDT,32.98000000,33.05000000,29.75000000,31.54000000,4986731.61000000,155401326.73064200,300117
1641427200000,2022-01-06 00:00:00,FIL/USDT,33.15000000,33.50000000,32.05000000,32.98000000,3799196.10000000,124529500.40040000,215375
1641340800000,2022-01-05 00:00:00,FIL/USDT,36.17000000,38.50000000,31.05000000,33.15000000,6108216.32170000,218907032.65539000,381285
1641254400000,2022-01-04 00:00:00,FIL/USDT,35.08000000,38.23000000,34.42000000,36.17000000,4462337.27000000,163143891.65550000,261039
1641168000000,2022-01-03 00:00:00,FIL/USDT,35.74000000,35.76000000,34.37000000,35.08000000,1992032.92000000,69883450.28550000,105089
1641081600000,2022-01-02 00:00:00,FIL/USDT,35.89000000,36.50000000,35.20000000,35.74000000,1908969.09000000,68242197.49040000,95873
1640995200000,2022-01-01 00:00:00,FIL/USDT,34.25000000,35.99000000,34.24000000,35.88000000,1616700.27000000,56573673.04940000,86276
1640908800000,2021-12-31 00:00:00,FIL/USDT,34.94000000,35.73000000,33.50000000,34.24000000,3112798.52000000,108668372.93420000,157948
1640822400000,2021-12-30 00:00:00,FIL/USDT,34.21000000,35.83000000,33.29000000,34.94000000,3190390.63000000,110752547.21150000,162101
1640736000000,2021-12-29 00:00:00,FIL/USDT,36.26000000,36.76000000,33.85000000,34.22000000,3574478.26000000,126168592.08440000,185215
1640649600000,2021-12-28 00:00:00,FIL/USDT,39.22000000,39.84000000,35.83000000,36.26000000,5909591.92000000,223200585.37300000,300887
1640563200000,2021-12-27 00:00:00,FIL/USDT,37.29000000,41.27000000,36.91000000,39.22000000,4898369.48000000,191340817.86790000,292646
1640476800000,2021-12-26 00:00:00,FIL/USDT,37.01000000,37.71000000,35.52000000,37.28000000,2459649.24000000,89748967.12810000,139376
1640390400000,2021-12-25 00:00:00,FIL/USDT,36.46000000,37.30000000,36.18000000,37.00000000,1798246.82000000,65946312.33010000,101493
1640304000000,2021-12-24 00:00:00,FIL/USDT,37.36000000,37.74000000,36.00000000,36.45000000,2588675.69000000,95667827.68390000,152613
1640217600000,2021-12-23 00:00:00,FIL/USDT,35.63000000,38.07000000,35.13000000,37.36000000,3077010.51000000,111871983.49320000,194148
1640131200000,2021-12-22 00:00:00,FIL/USDT,35.30000000,36.45000000,34.88000000,35.63000000,3360745.83000000,120406487.72560000,178567
1640044800000,2021-12-21 00:00:00,FIL/USDT,34.85000000,36.20000000,34.31000000,35.31000000,2165381.68000000,76102416.48750000,109370
1639958400000,2021-12-20 00:00:00,FIL/USDT,35.79000000,35.94000000,33.83000000,34.85000000,2748910.03000000,95534032.69940000,138005
1639872000000,2021-12-19 00:00:00,FIL/USDT,36.36000000,36.70000000,35.73000000,35.79000000,1436532.90000000,52067789.69130000,75036
1639785600000,2021-12-18 00:00:00,FIL/USDT,35.64000000,36.78000000,35.25000000,36.36000000,1822569.03000000,65790258.69610000,105769
1639699200000,2021-12-17 00:00:00,FIL/USDT,37.21000000,38.99000000,35.33000000,35.64000000,4449900.99000000,163945715.21000000,213812
1639612800000,2021-12-16 00:00:00,FIL/USDT,38.21000000,38.53000000,36.95000000,37.21000000,1986193.15000000,75155871.49770000,123552
1639526400000,2021-12-15 00:00:00,FIL/USDT,36.73000000,38.90000000,35.61000000,38.21000000,3444393.33000000,127770916.76010000,203941
1639440000000,2021-12-14 00:00:00,FIL/USDT,35.87000000,37.30000000,35.21000000,36.72000000,2850145.23000000,103458020.09110000,165439
1639353600000,2021-12-13 00:00:00,FIL/USDT,39.68000000,40.02000000,35.23000000,35.87000000,4044779.54000000,151836202.95380000,218263
1639267200000,2021-12-12 00:00:00,FIL/USDT,40.42000000,40.52000000,38.69000000,39.67000000,1938174.44000000,76902556.92230000,103389
1639180800000,2021-12-11 00:00:00,FIL/USDT,39.83000000,40.51000000,38.66000000,40.42000000,3471155.09000000,136708582.47740000,188500
1639094400000,2021-12-10 00:00:00,FIL/USDT,37.48000000,41.38000000,37.41000000,39.83000000,6344647.07000000,251226896.90030000,318537
1639008000000,2021-12-09 00:00:00,FIL/USDT,41.37000000,41.62000000,37.00000000,37.48000000,4101940.99000000,160729576.85900000,200408
1638921600000,2021-12-08 00:00:00,FIL/USDT,39.13000000,43.61000000,38.80000000,41.37000000,6432824.29000000,265749579.79420000,361365
1638835200000,2021-12-07 00:00:00,FIL/USDT,38.73000000,39.99000000,38.53000000,39.13000000,3533604.81000000,138690078.66440000,190977
1638748800000,2021-12-06 00:00:00,FIL/USDT,39.10000000,39.13000000,35.52000000,38.72000000,6711419.93000000,251897392.87270000,320077
1638662400000,2021-12-05 00:00:00,FIL/USDT,41.01000000,41.74000000,36.89000000,39.10000000,6915456.27000000,272483100.51560000,337139
1638576000000,2021-12-04 00:00:00,FIL/USDT,49.70000000,49.75000000,32.67000000,41.01000000,22461581.31130000,874011089.47021300,968719
1638489600000,2021-12-03 00:00:00,FIL/USDT,53.76000000,53.88000000,48.28000000,49.70000000,4723536.88000000,241292002.30241100,292500
1638403200000,2021-12-02 00:00:00,FIL/USDT,54.37000000,54.37000000,52.59000000,53.75000000,2672585.21000000,142988495.59460000,179832
1638316800000,2021-12-01 00:00:00,FIL/USDT,53.74000000,55.81000000,53.56000000,54.37000000,3297897.35000000,180283332.34840000,229227
1638230400000,2021-11-30 00:00:00,FIL/USDT,54.63000000,55.65000000,53.08000000,53.73000000,4139918.74000000,224382771.33460000,294077
1638144000000,2021-11-29 00:00:00,FIL/USDT,56.46000000,57.20000000,53.84000000,54.64000000,3114670.50000000,172519827.83840000,237796
1638057600000,2021-11-28 00:00:00,FIL/USDT,57.74000000,57.82000000,52.44000000,56.46000000,5269060.65000000,290719924.58790000,385361
1637971200000,2021-11-27 00:00:00,FIL/USDT,52.80000000,59.48000000,52.57000000,57.73000000,6964536.33000000,397360481.54260000,543213
1637884800000,2021-11-26 00:00:00,FIL/USDT,55.37000000,59.49000000,51.20000000,52.80000000,10313927.01000000,564176693.94920000,732330
1637798400000,2021-11-25 00:00:00,FIL/USDT,50.62000000,56.05000000,49.80000000,55.36000000,4916686.36000000,260944470.30070000,333404
1637712000000,2021-11-24 00:00:00,FIL/USDT,51.73000000,51.91000000,48.62000000,50.62000000,3405895.93000000,170435859.03420000,201678
1637625600000,2021-11-23 00:00:00,FIL/USDT,51.76000000,52.13000000,50.34000000,51.73000000,3303185.78000000,169841857.78970000,219001
1637539200000,2021-11-22 00:00:00,FIL/USDT,53.16000000,53.41000000,51.38000000,51.76000000,4187954.11000000,218643278.10100000,267189
1637452800000,2021-11-21 00:00:00,FIL/USDT,54.40000000,54.50000000,53.00000000,53.15000000,2650407.44000000,142136998.50360000,160323
1637366400000,2021-11-20 00:00:00,FIL/USDT,53.73000000,55.23000000,52.22000000,54.39000000,3050125.30000000,163835233.82720000,209071
1637280000000,2021-11-19 00:00:00,FIL/USDT,51.71000000,54.48000000,51.13000000,53.73000000,4362909.14000000,231302957.24810000,272142
1637193600000,2021-11-18 00:00:00,FIL/USDT,56.13000000,58.20000000,48.53000000,51.71000000,11467744.61330000,605973186.82709800,660040
1637107200000,2021-11-17 00:00:00,FIL/USDT,56.16000000,56.83000000,54.08000000,56.14000000,5019620.79000000,278266970.45080000,326155
1637020800000,2021-11-16 00:00:00,FIL/USDT,60.94000000,60.94000000,52.00000000,56.15000000,9225266.02000000,524455637.73350000,620527
1636934400000,2021-11-15 00:00:00,FIL/USDT,62.54000000,63.42000000,60.17000000,60.94000000,2662947.96000000,165316522.77190000,206927
1636848000000,2021-11-14 00:00:00,FIL/USDT,62.92000000,63.49000000,61.02000000,62.55000000,2055033.90000000,128064917.41280000,156220
1636761600000,2021-11-13 00:00:00,FIL/USDT,62.89000000,63.67000000,62.23000000,62.92000000,2014458.68000000,126647142.16960000,168255
1636675200000,2021-11-12 00:00:00,FIL/USDT,62.76000000,65.50000000,61.11000000,62.90000000,4427610.06000000,279479015.87020000,370304
1636588800000,2021-11-11 00:00:00,FIL/USDT,63.46000000,64.50000000,61.73000000,62.76000000,3213415.05000000,203717230.68940000,290481
1636502400000,2021-11-10 00:00:00,FIL/USDT,66.71000000,69.64000000,58.53000000,63.46000000,7646788.90000000,505523542.17360000,708670
1636416000000,2021-11-09 00:00:00,FIL/USDT,64.25000000,69.18000000,63.48000000,66.70000000,6527662.11000000,434120943.09680000,612748
1636329600000,2021-11-08 00:00:00,FIL/USDT,62.56000000,64.90000000,62.27000000,64.26000000,3303467.72000000,209411321.85530000,265025
1636243200000,2021-11-07 00:00:00,FIL/USDT,61.90000000,62.61000000,61.11000000,62.56000000,2390899.10000000,147866331.73840000,173896
1636156800000,2021-11-06 00:00:00,FIL/USDT,63.49000000,63.68000000,58.00000000,61.89000000,4288703.26000000,263014377.87020000,317959
1636070400000,2021-11-05 00:00:00,FIL/USDT,62.45000000,64.40000000,61.30000000,63.48000000,2921355.03000000,183734173.04790000,256283
1635984000000,2021-11-04 00:00:00,FIL/USDT,64.01000000,64.49000000,61.10000000,62.45000000,2315593.53000000,144969460.31190000,213035
1635897600000,2021-11-03 00:00:00,FIL/USDT,64.63000000,65.90000000,61.50000000,64.01000000,3618156.51000000,230476450.45920000,315402
1635811200000,2021-11-02 00:00:00,FIL/USDT,63.89000000,66.46000000,63.44000000,64.63000000,2853130.66000000,185213487.42930000,269027
1635724800000,2021-11-01 00:00:00,FIL/USDT,64.41000000,64.50000000,60.60000000,63.88000000,2488354.00000000,156197888.71040000,240373
1635638400000,2021-10-31 00:00:00,FIL/USDT,61.48000000,66.76000000,59.23000000,64.40000000,5987084.24000000,377818789.75290000,579404
1635552000000,2021-10-30 00:00:00,FIL/USDT,60.15000000,61.48000000,57.40000000,61.48000000,1623051.07000000,95766721.15060000,184217
1635465600000,2021-10-29 00:00:00,FIL/USDT,58.14000000,62.91000000,57.85000000,60.20000000,2719059.42000000,163701905.46350000,281824
1635379200000,2021-10-28 00:00:00,FIL/USDT,55.42000000,59.22000000,54.62000000,58.14000000,4546373.77000000,258555374.88580000,339885
1635292800000,2021-10-27 00:00:00,FIL/USDT,62.83000000,63.22000000,52.00000000,55.42000000,7414423.98000000,425674918.31660000,585212
1635206400000,2021-10-26 00:00:00,FIL/USDT,63.93000000,65.22000000,62.06000000,62.83000000,2920861.71000000,186414113.52890000,232832
1635120000000,2021-10-25 00:00:00,FIL/USDT,62.60000000,65.38000000,62.30000000,63.94000000,2338102.51000000,149354305.89530000,205142
1635033600000,2021-10-24 00:00:00,FIL/USDT,64.80000000,65.10000000,61.23000000,62.59000000,3966003.08000000,249901768.68720000,260324
1634947200000,2021-10-23 00:00:00,FIL/USDT,65.95000000,66.40000000,63.95000000,64.81000000,1699053.21000000,110386937.28160000,173090
1634860800000,2021-10-22 00:00:00,FIL/USDT,63.63000000,66.95000000,63.61000000,65.95000000,3112564.07000000,203219144.08600000,303193
1634774400000,2021-10-21 00:00:00,FIL/USDT,67.06000000,68.16000000,63.34000000,63.63000000,3631263.83000000,239593847.94950000,351562
1634688000000,2021-10-20 00:00:00,FIL/USDT,62.94000000,68.20000000,62.49000000,67.06000000,3416330.81000000,224721116.44830000,336473
1634601600000,2021-10-19 00:00:00,FIL/USDT,63.45000000,64.10000000,62.00000000,62.94000000,1965416.75000000,124108273.19910000,172678
1634515200000,2021-10-18 00:00:00,FIL/USDT,63.86000000,65.07000000,61.38000000,63.46000000,2912700.13000000,183688441.52230000,251998
1634428800000,2021-10-17 00:00:00,FIL/USDT,66.52000000,67.12000000,61.00000000,63.86000000,3186103.93000000,205000092.56500000,281591
1634342400000,2021-10-16 00:00:00,FIL/USDT,67.32000000,69.22000000,66.10000000,66.52000000,2137734.09000000,144389014.54050000,187928
1634256000000,2021-10-15 00:00:00,FIL/USDT,70.39000000,70.40000000,65.07000000,67.33000000,4707506.11000000,317846077.94050000,395106
1634169600000,2021-10-14 00:00:00,FIL/USDT,68.32000000,71.90000000,67.20000000,70.38000000,4019846.41000000,281611626.93630000,394154
1634083200000,2021-10-13 00:00:00,FIL/USDT,69.81000000,70.75000000,60.70000000,68.31000000,6934760.74000000,457544955.17310000,579899
1633996800000,2021-10-12 00:00:00,FIL/USDT,73.48000000,73.50000000,66.13000000,69.80000000,4776709.70000000,331175062.20940000,413387
1633910400000,2021-10-11 00:00:00,FIL/USDT,69.82000000,74.82000000,69.00000000,73.47000000,4551778.21000000,328145306.88690000,386297
1633824000000,2021-10-10 00:00:00,FIL/USDT,77.01000000,77.08000000,69.08000000,69.81000000,3681308.56000000,270478046.61130000,353731
1633737600000,2021-10-09 00:00:00,FIL/USDT,79.54000000,80.64000000,75.37000000,77.01000000,3958211.78000000,307797043.64320000,456345
1633651200000,2021-10-08 00:00:00,FIL/USDT,71.47000000,81.22000000,70.58000000,79.54000000,6879351.03000000,523721370.85060000,693454
1633564800000,2021-10-07 00:00:00,FIL/USDT,71.76000000,74.31000000,68.94000000,71.46000000,4617739.46000000,331193218.26040000,443417
1633478400000,2021-10-06 00:00:00,FIL/USDT,70.90000000,74.86000000,66.62000000,71.75000000,5421184.17000000,382755635.72980000,570320
1633392000000,2021-10-05 00:00:00,FIL/USDT,69.77000000,72.98000000,68.48000000,70.89000000,4170035.71000000,294707657.94050000,430462
1633305600000,2021-10-04 00:00:00,FIL/USDT,69.10000000,70.64000000,65.66000000,69.76000000,4726949.41000000,321417710.98740000,418432
1633219200000,2021-10-03 00:00:00,FIL/USDT,69.66000000,70.85000000,67.63000000,69.11000000,4228554.53000000,293471578.03540000,339053
1633132800000,2021-10-02 00:00:00,FIL/USDT,71.47000000,73.98000000,68.33000000,69.66000000,5690046.85000000,404333687.92730000,545829
1633046400000,2021-10-01 00:00:00,FIL/USDT,60.05000000,73.39000000,59.61000000,71.47000000,5594246.25940000,363935988.06733800,522318
1632960000000,2021-09-30 00:00:00,FIL/USDT,57.00000000,61.21000000,56.83000000,60.04000000,3364207.82000000,199576766.10090000,274308
1632873600000,2021-09-29 00:00:00,FIL/USDT,55.29000000,58.51000000,55.22000000,57.00000000,3708359.18000000,211432358.25240000,279995
1632787200000,2021-09-28 00:00:00,FIL/USDT,58.98000000,59.57000000,55.07000000,55.30000000,5629628.67000000,323140423.80900000,445498
1632700800000,2021-09-27 00:00:00,FIL/USDT,55.78000000,62.94000000,54.71000000,58.98000000,9074696.80000000,545298651.44260000,697772
1632614400000,2021-09-26 00:00:00,FIL/USDT,60.39000000,60.64000000,50.00000000,55.77000000,13709913.63120000,757830380.10615800,946223
1632528000000,2021-09-25 00:00:00,FIL/USDT,63.32000000,63.89000000,58.78000000,60.40000000,6263245.06730000,385488449.34801500,519682
1632441600000,2021-09-24 00:00:00,FIL/USDT,74.66000000,74.97000000,60.13000000,63.31000000,10129684.96870000,655575906.18550700,826285
1632355200000,2021-09-23 00:00:00,FIL/USDT,74.50000000,75.58000000,71.83000000,74.66000000,3073366.14000000,227033236.96600000,273800
1632268800000,2021-09-22 00:00:00,FIL/USDT,69.54000000,75.02000000,68.65000000,74.51000000,3294084.32000000,236318705.85850000,325915
1632182400000,2021-09-21 00:00:00,FIL/USDT,74.42000000,76.58000000,68.14000000,69.54000000,5187450.88930000,378378157.16955700,530760
1632096000000,2021-09-20 00:00:00,FIL/USDT,83.54000000,83.69000000,71.31000000,74.43000000,6160805.39000000,474150298.14060000,656669
1632009600000,2021-09-19 00:00:00,FIL/USDT,84.31000000,85.15000000,81.56000000,83.53000000,1629678.69000000,135881993.55990000,176891
1631923200000,2021-09-18 00:00:00,FIL/USDT,85.80000000,87.37000000,82.60000000,84.30000000,2437791.85000000,207685398.57370000,305725
1631836800000,2021-09-17 00:00:00,FIL/USDT,84.72000000,86.63000000,80.56000000,85.79000000,3144824.97000000,263004673.93850000,352687
1631750400000,2021-09-16 00:00:00,FIL/USDT,86.23000000,90.64000000,82.20000000,84.72000000,4531810.31000000,391888704.13040000,493015
1631664000000,2021-09-15 00:00:00,FIL/USDT,80.79000000,87.50000000,80.08000000,86.23000000,3817168.86000000,324306240.43930000,446141
1631577600000,2021-09-14 00:00:00,FIL/USDT,77.96000000,81.87000000,77.44000000,80.80000000,2334986.03000000,185376630.40640000,257526
1631491200000,2021-09-13 00:00:00,FIL/USDT,83.63000000,84.60000000,72.72000000,77.96000000,4367263.96000000,345654169.44050000,461110
1631404800000,2021-09-12 00:00:00,FIL/USDT,81.67000000,87.05000000,80.66000000,83.63000000,3811022.49000000,318704357.40720000,417061
1631318400000,2021-09-11 00:00:00,FIL/USDT,82.42000000,85.04000000,80.03000000,81.66000000,3341935.14000000,275905491.20250000,396826
1631232000000,2021-09-10 00:00:00,FIL/USDT,88.70000000,91.86000000,78.73000000,82.43000000,4887080.14000000,415239637.48410000,614313
1631145600000,2021-09-09 00:00:00,FIL/USDT,88.39000000,94.17000000,85.10000000,88.68000000,5353465.34000000,481264161.73020000,862105
1631059200000,2021-09-08 00:00:00,FIL/USDT,84.47000000,94.05000000,76.05000000,88.28000000,9668703.68000000,821277735.55300000,1127418
1630972800000,2021-09-07 00:00:00,FIL/USDT,106.22000000,110.97000000,71.20000000,84.46000000,13607499.00000000,1249496585.06660000,1608780
1630886400000,2021-09-06 00:00:00,FIL/USDT,113.64000000,118.50000000,103.88000000,106.22000000,7762399.75000000,866845024.64220000,1013362
1630800000000,2021-09-05 00:00:00,FIL/USDT,95.04000000,120.17000000,91.89000000,113.65000000,8863729.39510000,941404015.51086000,1303797
1630713600000,2021-09-04 00:00:00,FIL/USDT,77.64000000,96.65000000,77.47000000,95.04000000,5591528.11860000,485728316.57241700,756058
1630627200000,2021-09-03 00:00:00,FIL/USDT,77.39000000,78.98000000,75.72000000,77.65000000,1670784.36000000,129338866.68300000,195491
1630540800000,2021-09-02 00:00:00,FIL/USDT,78.68000000,79.58000000,77.01000000,77.39000000,1787834.62040000,139947977.11673100,219497
1630454400000,2021-09-01 00:00:00,FIL/USDT,75.96000000,78.79000000,75.27000000,78.69000000,2662164.35310000,204837088.01444100,331036
1630368000000,2021-08-31 00:00:00,FIL/USDT,71.20000000,77.80000000,70.43000000,75.97000000,3168608.57650000,236280192.22093700,382052
1630281600000,2021-08-30 00:00:00,FIL/USDT,73.62000000,74.24000000,70.94000000,71.20000000,1366890.45000000,99538026.79490000,151366
1630195200000,2021-08-29 00:00:00,FIL/USDT,73.97000000,75.42000000,72.40000000,73.63000000,1753070.70000000,129596411.25930000,188845
1630108800000,2021-08-28 00:00:00,FIL/USDT,75.20000000,75.46000000,72.86000000,73.96000000,1444189.07000000,106821727.61120000,159157
1630022400000,2021-08-27 00:00:00,FIL/USDT,72.29000000,75.77000000,70.33000000,75.19000000,2139466.44330000,155866610.52120800,266662
1629936000000,2021-08-26 00:00:00,FIL/USDT,76.53000000,78.78000000,71.40000000,72.29000000,2655189.48410000,197115517.87894600,304313
1629849600000,2021-08-25 00:00:00,FIL/USDT,74.33000000,77.93000000,72.41000000,76.53000000,2264953.11410000,170348512.35068000,248382
1629763200000,2021-08-24 00:00:00,FIL/USDT,79.74000000,80.55000000,72.17000000,74.34000000,3044715.35390000,233176895.58524500,333247
1629676800000,2021-08-23 00:00:00,FIL/USDT,77.16000000,82.48000000,76.56000000,79.75000000,3298154.71920000,264080355.97055400,361064
1629590400000,2021-08-22 00:00:00,FIL/USDT,78.45000000,79.15000000,75.05000000,77.17000000,2896082.27200000,223950749.79423500,351268
1629504000000,2021-08-21 00:00:00,FIL/USDT,73.06000000,79.29000000,71.40000000,78.45000000,3060779.10240000,227930696.80690400,375698
1629417600000,2021-08-20 00:00:00,FIL/USDT,70.47000000,73.79000000,69.69000000,73.06000000,1749122.98250000,125320146.16546100,206351
1629331200000,2021-08-19 00:00:00,FIL/USDT,67.47000000,70.54000000,66.26000000,70.48000000,1630499.56760000,110663908.50204600,193138
1629244800000,2021-08-18 00:00:00,FIL/USDT,69.49000000,70.15000000,66.00000000,67.47000000,2552150.08230000,173806494.94155700,277293
1629158400000,2021-08-17 00:00:00,FIL/USDT,73.25000000,74.69000000,69.04000000,69.45000000,2825486.84750000,205195194.19613700,325531
1629072000000,2021-08-16 00:00:00,FIL/USDT,73.06000000,75.89000000,72.42000000,73.26000000,3224869.88420000,238658643.24685400,370105
1628985600000,2021-08-15 00:00:00,FIL/USDT,72.39000000,74.47000000,70.08000000,73.06000000,2465722.97140000,177718525.99027900,291537
1628899200000,2021-08-14 00:00:00,FIL/USDT,74.47000000,75.00000000,69.99000000,72.40000000,2873070.20190000,209088335.98589600,358591
1628812800000,2021-08-13 00:00:00,FIL/USDT,68.33000000,74.83000000,68.29000000,74.47000000,2188063.78290000,155361186.76817100,284255
1628726400000,2021-08-12 00:00:00,FIL/USDT,71.76000000,75.59000000,66.04000000,68.32000000,3877037.84000000,271935327.39156000,432196
1628640000000,2021-08-11 00:00:00,FIL/USDT,66.69000000,74.03000000,66.64000000,71.76000000,3681758.61330000,260229223.43720200,422758
1628553600000,2021-08-10 00:00:00,FIL/USDT,67.52000000,69.82000000,64.95000000,66.69000000,2515419.99380000,169600464.46728800,275939
1628467200000,2021-08-09 00:00:00,FIL/USDT,64.49000000,68.18000000,61.42000000,67.54000000,2750083.36270000,180192078.46930700,290675
1628380800000,2021-08-08 00:00:00,FIL/USDT,69.24000000,69.43000000,63.39000000,64.48000000,2689308.62400000,178091189.55629000,285710
1628294400000,2021-08-07 00:00:00,FIL/USDT,64.19000000,70.84000000,63.67000000,69.24000000,4517936.65280000,306801579.21255900,499819
1628208000000,2021-08-06 00:00:00,FIL/USDT,57.87000000,64.96000000,57.17000000,64.20000000,3165350.17370000,192229471.45267800,337070
1628121600000,2021-08-05 00:00:00,FIL/USDT,56.48000000,58.22000000,55.01000000,57.88000000,2001953.75700000,112763386.77312800,194166
1628035200000,2021-08-04 00:00:00,FIL/USDT,54.30000000,57.34000000,53.98000000,56.49000000,2216026.87420000,123725591.95052100,203003
1627948800000,2021-08-03 00:00:00,FIL/USDT,54.43000000,55.08000000,52.72000000,54.29000000,1576484.82540000,84989989.56422700,155575
1627862400000,2021-08-02 00:00:00,FIL/USDT,53.85000000,56.01000000,53.08000000,54.43000000,1863404.60880000,101780209.98969200,179352
1627776000000,2021-08-01 00:00:00,FIL/USDT,52.01000000,58.35000000,51.56000000,53.85000000,4839961.94890000,270302106.28366900,401715
1627689600000,2021-07-31 00:00:00,FIL/USDT,51.32000000,52.83000000,50.34000000,52.02000000,1764912.17640000,90832212.34575000,148897
1627603200000,2021-07-30 00:00:00,FIL/USDT,49.37000000,51.37000000,48.63000000,51.32000000,1436700.97070000,71467807.15065400,130608
1627516800000,2021-07-29 00:00:00,FIL/USDT,49.56000000,49.79000000,48.50000000,49.37000000,999009.93220000,49091900.33123800,95512
1627430400000,2021-07-28 00:00:00,FIL/USDT,49.54000000,50.94000000,48.30000000,49.57000000,2159340.35970000,107433061.74662900,177248
1627344000000,2021-07-27 00:00:00,FIL/USDT,49.02000000,49.91000000,47.29000000,49.54000000,1784019.64090000,86575194.78662900,185853
1627257600000,2021-07-26 00:00:00,FIL/USDT,49.01000000,52.97000000,48.76000000,49.02000000,4189824.76750000,213766508.85144800,355584
1627171200000,2021-07-25 00:00:00,FIL/USDT,49.59000000,50.14000000,47.15000000,49.01000000,1960127.15900000,95226048.03768100,178427
1627084800000,2021-07-24 00:00:00,FIL/USDT,47.37000000,51.34000000,46.37000000,49.58000000,2530698.44320000,122625010.55111100,221731
1626998400000,2021-07-23 00:00:00,FIL/USDT,45.57000000,47.51000000,44.89000000,47.37000000,1296532.59060000,59973248.33721000,134328
1626912000000,2021-07-22 00:00:00,FIL/USDT,46.25000000,46.99000000,44.53000000,45.58000000,1164340.89590000,53015860.48561500,116003
1626825600000,2021-07-21 00:00:00,FIL/USDT,41.24000000,47.86000000,40.08000000,46.24000000,2153384.27850000,96082661.83248300,214146
1626739200000,2021-07-20 00:00:00,FIL/USDT,44.72000000,45.17000000,41.00000000,41.23000000,1602636.21750000,68263737.23419900,155510
1626652800000,2021-07-19 00:00:00,FIL/USDT,46.82000000,47.16000000,44.36000000,44.71000000,954857.64250000,43734232.87952300,87400
1626566400000,2021-07-18 00:00:00,FIL/USDT,45.62000000,47.47000000,45.55000000,46.83000000,1053811.86200000,49215792.74808300,75883
1626480000000,2021-07-17 00:00:00,FIL/USDT,45.82000000,46.18000000,45.12000000,45.62000000,890656.27260000,40632356.48759800,70067
1626393600000,2021-07-16 00:00:00,FIL/USDT,47.32000000,48.36000000,45.77000000,45.82000000,992668.95480000,46626350.39567500,89381
1626307200000,2021-07-15 00:00:00,FIL/USDT,49.68000000,50.35000000,46.20000000,47.32000000,1250561.10230000,60142171.16223000,114229
1626220800000,2021-07-14 00:00:00,FIL/USDT,50.97000000,51.24000000,48.10000000,49.68000000,1201652.47690000,59629794.69845500,118328
1626134400000,2021-07-13 00:00:00,FIL/USDT,52.47000000,53.05000000,50.38000000,50.98000000,1047433.33310000,54377892.60020100,106654
1626048000000,2021-07-12 00:00:00,FIL/USDT,55.11000000,55.49000000,52.20000000,52.48000000,787505.48700000,42488410.90394500,86122
1625961600000,2021-07-11 00:00:00,FIL/USDT,54.22000000,55.80000000,53.92000000,55.12000000,484171.09200000,26505337.86770000,55242
1625875200000,2021-07-10 00:00:00,FIL/USDT,55.26000000,56.03000000,53.55000000,54.25000000,669931.57900000,36680590.87749400,70613
1625788800000,2021-07-09 00:00:00,FIL/USDT,53.86000000,55.56000000,52.71000000,55.26000000,851839.55360000,46277287.39931800,92464
1625702400000,2021-07-08 00:00:00,FIL/USDT,56.42000000,56.51000000,52.79000000,53.85000000,1320214.88670000,72992582.06653200,126276
1625616000000,2021-07-07 00:00:00,FIL/USDT,57.01000000,58.04000000,56.32000000,56.42000000,869871.89580000,49918014.13551800,93034
1625529600000,2021-07-06 00:00:00,FIL/USDT,56.08000000,58.33000000,55.98000000,57.01000000,1175663.18750000,67050351.43390000,126176
1625443200000,2021-07-05 00:00:00,FIL/USDT,58.72000000,58.72000000,54.77000000,56.06000000,1319253.41420000,75091281.41781200,148144
1625356800000,2021-07-04 00:00:00,FIL/USDT,58.92000000,60.63000000,58.01000000,58.72000000,1018822.33840000,60506215.02608600,112574
1625270400000,2021-07-03 00:00:00,FIL/USDT,57.17000000,59.98000000,56.63000000,58.92000000,1238571.52940000,72423345.07282000,127617
1625184000000,2021-07-02 00:00:00,FIL/USDT,56.65000000,57.41000000,54.94000000,57.19000000,1314268.32620000,73737838.91029200,153293
1625097600000,2021-07-01 00:00:00,FIL/USDT,60.40000000,60.45000000,55.20000000,56.65000000,2019639.41590000,115370658.26591100,233241
1625011200000,2021-06-30 00:00:00,FIL/USDT,64.59000000,65.39000000,56.40000000,60.40000000,3555416.42210000,215603247.23360300,390562
1624924800000,2021-06-29 00:00:00,FIL/USDT,56.45000000,66.31000000,56.10000000,64.59000000,3394748.92520000,204066444.16825500,341566
