unix,date,symbol,open,high,low,close,Volume ETC,Volume USDT,tradecount
1628035200000,2021-08-04 00:00:00,ETC/USDT,49.45500000,52.24000000,48.52100000,51.57600000,1538891.39600000,77634435.87966300,142677
1627948800000,2021-08-03 00:00:00,ETC/USDT,51.30700000,52.22200000,48.37400000,49.45100000,1598482.13300000,79378116.34242200,147772
1627862400000,2021-08-02 00:00:00,ETC/USDT,50.23800000,52.29000000,49.27300000,51.32500000,1596362.12600000,81773678.90695100,154289
1627776000000,2021-08-01 00:00:00,ETC/USDT,51.33800000,54.06900000,49.05500000,50.24500000,2408954.22800000,125843153.97847500,235486
1627689600000,2021-07-31 00:00:00,ETC/USDT,50.95400000,52.39600000,49.57200000,51.32400000,1675291.88900000,85312720.39698800,169439
1627603200000,2021-07-30 00:00:00,ETC/USDT,49.37200000,51.51300000,47.33900000,50.96300000,2045842.48900000,101407180.92788300,191894
1627516800000,2021-07-29 00:00:00,ETC/USDT,49.27600000,50.01600000,48.30100000,49.37900000,1002001.43700000,49027513.56560900,105833
1627430400000,2021-07-28 00:00:00,ETC/USDT,49.51300000,51.09900000,47.91600000,49.27500000,2040898.08100000,100912985.35770600,188056
1627344000000,2021-07-27 00:00:00,ETC/USDT,48.37100000,50.36500000,46.14500000,49.51500000,3068115.77400000,147892124.64206100,243881
1627257600000,2021-07-26 00:00:00,ETC/USDT,48.43200000,55.93600000,47.46900000,48.37300000,5093945.23700000,264848593.03258500,439062
1627171200000,2021-07-25 00:00:00,ETC/USDT,49.41500000,49.81000000,45.85800000,48.43300000,1761072.95300000,83950351.03896900,151000
1627084800000,2021-07-24 00:00:00,ETC/USDT,45.80900000,51.57000000,44.95700000,49.41400000,3004137.45000000,144075489.53222200,374254
1626998400000,2021-07-23 00:00:00,ETC/USDT,43.39000000,46.78800000,43.05900000,45.81400000,2687167.83100000,120526035.91946800,245950
1626912000000,2021-07-22 00:00:00,ETC/USDT,42.90600000,44.22100000,41.89800000,43.39500000,2131353.45900000,91842656.99157700,212571
1626825600000,2021-07-21 00:00:00,ETC/USDT,39.31100000,43.79000000,38.57900000,42.90500000,2648148.02500000,111016719.17207300,238832
1626739200000,2021-07-20 00:00:00,ETC/USDT,41.58600000,42.09600000,37.73800000,39.31100000,2294950.72800000,89746793.86326600,336039
1626652800000,2021-07-19 00:00:00,ETC/USDT,41.88100000,43.92700000,40.58200000,41.58200000,2451647.19700000,103296940.58914000,303129
1626566400000,2021-07-18 00:00:00,ETC/USDT,41.46100000,43.30000000,40.92400000,41.88000000,1073560.98200000,45290330.52182700,120638
1626480000000,2021-07-17 00:00:00,ETC/USDT,41.12800000,43.35900000,40.25500000,41.45900000,1449014.79200000,59902644.83472800,165395
1626393600000,2021-07-16 00:00:00,ETC/USDT,43.24100000,43.88300000,40.60000000,41.15300000,1497021.77700000,63122013.39500100,124233
1626307200000,2021-07-15 00:00:00,ETC/USDT,45.60500000,47.17900000,42.24100000,43.23500000,1288093.22900000,56720642.24077600,175468
1626220800000,2021-07-14 00:00:00,ETC/USDT,45.55000000,47.81000000,42.52500000,45.61000000,1760965.89900000,79364195.58800800,167283
1626134400000,2021-07-13 00:00:00,ETC/USDT,47.67700000,48.21800000,45.03700000,45.54400000,1087865.86100000,50671150.56758800,92906
1626048000000,2021-07-12 00:00:00,ETC/USDT,49.70500000,50.72500000,46.68300000,47.68900000,1152999.87300000,56226816.86817700,89488
1625961600000,2021-07-11 00:00:00,ETC/USDT,49.13500000,50.51400000,48.25300000,49.70400000,661077.49800000,32575093.45633000,84060
1625875200000,2021-07-10 00:00:00,ETC/USDT,50.08200000,51.40000000,48.15000000,49.13500000,1091653.28900000,53999704.35549500,233532
1625788800000,2021-07-09 00:00:00,ETC/USDT,49.46500000,51.35000000,46.50300000,50.08400000,1687011.17400000,83466064.04986900,202176
1625702400000,2021-07-08 00:00:00,ETC/USDT,52.80000000,52.97400000,48.50300000,49.47100000,1984565.94700000,99915806.34928400,152573
1625616000000,2021-07-07 00:00:00,ETC/USDT,54.65100000,55.54900000,52.55500000,52.81300000,1820444.20400000,99109023.43792700,129187
1625529600000,2021-07-06 00:00:00,ETC/USDT,53.68300000,56.88800000,53.49700000,54.64900000,1722006.96100000,94622590.34031600,185877
1625443200000,2021-07-05 00:00:00,ETC/USDT,56.34800000,57.00900000,52.77000000,53.68300000,2235251.31900000,122651063.20798200,192489
1625356800000,2021-07-04 00:00:00,ETC/USDT,56.86200000,58.94100000,55.87500000,56.36300000,2222049.60400000,127827051.19815700,368880
1625270400000,2021-07-03 00:00:00,ETC/USDT,53.76400000,58.50000000,52.41300000,56.87700000,2989769.60000000,168378664.93145300,368625
1625184000000,2021-07-02 00:00:00,ETC/USDT,53.06000000,55.23000000,50.71300000,53.73700000,2628027.53400000,137970442.60638400,331216
1625097600000,2021-07-01 00:00:00,ETC/USDT,57.54900000,58.32900000,52.32000000,53.07600000,4310884.15700000,235642147.16845000,617197
1625011200000,2021-06-30 00:00:00,ETC/USDT,56.76700000,62.67300000,51.71100000,57.55100000,9679613.92700000,557623868.49798900,1329706
1624924800000,2021-06-29 00:00:00,ETC/USDT,43.35500000,58.82100000,43.12000000,56.82900000,7683256.75800000,411387247.34646000,1053023
1624838400000,2021-06-28 00:00:00,ETC/USDT,42.31900000,44.55800000,41.02200000,43.35100000,1485357.28700000,63196277.86100600,127960
1624752000000,2021-06-27 00:00:00,ETC/USDT,40.54000000,42.49700000,39.37100000,42.30700000,1187877.02000000,48176857.56889500,211749
1624665600000,2021-06-26 00:00:00,ETC/USDT,39.34800000,41.00600000,37.54200000,40.55500000,1635775.45200000,64213704.53416900,201797
1624579200000,2021-06-25 00:00:00,ETC/USDT,43.15600000,45.49900000,38.94600000,39.35000000,2722988.80300000,114370221.06494400,331589
1624492800000,2021-06-24 00:00:00,ETC/USDT,40.76900000,43.55800000,38.72600000,43.15100000,2251950.72400000,92891067.26479200,185244
1624406400000,2021-06-23 00:00:00,ETC/USDT,36.53600000,42.97800000,34.55000000,40.76300000,3758417.65800000,147772942.84796000,244798
1624320000000,2021-06-22 00:00:00,ETC/USDT,39.45200000,42.80000000,32.21000000,36.54500000,5759701.29300000,213527754.40704000,321486
1624233600000,2021-06-21 00:00:00,ETC/USDT,50.94900000,51.44000000,38.50700000,39.46100000,4022053.68200000,177381507.65450600,298789
1624147200000,2021-06-20 00:00:00,ETC/USDT,50.87100000,51.52700000,46.93900000,50.95600000,1347207.02200000,66532216.36933000,152721
1624060800000,2021-06-19 00:00:00,ETC/USDT,52.58400000,53.33200000,50.82800000,50.86400000,636772.23800000,33196726.36031500,82754
1623974400000,2021-06-18 00:00:00,ETC/USDT,55.55000000,55.58300000,50.47900000,52.56800000,1087152.93400000,57830795.69523700,128896
1623888000000,2021-06-17 00:00:00,ETC/USDT,55.36300000,57.25300000,54.26500000,55.55200000,684930.56100000,38277232.09896300,119670
1623801600000,2021-06-16 00:00:00,ETC/USDT,58.16200000,58.37400000,54.86400000,55.35100000,1046955.00200000,59157389.04966000,151932
1623715200000,2021-06-15 00:00:00,ETC/USDT,59.27800000,60.20000000,57.22200000,58.15400000,1054504.21600000,62057149.14661200,157127
1623628800000,2021-06-14 00:00:00,ETC/USDT,58.99900000,60.98000000,56.11800000,59.30400000,1550963.08000000,90716923.61186200,298818
1623542400000,2021-06-13 00:00:00,ETC/USDT,55.22100000,60.71400000,53.68500000,58.99800000,1548532.13900000,87293335.21115000,206421
1623456000000,2021-06-12 00:00:00,ETC/USDT,56.87200000,56.98900000,53.04900000,55.19500000,1535637.50300000,84317919.64564800,155841
1623369600000,2021-06-11 00:00:00,ETC/USDT,57.90000000,60.84000000,56.06800000,56.86500000,1789292.86700000,104301889.36077400,214449
1623283200000,2021-06-10 00:00:00,ETC/USDT,62.30600000,63.56000000,57.00500000,57.89400000,2663144.30000000,159731388.69121100,408842
1623196800000,2021-06-09 00:00:00,ETC/USDT,56.69700000,62.95000000,53.54900000,62.32000000,3881056.57500000,226790727.81333400,437961
1623110400000,2021-06-08 00:00:00,ETC/USDT,58.02300000,59.22100000,49.43200000,56.68100000,3821990.77800000,209795906.77502800,263761
1623024000000,2021-06-07 00:00:00,ETC/USDT,64.10700000,65.16000000,57.22500000,58.01000000,1843327.99700000,115119627.38407400,245434
1622937600000,2021-06-06 00:00:00,ETC/USDT,63.10800000,65.67900000,62.73600000,64.08600000,1072093.32600000,68560573.21316600,128505
1622851200000,2021-06-05 00:00:00,ETC/USDT,64.74800000,67.39700000,61.64600000,63.12200000,2068513.06100000,133620313.45497900,239624
1622764800000,2021-06-04 00:00:00,ETC/USDT,69.84800000,69.90200000,61.34300000,64.72000000,2739548.26700000,177091496.07829000,301172
1622678400000,2021-06-03 00:00:00,ETC/USDT,68.38400000,72.70000000,67.11500000,69.86400000,2235215.20700000,155154128.65029800,246709
1622592000000,2021-06-02 00:00:00,ETC/USDT,67.78400000,70.40000000,65.76700000,68.40300000,2215354.91900000,150987883.57520000,192023
1622505600000,2021-06-01 00:00:00,ETC/USDT,70.01800000,71.84100000,65.60900000,67.76500000,2795735.79100000,189844874.09871300,277862
1622419200000,2021-05-31 00:00:00,ETC/USDT,66.14700000,70.68900000,61.85800000,70.01900000,3389571.59700000,224493872.13355100,379835
1622332800000,2021-05-30 00:00:00,ETC/USDT,64.36600000,68.29500000,59.84400000,66.12400000,3005671.32300000,195783771.75747900,398915
1622246400000,2021-05-29 00:00:00,ETC/USDT,68.20900000,70.90000000,60.92800000,64.29300000,4269878.20300000,279718542.93245700,444568
1622160000000,2021-05-28 00:00:00,ETC/USDT,74.64900000,79.00000000,63.44000000,68.19900000,7538571.88800000,532078849.87364200,626307
1622073600000,2021-05-27 00:00:00,ETC/USDT,79.86900000,79.88600000,71.06800000,74.59600000,4321373.90900000,325425186.51286300,502063
1621987200000,2021-05-26 00:00:00,ETC/USDT,78.28700000,83.49100000,73.71500000,79.88600000,6405391.52600000,502151593.10046200,689594
1621900800000,2021-05-25 00:00:00,ETC/USDT,73.71100000,83.00000000,70.01300000,78.36400000,14612363.11600000,1119287590.54525700,1169959
1621814400000,2021-05-24 00:00:00,ETC/USDT,51.57600000,75.00000000,48.78300000,73.71100000,11857043.28200000,712843423.17588900,778497
1621728000000,2021-05-23 00:00:00,ETC/USDT,58.56000000,65.00000000,39.79200000,51.55300000,10381524.64800000,521826617.17807200,585281
1621641600000,2021-05-22 00:00:00,ETC/USDT,64.16800000,64.82400000,54.00000000,58.49800000,6242128.82700000,371887176.52205400,411360
1621555200000,2021-05-21 00:00:00,ETC/USDT,73.73000000,78.23000000,54.38900000,64.16700000,9461101.86400000,634220147.87114000,779940
1621468800000,2021-05-20 00:00:00,ETC/USDT,59.40600000,80.00000000,54.43600000,73.74400000,10361553.97200000,709285939.58640900,945340
1621382400000,2021-05-19 00:00:00,ETC/USDT,88.57500000,90.24600000,40.00000000,59.43600000,16187315.12300000,1079937672.87437900,1095552
1621296000000,2021-05-18 00:00:00,ETC/USDT,89.70200000,95.66800000,85.93600000,88.57700000,4919002.73800000,445848772.00444500,587474
1621209600000,2021-05-17 00:00:00,ETC/USDT,93.87400000,94.44800000,80.66000000,89.67700000,5962799.72200000,527870442.99885800,554437
1621123200000,2021-05-16 00:00:00,ETC/USDT,95.08700000,103.27500000,86.91800000,93.85900000,6055479.99900000,581542539.12362500,586962
1621036800000,2021-05-15 00:00:00,ETC/USDT,103.33300000,114.49000000,94.66600000,95.08800000,9031708.91900000,937679157.82686200,941680
1620950400000,2021-05-14 00:00:00,ETC/USDT,88.38300000,109.99100000,86.44700000,103.31300000,10660255.31300000,1069701669.31290300,1196150
1620864000000,2021-05-13 00:00:00,ETC/USDT,84.98800000,94.88100000,76.14200000,88.38300000,11544054.60900000,1000889749.45736600,823006
1620777600000,2021-05-12 00:00:00,ETC/USDT,111.19300000,114.50000000,81.00000000,84.99600000,8464236.86100000,866748609.34185600,723674
1620691200000,2021-05-11 00:00:00,ETC/USDT,105.09400000,117.62400000,102.14200000,111.17300000,8188203.76800000,884227180.76313400,765873
1620604800000,2021-05-10 00:00:00,ETC/USDT,117.90600000,129.49800000,90.00000000,105.09400000,15157838.41000000,1740004392.09654800,1791901
1620518400000,2021-05-09 00:00:00,ETC/USDT,127.35900000,129.89000000,112.00000000,117.90400000,10108492.29500000,1211836136.39990000,1342477
1620432000000,2021-05-08 00:00:00,ETC/USDT,119.76300000,135.09100000,110.00000000,127.31700000,17054054.75400000,2073744977.09948000,1839032
1620345600000,2021-05-07 00:00:00,ETC/USDT,133.86400000,145.00100000,108.39100000,119.76300000,31679192.76300000,4052899162.15264400,3353041
1620259200000,2021-05-06 00:00:00,ETC/USDT,93.96200000,179.83000000,86.62700000,133.86400000,48009367.35700000,6113960353.28780000,5008537
1620172800000,2021-05-05 00:00:00,ETC/USDT,69.35100000,100.00000000,67.80000000,93.96200000,31912894.45500000,2661620308.43087100,2743459
1620086400000,2021-05-04 00:00:00,ETC/USDT,52.06500000,72.50000000,49.16000000,69.24900000,23655357.47700000,1409616740.39323400,1558983
1620000000000,2021-05-03 00:00:00,ETC/USDT,44.90500000,52.50000000,44.23300000,52.03700000,8630206.71700000,422613044.93427800,622189
1619913600000,2021-05-02 00:00:00,ETC/USDT,44.73800000,46.80000000,42.00400000,44.92000000,8211108.80700000,367427139.46377900,449991
1619827200000,2021-05-01 00:00:00,ETC/USDT,36.32000000,46.69100000,36.23100000,44.70600000,7694489.11400000,318877793.09604300,450367
1619740800000,2021-04-30 00:00:00,ETC/USDT,34.51300000,36.77000000,33.74200000,36.31700000,2735086.42500000,96738469.30058300,163477
1619654400000,2021-04-29 00:00:00,ETC/USDT,35.07000000,35.36800000,33.60000000,34.52900000,2198004.66600000,75729079.57633100,128504
1619568000000,2021-04-28 00:00:00,ETC/USDT,33.80800000,36.43900000,32.24700000,35.06100000,4689634.00400000,160753884.71979000,248247
1619481600000,2021-04-27 00:00:00,ETC/USDT,32.84200000,34.50000000,31.91800000,33.80300000,3528569.67000000,117338386.35499000,206257
1619395200000,2021-04-26 00:00:00,ETC/USDT,29.29700000,32.93900000,28.91200000,32.82500000,3613568.64700000,114109514.98961800,194523
1619308800000,2021-04-25 00:00:00,ETC/USDT,29.66530000,31.91400000,27.75000000,29.31500000,2699200.33700000,80794841.99629180,151864
1619222400000,2021-04-24 00:00:00,ETC/USDT,32.63040000,32.86150000,29.25630000,29.65770000,3203543.95000000,98717410.49775500,158076
1619136000000,2021-04-23 00:00:00,ETC/USDT,33.50370000,34.51430000,25.09330000,32.61580000,10022062.13000000,303657946.12193500,409613
1619049600000,2021-04-22 00:00:00,ETC/USDT,31.97330000,39.50000000,31.45000000,33.51040000,10895808.13000000,386120994.47520200,533862
1618963200000,2021-04-21 00:00:00,ETC/USDT,33.76160000,35.49000000,31.51320000,31.92360000,4050059.48000000,135467009.05115700,237065
1618876800000,2021-04-20 00:00:00,ETC/USDT,33.44070000,35.28230000,29.97450000,33.73900000,5386957.94000000,177712167.50583100,308394
1618790400000,2021-04-19 00:00:00,ETC/USDT,37.12370000,38.35390000,32.03940000,33.41660000,7017366.59000000,247860136.28643600,355551
1618704000000,2021-04-18 00:00:00,ETC/USDT,37.66290000,39.09990000,30.95290000,37.07280000,13088056.48000000,465221767.77355200,611238
1618617600000,2021-04-17 00:00:00,ETC/USDT,38.27370000,49.88000000,37.24970000,37.72580000,19137883.84000000,825998115.11264000,1064007
1618531200000,2021-04-16 00:00:00,ETC/USDT,28.61280000,46.47670000,28.61280000,38.27340000,27933536.36000000,991480025.31552000,1231176
1618444800000,2021-04-15 00:00:00,ETC/USDT,21.92020000,29.84410000,21.44510000,28.61290000,9359741.37000000,240564746.11943100,445268
1618358400000,2021-04-14 00:00:00,ETC/USDT,21.21110000,22.74990000,20.13000000,21.91930000,4344457.05000000,93564410.28988500,188714
1618272000000,2021-04-13 00:00:00,ETC/USDT,19.51590000,22.04750000,19.41010000,21.20690000,3710566.38000000,76614906.93572200,155829
1618185600000,2021-04-12 00:00:00,ETC/USDT,20.36060000,20.56200000,18.97460000,19.52250000,2426158.98000000,47941996.94675200,94617
1618099200000,2021-04-11 00:00:00,ETC/USDT,20.45990000,21.51830000,19.79830000,20.37090000,3531457.37000000,72705315.09355000,138872
1618012800000,2021-04-10 00:00:00,ETC/USDT,18.77150000,21.22970000,18.31000000,20.44390000,4407519.17000000,87116163.94571200,180463
1617926400000,2021-04-09 00:00:00,ETC/USDT,19.62540000,20.11100000,18.50890000,18.77070000,2852521.27000000,54884221.41775600,116376
1617840000000,2021-04-08 00:00:00,ETC/USDT,19.16440000,19.92790000,18.01060000,19.62920000,5761672.63000000,108663214.78776300,221788
1617753600000,2021-04-07 00:00:00,ETC/USDT,17.74960000,20.96900000,16.76980000,19.19370000,15518421.15000000,297930457.43550300,523179
1617667200000,2021-04-06 00:00:00,ETC/USDT,16.07440000,18.63840000,15.97550000,17.73290000,7611882.96000000,131246215.72476800,291502
1617580800000,2021-04-05 00:00:00,ETC/USDT,14.54890000,16.11160000,14.29140000,16.07440000,4079380.42000000,61628067.96863100,169959
1617494400000,2021-04-04 00:00:00,ETC/USDT,13.57560000,14.57450000,13.35680000,14.54890000,2383366.94000000,33555411.39253000,79110
1617408000000,2021-04-03 00:00:00,ETC/USDT,15.25110000,15.35000000,13.48760000,13.57100000,3003119.67000000,43794503.88037000,109657
1617321600000,2021-04-02 00:00:00,ETC/USDT,14.32970000,15.64550000,14.08630000,15.24540000,3520562.57000000,52478841.40572300,122282
1617235200000,2021-04-01 00:00:00,ETC/USDT,14.11540000,14.51020000,13.55010000,14.31500000,3145102.93000000,44309640.90386800,104211
1617148800000,2021-03-31 00:00:00,ETC/USDT,13.01970000,14.37510000,12.60000000,14.12870000,3906325.54000000,52284090.89022200,138772
1617062400000,2021-03-30 00:00:00,ETC/USDT,12.63950000,13.06550000,12.34880000,13.01600000,1974096.63000000,25190050.22191000,69980
1616976000000,2021-03-29 00:00:00,ETC/USDT,11.86680000,12.75860000,11.73000000,12.63810000,1899531.77000000,23307947.76144500,68695
1616889600000,2021-03-28 00:00:00,ETC/USDT,11.79120000,12.05560000,11.70170000,11.86440000,1222113.56000000,14557284.58068600,39096
1616803200000,2021-03-27 00:00:00,ETC/USDT,11.76050000,11.97770000,11.43390000,11.79270000,1142859.84000000,13441908.76918500,39808
1616716800000,2021-03-26 00:00:00,ETC/USDT,11.07670000,11.76560000,11.06000000,11.75930000,1618476.37000000,18606767.15730300,53397
1616630400000,2021-03-25 00:00:00,ETC/USDT,11.29380000,11.46800000,10.75460000,11.08760000,2103364.45000000,23379882.09826200,69156
1616544000000,2021-03-24 00:00:00,ETC/USDT,12.23460000,12.62890000,11.08350000,11.29200000,2454033.94000000,29572649.30459000,87595
1616457600000,2021-03-23 00:00:00,ETC/USDT,11.65950000,12.68190000,11.60580000,12.24130000,3306521.31000000,40344919.30243200,100015
1616371200000,2021-03-22 00:00:00,ETC/USDT,11.98160000,12.40790000,11.56280000,11.65560000,2489360.05000000,29930341.78378600,71644
1616284800000,2021-03-21 00:00:00,ETC/USDT,12.31130000,12.45920000,11.89850000,11.98110000,1671308.94000000,20258823.78952600,44739
1616198400000,2021-03-20 00:00:00,ETC/USDT,12.25370000,12.89130000,12.21380000,12.31080000,1725148.58000000,21691002.52755000,65027
1616112000000,2021-03-19 00:00:00,ETC/USDT,12.17240000,12.43000000,11.89900000,12.25690000,1198410.08000000,14682565.57731600,36140
1616025600000,2021-03-18 00:00:00,ETC/USDT,12.56910000,12.67060000,12.08600000,12.16900000,1575449.62000000,19563138.27597900,49563
1615939200000,2021-03-17 00:00:00,ETC/USDT,12.42150000,12.58390000,11.76200000,12.56710000,2111798.09000000,25629810.84362900,61770
1615852800000,2021-03-16 00:00:00,ETC/USDT,12.15010000,12.56280000,11.51600000,12.42970000,2429445.28000000,29594505.36058100,66692
1615766400000,2021-03-15 00:00:00,ETC/USDT,12.71640000,13.10140000,11.75640000,12.15600000,3902290.90000000,48153292.30419200,102255
1615680000000,2021-03-14 00:00:00,ETC/USDT,13.77900000,14.11000000,12.70000000,12.72140000,2871229.97000000,38365674.85834400,96607
1615593600000,2021-03-13 00:00:00,ETC/USDT,11.94010000,14.31590000,11.54840000,13.77330000,4474825.35000000,58625949.07982000,135184
1615507200000,2021-03-12 00:00:00,ETC/USDT,12.25930000,12.54000000,11.42450000,11.93650000,2503605.09000000,30111233.14422700,74050
1615420800000,2021-03-11 00:00:00,ETC/USDT,11.95290000,12.59760000,11.68560000,12.25930000,2934472.39000000,35782052.15548100,82578
1615334400000,2021-03-10 00:00:00,ETC/USDT,12.40020000,12.75000000,11.63480000,11.95800000,2533996.89000000,30681495.41211000,75963
1615248000000,2021-03-09 00:00:00,ETC/USDT,11.70430000,12.66410000,11.52000000,12.39560000,3395857.09000000,41167479.57078100,103661
1615161600000,2021-03-08 00:00:00,ETC/USDT,11.53850000,11.97760000,11.04610000,11.70820000,2565433.93000000,29453617.13622000,85455
1615075200000,2021-03-07 00:00:00,ETC/USDT,11.11580000,11.78820000,11.11580000,11.54660000,2097030.99000000,24065704.04305200,63342
1614988800000,2021-03-06 00:00:00,ETC/USDT,10.94670000,11.24990000,10.63490000,11.11340000,1417222.75000000,15575762.95187400,41117
1614902400000,2021-03-05 00:00:00,ETC/USDT,11.00390000,11.10790000,10.32450000,10.94370000,1739698.73000000,18698790.99668300,54579
1614816000000,2021-03-04 00:00:00,ETC/USDT,11.24320000,11.71530000,10.68420000,11.00040000,2563869.99000000,28871376.61777900,76681
1614729600000,2021-03-03 00:00:00,ETC/USDT,10.90560000,11.74000000,10.81370000,11.25160000,2875532.82000000,32727599.11157600,74349
1614643200000,2021-03-02 00:00:00,ETC/USDT,11.08920000,11.51840000,10.56250000,10.90810000,2493082.78000000,27501112.45842100,70561
1614556800000,2021-03-01 00:00:00,ETC/USDT,10.35860000,11.18360000,10.17800000,11.07830000,2052852.59000000,21943390.91373200,57399
1614470400000,2021-02-28 00:00:00,ETC/USDT,11.09060000,11.12900000,9.70000000,10.36560000,3347999.62000000,34372482.92922900,75383
1614384000000,2021-02-27 00:00:00,ETC/USDT,10.72290000,11.51190000,10.71250000,11.09910000,2614406.89000000,29172153.13490600,73296
1614297600000,2021-02-26 00:00:00,ETC/USDT,11.03880000,11.29510000,10.01570000,10.71530000,4356650.57000000,46580042.86916300,107913
1614211200000,2021-02-25 00:00:00,ETC/USDT,11.87420000,12.18140000,10.92370000,11.03900000,3867822.99000000,45347591.55387600,97748
1614124800000,2021-02-24 00:00:00,ETC/USDT,11.36180000,12.52000000,10.85170000,11.87290000,5632012.98000000,67096828.30840400,126675
1614038400000,2021-02-23 00:00:00,ETC/USDT,13.94930000,14.00000000,9.14560000,11.36510000,10734272.05000000,121687510.25630000,237394
1613952000000,2021-02-22 00:00:00,ETC/USDT,15.65900000,15.71410000,11.17710000,13.93590000,7805346.96000000,108341792.31536200,196713
1613865600000,2021-02-21 00:00:00,ETC/USDT,15.07210000,16.37630000,14.80290000,15.66900000,3371733.86000000,52562198.03653500,104267
1613779200000,2021-02-20 00:00:00,ETC/USDT,15.39410000,17.48220000,14.30870000,15.08330000,8414449.24000000,134572141.17843900,224458
1613692800000,2021-02-19 00:00:00,ETC/USDT,14.94700000,15.88910000,14.24300000,15.38760000,5302698.77000000,79968811.33944200,123027
1613606400000,2021-02-18 00:00:00,ETC/USDT,15.30660000,15.78000000,14.58610000,14.94580000,3575554.59000000,54047997.08178600,97060
1613520000000,2021-02-17 00:00:00,ETC/USDT,14.38960000,15.78940000,13.65760000,15.30150000,5299083.07000000,78803351.47851900,131765
1613433600000,2021-02-16 00:00:00,ETC/USDT,14.69710000,15.53930000,13.70750000,14.39070000,4215740.66000000,61742057.70637900,111037
1613347200000,2021-02-15 00:00:00,ETC/USDT,16.07490000,16.60550000,13.06000000,14.68260000,8931975.24000000,132312052.58152700,227204
1613260800000,2021-02-14 00:00:00,ETC/USDT,16.62400000,17.68800000,14.88000000,16.07200000,12064423.45000000,199257484.25260500,292721
1613174400000,2021-02-13 00:00:00,ETC/USDT,11.93520000,18.18000000,11.69440000,16.63770000,15975192.82000000,231922175.85583600,351957
1613088000000,2021-02-12 00:00:00,ETC/USDT,11.71710000,12.34980000,11.11110000,11.92650000,4452609.29000000,52115972.25137000,122638
1613001600000,2021-02-11 00:00:00,ETC/USDT,10.37540000,11.78500000,10.30360000,11.72050000,5726816.42000000,63770179.68677100,155802
1612915200000,2021-02-10 00:00:00,ETC/USDT,9.57650000,11.47890000,9.57630000,10.37540000,10605715.54000000,111549391.15267400,249533
1612828800000,2021-02-09 00:00:00,ETC/USDT,8.69210000,10.00000000,8.63250000,9.57800000,5948409.12000000,54917393.36108400,147257
1612742400000,2021-02-08 00:00:00,ETC/USDT,8.28310000,8.77090000,8.11450000,8.69410000,4164573.10000000,35209677.65237400,95925
1612656000000,2021-02-07 00:00:00,ETC/USDT,8.77000000,8.87680000,7.83930000,8.27870000,4664253.75000000,38665266.37709800,105235
1612569600000,2021-02-06 00:00:00,ETC/USDT,8.51660000,9.11000000,8.20000000,8.76910000,5528007.27000000,47756044.67052100,128232
1612483200000,2021-02-05 00:00:00,ETC/USDT,7.65660000,8.90130000,7.61570000,8.51740000,5894303.35000000,48098995.62674900,121371
1612396800000,2021-02-04 00:00:00,ETC/USDT,7.94040000,8.10000000,7.55880000,7.65840000,3169421.17000000,24707516.85244600,73632
1612310400000,2021-02-03 00:00:00,ETC/USDT,7.78610000,8.01850000,7.64290000,7.94130000,3246387.05000000,25449205.97251900,67484
1612224000000,2021-02-02 00:00:00,ETC/USDT,7.52360000,7.92750000,7.45380000,7.78350000,3413395.98000000,26102066.30934800,66473
1612137600000,2021-02-01 00:00:00,ETC/USDT,7.41210000,7.66200000,7.24600000,7.52410000,2979656.65000000,22344378.82940800,63491
1612051200000,2021-01-31 00:00:00,ETC/USDT,7.58580000,7.71020000,7.18110000,7.41550000,2714579.49000000,20219149.29718200,64857
1611964800000,2021-01-30 00:00:00,ETC/USDT,7.60880000,7.82760000,7.31000000,7.58590000,3087819.83000000,23313294.00969800,72502
1611878400000,2021-01-29 00:00:00,ETC/USDT,7.65550000,8.05400000,7.38940000,7.61320000,6382523.49000000,49263758.40781400,132764
1611792000000,2021-01-28 00:00:00,ETC/USDT,6.87580000,8.50000000,6.76150000,7.65330000,8203975.30000000,62682758.46646000,138902
1611705600000,2021-01-27 00:00:00,ETC/USDT,7.43490000,7.44200000,6.63590000,6.87130000,2480702.74000000,17334269.72913000,55557
1611619200000,2021-01-26 00:00:00,ETC/USDT,7.50040000,7.60680000,7.08170000,7.43420000,2265153.31000000,16634416.57725300,49885
1611532800000,2021-01-25 00:00:00,ETC/USDT,7.62890000,7.98210000,7.37370000,7.49760000,3403712.30000000,26341973.54375600,72631
1611446400000,2021-01-24 00:00:00,ETC/USDT,7.44690000,7.81560000,7.37840000,7.62940000,2941465.29000000,22353712.95645100,65702
1611360000000,2021-01-23 00:00:00,ETC/USDT,7.43030000,7.59510000,7.22030000,7.44880000,3248879.94000000,24162075.08819000,67264
1611273600000,2021-01-22 00:00:00,ETC/USDT,7.13450000,7.51910000,6.63000000,7.42920000,4340516.07000000,31039670.87579500,90760
1611187200000,2021-01-21 00:00:00,ETC/USDT,7.90460000,8.19410000,7.00100000,7.13460000,5198525.50000000,39444520.20674300,104580
1611100800000,2021-01-20 00:00:00,ETC/USDT,7.80850000,8.04790000,7.39050000,7.90000000,4609895.78000000,35597981.13095600,92381
1611014400000,2021-01-19 00:00:00,ETC/USDT,7.70570000,8.51860000,7.66100000,7.81770000,7126240.47000000,57776891.72999000,148315
1610928000000,2021-01-18 00:00:00,ETC/USDT,7.68770000,7.89430000,7.42140000,7.70780000,3558732.83000000,27259276.78961900,78356
