unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount
1625011200000,2021-06-30 00:00:00,BNB/USDT,300.79000000,304.88000000,281.53000000,303.71000000,2061866.47000000,606540123.12940300,734913
1624924800000,2021-06-29 00:00:00,BNB/USDT,290.00000000,315.60000000,289.19000000,300.79000000,2126079.34160000,646844599.02917500,834590
1624838400000,2021-06-28 00:00:00,BNB/USDT,290.89000000,299.96000000,283.55000000,290.00000000,1884580.15570000,548496790.26242600,750241
1624752000000,2021-06-27 00:00:00,BNB/USDT,279.58000000,291.70000000,269.72000000,290.87000000,1539903.02680000,431044973.38306100,687822
1624665600000,2021-06-26 00:00:00,BNB/USDT,280.89000000,290.33000000,264.26000000,279.65000000,2263064.36330000,622268680.14094500,979247
1624579200000,2021-06-25 00:00:00,BNB/USDT,308.60000000,314.84000000,275.24000000,280.81000000,2711888.87090000,791189610.00928300,1011830
1624492800000,2021-06-24 00:00:00,BNB/USDT,296.17000000,316.49000000,281.50000000,308.62000000,2635799.19600000,793593075.99763400,1009251
1624406400000,2021-06-23 00:00:00,BNB/USDT,262.10000000,309.75000000,251.41000000,296.25000000,3319089.77700000,956389175.50121500,1169247
1624320000000,2021-06-22 00:00:00,BNB/USDT,270.76000000,291.50000000,225.42000000,262.10000000,5570573.48510000,1445168751.32706400,1976516
1624233600000,2021-06-21 00:00:00,BNB/USDT,339.09000000,342.00000000,268.57000000,270.76000000,3729539.01670000,1134169839.10973300,1381929
1624147200000,2021-06-20 00:00:00,BNB/USDT,334.03000000,340.57000000,310.13000000,339.08000000,1618406.00510000,529131275.11011300,792609
1624060800000,2021-06-19 00:00:00,BNB/USDT,337.21000000,345.00000000,331.11000000,334.01000000,1067456.21190000,361192951.85148400,634365
1623974400000,2021-06-18 00:00:00,BNB/USDT,352.84000000,357.12000000,327.22000000,337.16000000,1583897.27910000,543765122.85164800,738607
1623888000000,2021-06-17 00:00:00,BNB/USDT,347.22000000,362.47000000,345.85000000,352.85000000,1239146.52730000,439111935.57141100,631605
1623801600000,2021-06-16 00:00:00,BNB/USDT,366.48000000,366.77000000,343.35000000,347.22000000,1531522.20620000,543418325.49272900,676336
1623715200000,2021-06-15 00:00:00,BNB/USDT,370.20000000,379.58000000,363.23000000,366.48000000,1545190.43690000,573156968.63816000,724893
1623628800000,2021-06-14 00:00:00,BNB/USDT,365.81000000,377.33000000,355.07000000,370.19000000,1978613.23840000,723637001.37515400,849339
1623542400000,2021-06-13 00:00:00,BNB/USDT,343.68000000,369.00000000,330.48000000,365.80000000,1958071.36560000,679668875.24656200,910360
1623456000000,2021-06-12 00:00:00,BNB/USDT,345.76000000,348.88000000,325.30000000,343.70000000,2074837.00120000,699907058.51963900,802290
1623369600000,2021-06-11 00:00:00,BNB/USDT,351.96000000,366.28000000,340.84000000,345.75000000,2215352.72300000,785929588.81416900,964635
1623283200000,2021-06-10 00:00:00,BNB/USDT,375.56000000,377.55000000,344.13000000,351.94000000,2417974.64990000,872882198.94986600,1071728
1623196800000,2021-06-09 00:00:00,BNB/USDT,352.50000000,378.77000000,333.56000000,375.54000000,3494285.66900000,1249840132.93743800,1317443
1623110400000,2021-06-08 00:00:00,BNB/USDT,357.94000000,366.33000000,319.18000000,352.50000000,4986849.85120000,1719924713.88386300,1653195
1623024000000,2021-06-07 00:00:00,BNB/USDT,393.82000000,407.42000000,353.53000000,357.96000000,3028938.84450000,1170669919.32938000,1370512
1622937600000,2021-06-06 00:00:00,BNB/USDT,390.05000000,400.29000000,381.50000000,393.73000000,1862065.43180000,729084366.50395200,929629
1622851200000,2021-06-05 00:00:00,BNB/USDT,390.68000000,426.00000000,373.80000000,390.08000000,3977579.34700000,1595813798.74592200,1821063
1622764800000,2021-06-04 00:00:00,BNB/USDT,428.46000000,429.50000000,365.00000000,390.70000000,4926793.44990000,1916201817.16444400,2012318
1622678400000,2021-06-03 00:00:00,BNB/USDT,401.52000000,433.00000000,391.32000000,428.48000000,4214469.41500000,1752346450.73572100,2025392
1622592000000,2021-06-02 00:00:00,BNB/USDT,362.36000000,419.43000000,350.43000000,401.54000000,4377024.66850000,1713451718.59352700,2005038
1622505600000,2021-06-01 00:00:00,BNB/USDT,353.37000000,364.40000000,339.48000000,362.39000000,3652280.69160000,1284873991.76127300,1433677
1622419200000,2021-05-31 00:00:00,BNB/USDT,325.55000000,356.00000000,307.55000000,353.33000000,4110136.87440000,1377416607.54158400,1491701
1622332800000,2021-05-30 00:00:00,BNB/USDT,305.18000000,338.32000000,291.06000000,325.57000000,3739673.11380000,1204069134.17392400,1408477
1622246400000,2021-05-29 00:00:00,BNB/USDT,328.86000000,347.00000000,295.22000000,305.04000000,3764083.29230000,1207409894.68948600,1390377
1622160000000,2021-05-28 00:00:00,BNB/USDT,369.83000000,373.68000000,312.30000000,328.82000000,5253443.36190000,1767981944.15734600,1933829
1622073600000,2021-05-27 00:00:00,BNB/USDT,379.16000000,387.56000000,340.00000000,369.67000000,4275801.50140000,1564221587.83169000,1704366
1621987200000,2021-05-26 00:00:00,BNB/USDT,343.18000000,388.28000000,336.21000000,379.16000000,5336916.07220000,1962829110.77363600,2082589
1621900800000,2021-05-25 00:00:00,BNB/USDT,345.64000000,378.12000000,306.61000000,343.18000000,7638986.01320000,2568468246.86903900,2679939
1621814400000,2021-05-24 00:00:00,BNB/USDT,260.72000000,350.00000000,257.40000000,345.64000000,7794003.64100000,2371630247.30714400,2644136
1621728000000,2021-05-23 00:00:00,BNB/USDT,299.75000000,313.45000000,211.70000000,260.72000000,8801148.18320000,2229226334.87315720,2747375
1621641600000,2021-05-22 00:00:00,BNB/USDT,326.23000000,335.82000000,284.55000000,299.76000000,5303046.01200000,1646566206.38992500,1776570
1621555200000,2021-05-21 00:00:00,BNB/USDT,391.37000000,415.71000000,274.00000000,326.01000000,8827845.38580000,3021752642.82929120,2738049
1621468800000,2021-05-20 00:00:00,BNB/USDT,334.80000000,423.83000000,284.27000000,391.17000000,8116861.42240000,2937633738.12121300,2757743
1621382400000,2021-05-19 00:00:00,BNB/USDT,507.90000000,516.50000000,280.00000000,334.80000000,11497731.37740000,4527448944.48944960,3997634
1621296000000,2021-05-18 00:00:00,BNB/USDT,512.06000000,534.00000000,490.00000000,507.88000000,2720596.43740000,1404143922.10987600,1350984
1621209600000,2021-05-17 00:00:00,BNB/USDT,564.66000000,564.66000000,483.00000000,512.07000000,4029118.35270000,2087711760.24972400,1900832
1621123200000,2021-05-16 00:00:00,BNB/USDT,563.42000000,606.78000000,534.88000000,564.32000000,2939528.17740000,1678652421.17639000,1661060
1621036800000,2021-05-15 00:00:00,BNB/USDT,602.61000000,611.31000000,560.00000000,563.41000000,2259793.58250000,1322248759.38728400,1401360
1620950400000,2021-05-14 00:00:00,BNB/USDT,571.10000000,615.00000000,566.00000000,602.61000000,2187570.29960000,1301240937.05123300,1435886
1620864000000,2021-05-13 00:00:00,BNB/USDT,594.20000000,633.50000000,526.60000000,571.10000000,5485323.70470000,3209105953.13429300,2633774
1620777600000,2021-05-12 00:00:00,BNB/USDT,671.90000000,684.91000000,581.40000000,594.65000000,2813834.81850000,1822055485.22864500,2117314
1620691200000,2021-05-11 00:00:00,BNB/USDT,631.16000000,673.00000000,621.11000000,671.91000000,2640713.32700000,1721298080.86825100,1940771
1620604800000,2021-05-10 00:00:00,BNB/USDT,661.74000000,691.77000000,588.00000000,631.10000000,3074645.06920000,2022592640.92849770,2016009
1620518400000,2021-05-09 00:00:00,BNB/USDT,646.07000000,679.00000000,630.54000000,661.74000000,2343402.12190000,1543794428.06230900,1617528
1620432000000,2021-05-08 00:00:00,BNB/USDT,624.30000000,657.91000000,618.36000000,646.10000000,2186084.77490000,1395957617.95933500,1417714
1620345600000,2021-05-07 00:00:00,BNB/USDT,634.03000000,644.02000000,611.43000000,624.30000000,1979435.95840000,1238889450.40596900,1369842
1620259200000,2021-05-06 00:00:00,BNB/USDT,651.10000000,653.77000000,620.00000000,633.99000000,2065376.54420000,1318819283.77598900,1354644
1620172800000,2021-05-05 00:00:00,BNB/USDT,609.41000000,656.67000000,605.00000000,651.10000000,2270137.47320000,1454478376.49574500,1360073
1620086400000,2021-05-04 00:00:00,BNB/USDT,676.15000000,677.71000000,604.14000000,609.30000000,3765315.69510000,2400359921.75979500,2347503
1620000000000,2021-05-03 00:00:00,BNB/USDT,621.77000000,680.00000000,621.22000000,676.15000000,2873379.61700000,1872406454.71145460,2014775
1619913600000,2021-05-02 00:00:00,BNB/USDT,620.00000000,629.00000000,595.30000000,621.78000000,2066258.28440000,1273435369.89806700,1370533
1619827200000,2021-05-01 00:00:00,BNB/USDT,622.64000000,645.57000000,609.21000000,620.00000000,2427568.39090000,1516905856.24440930,1354769
1619740800000,2021-04-30 00:00:00,BNB/USDT,599.66000000,628.00000000,585.72000000,622.65000000,3430512.40250000,2095245536.82411060,2128827
1619654400000,2021-04-29 00:00:00,BNB/USDT,562.78000000,615.29000000,554.00000000,599.70000000,4336516.33470000,2536924856.30537590,2485799
1619568000000,2021-04-28 00:00:00,BNB/USDT,568.78000000,578.88000000,538.00000000,562.78000000,2384514.88520000,1333087930.86344000,1425704
1619481600000,2021-04-27 00:00:00,BNB/USDT,535.33000000,579.50000000,525.00000000,568.78000000,2807308.61980000,1565140057.70509610,1538945
1619395200000,2021-04-26 00:00:00,BNB/USDT,505.00000000,550.00000000,501.50000000,535.33000000,3098650.63510000,1646103488.02888820,1701752
1619308800000,2021-04-25 00:00:00,BNB/USDT,496.99200000,517.74000000,478.01000000,505.00000000,2489756.62520000,1244888360.15448351,1182658
1619222400000,2021-04-24 00:00:00,BNB/USDT,526.43190000,528.80880000,482.30520000,496.99200000,3005329.07500000,1520666084.63936930,1499659
1619136000000,2021-04-23 00:00:00,BNB/USDT,505.22820000,530.00000000,450.00000000,526.53570000,6855584.92100000,3382941422.36055610,2895263
1619049600000,2021-04-22 00:00:00,BNB/USDT,543.68270000,582.70510000,480.00000000,505.24110000,6375583.13900000,3453990005.37503960,3046301
1618963200000,2021-04-21 00:00:00,BNB/USDT,586.52010000,613.89750000,535.91860000,543.63270000,5685067.89400000,3302743900.04962090,3036187
1618876800000,2021-04-20 00:00:00,BNB/USDT,504.03220000,589.50000000,470.20700000,586.36350000,5730895.32500000,3065802468.23349050,2874737
1618790400000,2021-04-19 00:00:00,BNB/USDT,481.51120000,540.00000000,467.88460000,504.03220000,5031325.71300000,2572857437.01605140,2399333
1618704000000,2021-04-18 00:00:00,BNB/USDT,514.81780000,520.42370000,428.00000000,481.43670000,4468597.46000000,2101748555.76067980,2234515
1618617600000,2021-04-17 00:00:00,BNB/USDT,508.26140000,547.95000000,506.00000000,514.68610000,2949040.22100000,1548814458.17055440,1573732
1618531200000,2021-04-16 00:00:00,BNB/USDT,541.83510000,547.60740000,489.73560000,508.27430000,4192218.46200000,2179386782.46718130,2268178
1618444800000,2021-04-15 00:00:00,BNB/USDT,550.01820000,556.90000000,533.71660000,541.88240000,2306850.04500000,1261789670.84043710,1267361
1618358400000,2021-04-14 00:00:00,BNB/USDT,551.39560000,590.53690000,521.13130000,550.01820000,4213337.25100000,2356734422.95498800,2098627
1618272000000,2021-04-13 00:00:00,BNB/USDT,596.78780000,602.78710000,530.22880000,551.64420000,5447746.54400000,3061385296.10270700,2657936
1618185600000,2021-04-12 00:00:00,BNB/USDT,525.92750000,638.56730000,515.10000000,596.71040000,9279328.84000000,5344661902.25194100,4170759
1618099200000,2021-04-11 00:00:00,BNB/USDT,471.29740000,529.21100000,458.01650000,525.92750000,3644396.11000000,1776698304.80454530,1714867
1618012800000,2021-04-10 00:00:00,BNB/USDT,453.98980000,487.40620000,450.00000000,471.29750000,4659107.21200000,2200226600.97993210,2198963
1617926400000,2021-04-09 00:00:00,BNB/USDT,418.70470000,453.99370000,403.19000000,453.99370000,3670424.43300000,1585030394.37951910,1577251
1617840000000,2021-04-08 00:00:00,BNB/USDT,375.55380000,422.63230000,371.78000000,418.70480000,4092498.63800000,1657671967.08119600,1572444
1617753600000,2021-04-07 00:00:00,BNB/USDT,403.26070000,414.38030000,356.00000000,375.55380000,6179859.70800000,2382943130.33364130,2394276
1617667200000,2021-04-06 00:00:00,BNB/USDT,368.15060000,411.75500000,363.83330000,403.36480000,4481056.43600000,1741879509.99792620,1849537
1617580800000,2021-04-05 00:00:00,BNB/USDT,348.87050000,380.00000000,335.84420000,368.02630000,3473780.05500000,1251830835.72983130,1685071
1617494400000,2021-04-04 00:00:00,BNB/USDT,321.95970000,352.32750000,316.00000000,348.86170000,2730876.03000000,930046907.34642880,1194390
1617408000000,2021-04-03 00:00:00,BNB/USDT,338.29320000,349.13470000,315.91000000,321.94970000,3099870.84800000,1044647379.11369210,1201098
1617321600000,2021-04-02 00:00:00,BNB/USDT,334.67060000,356.98820000,324.61620000,338.29320000,4205858.47800000,1449673755.00761930,1583075
1617235200000,2021-04-01 00:00:00,BNB/USDT,302.45910000,339.00000000,300.70000000,334.79910000,4390708.58100000,1403784882.87328370,1443003
1617148800000,2021-03-31 00:00:00,BNB/USDT,311.29620000,316.69970000,284.00000000,302.37240000,4719335.50600000,1432519744.26602260,1513354
1617062400000,2021-03-30 00:00:00,BNB/USDT,275.29860000,311.53250000,271.28570000,311.29620000,5532768.33000000,1633393562.80135160,1591484
1616976000000,2021-03-29 00:00:00,BNB/USDT,268.62340000,277.98130000,264.45850000,275.29910000,2728496.99000000,743818283.87593710,715362
1616889600000,2021-03-28 00:00:00,BNB/USDT,269.28640000,281.39390000,261.00000000,268.42630000,3272613.75500000,888837689.74222300,1043000
1616803200000,2021-03-27 00:00:00,BNB/USDT,255.12010000,276.00000000,249.50010000,269.22340000,3089181.84800000,804732179.35608410,897779
1616716800000,2021-03-26 00:00:00,BNB/USDT,234.00240000,255.21130000,233.81140000,255.21050000,2635329.15500000,650316857.73943750,866262
1616630400000,2021-03-25 00:00:00,BNB/USDT,248.53450000,250.09120000,224.96860000,233.94660000,3498082.82700000,831361532.26590260,1169645
1616544000000,2021-03-24 00:00:00,BNB/USDT,255.51910000,268.70620000,240.33330000,248.52360000,3270691.79500000,842490109.30317260,912867
1616457600000,2021-03-23 00:00:00,BNB/USDT,254.96890000,262.97000000,251.83800000,255.46460000,2587450.73200000,667040263.82458300,693711
1616371200000,2021-03-22 00:00:00,BNB/USDT,264.71520000,277.00000000,252.91640000,254.79760000,3265655.83100000,867393890.99617930,1023992
1616284800000,2021-03-21 00:00:00,BNB/USDT,264.22130000,268.03050000,257.00010000,264.65130000,1973476.75400000,520164482.67164130,595243
1616198400000,2021-03-20 00:00:00,BNB/USDT,263.10830000,274.68050000,261.40000000,264.30230000,2377018.11000000,637249236.42768340,696501
1616112000000,2021-03-19 00:00:00,BNB/USDT,261.51570000,269.00000000,255.00000000,262.93500000,2262870.65300000,598172787.51279190,757665
1616025600000,2021-03-18 00:00:00,BNB/USDT,269.85780000,277.80000000,257.01000000,261.48160000,3152509.58900000,849612650.88898910,1367757
1615939200000,2021-03-17 00:00:00,BNB/USDT,258.56110000,272.17870000,248.20010000,269.78960000,2856836.91900000,734538705.60103870,710698
1615852800000,2021-03-16 00:00:00,BNB/USDT,254.38940000,259.78470000,240.19900000,258.53520000,3013229.00000000,759878684.50778290,941686
1615766400000,2021-03-15 00:00:00,BNB/USDT,263.35000000,267.74530000,249.53270000,254.51440000,3362734.14300000,865778780.11444740,913171
1615680000000,2021-03-14 00:00:00,BNB/USDT,276.28920000,276.88470000,263.00030000,263.23800000,2432196.53500000,656730954.56093410,784354
1615593600000,2021-03-13 00:00:00,BNB/USDT,263.19200000,284.28570000,255.42060000,276.28220000,3902398.38600000,1064357365.47883380,1080831
1615507200000,2021-03-12 00:00:00,BNB/USDT,289.78600000,290.50000000,247.55470000,263.22010000,5905880.87000000,1595966693.35391890,1777265
1615420800000,2021-03-11 00:00:00,BNB/USDT,278.35220000,315.28550000,272.12000000,290.03010000,6598662.20700000,1921178267.96699030,1782636
1615334400000,2021-03-10 00:00:00,BNB/USDT,293.13050000,295.50000000,263.81840000,278.44990000,6012304.14800000,1691967448.98870790,1879085
1615248000000,2021-03-09 00:00:00,BNB/USDT,240.78520000,297.29620000,235.60010000,293.20520000,7937298.70800000,2125830116.67074070,2185699
1615161600000,2021-03-08 00:00:00,BNB/USDT,240.10390000,243.09860000,228.70290000,240.55090000,3045991.96800000,717450084.58489480,828116
1615075200000,2021-03-07 00:00:00,BNB/USDT,226.38120000,243.95000000,224.95420000,240.11000000,3519962.92900000,825683976.96684100,830560
1614988800000,2021-03-06 00:00:00,BNB/USDT,225.53910000,232.49960000,219.15140000,226.38140000,2663375.53600000,600491090.20318410,746840
1614902400000,2021-03-05 00:00:00,BNB/USDT,229.63690000,232.20000000,215.64390000,225.47140000,3654842.80500000,816218663.60476220,979892
1614816000000,2021-03-04 00:00:00,BNB/USDT,240.48010000,249.98850000,225.53080000,229.63690000,3999983.83600000,951344257.27070640,926776
1614729600000,2021-03-03 00:00:00,BNB/USDT,239.72040000,254.84810000,236.00200000,240.57010000,4278388.73300000,1055004494.11749270,1000546
1614643200000,2021-03-02 00:00:00,BNB/USDT,254.94860000,264.90000000,227.00000000,239.68410000,5386013.79400000,1322863990.43051720,1328836
1614556800000,2021-03-01 00:00:00,BNB/USDT,210.11770000,260.00000000,209.12040000,254.96370000,7911568.19400000,1909672582.71192420,1907462
1614470400000,2021-02-28 00:00:00,BNB/USDT,225.45670000,229.40000000,195.00000000,210.21380000,5674373.24900000,1188324867.57368960,1183188
1614384000000,2021-02-27 00:00:00,BNB/USDT,221.95920000,237.77000000,219.01100000,225.38530000,4192697.15200000,956073854.79607420,1008973
1614297600000,2021-02-26 00:00:00,BNB/USDT,234.76050000,239.40000000,209.10500000,221.71700000,7410706.38500000,1673740236.88633920,1741056
1614211200000,2021-02-25 00:00:00,BNB/USDT,254.38260000,265.40140000,231.50000000,234.91460000,6871992.79400000,1718504824.02123870,1774378
1614124800000,2021-02-24 00:00:00,BNB/USDT,231.36460000,281.00000000,213.02570000,254.50560000,11777825.18700000,2968825220.66055430,2798601
1614038400000,2021-02-23 00:00:00,BNB/USDT,267.17210000,269.44400000,186.10000000,231.36460000,15879767.55900000,3533975184.11426700,3227858
1613952000000,2021-02-22 00:00:00,BNB/USDT,294.91670000,296.00000000,220.50000000,267.51470000,12604399.40200000,3304868176.03923270,2806150
1613865600000,2021-02-21 00:00:00,BNB/USDT,253.01000000,309.49950000,249.70440000,295.25970000,10646422.30700000,3016515097.58841310,2525329
1613779200000,2021-02-20 00:00:00,BNB/USDT,333.22120000,335.00000000,223.00000000,253.00000000,13497656.24700000,3803591547.44821090,3476190
1613692800000,2021-02-19 00:00:00,BNB/USDT,195.55490000,348.69690000,194.92790000,333.11100000,20188858.19800000,5528652618.86082480,4491728
1613606400000,2021-02-18 00:00:00,BNB/USDT,165.31760000,199.88000000,162.79690000,195.60000000,11226893.37300000,2093727364.87909500,2106653
1613520000000,2021-02-17 00:00:00,BNB/USDT,130.18300000,175.99970000,126.75460000,165.32330000,10185662.26000000,1540919651.63309360,1654588
1613433600000,2021-02-16 00:00:00,BNB/USDT,129.94930000,133.49250000,126.00000000,130.18300000,3258276.71400000,423640104.86360060,616879
1613347200000,2021-02-15 00:00:00,BNB/USDT,135.86230000,139.36900000,118.00000000,130.30300000,4772752.80600000,617209050.27922280,953125
1613260800000,2021-02-14 00:00:00,BNB/USDT,133.34980000,139.00000000,128.46150000,135.86230000,4405507.88500000,588209671.87431580,919313
1613174400000,2021-02-13 00:00:00,BNB/USDT,136.73210000,138.50670000,125.00000000,133.34960000,3785723.40200000,497454132.37548690,936880
1613088000000,2021-02-12 00:00:00,BNB/USDT,124.11290000,141.32000000,120.89000000,136.61390000,5626020.82400000,740055607.98707900,1155321
1613001600000,2021-02-11 00:00:00,BNB/USDT,128.94630000,132.80000000,117.72890000,124.08500000,5920400.25500000,737374300.58759530,1185612
1612915200000,2021-02-10 00:00:00,BNB/USDT,107.34960000,148.40000000,107.28110000,128.97110000,16613534.27400000,2139218096.50960630,2836233
1612828800000,2021-02-09 00:00:00,BNB/USDT,79.87340000,116.24000000,78.03810000,107.34690000,12487305.86800000,1222317019.46055390,1979175
1612742400000,2021-02-08 00:00:00,BNB/USDT,68.35500000,79.88230000,67.61520000,79.83740000,7860567.38900000,573806461.52878580,1279676
1612656000000,2021-02-07 00:00:00,BNB/USDT,72.86930000,74.81990000,64.18030000,68.35420000,5969908.44200000,413359634.35803080,851424
1612569600000,2021-02-06 00:00:00,BNB/USDT,67.62170000,75.50000000,61.70000000,72.83560000,8482528.53100000,595983260.00977280,1151480
1612483200000,2021-02-05 00:00:00,BNB/USDT,55.95930000,68.73000000,55.92020000,67.70050000,5040545.22300000,306515082.62922770,682891
1612396800000,2021-02-04 00:00:00,BNB/USDT,52.12000000,57.05470000,51.25000000,55.95990000,4004741.29400000,215002299.81799480,579484
1612310400000,2021-02-03 00:00:00,BNB/USDT,51.02900000,52.70000000,49.78230000,52.12000000,2949735.03600000,150776117.80316860,462818
1612224000000,2021-02-02 00:00:00,BNB/USDT,51.47620000,53.00000000,49.15720000,51.00710000,4675040.87700000,237619391.94346990,667934
1612137600000,2021-02-01 00:00:00,BNB/USDT,44.32910000,52.37360000,43.43310000,51.47810000,6095055.41300000,294440153.89566840,674212
1612051200000,2021-01-31 00:00:00,BNB/USDT,44.80220000,45.82690000,43.30000000,44.32920000,2431692.19800000,107955886.16653170,356678
1611964800000,2021-01-30 00:00:00,BNB/USDT,42.86530000,45.10710000,42.59110000,44.78490000,2767954.29100000,121803577.41098100,408399
1611878400000,2021-01-29 00:00:00,BNB/USDT,42.52770000,44.00000000,41.80170000,42.86180000,3433689.48400000,147364483.45470290,481047
1611792000000,2021-01-28 00:00:00,BNB/USDT,40.89570000,43.08500000,40.31700000,42.52540000,2984098.65100000,125825473.66062470,366517
1611705600000,2021-01-27 00:00:00,BNB/USDT,41.83970000,42.09840000,39.61020000,40.88260000,2638401.37800000,108149178.35937360,367923
1611619200000,2021-01-26 00:00:00,BNB/USDT,41.83470000,42.59800000,39.69550000,41.83960000,2758108.62200000,113401083.84833740,336515
1611532800000,2021-01-25 00:00:00,BNB/USDT,41.82700000,43.42410000,40.53640000,41.83470000,2778238.02000000,117399838.40631640,336526
1611446400000,2021-01-24 00:00:00,BNB/USDT,40.91130000,42.20000000,40.31440000,41.82630000,2340747.62300000,97017133.59785130,217223
1611360000000,2021-01-23 00:00:00,BNB/USDT,40.89380000,41.88000000,39.45550000,40.91090000,2531809.64800000,103044289.63642610,244514
1611273600000,2021-01-22 00:00:00,BNB/USDT,38.65960000,41.52800000,36.85180000,40.89360000,3088685.29500000,122212901.76384950,382460
1611187200000,2021-01-21 00:00:00,BNB/USDT,42.60560000,42.71760000,38.20000000,38.63430000,3388587.65700000,137245296.20173360,428440
1611100800000,2021-01-20 00:00:00,BNB/USDT,42.52410000,43.09920000,40.20000000,42.60690000,3709936.49200000,154503844.31120200,424497
1611014400000,2021-01-19 00:00:00,BNB/USDT,45.35920000,47.21870000,41.70000000,42.52410000,5151546.87200000,229455474.24325180,513040
1610928000000,2021-01-18 00:00:00,BNB/USDT,45.86450000,46.88880000,44.02780000,45.34120000,3069449.93800000,139399114.15538980,366780
1610841600000,2021-01-17 00:00:00,BNB/USDT,43.14130000,46.72280000,40.91920000,45.86750000,3878914.29900000,169754085.72277670,445985
1610755200000,2021-01-16 00:00:00,BNB/USDT,40.89510000,44.12000000,40.62500000,43.14200000,3243054.41400000,138015822.23121690,362622
1610668800000,2021-01-15 00:00:00,BNB/USDT,41.87210000,42.56220000,38.66160000,40.86680000,3431358.93600000,140633163.62560230,363002
1610582400000,2021-01-14 00:00:00,BNB/USDT,40.11140000,42.00000000,39.57390000,41.87230000,3306689.93300000,135085613.30355000,306640
1610496000000,2021-01-13 00:00:00,BNB/USDT,38.27030000,40.44990000,37.02000000,40.11140000,3512089.38500000,135791180.05745700,366040
1610409600000,2021-01-12 00:00:00,BNB/USDT,38.16230000,40.19890000,37.00000000,38.25410000,3261261.81000000,125897888.04795700,342953
1610323200000,2021-01-11 00:00:00,BNB/USDT,42.40330000,42.50940000,35.03740000,38.16740000,6332801.05500000,243017347.96947130,664128
1610236800000,2021-01-10 00:00:00,BNB/USDT,43.84790000,45.16200000,40.00000000,42.40310000,4277406.29000000,185165251.13206460,431771
1610150400000,2021-01-09 00:00:00,BNB/USDT,42.34500000,44.05520000,41.50000000,43.84790000,2720363.63600000,116290473.53861750,294683
1610064000000,2021-01-08 00:00:00,BNB/USDT,43.57280000,43.72200000,40.23130000,42.35600000,3548923.78800000,149951576.85134530,411558
1609977600000,2021-01-07 00:00:00,BNB/USDT,42.24400000,44.90000000,41.36600000,43.57280000,5026746.66900000,216717611.76971210,523288
1609891200000,2021-01-06 00:00:00,BNB/USDT,41.82710000,42.26700000,40.45310000,42.24170000,3784444.68700000,156404649.31636990,417519
1609804800000,2021-01-05 00:00:00,BNB/USDT,41.13000000,41.83750000,38.80140000,41.82190000,3513141.34600000,141831731.95876310,410985
1609718400000,2021-01-04 00:00:00,BNB/USDT,41.25600000,43.20390000,38.02000000,41.13330000,5306248.16600000,214835112.08725190,546562
1609632000000,2021-01-03 00:00:00,BNB/USDT,38.23310000,41.70170000,37.76300000,41.25750000,4903626.69700000,195224916.82053100,499815
1609545600000,2021-01-02 00:00:00,BNB/USDT,37.76370000,38.87980000,36.80000000,38.23310000,3018062.20600000,114060050.84962810,342120
1609459200000,2021-01-01 00:00:00,BNB/USDT,37.35960000,38.95900000,36.95550000,37.77620000,2435989.12700000,92358608.11308390,287020
1609372800000,2020-12-31 00:00:00,BNB/USDT,38.15580000,38.21330000,36.51570000,37.35880000,1887715.83500000,70486125.96259690,215191
1609286400000,2020-12-30 00:00:00,BNB/USDT,39.07460000,39.27000000,36.81310000,38.15580000,2424623.46700000,91497596.04164030,318773
1609200000000,2020-12-29 00:00:00,BNB/USDT,35.95070000,39.99990000,35.30150000,39.06670000,7022548.48700000,266651443.80075310,626216
1609113600000,2020-12-28 00:00:00,BNB/USDT,33.67410000,36.15000000,33.31050000,35.95100000,4121783.10300000,145163638.03392370,365388
1609027200000,2020-12-27 00:00:00,BNB/USDT,33.65100000,34.99000000,31.86010000,33.67400000,3747872.71800000,126569474.22639280,383603
1608940800000,2020-12-26 00:00:00,BNB/USDT,33.19960000,34.04950000,32.51000000,33.63610000,2418941.54400000,80768632.43812370,280678
1608854400000,2020-12-25 00:00:00,BNB/USDT,32.49470000,33.49540000,31.73130000,33.19960000,2596272.90500000,84844896.31758450,237471
1608768000000,2020-12-24 00:00:00,BNB/USDT,31.16980000,32.75890000,30.00000000,32.48950000,2999570.85300000,94739220.62728900,317894
1608681600000,2020-12-23 00:00:00,BNB/USDT,33.51120000,34.50500000,30.00000000,31.18430000,3940926.44200000,128877133.69173570,431164
1608595200000,2020-12-22 00:00:00,BNB/USDT,32.05000000,33.80000000,30.47190000,33.51510000,3563635.67300000,115167307.80793820,359713
1608508800000,2020-12-21 00:00:00,BNB/USDT,34.30720000,35.60000000,31.48710000,32.05000000,4558115.88000000,152823799.83116650,387995
1608422400000,2020-12-20 00:00:00,BNB/USDT,33.30180000,35.69000000,32.58990000,34.31480000,4477498.81800000,153515421.81364170,346574
1608336000000,2020-12-19 00:00:00,BNB/USDT,30.98580000,34.23070000,30.88120000,33.31670000,4117460.29300000,134985674.64890100,356909
1608249600000,2020-12-18 00:00:00,BNB/USDT,30.22540000,31.21720000,29.61000000,30.98820000,2045326.34300000,62443342.41426750,200766
1608163200000,2020-12-17 00:00:00,BNB/USDT,30.55240000,31.54890000,29.68910000,30.22550000,3274786.13100000,100846680.86741890,320109
