unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1656460800000,2022-06-29 00:00:00,SOL/USDT,35.34000000,36.12000000,33.10000000,34.05000000,5755278.44000000,199587272.30070000,362853
1656374400000,2022-06-28 00:00:00,SOL/USDT,38.50000000,39.90000000,35.02000000,35.35000000,5581335.85000000,209748465.29870000,361164
1656288000000,2022-06-27 00:00:00,SOL/USDT,39.39000000,41.25000000,37.90000000,38.52000000,4172937.40000000,164427982.22660000,289594
1656201600000,2022-06-26 00:00:00,SOL/USDT,42.22000000,42.49000000,39.14000000,39.39000000,4024143.84000000,164663443.91170000,308030
1656115200000,2022-06-25 00:00:00,SOL/USDT,41.91000000,42.64000000,39.73000000,42.22000000,4294211.07000000,177460350.60680000,334804
1656028800000,2022-06-24 00:00:00,SOL/USDT,38.15000000,42.92000000,37.67000000,41.91000000,6583046.23000000,263461013.46660000,463015
1655942400000,2022-06-23 00:00:00,SOL/USDT,34.13000000,38.65000000,33.91000000,38.15000000,7002610.45000000,257121431.15570000,443012
1655856000000,2022-06-22 00:00:00,SOL/USDT,36.42000000,36.87000000,33.65000000,34.12000000,6494707.01000000,227729988.51660000,407107
1655769600000,2022-06-21 00:00:00,SOL/USDT,35.25000000,39.19000000,34.20000000,36.42000000,7429098.76000000,275003273.08880000,524268
1655683200000,2022-06-20 00:00:00,SOL/USDT,34.19000000,36.90000000,31.73000000,35.24000000,8218146.80000000,281820809.89790000,564975
1655596800000,2022-06-19 00:00:00,SOL/USDT,32.01000000,35.40000000,28.68000000,34.19000000,9253122.78000000,294048592.26790000,592879
1655510400000,2022-06-18 00:00:00,SOL/USDT,30.72000000,32.06000000,27.15000000,32.02000000,9330644.34000000,275582397.12530000,555711
1655424000000,2022-06-17 00:00:00,SOL/USDT,30.12000000,32.19000000,29.26000000,30.71000000,6274370.50000000,195306060.25210000,359804
1655337600000,2022-06-16 00:00:00,SOL/USDT,34.75000000,36.00000000,29.52000000,30.12000000,10418712.66000000,335024040.42100000,605517
1655251200000,2022-06-15 00:00:00,SOL/USDT,29.59000000,34.86000000,26.79000000,34.76000000,12673444.09000000,376046180.33090000,806141
1655164800000,2022-06-14 00:00:00,SOL/USDT,28.59000000,32.32000000,25.86000000,29.59000000,11437619.27000000,335148563.73442000,671181
1655078400000,2022-06-13 00:00:00,SOL/USDT,30.60000000,31.11000000,26.05000000,28.60000000,13336972.46600000,372532264.64512500,802782
1654992000000,2022-06-12 00:00:00,SOL/USDT,33.94000000,34.50000000,30.56000000,30.61000000,6810748.10400000,222245784.90582500,400837
1654905600000,2022-06-11 00:00:00,SOL/USDT,37.17000000,37.93000000,33.17000000,33.93000000,4638154.31700000,164203312.63408200,300132
1654819200000,2022-06-10 00:00:00,SOL/USDT,39.96000000,40.90000000,36.80000000,37.17000000,4364643.34000000,168826417.91570000,313613
1654732800000,2022-06-09 00:00:00,SOL/USDT,38.83000000,41.97000000,38.44000000,39.96000000,4587327.75000000,185342283.84840000,285547
1654646400000,2022-06-08 00:00:00,SOL/USDT,39.32000000,40.96000000,38.28000000,38.83000000,3988154.30000000,156635684.26980000,283280
1654560000000,2022-06-07 00:00:00,SOL/USDT,42.39000000,42.80000000,37.12000000,39.31000000,7677286.83000000,302649368.60220000,523590
1654473600000,2022-06-06 00:00:00,SOL/USDT,38.53000000,44.87000000,38.33000000,42.39000000,6823258.30000000,290291015.63260000,488023
1654387200000,2022-06-05 00:00:00,SOL/USDT,39.02000000,40.22000000,37.85000000,38.52000000,3618511.38000000,141881168.63100000,243413
1654300800000,2022-06-04 00:00:00,SOL/USDT,38.28000000,39.50000000,35.71000000,39.00000000,3736176.79000000,139577288.67150000,265233
1654214400000,2022-06-03 00:00:00,SOL/USDT,40.86000000,41.54000000,37.63000000,38.28000000,4437324.64000000,172766731.58070000,344798
1654128000000,2022-06-02 00:00:00,SOL/USDT,40.11000000,41.65000000,38.13000000,40.85000000,5153870.27000000,206604815.91310000,360847
1654041600000,2022-06-01 00:00:00,SOL/USDT,45.78000000,46.12000000,39.51000000,40.11000000,4778696.94000000,205803279.55370000,336469
1653955200000,2022-05-31 00:00:00,SOL/USDT,47.22000000,48.24000000,44.56000000,45.77000000,4479536.73000000,207640573.68380000,309278
1653868800000,2022-05-30 00:00:00,SOL/USDT,44.98000000,48.39000000,44.27000000,47.22000000,5476313.14000000,253574633.26470000,349733
1653782400000,2022-05-29 00:00:00,SOL/USDT,44.24000000,45.67000000,41.79000000,44.98000000,4628871.10000000,202572097.58850000,299730
1653696000000,2022-05-28 00:00:00,SOL/USDT,41.18000000,45.08000000,40.33000000,44.25000000,4317517.06000000,183339589.40900000,307558
1653609600000,2022-05-27 00:00:00,SOL/USDT,43.44000000,43.95000000,39.93000000,41.17000000,7547814.80000000,315086453.00780000,510421
1653523200000,2022-05-26 00:00:00,SOL/USDT,47.97000000,48.66000000,41.69000000,43.44000000,7025986.74000000,314922743.59190000,474015
1653436800000,2022-05-25 00:00:00,SOL/USDT,49.67000000,50.55000000,47.57000000,47.98000000,3294918.76000000,160613552.13880000,248168
1653350400000,2022-05-24 00:00:00,SOL/USDT,49.17000000,50.85000000,47.10000000,49.67000000,3645448.65000000,179621230.71280000,303032
1653264000000,2022-05-23 00:00:00,SOL/USDT,52.48000000,54.68000000,48.61000000,49.17000000,4201654.88000000,219973233.88600000,434398
1653177600000,2022-05-22 00:00:00,SOL/USDT,50.30000000,53.20000000,49.69000000,52.48000000,2723718.45000000,140435263.81160000,254086
1653091200000,2022-05-21 00:00:00,SOL/USDT,49.42000000,51.21000000,48.43000000,50.31000000,1969104.94000000,98299753.25900000,222550
1653004800000,2022-05-20 00:00:00,SOL/USDT,52.20000000,53.62000000,47.81000000,49.43000000,4811635.67000000,245429377.98780000,499246
1652918400000,2022-05-19 00:00:00,SOL/USDT,49.93000000,54.09000000,48.20000000,52.20000000,4794335.94000000,246302390.73660000,513106
1652832000000,2022-05-18 00:00:00,SOL/USDT,57.01000000,57.85000000,49.38000000,49.93000000,4470848.03000000,235605712.66010000,517406
1652745600000,2022-05-17 00:00:00,SOL/USDT,53.80000000,58.22000000,53.04000000,57.02000000,4346066.59000000,242391527.49770000,531717
1652659200000,2022-05-16 00:00:00,SOL/USDT,58.83000000,58.83000000,51.89000000,53.79000000,5418221.63000000,295070394.33470000,627274
1652572800000,2022-05-15 00:00:00,SOL/USDT,52.43000000,59.31000000,49.63000000,58.83000000,3885558.77000000,208778706.77020000,477977
1652486400000,2022-05-14 00:00:00,SOL/USDT,48.93000000,53.91000000,45.81000000,52.43000000,5099487.21000000,253571501.88000000,618557
1652400000000,2022-05-13 00:00:00,SOL/USDT,44.64000000,56.99000000,43.83000000,48.92000000,8718594.50000000,445956256.04850000,892190
1652313600000,2022-05-12 00:00:00,SOL/USDT,50.90000000,54.29000000,37.37000000,44.64000000,13635820.46500000,615675880.93754000,1539677
1652227200000,2022-05-11 00:00:00,SOL/USDT,66.90000000,68.44000000,43.17000000,50.90000000,11626123.02100000,655895713.54258900,1460193
1652140800000,2022-05-10 00:00:00,SOL/USDT,62.16000000,74.03000000,60.13000000,66.90000000,7855041.33100000,533633557.19989800,994845
1652054400000,2022-05-09 00:00:00,SOL/USDT,75.39000000,77.21000000,61.70000000,62.16000000,5846036.68200000,404836586.30833100,714133
1651968000000,2022-05-08 00:00:00,SOL/USDT,78.86000000,79.41000000,73.69000000,75.38000000,2736836.40000000,210452506.82990000,310522
1651881600000,2022-05-07 00:00:00,SOL/USDT,81.67000000,82.33000000,77.03000000,78.86000000,1906773.25000000,153609731.66190000,220157
1651795200000,2022-05-06 00:00:00,SOL/USDT,84.52000000,84.84000000,79.98000000,81.68000000,2607225.81000000,213954688.34000000,343170
1651708800000,2022-05-05 00:00:00,SOL/USDT,92.77000000,95.25000000,81.32000000,84.52000000,3311421.92000000,290368666.46920000,434945
1651622400000,2022-05-04 00:00:00,SOL/USDT,85.86000000,93.06000000,85.47000000,92.77000000,2246070.16000000,198783148.93050000,282723
1651536000000,2022-05-03 00:00:00,SOL/USDT,87.49000000,88.81000000,84.66000000,85.86000000,1562366.45000000,135931235.12970000,200047
1651449600000,2022-05-02 00:00:00,SOL/USDT,89.67000000,90.89000000,85.10000000,87.50000000,1915805.97000000,168665929.55050000,283822
1651363200000,2022-05-01 00:00:00,SOL/USDT,84.63000000,93.12000000,84.15000000,89.68000000,2353897.93000000,207825708.07760000,366730
1651276800000,2022-04-30 00:00:00,SOL/USDT,93.96000000,94.95000000,81.91000000,84.63000000,1829537.27000000,164168373.57930000,275849
1651190400000,2022-04-29 00:00:00,SOL/USDT,98.23000000,98.68000000,92.35000000,93.96000000,1736234.87000000,166246202.32750000,255409
1651104000000,2022-04-28 00:00:00,SOL/USDT,98.35000000,100.55000000,96.33000000,98.24000000,1849394.04000000,182594839.53160000,300097
1651017600000,2022-04-27 00:00:00,SOL/USDT,95.70000000,100.79000000,94.89000000,98.36000000,1833742.63000000,180105223.65540000,282775
1650931200000,2022-04-26 00:00:00,SOL/USDT,100.98000000,101.98000000,94.61000000,95.70000000,1897735.14000000,187010168.60560000,291464
1650844800000,2022-04-25 00:00:00,SOL/USDT,99.22000000,101.59000000,94.32000000,100.99000000,2317293.80000000,226174939.47070000,373292
1650758400000,2022-04-24 00:00:00,SOL/USDT,100.63000000,102.31000000,98.55000000,99.23000000,1064136.15000000,106954414.42130000,192110
1650672000000,2022-04-23 00:00:00,SOL/USDT,100.55000000,102.90000000,98.31000000,100.63000000,1081628.14000000,109466876.36680000,196300
1650585600000,2022-04-22 00:00:00,SOL/USDT,101.78000000,103.55000000,99.19000000,100.55000000,1777613.85000000,180380786.86590000,279122
1650499200000,2022-04-21 00:00:00,SOL/USDT,105.58000000,110.00000000,99.86000000,101.78000000,2671646.36000000,284134458.72730000,369724
1650412800000,2022-04-20 00:00:00,SOL/USDT,108.51000000,110.90000000,104.25000000,105.59000000,2768156.81000000,297974331.00060000,403021
1650326400000,2022-04-19 00:00:00,SOL/USDT,102.37000000,109.00000000,101.02000000,108.51000000,2675360.43000000,280654686.05730000,372804
1650240000000,2022-04-18 00:00:00,SOL/USDT,100.15000000,102.65000000,94.62000000,102.33000000,2751434.83000000,271730806.75180000,416771
1650153600000,2022-04-17 00:00:00,SOL/USDT,102.06000000,105.44000000,99.62000000,100.15000000,1509800.04000000,155271562.74640000,236697
1650067200000,2022-04-16 00:00:00,SOL/USDT,101.38000000,103.50000000,100.71000000,102.06000000,1006216.36000000,102584953.53360000,135628
1649980800000,2022-04-15 00:00:00,SOL/USDT,100.77000000,102.91000000,99.55000000,101.31000000,1384490.37000000,140391145.66650000,216894
1649894400000,2022-04-14 00:00:00,SOL/USDT,104.92000000,107.72000000,98.77000000,100.77000000,2711073.76000000,279743555.62110000,359790
1649808000000,2022-04-13 00:00:00,SOL/USDT,103.21000000,106.04000000,100.09000000,104.94000000,2204306.40000000,228562636.82470000,352611
1649721600000,2022-04-12 00:00:00,SOL/USDT,99.64000000,109.36000000,98.31000000,103.22000000,3527634.19000000,366259936.41940000,526763
1649635200000,2022-04-11 00:00:00,SOL/USDT,111.06000000,111.94000000,98.10000000,99.67000000,3332133.13000000,348238454.50940000,491379
1649548800000,2022-04-10 00:00:00,SOL/USDT,112.97000000,116.09000000,109.71000000,111.07000000,1560720.04000000,175614158.75590000,282125
1649462400000,2022-04-09 00:00:00,SOL/USDT,109.92000000,113.69000000,108.28000000,112.96000000,1376896.77000000,152114680.89220000,246823
1649376000000,2022-04-08 00:00:00,SOL/USDT,118.47000000,122.42000000,108.10000000,109.92000000,3328966.49000000,387721449.44750000,550158
1649289600000,2022-04-07 00:00:00,SOL/USDT,112.94000000,120.00000000,110.88000000,118.48000000,3326346.75000000,383156868.67510000,581932
1649203200000,2022-04-06 00:00:00,SOL/USDT,126.88000000,127.40000000,112.10000000,112.95000000,4266870.20000000,512273613.69530000,740311
1649116800000,2022-04-05 00:00:00,SOL/USDT,132.14000000,136.63000000,126.07000000,126.87000000,2833885.54000000,374058737.72250000,542422
1649030400000,2022-04-04 00:00:00,SOL/USDT,136.90000000,138.29000000,125.82000000,132.14000000,3456901.43000000,457752604.04450000,582791
1648944000000,2022-04-03 00:00:00,SOL/USDT,132.48000000,141.11000000,130.52000000,136.90000000,2964507.05000000,405018764.78330000,540376
1648857600000,2022-04-02 00:00:00,SOL/USDT,134.53000000,143.51000000,131.47000000,132.49000000,4193984.20000000,575683426.38680000,758063
1648771200000,2022-04-01 00:00:00,SOL/USDT,122.79000000,138.40000000,117.39000000,134.52000000,5505077.63000000,704191459.02150000,995872
1648684800000,2022-03-31 00:00:00,SOL/USDT,120.82000000,129.50000000,119.95000000,122.77000000,5143974.90000000,640563903.87990000,858853
1648598400000,2022-03-30 00:00:00,SOL/USDT,111.62000000,125.26000000,107.11000000,120.82000000,5250424.16000000,615094936.70570000,827629
1648512000000,2022-03-29 00:00:00,SOL/USDT,105.75000000,115.70000000,105.49000000,111.62000000,3727259.92000000,416037180.64630000,590421
1648425600000,2022-03-28 00:00:00,SOL/USDT,107.04000000,113.87000000,105.22000000,105.75000000,4146023.22000000,454984710.52190000,653182
1648339200000,2022-03-27 00:00:00,SOL/USDT,101.73000000,107.46000000,98.77000000,107.04000000,2351080.64000000,242015312.59720000,345634
1648252800000,2022-03-26 00:00:00,SOL/USDT,98.60000000,103.40000000,97.63000000,101.73000000,1906343.44000000,192503281.43750000,259494
1648166400000,2022-03-25 00:00:00,SOL/USDT,102.32000000,104.86000000,96.95000000,98.60000000,3360440.57000000,341404558.23870000,437293
1648080000000,2022-03-24 00:00:00,SOL/USDT,94.88000000,103.70000000,93.26000000,102.32000000,4777008.51000000,474517921.12920000,577470
1647993600000,2022-03-23 00:00:00,SOL/USDT,90.44000000,96.36000000,89.19000000,94.89000000,2854825.20000000,265825349.01200000,297282
1647907200000,2022-03-22 00:00:00,SOL/USDT,88.58000000,93.98000000,88.00000000,90.43000000,2611345.56000000,239094582.93730000,271852
1647820800000,2022-03-21 00:00:00,SOL/USDT,88.62000000,91.28000000,86.74000000,88.59000000,1985082.57000000,176751354.78680000,203260
1647734400000,2022-03-20 00:00:00,SOL/USDT,92.31000000,92.55000000,87.82000000,88.62000000,1500458.29000000,135160820.53560000,169914
1647648000000,2022-03-19 00:00:00,SOL/USDT,89.81000000,94.55000000,89.25000000,92.31000000,2058348.96000000,189155993.91810000,262632
1647561600000,2022-03-18 00:00:00,SOL/USDT,87.80000000,92.28000000,84.41000000,89.80000000,2935949.01000000,257737465.02370000,283557
1647475200000,2022-03-17 00:00:00,SOL/USDT,87.77000000,91.00000000,86.58000000,87.80000000,2616451.80000000,232117458.58860000,286766
1647388800000,2022-03-16 00:00:00,SOL/USDT,82.84000000,87.98000000,81.53000000,87.77000000,2638790.33000000,222116241.77320000,313840
1647302400000,2022-03-15 00:00:00,SOL/USDT,81.23000000,85.99000000,78.72000000,82.84000000,2123603.37000000,173536935.31860000,249623
1647216000000,2022-03-14 00:00:00,SOL/USDT,78.72000000,82.29000000,78.00000000,81.22000000,2079919.39000000,167010301.55190000,209032
1647129600000,2022-03-13 00:00:00,SOL/USDT,81.40000000,83.34000000,77.65000000,78.73000000,2009434.97000000,162105572.65830000,198659
1647043200000,2022-03-12 00:00:00,SOL/USDT,80.67000000,82.75000000,80.57000000,81.38000000,1362268.13000000,111234273.65440000,128794
1646956800000,2022-03-11 00:00:00,SOL/USDT,82.86000000,84.29000000,80.07000000,80.67000000,2528334.85000000,206921492.64020000,232541
1646870400000,2022-03-10 00:00:00,SOL/USDT,88.06000000,88.57000000,80.63000000,82.87000000,2828339.70000000,235294840.24610000,288680
1646784000000,2022-03-09 00:00:00,SOL/USDT,82.32000000,89.92000000,81.90000000,88.06000000,3355218.73000000,293276442.50090000,336022
1646697600000,2022-03-08 00:00:00,SOL/USDT,81.65000000,85.04000000,81.30000000,82.32000000,2603816.31000000,216580078.45200000,268883
1646611200000,2022-03-07 00:00:00,SOL/USDT,84.58000000,86.71000000,79.92000000,81.66000000,3228273.76000000,268138949.59670000,363299
1646524800000,2022-03-06 00:00:00,SOL/USDT,89.61000000,89.96000000,84.09000000,84.57000000,1828270.57000000,158938647.38890000,212997
1646438400000,2022-03-05 00:00:00,SOL/USDT,88.33000000,91.22000000,86.00000000,89.63000000,1495553.50000000,132577728.33570000,202202
1646352000000,2022-03-04 00:00:00,SOL/USDT,95.63000000,95.94000000,87.00000000,88.32000000,2854970.19000000,260751773.12970000,364380
1646265600000,2022-03-03 00:00:00,SOL/USDT,100.69000000,101.70000000,94.00000000,95.62000000,2595560.67000000,253940370.88100000,374852
1646179200000,2022-03-02 00:00:00,SOL/USDT,98.65000000,106.43000000,96.76000000,100.68000000,4306326.64000000,441097205.65310000,689840
1646092800000,2022-03-01 00:00:00,SOL/USDT,99.67000000,102.03000000,94.21000000,98.66000000,3665336.76000000,359368373.97610000,572030
1646006400000,2022-02-28 00:00:00,SOL/USDT,85.61000000,103.00000000,84.17000000,99.68000000,4212075.57000000,392961670.09730000,666863
1645920000000,2022-02-27 00:00:00,SOL/USDT,90.25000000,92.19000000,84.08000000,85.63000000,2593533.97000000,228781062.13150000,396197
1645833600000,2022-02-26 00:00:00,SOL/USDT,92.73000000,95.49000000,89.23000000,90.23000000,2279602.17000000,209017446.49430000,347752
1645747200000,2022-02-25 00:00:00,SOL/USDT,89.35000000,95.00000000,86.86000000,92.71000000,3691896.58000000,332795301.06720000,532273
1645660800000,2022-02-24 00:00:00,SOL/USDT,84.58000000,93.90000000,75.35000000,89.36000000,7497540.08000000,625458651.95770000,1032742
1645574400000,2022-02-23 00:00:00,SOL/USDT,86.39000000,93.40000000,84.38000000,84.59000000,3193694.10000000,284825279.11370000,446087
1645488000000,2022-02-22 00:00:00,SOL/USDT,82.95000000,87.56000000,81.06000000,86.38000000,2835554.36000000,238850054.32760000,361422
1645401600000,2022-02-21 00:00:00,SOL/USDT,90.70000000,96.14000000,82.62000000,82.96000000,4063082.80000000,365437826.78670000,573189
1645315200000,2022-02-20 00:00:00,SOL/USDT,91.27000000,94.50000000,85.56000000,90.72000000,2559473.54000000,229568085.46210000,403374
1645228800000,2022-02-19 00:00:00,SOL/USDT,89.86000000,92.75000000,88.60000000,91.27000000,1285578.14000000,116505357.57010000,205722
1645142400000,2022-02-18 00:00:00,SOL/USDT,93.55000000,96.37000000,89.31000000,89.86000000,2010076.65000000,186100175.10810000,299519
1645056000000,2022-02-17 00:00:00,SOL/USDT,101.85000000,102.82000000,92.33000000,93.52000000,2001081.30000000,194565671.92560000,307937
1644969600000,2022-02-16 00:00:00,SOL/USDT,105.52000000,105.60000000,98.27000000,101.86000000,2123159.11000000,215708905.36560000,326351
1644883200000,2022-02-15 00:00:00,SOL/USDT,96.39000000,105.77000000,96.38000000,105.52000000,2362223.45000000,240632353.71540000,372791
1644796800000,2022-02-14 00:00:00,SOL/USDT,92.85000000,97.99000000,90.72000000,96.37000000,1792721.30000000,169748618.50190000,307476
1644710400000,2022-02-13 00:00:00,SOL/USDT,95.98000000,97.36000000,91.35000000,92.85000000,1216083.38000000,115326539.35910000,209303
1644624000000,2022-02-12 00:00:00,SOL/USDT,96.53000000,99.79000000,92.80000000,95.96000000,1803930.67000000,173107556.45310000,316001
1644537600000,2022-02-11 00:00:00,SOL/USDT,106.18000000,108.14000000,95.14000000,96.53000000,2537227.68000000,261118404.06180000,450793
1644451200000,2022-02-10 00:00:00,SOL/USDT,113.96000000,115.38000000,105.68000000,106.17000000,2781581.77000000,308218719.27830000,502177
1644364800000,2022-02-09 00:00:00,SOL/USDT,113.44000000,117.08000000,109.40000000,113.93000000,2114411.38000000,240051448.33350000,366554
1644278400000,2022-02-08 00:00:00,SOL/USDT,117.57000000,120.36000000,109.66000000,113.45000000,2811497.50000000,321854907.03260000,525305
1644192000000,2022-02-07 00:00:00,SOL/USDT,115.26000000,121.93000000,112.69000000,117.55000000,2730695.80000000,323264554.64530000,547477
1644105600000,2022-02-06 00:00:00,SOL/USDT,113.74000000,116.06000000,111.09000000,115.28000000,1561795.12000000,177818919.26750000,299806
1644019200000,2022-02-05 00:00:00,SOL/USDT,112.63000000,118.60000000,110.22000000,113.75000000,2649019.14000000,302738096.09850000,507784
1643932800000,2022-02-04 00:00:00,SOL/USDT,101.83000000,112.81000000,100.28000000,112.62000000,4186388.28000000,446505812.57730000,668682
1643846400000,2022-02-03 00:00:00,SOL/USDT,101.91000000,103.13000000,94.00000000,101.77000000,3886563.56000000,380416658.21750000,597409
1643760000000,2022-02-02 00:00:00,SOL/USDT,109.99000000,112.35000000,96.99000000,101.88000000,4863358.10000000,514972931.54110000,757019
1643673600000,2022-02-01 00:00:00,SOL/USDT,99.50000000,113.66000000,99.02000000,110.02000000,4190507.65000000,451677238.58920000,732735
1643587200000,2022-01-31 00:00:00,SOL/USDT,93.26000000,101.40000000,89.18000000,99.49000000,2414101.55000000,229303857.83700000,373958
1643500800000,2022-01-30 00:00:00,SOL/USDT,96.15000000,97.60000000,91.38000000,93.29000000,1258037.51000000,118979094.23970000,221424
1643414400000,2022-01-29 00:00:00,SOL/USDT,91.35000000,98.93000000,90.50000000,96.13000000,2050891.76000000,194994553.82940000,331238
1643328000000,2022-01-28 00:00:00,SOL/USDT,89.51000000,93.55000000,87.21000000,91.34000000,2647317.17000000,240233251.68560000,388770
1643241600000,2022-01-27 00:00:00,SOL/USDT,92.11000000,94.60000000,85.71000000,89.51000000,3530017.76000000,317470432.09290000,538274
1643155200000,2022-01-26 00:00:00,SOL/USDT,94.65000000,104.43000000,89.19000000,92.12000000,4501340.69000000,434996978.69070000,713943
1643068800000,2022-01-25 00:00:00,SOL/USDT,91.94000000,99.95000000,87.41000000,94.67000000,3482711.32000000,324014683.73600000,566575
1642982400000,2022-01-24 00:00:00,SOL/USDT,99.74000000,99.83000000,80.83000000,91.93000000,6990036.71000000,615205074.60800000,1012868
1642896000000,2022-01-23 00:00:00,SOL/USDT,94.57000000,104.82000000,93.25000000,99.78000000,3561751.04000000,351997642.88360000,592647
1642809600000,2022-01-22 00:00:00,SOL/USDT,112.24000000,114.89000000,87.73000000,94.54000000,6455608.98000000,635108263.42860000,1002353
1642723200000,2022-01-21 00:00:00,SOL/USDT,127.54000000,128.73000000,106.11000000,112.27000000,4523020.69000000,544063534.41050000,939567
1642636800000,2022-01-20 00:00:00,SOL/USDT,135.23000000,143.83000000,126.01000000,127.54000000,1464593.98000000,200702305.01300000,345417
1642550400000,2022-01-19 00:00:00,SOL/USDT,141.32000000,142.70000000,132.77000000,135.25000000,1175171.39000000,160857229.20320000,264765
1642464000000,2022-01-18 00:00:00,SOL/USDT,139.81000000,142.77000000,134.39000000,141.22000000,1254337.17000000,173470525.68410000,264708
1642377600000,2022-01-17 00:00:00,SOL/USDT,147.98000000,148.29000000,137.02000000,139.80000000,1297654.14000000,184551841.50540000,283258
1642291200000,2022-01-16 00:00:00,SOL/USDT,147.61000000,151.96000000,146.09000000,147.98000000,964270.14000000,143408413.91330000,236998
1642204800000,2022-01-15 00:00:00,SOL/USDT,146.18000000,149.49000000,143.90000000,147.64000000,865014.75000000,126821898.96230000,205770
1642118400000,2022-01-14 00:00:00,SOL/USDT,146.13000000,150.56000000,141.84000000,146.17000000,1428145.30000000,209190212.32340000,339770
1642032000000,2022-01-13 00:00:00,SOL/USDT,151.50000000,157.80000000,145.41000000,146.14000000,1984121.59000000,300358586.19740000,471549
1641945600000,2022-01-12 00:00:00,SOL/USDT,140.19000000,153.39000000,138.22000000,151.51000000,1946788.76000000,284704608.14150000,453450
1641859200000,2022-01-11 00:00:00,SOL/USDT,135.84000000,143.50000000,133.58000000,140.20000000,1328579.57000000,184178762.88540000,294874
1641772800000,2022-01-10 00:00:00,SOL/USDT,140.82000000,143.86000000,130.00000000,135.86000000,1894512.51000000,257484771.76580000,419461
1641686400000,2022-01-09 00:00:00,SOL/USDT,142.10000000,145.71000000,137.83000000,140.82000000,1435153.15000000,203808588.25020000,314235
1641600000000,2022-01-08 00:00:00,SOL/USDT,136.43000000,148.11000000,133.00000000,142.14000000,2695415.51000000,380841698.63520000,596637
1641513600000,2022-01-07 00:00:00,SOL/USDT,150.28000000,150.72000000,133.08000000,136.45000000,2719397.30000000,380212392.35150000,624203
1641427200000,2022-01-06 00:00:00,SOL/USDT,154.48000000,154.80000000,145.98000000,150.26000000,1575071.30000000,236312050.38370000,400706
1641340800000,2022-01-05 00:00:00,SOL/USDT,167.74000000,171.32000000,144.92000000,154.52000000,1659848.17000000,266979906.63840000,460130
1641254400000,2022-01-04 00:00:00,SOL/USDT,170.14000000,173.93000000,166.47000000,167.72000000,1041332.63000000,176538222.72980000,264666
