unix,date,symbol,open,high,low,close,Volume TUSD,Volume USDT,tradecount
1625616000000,2021-07-07 00:00:00,TUSD/USDT,0.99980000,0.99990000,0.99960000,0.99970000,3773436.96000000,3772507.86992400,3247
1625529600000,2021-07-06 00:00:00,TUSD/USDT,0.99960000,1.00050000,0.99940000,0.99990000,5433132.93000000,5431840.17460200,5954
1625443200000,2021-07-05 00:00:00,TUSD/USDT,0.99980000,0.99990000,0.99950000,0.99950000,3870013.44000000,3869012.15786200,4103
1625356800000,2021-07-04 00:00:00,TUSD/USDT,0.99980000,1.00060000,0.99970000,0.99990000,3041111.74000000,3040731.09225600,2973
1625270400000,2021-07-03 00:00:00,TUSD/USDT,0.99990000,1.00010000,0.99930000,0.99980000,2972121.23000000,2971504.65333400,2441
1625184000000,2021-07-02 00:00:00,TUSD/USDT,0.99970000,1.00040000,0.99970000,0.99980000,3881826.70000000,3881481.17896800,3642
1625097600000,2021-07-01 00:00:00,TUSD/USDT,0.99970000,1.00060000,0.99960000,0.99970000,5757644.30000000,5756875.16237400,4477
1625011200000,2021-06-30 00:00:00,TUSD/USDT,1.00000000,1.00000000,0.99960000,0.99980000,4862943.05000000,4862024.01694500,4217
1624924800000,2021-06-29 00:00:00,TUSD/USDT,0.99990000,1.00000000,0.99900000,1.00000000,7294645.33000000,7292817.94024000,4808
1624838400000,2021-06-28 00:00:00,TUSD/USDT,0.99990000,1.00040000,0.99930000,0.99990000,5073756.29000000,5072866.10338700,3862
1624752000000,2021-06-27 00:00:00,TUSD/USDT,1.00010000,1.00010000,0.99930000,0.99980000,4599762.39000000,4599053.69819500,4117
1624665600000,2021-06-26 00:00:00,TUSD/USDT,1.00000000,1.00060000,0.99970000,1.00000000,7731127.96000000,7731152.59600100,5132
1624579200000,2021-06-25 00:00:00,TUSD/USDT,1.00010000,1.00070000,0.99980000,1.00000000,14561102.14000000,14563748.93124400,9567
1624492800000,2021-06-24 00:00:00,TUSD/USDT,1.00000000,1.00070000,0.99930000,1.00010000,10606707.03000000,10606341.18893400,7742
1624406400000,2021-06-23 00:00:00,TUSD/USDT,0.99960000,1.00010000,0.99920000,0.99990000,11629012.93000000,11625380.99284400,8901
1624320000000,2021-06-22 00:00:00,TUSD/USDT,1.00020000,1.00130000,0.99670000,0.99960000,23820261.21000000,23817980.33809100,14784
1624233600000,2021-06-21 00:00:00,TUSD/USDT,1.00030000,1.00050000,0.99890000,1.00020000,17155602.37000000,17155891.60418700,11552
1624147200000,2021-06-20 00:00:00,TUSD/USDT,0.99980000,1.00130000,0.99960000,1.00020000,7867075.75000000,7866759.37974100,5619
1624060800000,2021-06-19 00:00:00,TUSD/USDT,0.99950000,0.99990000,0.99930000,0.99970000,5950837.74000000,5948681.99233100,4592
1623974400000,2021-06-18 00:00:00,TUSD/USDT,1.00010000,1.00030000,0.99940000,0.99950000,9020950.38000000,9018797.46413100,6810
1623888000000,2021-06-17 00:00:00,TUSD/USDT,1.00020000,1.00080000,0.99940000,1.00010000,10505287.40000000,10505506.79121200,6724
1623801600000,2021-06-16 00:00:00,TUSD/USDT,0.99990000,1.00030000,0.99950000,1.00020000,7916715.07000000,7916326.60424500,6808
1623715200000,2021-06-15 00:00:00,TUSD/USDT,0.99970000,1.00040000,0.99950000,0.99990000,7785508.83000000,7784082.71055300,6424
1623628800000,2021-06-14 00:00:00,TUSD/USDT,1.00000000,1.00050000,0.99940000,0.99970000,8700229.41000000,8698185.85504900,6081
1623542400000,2021-06-13 00:00:00,TUSD/USDT,1.00000000,1.00030000,0.99960000,0.99990000,9522885.43000000,9522043.57387800,7293
1623456000000,2021-06-12 00:00:00,TUSD/USDT,1.00000000,1.00040000,0.99950000,1.00000000,10592097.16000000,10590317.29513100,8269
1623369600000,2021-06-11 00:00:00,TUSD/USDT,0.99950000,1.00010000,0.99940000,1.00010000,8986700.17000000,8984086.92032300,6958
1623283200000,2021-06-10 00:00:00,TUSD/USDT,0.99940000,1.00030000,0.99910000,0.99960000,9066803.54000000,9062121.85617600,7635
1623196800000,2021-06-09 00:00:00,TUSD/USDT,0.99930000,0.99940000,0.99900000,0.99940000,8817417.45000000,8811013.76840500,9517
1623110400000,2021-06-08 00:00:00,TUSD/USDT,0.99960000,1.00050000,0.99880000,0.99930000,15776075.13000000,15766753.69082100,11788
1623024000000,2021-06-07 00:00:00,TUSD/USDT,0.99980000,1.00010000,0.99920000,0.99960000,9404463.07000000,9401113.91919900,6774
1622937600000,2021-06-06 00:00:00,TUSD/USDT,0.99970000,1.00000000,0.99930000,0.99980000,5566712.04000000,5564843.85332000,3897
1622851200000,2021-06-05 00:00:00,TUSD/USDT,0.99950000,1.00050000,0.99920000,0.99970000,24604865.33000000,24600052.11652000,14601
1622764800000,2021-06-04 00:00:00,TUSD/USDT,1.00000000,1.00000000,0.99910000,0.99940000,12220562.60000000,12215851.92048700,7647
1622678400000,2021-06-03 00:00:00,TUSD/USDT,0.99980000,1.00040000,0.99930000,0.99990000,11041155.74000000,11040210.10193600,6901
1622592000000,2021-06-02 00:00:00,TUSD/USDT,1.00010000,1.00040000,0.99980000,0.99990000,11144687.44000000,11145074.50371200,6822
1622505600000,2021-06-01 00:00:00,TUSD/USDT,0.99960000,1.00180000,0.99940000,1.00020000,10874902.92000000,10874711.88111100,8323
1622419200000,2021-05-31 00:00:00,TUSD/USDT,0.99940000,1.00130000,0.99900000,0.99970000,15670886.62000000,15663037.55873800,11560
1622332800000,2021-05-30 00:00:00,TUSD/USDT,0.99940000,1.00040000,0.99900000,0.99940000,8537137.67000000,8532146.24043400,6367
1622246400000,2021-05-29 00:00:00,TUSD/USDT,0.99950000,1.00040000,0.99910000,0.99940000,12452291.74000000,12446260.25592600,9357
1622160000000,2021-05-28 00:00:00,TUSD/USDT,0.99900000,1.00030000,0.99820000,0.99950000,28392328.72000000,28371131.55554700,18889
1622073600000,2021-05-27 00:00:00,TUSD/USDT,0.99870000,0.99950000,0.99810000,0.99900000,15385422.71000000,15366351.86475600,11438
1621987200000,2021-05-26 00:00:00,TUSD/USDT,0.99900000,0.99950000,0.99770000,0.99880000,24099774.21000000,24068723.12766400,14450
1621900800000,2021-05-25 00:00:00,TUSD/USDT,0.99890000,0.99920000,0.99700000,0.99910000,26883565.36000000,26843883.93567900,17739
1621814400000,2021-05-24 00:00:00,TUSD/USDT,0.99840000,0.99910000,0.99690000,0.99890000,28416479.04000000,28376928.75631900,20720
1621728000000,2021-05-23 00:00:00,TUSD/USDT,0.99890000,1.00310000,0.99720000,0.99840000,40217329.68000000,40180623.90188800,28889
1621641600000,2021-05-22 00:00:00,TUSD/USDT,0.99810000,1.00700000,0.99800000,0.99900000,38571945.51000000,38533889.18643400,20104
1621555200000,2021-05-21 00:00:00,TUSD/USDT,0.99780000,1.00000000,0.99500000,0.99810000,38568599.43000000,38506761.31275800,26882
1621468800000,2021-05-20 00:00:00,TUSD/USDT,0.99760000,1.00030000,0.99290000,0.99780000,46355000.51000000,46273784.38880700,30768
1621382400000,2021-05-19 00:00:00,TUSD/USDT,0.99930000,3.00000000,0.98600000,0.99730000,82025791.70000000,81976662.75074300,56801
1621296000000,2021-05-18 00:00:00,TUSD/USDT,0.99970000,1.00060000,0.99810000,0.99930000,20004324.22000000,19985654.13384600,13407
1621209600000,2021-05-17 00:00:00,TUSD/USDT,0.99950000,1.00120000,0.99110000,0.99970000,32921480.31000000,32901825.84513100,22024
1621123200000,2021-05-16 00:00:00,TUSD/USDT,0.99960000,1.00180000,0.99860000,0.99950000,30622971.45000000,30614213.88676000,21309
1621036800000,2021-05-15 00:00:00,TUSD/USDT,0.99900000,1.00110000,0.99810000,0.99950000,23171237.93000000,23151783.91127900,16324
1620950400000,2021-05-14 00:00:00,TUSD/USDT,0.99990000,1.00000000,0.99810000,0.99890000,21203736.15000000,21177863.03383100,15175
1620864000000,2021-05-13 00:00:00,TUSD/USDT,1.00000000,1.00830000,0.99790000,1.00000000,49953572.90000000,49923016.82844200,34923
1620777600000,2021-05-12 00:00:00,TUSD/USDT,0.99880000,1.00970000,0.99710000,1.00000000,39469991.98000000,39431828.08415700,25593
1620691200000,2021-05-11 00:00:00,TUSD/USDT,0.99920000,0.99980000,0.99820000,0.99880000,22231457.55000000,22209230.81994000,16579
1620604800000,2021-05-10 00:00:00,TUSD/USDT,0.99910000,0.99960000,0.99800000,0.99920000,26366206.74000000,26334237.76026200,22586
1620518400000,2021-05-09 00:00:00,TUSD/USDT,0.99840000,1.00090000,0.99780000,0.99900000,24051936.50000000,24034539.54581500,17719
1620432000000,2021-05-08 00:00:00,TUSD/USDT,0.99910000,0.99950000,0.99050000,0.99840000,21454736.10000000,21424248.71252000,16561
1620345600000,2021-05-07 00:00:00,TUSD/USDT,0.99930000,1.00000000,0.99830000,0.99900000,40305411.92000000,40271508.29297000,25721
1620259200000,2021-05-06 00:00:00,TUSD/USDT,0.99870000,0.99990000,0.99650000,0.99920000,39074195.89000000,39032849.08374100,26233
1620172800000,2021-05-05 00:00:00,TUSD/USDT,0.99960000,1.00100000,0.99780000,0.99870000,31173325.16000000,31152872.42059500,23702
1620086400000,2021-05-04 00:00:00,TUSD/USDT,0.99920000,1.00020000,0.98800000,0.99960000,32001535.88000000,31978850.92676100,25283
1620000000000,2021-05-03 00:00:00,TUSD/USDT,0.99940000,1.00150000,0.99000000,0.99930000,17820206.09000000,17809352.77947200,14845
1619913600000,2021-05-02 00:00:00,TUSD/USDT,0.99900000,0.99990000,0.99790000,0.99940000,8289700.71000000,8284002.91700800,8291
1619827200000,2021-05-01 00:00:00,TUSD/USDT,0.99910000,0.99980000,0.99860000,0.99910000,14857670.64000000,14843913.70007900,12155
1619740800000,2021-04-30 00:00:00,TUSD/USDT,0.99940000,0.99980000,0.99000000,0.99910000,13628245.31000000,13613817.01179500,12628
1619654400000,2021-04-29 00:00:00,TUSD/USDT,0.99940000,0.99970000,0.99870000,0.99940000,9658708.51000000,9652152.59984000,9568
1619568000000,2021-04-28 00:00:00,TUSD/USDT,0.99900000,1.00000000,0.99860000,0.99950000,12352659.97000000,12341153.70300500,11617
1619481600000,2021-04-27 00:00:00,TUSD/USDT,0.99920000,0.99980000,0.99840000,0.99900000,11838825.26000000,11825392.61993100,10724
1619395200000,2021-04-26 00:00:00,TUSD/USDT,0.99900000,1.00070000,0.99800000,0.99920000,17500761.95000000,17482145.56881300,13306
1619308800000,2021-04-25 00:00:00,TUSD/USDT,0.99870000,1.00230000,0.99870000,0.99910000,9827783.12000000,9820455.06312100,9491
1619222400000,2021-04-24 00:00:00,TUSD/USDT,0.99900000,0.99980000,0.99850000,0.99870000,8644300.84000000,8634968.93402600,8393
1619136000000,2021-04-23 00:00:00,TUSD/USDT,0.99990000,1.00220000,0.99720000,0.99900000,26881470.05000000,26877321.65641800,24391
1619049600000,2021-04-22 00:00:00,TUSD/USDT,0.99960000,1.00310000,0.99650000,0.99980000,26904333.51000000,26898906.04320400,23111
1618963200000,2021-04-21 00:00:00,TUSD/USDT,0.99890000,0.99980000,0.99890000,0.99960000,16857731.33000000,16847244.20501000,14158
1618876800000,2021-04-20 00:00:00,TUSD/USDT,0.99920000,1.00190000,0.99860000,0.99900000,22481742.11000000,22462427.59332800,18108
1618790400000,2021-04-19 00:00:00,TUSD/USDT,0.99810000,1.00210000,0.99650000,0.99910000,22296642.04000000,22269252.81932200,21162
1618704000000,2021-04-18 00:00:00,TUSD/USDT,0.99920000,0.99970000,0.98300000,0.99800000,33700945.60000000,33639961.64685700,30935
1618617600000,2021-04-17 00:00:00,TUSD/USDT,0.99870000,1.00000000,0.99700000,0.99930000,24409184.29000000,24386435.12045000,25841
1618531200000,2021-04-16 00:00:00,TUSD/USDT,0.99900000,1.00040000,0.99700000,0.99870000,33702876.66000000,33661611.23078900,33558
1618444800000,2021-04-15 00:00:00,TUSD/USDT,1.00000000,1.00100000,0.99830000,0.99890000,21862089.36000000,21853598.11143000,20980
1618358400000,2021-04-14 00:00:00,TUSD/USDT,0.99980000,1.00360000,0.99770000,1.00000000,30768009.15000000,30762257.43210600,28025
1618272000000,2021-04-13 00:00:00,TUSD/USDT,1.00050000,1.00120000,0.99800000,0.99980000,23827247.65000000,23828253.77687300,24694
1618185600000,2021-04-12 00:00:00,TUSD/USDT,1.00070000,1.00150000,0.99900000,1.00050000,20522294.20000000,20533777.56085800,19751
1618099200000,2021-04-11 00:00:00,TUSD/USDT,1.00020000,1.00130000,1.00000000,1.00060000,16902825.23000000,16915248.58849800,17481
1618012800000,2021-04-10 00:00:00,TUSD/USDT,1.00040000,1.00130000,0.99980000,1.00020000,18568324.06000000,18577705.24604800,20542
1617926400000,2021-04-09 00:00:00,TUSD/USDT,1.00010000,1.00060000,0.99960000,1.00040000,10468028.38000000,10469658.03145500,13772
1617840000000,2021-04-08 00:00:00,TUSD/USDT,1.00040000,1.00130000,0.99900000,1.00010000,15604842.18000000,15609940.12403500,19036
1617753600000,2021-04-07 00:00:00,TUSD/USDT,0.99990000,1.00500000,0.99800000,1.00050000,23512290.42000000,23518316.75666400,35050
1617667200000,2021-04-06 00:00:00,TUSD/USDT,0.99990000,1.00800000,0.99800000,0.99980000,22019638.67000000,22020935.49872700,31310
1617580800000,2021-04-05 00:00:00,TUSD/USDT,0.99990000,1.00050000,0.99800000,0.99990000,18869421.38000000,18868405.33640100,26624
1617494400000,2021-04-04 00:00:00,TUSD/USDT,0.99970000,1.00080000,0.99300000,0.99980000,13055223.98000000,13052079.82945100,19058
1617408000000,2021-04-03 00:00:00,TUSD/USDT,0.99980000,1.00040000,0.99850000,0.99970000,12890401.37000000,12891187.48799600,21278
1617321600000,2021-04-02 00:00:00,TUSD/USDT,1.00030000,1.00180000,0.99850000,0.99970000,11051869.36000000,11053376.93341300,15639
1617235200000,2021-04-01 00:00:00,TUSD/USDT,0.99970000,1.00090000,0.99890000,1.00030000,10203795.79000000,10204305.57877800,13221
1617148800000,2021-03-31 00:00:00,TUSD/USDT,0.99960000,1.00160000,0.99800000,0.99960000,10388441.06000000,10386092.22395500,12974
1617062400000,2021-03-30 00:00:00,TUSD/USDT,1.00020000,1.00100000,0.99650000,0.99960000,8950271.31000000,8950202.87456700,10250
1616976000000,2021-03-29 00:00:00,TUSD/USDT,1.00020000,1.01300000,0.99450000,1.00020000,8801339.80000000,8802558.84572600,9345
1616889600000,2021-03-28 00:00:00,TUSD/USDT,0.99980000,1.00070000,0.99970000,1.00020000,4975353.52000000,4975701.03889600,6925
1616803200000,2021-03-27 00:00:00,TUSD/USDT,0.99940000,1.00020000,0.99930000,0.99980000,7732726.48000000,7730420.10125900,9813
1616716800000,2021-03-26 00:00:00,TUSD/USDT,0.99980000,1.01990000,0.99830000,0.99940000,14653052.20000000,14648785.01984000,11601
1616630400000,2021-03-25 00:00:00,TUSD/USDT,1.00030000,1.00180000,0.99700000,0.99980000,9955104.70000000,9956383.22086800,10514
1616544000000,2021-03-24 00:00:00,TUSD/USDT,0.99990000,1.00160000,0.99800000,1.00030000,11265029.20000000,11268721.00757700,13794
1616457600000,2021-03-23 00:00:00,TUSD/USDT,0.99950000,1.00160000,0.99720000,0.99990000,8782670.80000000,8781667.53588100,9555
1616371200000,2021-03-22 00:00:00,TUSD/USDT,0.99970000,1.00140000,0.99850000,0.99960000,11367853.33000000,11367466.76217200,13622
1616284800000,2021-03-21 00:00:00,TUSD/USDT,0.99990000,1.00050000,0.99910000,0.99970000,8112985.19000000,8109716.91915000,13178
1616198400000,2021-03-20 00:00:00,TUSD/USDT,0.99980000,1.00080000,0.99910000,0.99990000,10267536.88000000,10266163.89615400,16012
1616112000000,2021-03-19 00:00:00,TUSD/USDT,1.00030000,1.00110000,0.99910000,0.99990000,7796308.28000000,7797137.70499100,14814
1616025600000,2021-03-18 00:00:00,TUSD/USDT,0.99990000,1.00040000,0.99960000,1.00020000,9036777.23000000,9036927.74262100,13603
1615939200000,2021-03-17 00:00:00,TUSD/USDT,0.99980000,1.00030000,0.99700000,0.99980000,17177227.78000000,17172632.28433900,19858
1615852800000,2021-03-16 00:00:00,TUSD/USDT,1.00000000,1.00150000,0.99600000,0.99970000,20386364.05000000,20390971.54024600,21276
1615766400000,2021-03-15 00:00:00,TUSD/USDT,0.99990000,1.00510000,0.99750000,1.00000000,23594882.69000000,23595362.85177700,21223
1615680000000,2021-03-14 00:00:00,TUSD/USDT,1.00030000,1.00840000,0.99920000,0.99990000,10783713.40000000,10785273.38363200,14009
1615593600000,2021-03-13 00:00:00,TUSD/USDT,1.00010000,1.00500000,0.99920000,1.00020000,14414144.51000000,14418590.88944000,15388
1615507200000,2021-03-12 00:00:00,TUSD/USDT,0.99980000,1.00060000,0.99950000,1.00010000,13326626.27000000,13329118.94649700,14349
1615420800000,2021-03-11 00:00:00,TUSD/USDT,0.99990000,1.00180000,0.99830000,0.99980000,17238584.61000000,17239926.57252300,16327
1615334400000,2021-03-10 00:00:00,TUSD/USDT,0.99980000,1.00100000,0.99910000,0.99990000,22534032.27000000,22529760.97952800,17108
1615248000000,2021-03-09 00:00:00,TUSD/USDT,0.99960000,1.00040000,0.99890000,0.99960000,14289485.50000000,14285578.12071900,16243
1615161600000,2021-03-08 00:00:00,TUSD/USDT,0.99970000,0.99990000,0.99890000,0.99950000,11607276.87000000,11602243.95396000,11164
1615075200000,2021-03-07 00:00:00,TUSD/USDT,0.99970000,1.00060000,0.99870000,0.99970000,6937107.38000000,6935032.55611700,10173
1614988800000,2021-03-06 00:00:00,TUSD/USDT,0.99970000,1.00080000,0.99880000,0.99970000,6553037.45000000,6552444.22597100,8074
1614902400000,2021-03-05 00:00:00,TUSD/USDT,1.00030000,1.00110000,0.99750000,0.99970000,10029356.00000000,10028013.15852500,12911
1614816000000,2021-03-04 00:00:00,TUSD/USDT,0.99970000,1.00160000,0.99940000,1.00030000,26814908.46000000,26809799.45711100,19705
1614729600000,2021-03-03 00:00:00,TUSD/USDT,0.99910000,1.00100000,0.99490000,0.99970000,10341711.23000000,10336208.82755600,11560
1614643200000,2021-03-02 00:00:00,TUSD/USDT,0.99900000,1.00000000,0.99850000,0.99910000,9847931.58000000,9841024.27103300,14065
1614556800000,2021-03-01 00:00:00,TUSD/USDT,0.99840000,0.99950000,0.99010000,0.99900000,14137171.38000000,14117293.43201900,14973
1614470400000,2021-02-28 00:00:00,TUSD/USDT,0.99900000,1.00000000,0.98000000,0.99830000,10635002.40000000,10621407.77898800,13942
1614384000000,2021-02-27 00:00:00,TUSD/USDT,0.99990000,1.01990000,0.99030000,0.99910000,11255349.62000000,11253027.18625600,11120
1614297600000,2021-02-26 00:00:00,TUSD/USDT,1.00020000,1.00200000,0.99890000,0.99970000,10322950.74000000,10322175.20682800,11836
1614211200000,2021-02-25 00:00:00,TUSD/USDT,0.99940000,1.00060000,0.99890000,1.00000000,12929651.93000000,12923634.89977800,12777
1614124800000,2021-02-24 00:00:00,TUSD/USDT,1.00000000,1.00430000,0.98510000,0.99940000,19123430.17000000,19115590.91087700,18863
1614038400000,2021-02-23 00:00:00,TUSD/USDT,0.99970000,1.01000000,0.99930000,1.00000000,23762214.84000000,23776629.17116800,27335
1613952000000,2021-02-22 00:00:00,TUSD/USDT,0.99910000,1.01500000,0.99830000,0.99960000,31843794.08000000,31851353.65640900,29222
1613865600000,2021-02-21 00:00:00,TUSD/USDT,0.99910000,1.00000000,0.99880000,0.99900000,15429336.23000000,15421450.23208100,23774
1613779200000,2021-02-20 00:00:00,TUSD/USDT,0.99970000,1.02060000,0.97000000,0.99910000,22535374.04000000,22523859.06111600,33726
1613692800000,2021-02-19 00:00:00,TUSD/USDT,0.99990000,1.00200000,0.99910000,0.99970000,20164907.26000000,20170267.61273400,28977
1613606400000,2021-02-18 00:00:00,TUSD/USDT,0.99960000,1.00200000,0.99400000,0.99990000,19617366.37000000,19619302.21488800,27364
1613520000000,2021-02-17 00:00:00,TUSD/USDT,0.99990000,1.00200000,0.99830000,0.99940000,14073247.68000000,14071527.96456300,13950
1613433600000,2021-02-16 00:00:00,TUSD/USDT,0.99960000,1.00380000,0.99900000,0.99990000,17500873.44000000,17500813.36085600,18627
1613347200000,2021-02-15 00:00:00,TUSD/USDT,0.99890000,1.00180000,0.99100000,0.99980000,17047222.28000000,17034493.02514600,22441
1613260800000,2021-02-14 00:00:00,TUSD/USDT,0.99870000,1.00050000,0.99010000,0.99890000,15827487.32000000,15812839.73684200,23761
1613174400000,2021-02-13 00:00:00,TUSD/USDT,0.99770000,1.00010000,0.96780000,0.99870000,21901547.35000000,21870286.68308100,27698
1613088000000,2021-02-12 00:00:00,TUSD/USDT,0.99920000,1.00000000,0.96780000,0.99790000,23027065.12000000,22994315.14443300,32532
1613001600000,2021-02-11 00:00:00,TUSD/USDT,0.99920000,1.00030000,0.99840000,0.99920000,14502112.87000000,14490983.07853200,21135
1612915200000,2021-02-10 00:00:00,TUSD/USDT,0.99890000,1.00050000,0.99730000,0.99940000,22494789.93000000,22470838.28454400,28951
1612828800000,2021-02-09 00:00:00,TUSD/USDT,0.99890000,1.00050000,0.99650000,0.99890000,22009451.15000000,21986063.67331100,27834
1612742400000,2021-02-08 00:00:00,TUSD/USDT,0.99820000,1.00380000,0.99400000,0.99890000,15950904.49000000,15929508.31303100,22130
1612656000000,2021-02-07 00:00:00,TUSD/USDT,0.99830000,1.00030000,0.99230000,0.99830000,9478244.01000000,9466593.68149200,15716
1612569600000,2021-02-06 00:00:00,TUSD/USDT,0.99900000,1.00050000,0.99800000,0.99820000,10888738.86000000,10876638.53574200,17012
1612483200000,2021-02-05 00:00:00,TUSD/USDT,0.99890000,1.00080000,0.99400000,0.99900000,11552381.39000000,11539690.14415300,19252
1612396800000,2021-02-04 00:00:00,TUSD/USDT,0.99870000,0.99970000,0.95460000,0.99890000,12546559.32000000,12529945.10437800,17108
1612310400000,2021-02-03 00:00:00,TUSD/USDT,0.99910000,1.00120000,0.99330000,0.99870000,12209815.60000000,12194535.61859800,15166
1612224000000,2021-02-02 00:00:00,TUSD/USDT,0.99970000,1.00200000,0.99870000,0.99920000,12265107.13000000,12257567.40985000,13050
1612137600000,2021-02-01 00:00:00,TUSD/USDT,0.99920000,1.00100000,0.99840000,0.99970000,11218229.20000000,11214422.18839200,18515
1612051200000,2021-01-31 00:00:00,TUSD/USDT,0.99880000,1.00090000,0.99850000,0.99920000,8338240.51000000,8333125.66169200,11191
1611964800000,2021-01-30 00:00:00,TUSD/USDT,0.99960000,1.00040000,0.99830000,0.99880000,9070774.48000000,9065067.32805700,16561
1611878400000,2021-01-29 00:00:00,TUSD/USDT,0.99750000,1.00010000,0.46540000,0.99960000,16964589.19000000,16862113.26144200,18156
1611792000000,2021-01-28 00:00:00,TUSD/USDT,0.99810000,1.00030000,0.99720000,0.99750000,6049658.84000000,6040376.54839400,8718
1611705600000,2021-01-27 00:00:00,TUSD/USDT,0.99890000,1.00050000,0.99710000,0.99810000,11046011.12000000,11032385.11505800,13135
1611619200000,2021-01-26 00:00:00,TUSD/USDT,0.99990000,1.00090000,0.99870000,0.99890000,7711730.24000000,7707410.15585000,11988
1611532800000,2021-01-25 00:00:00,TUSD/USDT,0.99900000,1.00080000,0.99620000,0.99980000,12462246.19000000,12457864.36993700,11459
1611446400000,2021-01-24 00:00:00,TUSD/USDT,0.99930000,1.00000000,0.99860000,0.99900000,6646018.75000000,6640699.32650000,10116
1611360000000,2021-01-23 00:00:00,TUSD/USDT,0.99910000,1.00010000,0.99830000,0.99930000,7333304.35000000,7326715.28330700,9874
1611273600000,2021-01-22 00:00:00,TUSD/USDT,1.00060000,1.00190000,0.99820000,0.99910000,15453878.11000000,15450110.05862600,19932
1611187200000,2021-01-21 00:00:00,TUSD/USDT,0.99940000,1.00400000,0.99920000,1.00060000,16277102.13000000,16287500.78046200,19062
1611100800000,2021-01-20 00:00:00,TUSD/USDT,0.99950000,1.00500000,0.99850000,0.99940000,14780741.94000000,14778452.05858600,22365
1611014400000,2021-01-19 00:00:00,TUSD/USDT,0.99970000,1.00410000,0.99810000,0.99960000,12742129.40000000,12735004.98496700,12284
1610928000000,2021-01-18 00:00:00,TUSD/USDT,1.00010000,1.00100000,0.99840000,0.99960000,6852809.62000000,6852499.52927300,9601
1610841600000,2021-01-17 00:00:00,TUSD/USDT,1.00050000,1.00330000,0.99930000,1.00010000,8267589.33000000,8269361.96895600,10554
1610755200000,2021-01-16 00:00:00,TUSD/USDT,0.99990000,1.00180000,0.99780000,1.00050000,9589709.96000000,9587008.13845800,13844
1610668800000,2021-01-15 00:00:00,TUSD/USDT,1.00090000,1.00480000,0.99900000,0.99990000,12980118.46000000,12992468.86744000,16032
1610582400000,2021-01-14 00:00:00,TUSD/USDT,0.99970000,1.00350000,0.99850000,1.00100000,12515126.79000000,12517183.31668100,15690
1610496000000,2021-01-13 00:00:00,TUSD/USDT,1.00050000,1.00320000,0.99850000,0.99980000,12980123.71000000,12987495.75781000,16499
1610409600000,2021-01-12 00:00:00,TUSD/USDT,0.99930000,1.00240000,0.99810000,1.00050000,14348648.24000000,14350830.12342200,20400
1610323200000,2021-01-11 00:00:00,TUSD/USDT,0.99980000,1.00890000,0.99620000,0.99930000,28814247.14000000,28851222.43202400,35911
1610236800000,2021-01-10 00:00:00,TUSD/USDT,0.99620000,1.00670000,0.99600000,0.99970000,20104322.84000000,20078351.23082100,22714
1610150400000,2021-01-09 00:00:00,TUSD/USDT,0.99910000,1.00100000,0.99600000,0.99620000,10168043.30000000,10152061.75639100,14347
1610064000000,2021-01-08 00:00:00,TUSD/USDT,0.99880000,1.00040000,0.99690000,0.99920000,20084020.48000000,20067903.04274700,24469
1609977600000,2021-01-07 00:00:00,TUSD/USDT,0.99750000,1.00140000,0.99600000,0.99880000,21377927.09000000,21343712.60140200,25294
1609891200000,2021-01-06 00:00:00,TUSD/USDT,0.99700000,0.99950000,0.99600000,0.99760000,19520922.16000000,19470461.22210700,22586
1609804800000,2021-01-05 00:00:00,TUSD/USDT,0.99940000,1.00100000,0.99600000,0.99700000,19151675.22000000,19126404.78196400,30461
1609718400000,2021-01-04 00:00:00,TUSD/USDT,0.99860000,1.00110000,0.99020000,0.99940000,20088104.08000000,20065702.09488000,21713
1609632000000,2021-01-03 00:00:00,TUSD/USDT,0.99890000,1.00060000,0.99700000,0.99860000,15841823.95000000,15826465.14664600,31661
1609545600000,2021-01-02 00:00:00,TUSD/USDT,0.99740000,1.00050000,0.99700000,0.99890000,20151032.00000000,20115665.74691800,27761
1609459200000,2021-01-01 00:00:00,TUSD/USDT,0.99860000,0.99860000,0.99700000,0.99740000,9851425.40000000,9830679.81753300,13599
1609372800000,2020-12-31 00:00:00,TUSD/USDT,0.99960000,1.00060000,0.99850000,0.99860000,8540788.13000000,8536630.47342300,11434
1609286400000,2020-12-30 00:00:00,TUSD/USDT,1.00080000,1.00110000,0.99930000,0.99960000,9657051.49000000,9661785.92848200,15627
1609200000000,2020-12-29 00:00:00,TUSD/USDT,1.00160000,1.00270000,0.99850000,1.00080000,10101979.47000000,10115450.25137300,15377
1609113600000,2020-12-28 00:00:00,TUSD/USDT,1.00120000,1.00180000,1.00030000,1.00170000,7280335.49000000,7289372.29027400,13720
1609027200000,2020-12-27 00:00:00,TUSD/USDT,1.00050000,1.00350000,0.99800000,1.00120000,13600050.59000000,13613629.60198200,19156
1608940800000,2020-12-26 00:00:00,TUSD/USDT,1.00030000,1.00080000,0.99800000,1.00060000,6608364.62000000,6610724.01116800,8697
1608854400000,2020-12-25 00:00:00,TUSD/USDT,1.00030000,1.00090000,0.99990000,1.00040000,8562905.58000000,8565850.48835100,15258
1608768000000,2020-12-24 00:00:00,TUSD/USDT,1.00040000,1.00080000,0.99950000,1.00030000,6583440.01000000,6584897.79454900,13548
