unix,date,symbol,open,high,low,close,Volume NEO,Volume USDT,tradecount
1626912000000,2021-07-22 00:00:00,NEO/USDT,27.90700000,29.48200000,27.34100000,28.93000000,592681.71200000,16845565.84622300,43876
1626825600000,2021-07-21 00:00:00,NEO/USDT,25.84900000,28.89300000,25.22800000,27.90700000,851131.60800000,23458196.35857200,54999
1626739200000,2021-07-20 00:00:00,NEO/USDT,27.70700000,28.21000000,25.02300000,25.84500000,759531.28300000,19723803.67247600,53553
1626652800000,2021-07-19 00:00:00,NEO/USDT,29.71800000,29.92800000,27.60100000,27.70200000,432757.35800000,12323360.59888600,31728
1626566400000,2021-07-18 00:00:00,NEO/USDT,29.59100000,30.78200000,28.98600000,29.73300000,409000.52700000,12163377.77828600,26891
1626480000000,2021-07-17 00:00:00,NEO/USDT,29.68000000,30.37100000,28.94800000,29.58900000,396060.75500000,11707709.43514100,29931
1626393600000,2021-07-16 00:00:00,NEO/USDT,31.40700000,31.91800000,29.54300000,29.66500000,538317.06700000,16425897.72123800,37659
1626307200000,2021-07-15 00:00:00,NEO/USDT,32.82900000,33.25900000,30.75000000,31.40600000,429366.71600000,13615272.90951200,35019
1626220800000,2021-07-14 00:00:00,NEO/USDT,33.48400000,33.59600000,30.78100000,32.83900000,537077.08000000,17268322.84500000,41977
1626134400000,2021-07-13 00:00:00,NEO/USDT,33.75500000,34.18100000,32.45000000,33.46300000,492492.71600000,16367316.95979700,34514
1626048000000,2021-07-12 00:00:00,NEO/USDT,34.22000000,35.24200000,32.70400000,33.74700000,526780.71200000,17878492.48646000,38926
1625961600000,2021-07-11 00:00:00,NEO/USDT,34.08400000,34.73500000,33.41700000,34.20300000,269254.34100000,9184279.16788300,24520
1625875200000,2021-07-10 00:00:00,NEO/USDT,34.69000000,35.44600000,33.19300000,34.06200000,395251.18700000,13536912.86687900,29945
1625788800000,2021-07-09 00:00:00,NEO/USDT,34.01400000,35.22700000,32.22200000,34.67400000,550068.03600000,18717902.91922400,45103
1625702400000,2021-07-08 00:00:00,NEO/USDT,37.01800000,37.05200000,33.17900000,34.01800000,745638.52900000,25738663.26437400,68488
1625616000000,2021-07-07 00:00:00,NEO/USDT,36.86400000,38.45100000,36.48200000,36.99800000,469757.28300000,17715684.65246800,48075
1625529600000,2021-07-06 00:00:00,NEO/USDT,35.96200000,37.98700000,35.83800000,36.88000000,510398.43700000,18875836.85356800,54582
1625443200000,2021-07-05 00:00:00,NEO/USDT,37.51800000,37.52000000,35.16200000,35.91600000,775188.84900000,28094331.08721300,62107
1625356800000,2021-07-04 00:00:00,NEO/USDT,36.33500000,38.75500000,35.48100000,37.54500000,703392.48900000,26424771.83416200,65322
1625270400000,2021-07-03 00:00:00,NEO/USDT,35.43900000,37.55600000,34.95600000,36.34800000,665897.65800000,24266968.54296600,60029
1625184000000,2021-07-02 00:00:00,NEO/USDT,34.09400000,35.52100000,33.36900000,35.43800000,817010.79200000,27977363.33604800,56895
1625097600000,2021-07-01 00:00:00,NEO/USDT,36.64800000,36.67500000,33.37500000,34.09700000,800890.52700000,27502392.84087200,58981
1625011200000,2021-06-30 00:00:00,NEO/USDT,35.12600000,37.79700000,33.44400000,36.64800000,1798183.24500000,63989647.23602600,113367
1624924800000,2021-06-29 00:00:00,NEO/USDT,33.17300000,36.93900000,32.99900000,35.14800000,1495720.34800000,52816710.74728600,102719
1624838400000,2021-06-28 00:00:00,NEO/USDT,31.97200000,33.34700000,30.52100000,33.17100000,1195341.98900000,38042026.31696500,78609
1624752000000,2021-06-27 00:00:00,NEO/USDT,31.17000000,32.40300000,29.57100000,31.96100000,1204091.30200000,36952888.63461500,81575
1624665600000,2021-06-26 00:00:00,NEO/USDT,31.21900000,32.65100000,29.31900000,31.16700000,960066.35400000,29456309.13668400,58836
1624579200000,2021-06-25 00:00:00,NEO/USDT,35.02700000,35.95000000,30.65300000,31.22900000,995422.63900000,32786904.99955000,67703
1624492800000,2021-06-24 00:00:00,NEO/USDT,33.47200000,35.50000000,31.54200000,34.97800000,735845.23700000,24971510.23274800,52982
1624406400000,2021-06-23 00:00:00,NEO/USDT,30.12700000,35.06200000,28.61400000,33.45300000,1534060.69900000,50260764.05784900,96948
1624320000000,2021-06-22 00:00:00,NEO/USDT,32.04700000,34.41800000,25.90800000,30.11500000,3224149.73000000,96391914.93525800,180396
1624233600000,2021-06-21 00:00:00,NEO/USDT,44.70100000,44.94900000,31.85000000,32.04600000,1866102.05400000,68954253.98341400,124675
1624147200000,2021-06-20 00:00:00,NEO/USDT,44.45500000,45.32600000,40.76100000,44.67900000,584767.76800000,25147852.04911000,54692
1624060800000,2021-06-19 00:00:00,NEO/USDT,45.44700000,46.55200000,44.31000000,44.44500000,273147.11000000,12414349.72820000,27562
1623974400000,2021-06-18 00:00:00,NEO/USDT,48.66800000,48.66800000,44.06300000,45.42200000,468756.71100000,21696925.20413000,44354
1623888000000,2021-06-17 00:00:00,NEO/USDT,48.65200000,50.67800000,47.69200000,48.62300000,408062.04500000,20141314.15331300,42793
1623801600000,2021-06-16 00:00:00,NEO/USDT,50.16600000,51.25000000,47.53300000,48.63900000,562499.89800000,27605688.33324800,56779
1623715200000,2021-06-15 00:00:00,NEO/USDT,50.75200000,52.00000000,49.12200000,50.13900000,551787.67500000,27851705.99124300,56542
1623628800000,2021-06-14 00:00:00,NEO/USDT,49.18700000,51.74400000,48.35500000,50.73500000,664071.27000000,33296794.47860400,73302
1623542400000,2021-06-13 00:00:00,NEO/USDT,46.24800000,49.55500000,44.57100000,49.20100000,459539.88700000,21409019.88636800,51119
1623456000000,2021-06-12 00:00:00,NEO/USDT,47.43000000,47.44400000,43.92300000,46.25000000,534805.63700000,24551263.23378500,54070
1623369600000,2021-06-11 00:00:00,NEO/USDT,50.54700000,51.00000000,46.59500000,47.44300000,565691.36600000,27959130.02387700,50966
1623283200000,2021-06-10 00:00:00,NEO/USDT,51.32600000,54.99000000,49.60900000,50.56100000,1021835.87200000,53543529.17790600,88283
1623196800000,2021-06-09 00:00:00,NEO/USDT,48.73200000,51.32900000,45.92200000,51.29700000,743161.40600000,36455794.05532900,62654
1623110400000,2021-06-08 00:00:00,NEO/USDT,51.11200000,51.99500000,44.64300000,48.73500000,1075127.49900000,51598071.78126400,98272
1623024000000,2021-06-07 00:00:00,NEO/USDT,56.69400000,58.36900000,50.58000000,51.08000000,643273.36300000,35712886.37958600,61598
1622937600000,2021-06-06 00:00:00,NEO/USDT,55.56300000,57.88600000,55.04700000,56.70000000,505841.87700000,28545502.00210700,43670
1622851200000,2021-06-05 00:00:00,NEO/USDT,56.24200000,60.67700000,53.92400000,55.63500000,791473.31300000,45259832.49584000,75975
1622764800000,2021-06-04 00:00:00,NEO/USDT,61.33200000,62.57300000,53.13100000,56.25000000,1009496.42300000,57218154.84642400,92003
1622678400000,2021-06-03 00:00:00,NEO/USDT,57.75700000,62.70000000,57.47700000,61.32100000,1335133.85700000,81568147.65732900,129182
1622592000000,2021-06-02 00:00:00,NEO/USDT,53.95900000,60.35400000,52.50100000,57.80000000,971493.57500000,55486963.98614800,101945
1622505600000,2021-06-01 00:00:00,NEO/USDT,55.86800000,56.79900000,52.20000000,53.95100000,648192.68800000,35113529.15056400,61293
1622419200000,2021-05-31 00:00:00,NEO/USDT,51.51400000,56.00000000,49.33000000,55.86500000,678376.73300000,35984802.46511700,64454
1622332800000,2021-05-30 00:00:00,NEO/USDT,50.15600000,53.57700000,46.83100000,51.57900000,735255.53300000,37669353.76023600,59860
1622246400000,2021-05-29 00:00:00,NEO/USDT,54.41100000,56.88700000,47.98300000,50.09200000,865195.36500000,45113777.83285200,75417
1622160000000,2021-05-28 00:00:00,NEO/USDT,62.92400000,63.20000000,52.29600000,54.42100000,1357195.08100000,76719169.72454500,110309
1622073600000,2021-05-27 00:00:00,NEO/USDT,62.49600000,66.68200000,56.69700000,62.94700000,1561098.76100000,96880587.04326700,149703
1621987200000,2021-05-26 00:00:00,NEO/USDT,56.52200000,63.50000000,55.03300000,62.50000000,1280535.60600000,77028084.68948000,120211
1621900800000,2021-05-25 00:00:00,NEO/USDT,54.04600000,59.61700000,50.93800000,56.59900000,2234507.27300000,123218191.74910000,192864
1621814400000,2021-05-24 00:00:00,NEO/USDT,43.12500000,54.47000000,41.33600000,54.04000000,2166900.47600000,105153607.01933400,172076
1621728000000,2021-05-23 00:00:00,NEO/USDT,51.39400000,56.95000000,35.46200000,43.10300000,3326567.92100000,143179729.92341600,224971
1621641600000,2021-05-22 00:00:00,NEO/USDT,57.91800000,58.35200000,49.16600000,51.38500000,1670948.60500000,88858247.29149600,125118
1621555200000,2021-05-21 00:00:00,NEO/USDT,71.57000000,73.30000000,50.03000000,57.85100000,2462209.31800000,149688365.64653800,219865
1621468800000,2021-05-20 00:00:00,NEO/USDT,55.15500000,72.52000000,49.13600000,71.70500000,2288224.68700000,142868507.31409700,224920
1621382400000,2021-05-19 00:00:00,NEO/USDT,87.45800000,89.16800000,40.00000000,55.12400000,4061913.64000000,257060860.26875400,384601
1621296000000,2021-05-18 00:00:00,NEO/USDT,85.64400000,92.23700000,84.21600000,87.42100000,927305.70000000,81724750.21996400,122742
1621209600000,2021-05-17 00:00:00,NEO/USDT,92.90000000,92.95800000,79.77700000,85.63400000,1686361.26100000,144597552.26380400,193999
1621123200000,2021-05-16 00:00:00,NEO/USDT,92.61200000,101.37500000,86.50800000,92.91100000,1211720.54800000,113906991.29840300,163887
1621036800000,2021-05-15 00:00:00,NEO/USDT,100.78200000,102.00000000,91.15300000,92.73500000,925963.32300000,89003170.63759500,136012
1620950400000,2021-05-14 00:00:00,NEO/USDT,96.55900000,103.69400000,94.98400000,100.86200000,897730.79800000,89334882.30164000,135872
1620864000000,2021-05-13 00:00:00,NEO/USDT,94.03700000,102.13800000,88.23000000,96.68600000,1718237.34000000,164151143.99105100,231275
1620777600000,2021-05-12 00:00:00,NEO/USDT,115.69500000,116.50000000,92.00000000,94.28600000,1633828.36900000,175895452.02750100,240319
1620691200000,2021-05-11 00:00:00,NEO/USDT,104.76000000,116.66500000,100.18600000,115.72400000,1439359.15000000,155215706.42247800,220821
1620604800000,2021-05-10 00:00:00,NEO/USDT,119.59900000,122.00000000,96.14600000,104.94300000,1637967.49700000,182628937.00666800,283200
1620518400000,2021-05-09 00:00:00,NEO/USDT,116.36600000,122.56000000,110.25900000,119.59900000,1459595.44300000,169963380.66199100,255634
1620432000000,2021-05-08 00:00:00,NEO/USDT,117.71600000,121.43300000,111.52400000,116.47300000,1386749.83100000,161862542.49096900,212958
1620345600000,2021-05-07 00:00:00,NEO/USDT,122.82500000,141.00000000,110.30000000,117.78400000,4003658.17700000,507100927.89959900,612981
1620259200000,2021-05-06 00:00:00,NEO/USDT,114.88300000,128.00000000,109.51100000,122.79400000,3970508.93700000,473739566.95978200,610627
1620172800000,2021-05-05 00:00:00,NEO/USDT,96.46800000,116.86800000,95.22200000,114.88300000,2297326.64800000,245722244.04082700,374459
1620086400000,2021-05-04 00:00:00,NEO/USDT,107.07800000,107.44100000,93.61000000,96.46800000,2062765.47800000,205464271.51030400,306677
1620000000000,2021-05-03 00:00:00,NEO/USDT,106.81700000,114.09400000,105.33900000,107.04600000,1378038.33800000,151534405.14068100,257728
1619913600000,2021-05-02 00:00:00,NEO/USDT,102.20300000,110.00000000,98.65200000,106.81700000,1879354.95900000,196640857.46102200,321044
1619827200000,2021-05-01 00:00:00,NEO/USDT,96.96900000,104.01700000,93.60000000,102.20000000,1178695.16300000,115817786.00623000,198353
1619740800000,2021-04-30 00:00:00,NEO/USDT,89.44800000,99.73000000,87.92100000,96.96500000,1349684.32000000,127401118.20646100,205829
1619654400000,2021-04-29 00:00:00,NEO/USDT,91.83900000,93.34800000,86.12600000,89.44800000,870863.16500000,78620547.07197800,117220
1619568000000,2021-04-28 00:00:00,NEO/USDT,94.11700000,97.95000000,86.44400000,91.79500000,1354291.12500000,123640277.54036100,183679
1619481600000,2021-04-27 00:00:00,NEO/USDT,90.15800000,95.71400000,88.66900000,94.11700000,1384690.05000000,128712308.00698600,204046
1619395200000,2021-04-26 00:00:00,NEO/USDT,79.59500000,91.50000000,78.80000000,90.20600000,1865354.39700000,161920269.59648500,236525
1619308800000,2021-04-25 00:00:00,NEO/USDT,79.50100000,88.20000000,74.11100000,79.59600000,1754821.19400000,142588097.75501000,193842
1619222400000,2021-04-24 00:00:00,NEO/USDT,86.10200000,90.50000000,78.73400000,79.54400000,2115519.94700000,176914339.37106700,226255
1619136000000,2021-04-23 00:00:00,NEO/USDT,89.76500000,91.63900000,73.33600000,86.09600000,3580640.09700000,291356035.66300900,380095
1619049600000,2021-04-22 00:00:00,NEO/USDT,96.82300000,105.18100000,85.00000000,89.82800000,3119238.21600000,299680472.13411300,387436
1618963200000,2021-04-21 00:00:00,NEO/USDT,108.13800000,109.24100000,93.99800000,96.84600000,2180548.75100000,223568805.98574000,305416
1618876800000,2021-04-20 00:00:00,NEO/USDT,109.00700000,118.00000000,97.65200000,108.13800000,4124037.80500000,440804566.05036300,541118
1618790400000,2021-04-19 00:00:00,NEO/USDT,119.84000000,133.83700000,102.69200000,109.12900000,7982318.41100000,940314861.63959000,1089115
1618704000000,2021-04-18 00:00:00,NEO/USDT,93.95600000,120.98900000,73.00000000,119.84100000,6366966.96200000,606636140.61462100,808622
1618617600000,2021-04-17 00:00:00,NEO/USDT,86.92100000,105.77000000,85.93300000,93.96000000,4331271.23600000,413678320.25828900,531677
1618531200000,2021-04-16 00:00:00,NEO/USDT,74.81300000,88.18900000,74.09900000,86.83300000,3930844.84000000,319685766.70024100,501672
1618444800000,2021-04-15 00:00:00,NEO/USDT,69.15800000,75.00000000,66.46200000,74.82900000,1332624.75300000,93692131.95807900,243740
1618358400000,2021-04-14 00:00:00,NEO/USDT,66.64300000,70.94300000,63.50500000,69.12000000,1882780.33300000,127600387.63954400,234672
1618272000000,2021-04-13 00:00:00,NEO/USDT,64.60100000,68.40000000,62.15300000,66.58700000,1428317.47700000,93549663.82035200,145143
1618185600000,2021-04-12 00:00:00,NEO/USDT,63.88700000,64.99200000,60.71400000,64.65000000,1154656.33700000,72884810.71843000,120355
1618099200000,2021-04-11 00:00:00,NEO/USDT,61.69100000,66.80000000,60.90000000,63.92200000,1483054.84000000,94671555.59488200,166205
1618012800000,2021-04-10 00:00:00,NEO/USDT,60.79900000,63.38900000,59.39100000,61.68500000,999466.92100000,61688987.46128700,104716
1617926400000,2021-04-09 00:00:00,NEO/USDT,63.31900000,63.42200000,60.10000000,60.80100000,835889.10200000,51547928.56962300,82744
1617840000000,2021-04-08 00:00:00,NEO/USDT,59.78400000,63.36900000,58.04900000,63.35100000,1164107.37100000,70997414.14594400,124933
1617753600000,2021-04-07 00:00:00,NEO/USDT,63.03600000,68.50000000,56.35400000,59.77800000,3129801.64600000,196684227.58573300,319063
1617667200000,2021-04-06 00:00:00,NEO/USDT,59.09200000,64.75000000,57.52000000,63.03600000,2811251.81400000,173038635.81056800,282762
1617580800000,2021-04-05 00:00:00,NEO/USDT,54.56600000,59.69000000,51.61800000,59.06800000,1771998.19700000,98726839.51382800,205946
1617494400000,2021-04-04 00:00:00,NEO/USDT,50.73300000,54.61600000,49.61000000,54.56700000,967603.06300000,51084667.37594600,104977
1617408000000,2021-04-03 00:00:00,NEO/USDT,52.96100000,56.96000000,50.42200000,50.70900000,1693789.38000000,90890761.21793000,172120
1617321600000,2021-04-02 00:00:00,NEO/USDT,52.36400000,55.27200000,50.93700000,52.95800000,1249746.53000000,66589802.10799700,117711
1617235200000,2021-04-01 00:00:00,NEO/USDT,50.77800000,53.85300000,50.25000000,52.32600000,2146651.45600000,112108676.51521300,198335
1617148800000,2021-03-31 00:00:00,NEO/USDT,44.97000000,52.22000000,42.46600000,50.77800000,2591126.52900000,122769517.55523700,230604
1617062400000,2021-03-30 00:00:00,NEO/USDT,45.49600000,46.09800000,44.20200000,44.94700000,824951.51500000,37167700.14644700,70523
1616976000000,2021-03-29 00:00:00,NEO/USDT,44.75300000,46.52300000,43.37200000,45.49900000,1316310.55300000,59618878.11358800,131627
1616889600000,2021-03-28 00:00:00,NEO/USDT,41.11300000,45.00000000,40.80100000,44.76300000,1890169.29600000,82212680.52474400,178343
1616803200000,2021-03-27 00:00:00,NEO/USDT,41.68400000,42.70000000,40.33500000,41.10600000,766260.92200000,31841454.37943500,71174
1616716800000,2021-03-26 00:00:00,NEO/USDT,38.63300000,41.98300000,38.62100000,41.65200000,921573.76300000,37558277.57037300,94980
1616630400000,2021-03-25 00:00:00,NEO/USDT,39.53800000,40.94800000,37.42100000,38.63200000,1584310.55500000,62069279.75147700,151935
1616544000000,2021-03-24 00:00:00,NEO/USDT,41.05300000,45.39400000,37.76300000,39.52900000,2026420.52600000,86463490.54526000,197260
1616457600000,2021-03-23 00:00:00,NEO/USDT,40.70000000,42.35000000,40.06200000,41.08100000,899444.10700000,37112476.48961800,90821
1616371200000,2021-03-22 00:00:00,NEO/USDT,42.45200000,44.22200000,40.14300000,40.69500000,1018378.36800000,43229889.53696900,101672
1616284800000,2021-03-21 00:00:00,NEO/USDT,43.07200000,43.55000000,41.07200000,42.42100000,798237.91800000,33799523.10947300,68950
1616198400000,2021-03-20 00:00:00,NEO/USDT,44.01200000,45.46500000,42.85000000,43.08000000,841664.29600000,37433324.15477300,69301
1616112000000,2021-03-19 00:00:00,NEO/USDT,43.64500000,45.63000000,42.41300000,44.02300000,735221.00500000,32730914.92919200,68742
1616025600000,2021-03-18 00:00:00,NEO/USDT,46.42800000,48.00100000,43.09000000,43.64300000,1440993.50400000,65513742.90238300,133522
1615939200000,2021-03-17 00:00:00,NEO/USDT,40.81300000,46.56300000,40.12000000,46.42800000,2522575.52600000,109868136.58306500,228897
1615852800000,2021-03-16 00:00:00,NEO/USDT,38.59600000,40.94500000,37.43000000,40.79300000,949922.23000000,37509923.19818100,100155
1615766400000,2021-03-15 00:00:00,NEO/USDT,39.56100000,40.96000000,37.23300000,38.59700000,1158234.06200000,45302211.66705500,113758
1615680000000,2021-03-14 00:00:00,NEO/USDT,42.08000000,42.93900000,39.55000000,39.61600000,815769.69800000,33317672.19060800,71465
1615593600000,2021-03-13 00:00:00,NEO/USDT,39.88800000,42.50000000,38.36000000,42.04400000,1043969.71600000,42846678.17431700,91351
1615507200000,2021-03-12 00:00:00,NEO/USDT,41.96700000,42.06400000,38.43000000,39.89500000,1004438.47200000,40346498.04900000,84792
1615420800000,2021-03-11 00:00:00,NEO/USDT,40.86800000,42.66200000,39.01500000,41.93700000,1087173.78600000,44329637.08112300,94375
1615334400000,2021-03-10 00:00:00,NEO/USDT,42.58600000,43.07900000,39.82400000,40.86700000,1195824.04400000,49526594.05387200,97591
1615248000000,2021-03-09 00:00:00,NEO/USDT,40.11700000,43.07900000,39.64000000,42.58700000,1274584.31000000,53136895.21935100,116849
1615161600000,2021-03-08 00:00:00,NEO/USDT,39.27900000,40.15700000,37.82500000,40.11300000,892016.51500000,34709599.92527100,76169
1615075200000,2021-03-07 00:00:00,NEO/USDT,38.10000000,39.39000000,38.02600000,39.27900000,616873.28900000,23923024.75931200,52214
1614988800000,2021-03-06 00:00:00,NEO/USDT,37.40400000,38.58800000,36.56400000,38.07900000,585585.34100000,22113502.62580700,43164
1614902400000,2021-03-05 00:00:00,NEO/USDT,37.83300000,38.12000000,35.70100000,37.40800000,898071.55800000,33357059.63720200,58752
1614816000000,2021-03-04 00:00:00,NEO/USDT,39.60000000,41.10000000,36.73300000,37.82700000,1147760.27400000,44457163.54042800,79712
1614729600000,2021-03-03 00:00:00,NEO/USDT,37.71600000,41.39600000,37.33500000,39.60000000,1478286.73900000,59261942.58087300,109036
1614643200000,2021-03-02 00:00:00,NEO/USDT,38.12000000,39.45200000,36.08400000,37.73300000,1189195.27100000,45098781.68632200,75174
1614556800000,2021-03-01 00:00:00,NEO/USDT,35.22900000,38.74600000,35.00900000,38.12000000,1272291.54600000,47389597.63252500,83905
1614470400000,2021-02-28 00:00:00,NEO/USDT,37.25800000,37.50000000,31.85800000,35.26100000,1742859.09000000,59583776.32092500,96993
1614384000000,2021-02-27 00:00:00,NEO/USDT,37.66000000,39.56900000,36.34900000,37.28000000,1063358.92000000,40647976.51445100,64667
1614297600000,2021-02-26 00:00:00,NEO/USDT,38.46900000,39.90200000,35.16800000,37.68000000,1891468.34400000,71458162.85802200,100127
1614211200000,2021-02-25 00:00:00,NEO/USDT,40.66000000,43.00000000,38.02200000,38.54100000,1463229.35000000,59938571.09732500,82714
1614124800000,2021-02-24 00:00:00,NEO/USDT,38.70800000,44.28900000,36.84100000,40.61900000,2410810.09500000,99306897.03285400,135520
1614038400000,2021-02-23 00:00:00,NEO/USDT,46.90700000,47.54800000,31.30100000,38.65000000,4544604.37600000,176681998.53123800,263363
1613952000000,2021-02-22 00:00:00,NEO/USDT,54.85700000,55.44400000,40.42500000,46.87900000,3908613.86300000,188389469.33332100,258632
1613865600000,2021-02-21 00:00:00,NEO/USDT,43.86600000,54.98400000,42.70000000,54.90000000,4091562.13000000,208971066.54215900,266700
1613779200000,2021-02-20 00:00:00,NEO/USDT,47.82400000,49.89200000,40.87700000,43.86600000,2216943.88700000,104609626.57436200,160417
1613692800000,2021-02-19 00:00:00,NEO/USDT,43.80800000,49.78000000,41.65400000,47.84700000,2520631.54900000,117337582.27811200,160787
1613606400000,2021-02-18 00:00:00,NEO/USDT,42.54700000,44.97700000,41.01000000,43.78300000,1536870.81700000,66944136.94637200,101587
1613520000000,2021-02-17 00:00:00,NEO/USDT,40.94600000,43.95100000,38.64200000,42.55100000,1525803.75000000,63481437.29955700,98767
1613433600000,2021-02-16 00:00:00,NEO/USDT,41.60200000,44.86000000,39.40900000,40.94500000,1873093.20700000,78604886.26216500,105706
1613347200000,2021-02-15 00:00:00,NEO/USDT,43.93500000,45.47400000,36.30000000,41.57500000,3477834.17300000,145148398.75632600,202972
1613260800000,2021-02-14 00:00:00,NEO/USDT,42.45800000,47.44400000,40.40000000,43.94200000,3460516.77500000,152657967.72158000,216181
1613174400000,2021-02-13 00:00:00,NEO/USDT,37.57100000,43.60000000,35.50000000,42.41500000,3470052.64300000,137028463.18960600,207090
1613088000000,2021-02-12 00:00:00,NEO/USDT,36.27400000,38.40000000,35.01200000,37.57200000,2105044.82500000,77543891.31880800,113945
1613001600000,2021-02-11 00:00:00,NEO/USDT,33.43400000,38.80000000,32.71000000,36.29700000,3315072.80100000,121118777.98097400,179652
1612915200000,2021-02-10 00:00:00,NEO/USDT,31.07900000,36.50000000,29.61000000,33.39000000,5022362.53400000,165401202.65978300,256152
1612828800000,2021-02-09 00:00:00,NEO/USDT,27.38500000,32.08800000,26.43200000,31.06500000,4176764.19500000,124369982.32788600,223009
1612742400000,2021-02-08 00:00:00,NEO/USDT,24.51200000,27.77700000,23.96500000,27.38000000,2156817.58500000,55778287.95572600,112079
1612656000000,2021-02-07 00:00:00,NEO/USDT,24.83800000,25.62900000,23.37100000,24.52600000,1455011.62600000,35691899.20558400,67880
1612569600000,2021-02-06 00:00:00,NEO/USDT,26.07900000,26.30000000,24.36000000,24.83400000,1418905.25800000,35554982.93706600,76641
1612483200000,2021-02-05 00:00:00,NEO/USDT,23.73100000,26.46000000,23.58900000,26.07000000,1861334.64900000,46605115.97437400,96088
1612396800000,2021-02-04 00:00:00,NEO/USDT,24.66900000,25.05100000,22.92200000,23.75000000,1314825.18100000,31344236.81189600,68426
1612310400000,2021-02-03 00:00:00,NEO/USDT,23.74200000,24.97200000,23.46900000,24.66200000,1320450.69900000,32077156.74645500,64466
1612224000000,2021-02-02 00:00:00,NEO/USDT,23.09200000,23.85600000,22.47300000,23.74000000,979287.40700000,22744721.70948100,45222
1612137600000,2021-02-01 00:00:00,NEO/USDT,22.27700000,23.98800000,21.78800000,23.11900000,1692486.64800000,38455647.47563100,79673
1612051200000,2021-01-31 00:00:00,NEO/USDT,22.86400000,24.81900000,21.55400000,22.27600000,1404507.66400000,31650732.38484300,59633
1611964800000,2021-01-30 00:00:00,NEO/USDT,22.56600000,22.90000000,21.81000000,22.86400000,877622.07300000,19660104.36796600,40489
1611878400000,2021-01-29 00:00:00,NEO/USDT,22.24100000,23.88800000,21.83200000,22.54900000,1604427.23200000,36688554.89532200,74449
1611792000000,2021-01-28 00:00:00,NEO/USDT,21.02200000,22.93600000,20.65200000,22.24500000,948203.36200000,21084970.27107600,44882
1611705600000,2021-01-27 00:00:00,NEO/USDT,23.14000000,23.19100000,20.33300000,21.03300000,1084209.79300000,23252520.03928200,52513
1611619200000,2021-01-26 00:00:00,NEO/USDT,23.30900000,24.00000000,22.31700000,23.15800000,894487.54300000,20683023.03046500,37587
1611532800000,2021-01-25 00:00:00,NEO/USDT,24.40800000,25.24900000,23.09300000,23.31300000,986933.82200000,24088923.61845100,48636
1611446400000,2021-01-24 00:00:00,NEO/USDT,24.40900000,25.61400000,23.59700000,24.40100000,1183062.31300000,29219940.16935200,58453
1611360000000,2021-01-23 00:00:00,NEO/USDT,23.43500000,25.43000000,23.02500000,24.42500000,1594383.34900000,38897839.21787200,73042
1611273600000,2021-01-22 00:00:00,NEO/USDT,22.10300000,24.51800000,20.77000000,23.46900000,1718725.20300000,39496463.09995200,81827
1611187200000,2021-01-21 00:00:00,NEO/USDT,26.08000000,26.24000000,21.96400000,22.09600000,1958407.45700000,46451881.05929600,108654
1611100800000,2021-01-20 00:00:00,NEO/USDT,26.26800000,26.82000000,23.81100000,26.07200000,2245161.95700000,56704610.85649500,123501
1611014400000,2021-01-19 00:00:00,NEO/USDT,27.08300000,28.86800000,26.22200000,26.27300000,2500772.97100000,68097654.31962400,154177
1610928000000,2021-01-18 00:00:00,NEO/USDT,23.83100000,28.34900000,23.04300000,27.05500000,3720730.13600000,98149317.42311000,179670
1610841600000,2021-01-17 00:00:00,NEO/USDT,23.60500000,24.70000000,22.20400000,23.84100000,1457405.58600000,33989538.20122400,68127
1610755200000,2021-01-16 00:00:00,NEO/USDT,23.42600000,24.55000000,22.80200000,23.58000000,1747739.78200000,41734937.62078300,82725
1610668800000,2021-01-15 00:00:00,NEO/USDT,23.10400000,25.48600000,21.50000000,23.49300000,3099708.46600000,73590842.60495200,146077
1610582400000,2021-01-14 00:00:00,NEO/USDT,23.20700000,23.97000000,22.10800000,23.10400000,1567905.67700000,35940987.61548500,71663
1610496000000,2021-01-13 00:00:00,NEO/USDT,22.16500000,24.00000000,20.70000000,23.22900000,1901747.51800000,42042070.30425500,95243
1610409600000,2021-01-12 00:00:00,NEO/USDT,23.66600000,24.69400000,21.50000000,22.14800000,2471050.88900000,56583251.62404500,107833
1610323200000,2021-01-11 00:00:00,NEO/USDT,24.90600000,26.71500000,20.20000000,23.65800000,7997726.30700000,182757732.26480100,339282
1610236800000,2021-01-10 00:00:00,NEO/USDT,21.35000000,26.61000000,20.20100000,24.92100000,5397520.94300000,123409533.97582300,226070
1610150400000,2021-01-09 00:00:00,NEO/USDT,19.74400000,21.67500000,19.00000000,21.33800000,2236328.50700000,45981153.35323700,87142
1610064000000,2021-01-08 00:00:00,NEO/USDT,20.90600000,21.50000000,18.52400000,19.72400000,2417082.73500000,48451600.44500400,105973
1609977600000,2021-01-07 00:00:00,NEO/USDT,19.55200000,22.88000000,18.70000000,20.88900000,4229907.79200000,88026710.79308000,190898
1609891200000,2021-01-06 00:00:00,NEO/USDT,16.87200000,20.65000000,16.52600000,19.53500000,3365659.53900000,62665638.88318600,134511
1609804800000,2021-01-05 00:00:00,NEO/USDT,16.35300000,17.31900000,15.40000000,16.86800000,1787942.79200000,29533826.99747400,69261
1609718400000,2021-01-04 00:00:00,NEO/USDT,16.02400000,17.73600000,14.57000000,16.37200000,2317015.70000000,37654709.16238300,101237
