unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1624233600000,2021-06-21 00:00:00,XRP/USDT,0.77410000,0.78030000,0.60370000,0.60670000,1073284195.87000000,726811232.21099300,654721
1624147200000,2021-06-20 00:00:00,XRP/USDT,0.75830000,0.78500000,0.69680000,0.77410000,589364804.52000000,434933509.58257300,425781
1624060800000,2021-06-19 00:00:00,XRP/USDT,0.79710000,0.80550000,0.75570000,0.75820000,317290687.13000000,250165846.01754800,257132
1623974400000,2021-06-18 00:00:00,XRP/USDT,0.84190000,0.84500000,0.76870000,0.79720000,389494745.89000000,315203423.84953900,341621
1623888000000,2021-06-17 00:00:00,XRP/USDT,0.83190000,0.86120000,0.82340000,0.84190000,315642616.21000000,266502679.94735900,252780
1623801600000,2021-06-16 00:00:00,XRP/USDT,0.86630000,0.87330000,0.82590000,0.83200000,380134518.73000000,321967166.65300300,312734
1623715200000,2021-06-15 00:00:00,XRP/USDT,0.89050000,0.90170000,0.85510000,0.86630000,367733719.97000000,323448196.77728300,333139
1623628800000,2021-06-14 00:00:00,XRP/USDT,0.88330000,0.93000000,0.86280000,0.89060000,441724628.58000000,391647479.28625000,400977
1623542400000,2021-06-13 00:00:00,XRP/USDT,0.83250000,0.88830000,0.81700000,0.88320000,344882480.06000000,292933567.32407300,288434
1623456000000,2021-06-12 00:00:00,XRP/USDT,0.84690000,0.84790000,0.80540000,0.83260000,375425465.13000000,309940575.85470800,298000
1623369600000,2021-06-11 00:00:00,XRP/USDT,0.86860000,0.88000000,0.83350000,0.84710000,384826199.07000000,330610541.78005100,321493
1623283200000,2021-06-10 00:00:00,XRP/USDT,0.92180000,0.92980000,0.85220000,0.86860000,592646634.43000000,524032840.28969800,445025
1623196800000,2021-06-09 00:00:00,XRP/USDT,0.87300000,0.92180000,0.83000000,0.92180000,798994471.70000000,695183593.04739400,726532
1623110400000,2021-06-08 00:00:00,XRP/USDT,0.86190000,0.88610000,0.78380000,0.87310000,989287175.65000000,838984629.18794200,771117
1623024000000,2021-06-07 00:00:00,XRP/USDT,0.94690000,0.97600000,0.83800000,0.86180000,673906993.46000000,623660636.68184100,566030
1622937600000,2021-06-06 00:00:00,XRP/USDT,0.92300000,0.94930000,0.91700000,0.94700000,395443235.74000000,369842230.84566100,354292
1622851200000,2021-06-05 00:00:00,XRP/USDT,0.96830000,0.99730000,0.89210000,0.92300000,621966894.80000000,590664198.31932000,618854
1622764800000,2021-06-04 00:00:00,XRP/USDT,1.04530000,1.04660000,0.91560000,0.96830000,814525376.26000000,785851513.11717100,883279
1622678400000,2021-06-03 00:00:00,XRP/USDT,1.02410000,1.07890000,1.00690000,1.04500000,701176435.11000000,727545023.97135000,702600
1622592000000,2021-06-02 00:00:00,XRP/USDT,1.01080000,1.04980000,0.97930000,1.02410000,673790276.52000000,686061395.10479200,709591
1622505600000,2021-06-01 00:00:00,XRP/USDT,1.04090000,1.10000000,0.97420000,1.01080000,1130390772.85000000,1161830746.20794000,1184801
1622419200000,2021-05-31 00:00:00,XRP/USDT,0.90580000,1.04950000,0.87890000,1.04090000,1221688769.45000000,1196677931.14853700,1454233
1622332800000,2021-05-30 00:00:00,XRP/USDT,0.83190000,0.93370000,0.79740000,0.90580000,837581783.30000000,730804950.58208000,843922
1622246400000,2021-05-29 00:00:00,XRP/USDT,0.89850000,0.94130000,0.79110000,0.83180000,980984330.42000000,845941030.51091200,966749
1622160000000,2021-05-28 00:00:00,XRP/USDT,0.97470000,0.98470000,0.84450000,0.89850000,1220369622.06000000,1098606646.15190200,1226594
1622073600000,2021-05-27 00:00:00,XRP/USDT,1.03160000,1.04230000,0.93220000,0.97470000,997129594.42000000,986757435.57075200,1160125
1621987200000,2021-05-26 00:00:00,XRP/USDT,0.97470000,1.06980000,0.94610000,1.03160000,1160288119.63000000,1170818020.83828900,1373206
1621900800000,2021-05-25 00:00:00,XRP/USDT,0.99340000,1.07000000,0.87910000,0.97460000,1654728049.91000000,1594338433.67652200,1732593
1621814400000,2021-05-24 00:00:00,XRP/USDT,0.78990000,0.99700000,0.75370000,0.99300000,1613054853.94000000,1380671268.94531000,1605890
1621728000000,2021-05-23 00:00:00,XRP/USDT,0.90520000,0.96790000,0.65000000,0.78980000,1976494217.20000000,1525740498.70461400,1911010
1621641600000,2021-05-22 00:00:00,XRP/USDT,1.00620000,1.01620000,0.81600000,0.90520000,1478148766.91000000,1344592320.99863000,1504686
1621555200000,2021-05-21 00:00:00,XRP/USDT,1.18020000,1.21940000,0.86410000,1.00620000,1813489499.17000000,1910760508.20179200,1950848
1621468800000,2021-05-20 00:00:00,XRP/USDT,1.05650000,1.26640000,0.90000000,1.17950000,1974341688.46000000,2249207333.90962000,2316148
1621382400000,2021-05-19 00:00:00,XRP/USDT,1.58930000,1.64480000,0.85000000,1.05680000,3180237280.29000000,4014465848.07541600,3550130
1621296000000,2021-05-18 00:00:00,XRP/USDT,1.49520000,1.70500000,1.46980000,1.58890000,1813933407.63000000,2869966240.90470300,2485498
1621209600000,2021-05-17 00:00:00,XRP/USDT,1.44960000,1.56500000,1.32420000,1.49460000,1560737399.70000000,2285970917.95522700,2069831
1621123200000,2021-05-16 00:00:00,XRP/USDT,1.49110000,1.61310000,1.33730000,1.44960000,1498147985.65000000,2246034545.92751300,2174991
1621036800000,2021-05-15 00:00:00,XRP/USDT,1.39980000,1.58690000,1.32110000,1.49040000,1495464769.52000000,2182427860.64272800,1978749
1620950400000,2021-05-14 00:00:00,XRP/USDT,1.36440000,1.44880000,1.32100000,1.40000000,772801586.76000000,1068218575.67433400,1034406
1620864000000,2021-05-13 00:00:00,XRP/USDT,1.26900000,1.38900000,1.20000000,1.36400000,1308704814.37000000,1704562073.98385200,1598396
1620777600000,2021-05-12 00:00:00,XRP/USDT,1.47880000,1.54700000,1.23500000,1.26910000,1028881609.00000000,1466457937.99885500,1353513
1620691200000,2021-05-11 00:00:00,XRP/USDT,1.39100000,1.49050000,1.35550000,1.47860000,724101053.89000000,1034939727.84330300,991833
1620604800000,2021-05-10 00:00:00,XRP/USDT,1.53430000,1.62700000,1.21400000,1.39060000,1154086820.05000000,1710822393.28145500,1632861
1620518400000,2021-05-09 00:00:00,XRP/USDT,1.56110000,1.59680000,1.42490000,1.53450000,726954201.32000000,1101438306.38842100,1079947
1620432000000,2021-05-08 00:00:00,XRP/USDT,1.57950000,1.62770000,1.54040000,1.56110000,514586255.38000000,813345139.86720900,795157
1620345600000,2021-05-07 00:00:00,XRP/USDT,1.60280000,1.69500000,1.50500000,1.57930000,894697893.67000000,1424596624.88069300,1310586
1620259200000,2021-05-06 00:00:00,XRP/USDT,1.61370000,1.76580000,1.52100000,1.60280000,1507415092.61000000,2502923635.43261400,2269649
1620172800000,2021-05-05 00:00:00,XRP/USDT,1.38780000,1.62400000,1.36600000,1.61330000,1261641294.96000000,1919965081.16477600,1700958
1620086400000,2021-05-04 00:00:00,XRP/USDT,1.55460000,1.55800000,1.32000000,1.38770000,1375223308.72000000,1969497041.49512700,1713307
1620000000000,2021-05-03 00:00:00,XRP/USDT,1.56050000,1.62160000,1.47000000,1.55460000,670988111.68000000,1056220070.62532100,967335
1619913600000,2021-05-02 00:00:00,XRP/USDT,1.65100000,1.65800000,1.52500000,1.56050000,602425194.39000000,951116358.69054300,864202
1619827200000,2021-05-01 00:00:00,XRP/USDT,1.59890000,1.66660000,1.52260000,1.65100000,701328204.71000000,1113456410.58029100,1023624
1619740800000,2021-04-30 00:00:00,XRP/USDT,1.39780000,1.63970000,1.37450000,1.59880000,1429394131.02000000,2214906822.01599100,1930398
1619654400000,2021-04-29 00:00:00,XRP/USDT,1.35760000,1.42000000,1.32630000,1.39780000,824625421.08000000,1140421598.27003900,1032010
1619568000000,2021-04-28 00:00:00,XRP/USDT,1.40170000,1.44920000,1.28140000,1.35760000,1092879174.17000000,1485523114.70869500,1315064
1619481600000,2021-04-27 00:00:00,XRP/USDT,1.36290000,1.46200000,1.32840000,1.40170000,1510880106.82000000,2118259481.89309100,1761603
1619395200000,2021-04-26 00:00:00,XRP/USDT,1.03530000,1.37500000,1.01330000,1.36290000,1871916062.93000000,2295854108.11513100,1945810
1619308800000,2021-04-25 00:00:00,XRP/USDT,1.04971000,1.15600000,0.94180000,1.03510000,1026066203.52000000,1083686710.54089770,961195
1619222400000,2021-04-24 00:00:00,XRP/USDT,1.17019000,1.17200000,1.01753000,1.04833000,1120813592.20000000,1223943584.74104800,1014696
1619136000000,2021-04-23 00:00:00,XRP/USDT,1.15489000,1.19724000,0.88601000,1.17073000,2651341963.50000000,2842229471.52724500,2328769
1619049600000,2021-04-22 00:00:00,XRP/USDT,1.29110000,1.41947000,1.08590000,1.15489000,1771540957.60000000,2272197864.67999500,1927528
1618963200000,2021-04-21 00:00:00,XRP/USDT,1.38500000,1.46450000,1.27545000,1.29097000,1301403506.40000000,1787718096.86620600,1605075
1618876800000,2021-04-20 00:00:00,XRP/USDT,1.30941000,1.44796000,1.18000000,1.38501000,1522196293.50000000,1998260575.19701800,1757479
1618790400000,2021-04-19 00:00:00,XRP/USDT,1.40797000,1.53390000,1.25100000,1.30945000,1608073829.40000000,2226346359.83780700,1996347
1618704000000,2021-04-18 00:00:00,XRP/USDT,1.53988000,1.56505000,1.16000000,1.40797000,2048345301.60000000,2726554646.23082200,2556310
1618617600000,2021-04-17 00:00:00,XRP/USDT,1.54805000,1.74163000,1.52991000,1.53896000,1108826379.50000000,1795844763.13543600,1726909
1618531200000,2021-04-16 00:00:00,XRP/USDT,1.75781000,1.81041000,1.42000000,1.54805000,1805450664.80000000,2928098753.87874000,2775730
1618444800000,2021-04-15 00:00:00,XRP/USDT,1.83396000,1.88500000,1.65243000,1.75781000,1124377879.60000000,1972494342.04532600,1857832
1618358400000,2021-04-14 00:00:00,XRP/USDT,1.79607000,1.96689000,1.56001000,1.83468000,2119704174.50000000,3790184503.51921400,3246570
1618272000000,2021-04-13 00:00:00,XRP/USDT,1.46850000,1.88888000,1.41778000,1.79611000,2515240116.42000000,4232701999.74360300,3544673
1618185600000,2021-04-12 00:00:00,XRP/USDT,1.35118000,1.47500000,1.31804000,1.46843000,1129501823.80000000,1551301546.99653400,1444928
1618099200000,2021-04-11 00:00:00,XRP/USDT,1.37215000,1.50000000,1.30500000,1.35118000,1972667902.40000000,2759553621.65180400,2505282
1618012800000,2021-04-10 00:00:00,XRP/USDT,1.01754000,1.39900000,1.00617000,1.37280000,2713439019.68000000,3353669231.66809140,3271415
1617926400000,2021-04-09 00:00:00,XRP/USDT,1.05571000,1.08490000,0.98080000,1.01721000,964539570.10000000,990383345.95682200,996403
1617840000000,2021-04-08 00:00:00,XRP/USDT,0.91544000,1.07294000,0.90128000,1.05599000,1232242484.40000000,1202251447.19393300,1204812
1617753600000,2021-04-07 00:00:00,XRP/USDT,1.09666000,1.10882000,0.85600000,0.91542000,2128341583.90000000,2057878537.57700100,2112137
1617667200000,2021-04-06 00:00:00,XRP/USDT,0.91584000,1.11900000,0.79310000,1.09663000,4053245753.09000000,3956999209.74548350,3381698
1617580800000,2021-04-05 00:00:00,XRP/USDT,0.63501000,0.93999000,0.61940000,0.91584000,3325470561.47000000,2594712865.01905830,2379045
1617494400000,2021-04-04 00:00:00,XRP/USDT,0.57836000,0.63599000,0.56591000,0.63500000,664457346.20000000,398033638.91737000,490874
1617408000000,2021-04-03 00:00:00,XRP/USDT,0.60701000,0.64262000,0.57300000,0.57831000,991064844.80000000,610941357.36784800,742609
1617321600000,2021-04-02 00:00:00,XRP/USDT,0.57061000,0.61000000,0.56522000,0.60701000,800475396.40000000,469092621.70606400,574819
1617235200000,2021-04-01 00:00:00,XRP/USDT,0.56980000,0.59555000,0.54864000,0.57087000,710919375.00000000,403620335.99051100,524609
1617148800000,2021-03-31 00:00:00,XRP/USDT,0.56207000,0.57682000,0.52624000,0.56982000,666984204.30000000,368338400.03788300,524758
1617062400000,2021-03-30 00:00:00,XRP/USDT,0.56528000,0.58800000,0.55903000,0.56210000,574769642.50000000,328603814.09240400,423890
1616976000000,2021-03-29 00:00:00,XRP/USDT,0.54550000,0.57082000,0.54317000,0.56538000,534252547.30000000,299295436.39772000,370154
1616889600000,2021-03-28 00:00:00,XRP/USDT,0.54735000,0.56075000,0.53879000,0.54552000,341522011.50000000,187521498.07416500,268005
1616803200000,2021-03-27 00:00:00,XRP/USDT,0.56348000,0.57464000,0.53420000,0.54752000,455498717.70000000,252238439.28373700,324100
1616716800000,2021-03-26 00:00:00,XRP/USDT,0.51034000,0.57689000,0.50999000,0.56357000,737749968.50000000,403613462.35017100,515668
1616630400000,2021-03-25 00:00:00,XRP/USDT,0.48022000,0.52480000,0.45400000,0.51058000,914285330.60000000,451595543.22461100,494290
1616544000000,2021-03-24 00:00:00,XRP/USDT,0.54945000,0.56302000,0.45212000,0.48021000,894167588.10000000,467418386.24338300,618867
1616457600000,2021-03-23 00:00:00,XRP/USDT,0.54403000,0.59638000,0.53780000,0.54980000,1094151403.30000000,620265578.73211300,672499
1616371200000,2021-03-22 00:00:00,XRP/USDT,0.51661000,0.60000000,0.50082000,0.54410000,1648699048.00000000,922895186.81109600,1078272
1616284800000,2021-03-21 00:00:00,XRP/USDT,0.52584000,0.54691000,0.49508000,0.51651000,879573341.30000000,452720932.86597400,572056
1616198400000,2021-03-20 00:00:00,XRP/USDT,0.46650000,0.54999000,0.46424000,0.52613000,1164006494.70000000,589598402.88349700,767634
1616112000000,2021-03-19 00:00:00,XRP/USDT,0.46899000,0.47536000,0.45848000,0.46651000,336947303.50000000,158130280.80500400,247072
1616025600000,2021-03-18 00:00:00,XRP/USDT,0.46993000,0.49050000,0.46558000,0.46893000,555296456.60000000,263757843.88903100,382664
1615939200000,2021-03-17 00:00:00,XRP/USDT,0.46037000,0.48245000,0.45317000,0.46980000,564997453.70000000,263902659.48452800,357376
1615852800000,2021-03-16 00:00:00,XRP/USDT,0.43566000,0.52221000,0.42723000,0.46024000,1446818353.80000000,683407174.15742200,744088
1615766400000,2021-03-15 00:00:00,XRP/USDT,0.43900000,0.44815000,0.42268000,0.43574000,531041051.90000000,232012451.40500000,302316
1615680000000,2021-03-14 00:00:00,XRP/USDT,0.45786000,0.46155000,0.43857000,0.43905000,415693265.60000000,186867219.54191300,226129
1615593600000,2021-03-13 00:00:00,XRP/USDT,0.43934000,0.46646000,0.43205000,0.45787000,547809975.20000000,246625018.86905900,310625
1615507200000,2021-03-12 00:00:00,XRP/USDT,0.45187000,0.46488000,0.42205000,0.43934000,665250842.70000000,296752184.50937700,351995
1615420800000,2021-03-11 00:00:00,XRP/USDT,0.46170000,0.46427000,0.44058000,0.45187000,535040848.20000000,242133628.16121300,322925
1615334400000,2021-03-10 00:00:00,XRP/USDT,0.48481000,0.48870000,0.45450000,0.46155000,597205849.70000000,279457487.97342600,366755
1615248000000,2021-03-09 00:00:00,XRP/USDT,0.47413000,0.48736000,0.47100000,0.48490000,495494329.00000000,237676409.03921800,325327
1615161600000,2021-03-08 00:00:00,XRP/USDT,0.46579000,0.48987000,0.45505000,0.47412000,680852595.90000000,321518987.20618100,394530
1615075200000,2021-03-07 00:00:00,XRP/USDT,0.46292000,0.46890000,0.45641000,0.46558000,325973214.90000000,151093370.73567400,224162
1614988800000,2021-03-06 00:00:00,XRP/USDT,0.45441000,0.47650000,0.44901000,0.46285000,365972027.50000000,168337881.57702500,248640
1614902400000,2021-03-05 00:00:00,XRP/USDT,0.48120000,0.48488000,0.44575000,0.45457000,751282004.70000000,344230596.12409300,410780
1614816000000,2021-03-04 00:00:00,XRP/USDT,0.44841000,0.49449000,0.43411000,0.48096000,1244989352.00000000,576276593.91122100,637627
1614729600000,2021-03-03 00:00:00,XRP/USDT,0.43572000,0.46869000,0.43011000,0.44846000,642007609.00000000,288542355.51911500,379740
1614643200000,2021-03-02 00:00:00,XRP/USDT,0.44537000,0.45532000,0.42159000,0.43570000,645438020.00000000,282458415.45780100,337346
1614556800000,2021-03-01 00:00:00,XRP/USDT,0.41570000,0.45400000,0.41207000,0.44537000,600649056.60000000,259430312.51653400,335546
1614470400000,2021-02-28 00:00:00,XRP/USDT,0.43586000,0.43876000,0.39268000,0.41565000,674797992.80000000,279171271.50278400,345699
1614384000000,2021-02-27 00:00:00,XRP/USDT,0.42794000,0.45945000,0.42681000,0.43589000,612147484.80000000,270371729.78069100,355828
1614297600000,2021-02-26 00:00:00,XRP/USDT,0.43599000,0.45067000,0.41111000,0.42788000,908467259.50000000,390947843.28635600,448351
1614211200000,2021-02-25 00:00:00,XRP/USDT,0.46864000,0.48233000,0.42440000,0.43601000,709823716.20000000,329847166.28757600,370667
1614124800000,2021-02-24 00:00:00,XRP/USDT,0.47580000,0.49999000,0.45120000,0.46860000,984714285.40000000,471927159.81668900,487884
1614038400000,2021-02-23 00:00:00,XRP/USDT,0.56637000,0.57172000,0.36500000,0.47579000,2563543339.60000000,1207887539.42589500,1340153
1613952000000,2021-02-22 00:00:00,XRP/USDT,0.54468000,0.65155000,0.51000000,0.56646000,3572076523.40000000,2066191522.76601400,1941274
1613865600000,2021-02-21 00:00:00,XRP/USDT,0.51150000,0.55858000,0.50311000,0.54468000,1017475385.10000000,542004027.41867500,640280
1613779200000,2021-02-20 00:00:00,XRP/USDT,0.56478000,0.58235000,0.47231000,0.51167000,1247480282.20000000,679894672.34116600,856977
1613692800000,2021-02-19 00:00:00,XRP/USDT,0.53217000,0.58195000,0.51310000,0.56465000,1130348604.30000000,621007938.39404100,669596
1613606400000,2021-02-18 00:00:00,XRP/USDT,0.53460000,0.55995000,0.51901000,0.53204000,761631484.10000000,410813120.46025800,466525
1613520000000,2021-02-17 00:00:00,XRP/USDT,0.51980000,0.55751000,0.49336000,0.53467000,908599648.50000000,483480822.98644500,600246
1613433600000,2021-02-16 00:00:00,XRP/USDT,0.54987000,0.58005000,0.48111000,0.51995000,1153641290.10000000,617505050.66578300,765036
1613347200000,2021-02-15 00:00:00,XRP/USDT,0.59217000,0.60430000,0.50891000,0.54976000,1222510382.90000000,682566427.15941800,821281
1613260800000,2021-02-14 00:00:00,XRP/USDT,0.63309000,0.63981000,0.56111000,0.59211000,1010016902.30000000,608849180.30359100,692670
1613174400000,2021-02-13 00:00:00,XRP/USDT,0.60900000,0.64244000,0.54306000,0.63309000,1595483419.30000000,966760308.90182400,1033470
1613088000000,2021-02-12 00:00:00,XRP/USDT,0.52824000,0.61922000,0.51871000,0.60900000,1672053608.30000000,956721161.37160500,1006475
1613001600000,2021-02-11 00:00:00,XRP/USDT,0.50422000,0.53545000,0.49982000,0.52806000,961402272.20000000,498922643.59183200,614509
1612915200000,2021-02-10 00:00:00,XRP/USDT,0.47637000,0.54224000,0.45000000,0.50429000,2024774430.60000000,1012450835.78128300,1219466
1612828800000,2021-02-09 00:00:00,XRP/USDT,0.45098000,0.49000000,0.44901000,0.47636000,1273716203.30000000,594781548.27888000,761674
1612742400000,2021-02-08 00:00:00,XRP/USDT,0.41848000,0.46920000,0.41250000,0.45099000,1149266957.30000000,505332982.46787800,674777
1612656000000,2021-02-07 00:00:00,XRP/USDT,0.44307000,0.45089000,0.39123000,0.41849000,1141620049.10000000,486363286.05907900,691245
1612569600000,2021-02-06 00:00:00,XRP/USDT,0.45195000,0.45688000,0.42000000,0.44307000,875771045.90000000,386022330.25440400,536826
1612483200000,2021-02-05 00:00:00,XRP/USDT,0.44535000,0.47222000,0.42410000,0.45219000,1545115910.30000000,688979088.77641300,869470
1612396800000,2021-02-04 00:00:00,XRP/USDT,0.39721000,0.48159000,0.37885000,0.44545000,2283530912.60000000,960323654.47175800,1148856
1612310400000,2021-02-03 00:00:00,XRP/USDT,0.37254000,0.41900000,0.37254000,0.39721000,1388316884.00000000,539893636.83490700,706054
1612224000000,2021-02-02 00:00:00,XRP/USDT,0.37123000,0.41123000,0.34010000,0.37254000,2091912007.80000000,784141246.92506400,1116661
1612137600000,2021-02-01 00:00:00,XRP/USDT,0.49516000,0.75500000,0.35928000,0.37106000,8608358082.60000000,4589983778.52575700,4196624
1612051200000,2021-01-31 00:00:00,XRP/USDT,0.44369000,0.51000000,0.38500000,0.49507000,4524657686.80000000,2080703862.12976800,2281850
1611964800000,2021-01-30 00:00:00,XRP/USDT,0.28290000,0.51780000,0.27800000,0.44372000,5872830448.00000000,2280599179.36687000,2525559
1611878400000,2021-01-29 00:00:00,XRP/USDT,0.26413000,0.31724000,0.25915000,0.28290000,1695844598.80000000,482447395.07353400,725747
1611792000000,2021-01-28 00:00:00,XRP/USDT,0.25058000,0.27000000,0.24699000,0.26407000,496218434.00000000,128796097.24627500,208762
1611705600000,2021-01-27 00:00:00,XRP/USDT,0.26837000,0.26871000,0.24388000,0.25039000,468085255.10000000,119454680.46966500,208679
1611619200000,2021-01-26 00:00:00,XRP/USDT,0.26751000,0.27095000,0.25800000,0.26834000,383692292.10000000,101956457.83243500,169463
1611532800000,2021-01-25 00:00:00,XRP/USDT,0.27335000,0.28500000,0.26679000,0.26757000,483145818.40000000,133188951.44869100,214800
1611446400000,2021-01-24 00:00:00,XRP/USDT,0.27169000,0.27798000,0.26804000,0.27339000,353391385.90000000,96574389.38794800,156175
1611360000000,2021-01-23 00:00:00,XRP/USDT,0.27216000,0.28356000,0.26545000,0.27167000,446546595.40000000,122131855.33153400,195769
1611273600000,2021-01-22 00:00:00,XRP/USDT,0.26786000,0.27826000,0.24021000,0.27217000,799861140.30000000,212058886.99997000,329446
1611187200000,2021-01-21 00:00:00,XRP/USDT,0.29553000,0.30797000,0.25992000,0.26802000,908284050.20000000,257641399.41868500,415134
1611100800000,2021-01-20 00:00:00,XRP/USDT,0.29395000,0.31184000,0.28000000,0.29539000,850365454.50000000,247845672.78546700,371408
1611014400000,2021-01-19 00:00:00,XRP/USDT,0.28529000,0.33000000,0.28396000,0.29396000,1267033309.60000000,385029745.38853000,497708
1610928000000,2021-01-18 00:00:00,XRP/USDT,0.27741000,0.28875000,0.27144000,0.28528000,536544377.10000000,151122037.34263000,242097
1610841600000,2021-01-17 00:00:00,XRP/USDT,0.27920000,0.28572000,0.26846000,0.27746000,543053977.80000000,150338386.63507500,231989
1610755200000,2021-01-16 00:00:00,XRP/USDT,0.27987000,0.29666000,0.27503000,0.27924000,749907244.40000000,213356467.69899800,316456
1610668800000,2021-01-15 00:00:00,XRP/USDT,0.29648000,0.30337000,0.26100000,0.27991000,844991903.50000000,240600936.03038800,364353
1610582400000,2021-01-14 00:00:00,XRP/USDT,0.30570000,0.30900000,0.28334000,0.29642000,887903603.50000000,262513956.21671000,386477
1610496000000,2021-01-13 00:00:00,XRP/USDT,0.29241000,0.31000000,0.28480000,0.30582000,764981853.90000000,227883371.96558300,377195
1610409600000,2021-01-12 00:00:00,XRP/USDT,0.28742000,0.31003000,0.27743000,0.29254000,1100343591.00000000,323719332.68838100,500738
1610323200000,2021-01-11 00:00:00,XRP/USDT,0.31487000,0.31627000,0.25343000,0.28743000,1963655151.80000000,549762215.52220300,873816
1610236800000,2021-01-10 00:00:00,XRP/USDT,0.32419000,0.36800000,0.28708000,0.31491000,1717325406.40000000,567099789.19481500,795387
1610150400000,2021-01-09 00:00:00,XRP/USDT,0.32049000,0.33950000,0.30523000,0.32419000,1177910308.90000000,378279817.30675900,536896
1610064000000,2021-01-08 00:00:00,XRP/USDT,0.32389000,0.34670000,0.28487000,0.32032000,2029015562.50000000,642118744.30782600,892278
1609977600000,2021-01-07 00:00:00,XRP/USDT,0.24856000,0.37000000,0.24530000,0.32389000,3863585524.30000000,1218860817.91237800,1803983
1609891200000,2021-01-06 00:00:00,XRP/USDT,0.22577000,0.27450000,0.22139000,0.24854000,1776262975.40000000,429156673.64999200,702825
1609804800000,2021-01-05 00:00:00,XRP/USDT,0.23568000,0.24269000,0.21774000,0.22573000,1184439077.10000000,271653748.91271100,453045
1609718400000,2021-01-04 00:00:00,XRP/USDT,0.22540000,0.26091000,0.21800000,0.23565000,1518296110.40000000,355687350.48036100,641712
1609632000000,2021-01-03 00:00:00,XRP/USDT,0.22064000,0.23852000,0.21500000,0.22540000,1178158964.40000000,263559996.33446400,476694
1609545600000,2021-01-02 00:00:00,XRP/USDT,0.23740000,0.23823000,0.21084000,0.22064000,1134029208.30000000,256890338.07794800,457387
1609459200000,2021-01-01 00:00:00,XRP/USDT,0.21953000,0.25000000,0.21600000,0.23746000,1490489727.40000000,351730366.62146100,652631
1609372800000,2020-12-31 00:00:00,XRP/USDT,0.21133000,0.22949000,0.20521000,0.21959000,1391876889.90000000,302605100.00284400,570174
1609286400000,2020-12-30 00:00:00,XRP/USDT,0.22142000,0.23665000,0.19186000,0.21138000,2578637039.10000000,545797740.25957500,1059155
1609200000000,2020-12-29 00:00:00,XRP/USDT,0.24832000,0.25167000,0.17351000,0.22142000,4215576309.20000000,912641375.41648300,1735386
1609113600000,2020-12-28 00:00:00,XRP/USDT,0.28401000,0.31000000,0.23410000,0.24845000,1547274302.20000000,427264401.08771700,654614
1609027200000,2020-12-27 00:00:00,XRP/USDT,0.29484000,0.31200000,0.26600000,0.28407000,1453625832.00000000,422815733.67888900,675084
1608940800000,2020-12-26 00:00:00,XRP/USDT,0.31790000,0.32723000,0.28303000,0.29481000,1685723998.70000000,514901209.79865000,796952
1608854400000,2020-12-25 00:00:00,XRP/USDT,0.33865000,0.38550000,0.27970000,0.31768000,3342216004.00000000,1115617187.97013300,1552013
1608768000000,2020-12-24 00:00:00,XRP/USDT,0.26050000,0.37780000,0.24003000,0.33863000,3822010234.70000000,1078318896.96961900,1645761
1608681600000,2020-12-23 00:00:00,XRP/USDT,0.44636000,0.44842000,0.21164000,0.26050000,4553848887.40000000,1486807317.12006200,2197549
1608595200000,2020-12-22 00:00:00,XRP/USDT,0.51469000,0.52213000,0.40215000,0.44642000,1509931701.20000000,702363072.80737300,930642
1608508800000,2020-12-21 00:00:00,XRP/USDT,0.55576000,0.56935000,0.49825000,0.51445000,593235772.10000000,317815563.94148600,382588
1608422400000,2020-12-20 00:00:00,XRP/USDT,0.57692000,0.58658000,0.52870000,0.55586000,544352722.10000000,310455066.21607100,372634
1608336000000,2020-12-19 00:00:00,XRP/USDT,0.58335000,0.60377000,0.56588000,0.57666000,614731783.60000000,358870636.70604100,412482
1608249600000,2020-12-18 00:00:00,XRP/USDT,0.57685000,0.61346000,0.55101000,0.58337000,970255895.50000000,562936094.72690100,691560
1608163200000,2020-12-17 00:00:00,XRP/USDT,0.56938000,0.65852000,0.53580000,0.57690000,1801379927.60000000,1061411734.89564400,1218958
1608076800000,2020-12-16 00:00:00,XRP/USDT,0.46793000,0.57477000,0.43722000,0.56941000,1249912571.20000000,618850157.50406300,783100
1607990400000,2020-12-15 00:00:00,XRP/USDT,0.49737000,0.50715000,0.46433000,0.46793000,514053464.10000000,247959761.42708700,346976
1607904000000,2020-12-14 00:00:00,XRP/USDT,0.51366000,0.51852000,0.48901000,0.49740000,375701995.00000000,188157111.95096600,273936
1607817600000,2020-12-13 00:00:00,XRP/USDT,0.50658000,0.52780000,0.48550000,0.51365000,602985171.90000000,307920815.12882100,400328
1607731200000,2020-12-12 00:00:00,XRP/USDT,0.54847000,0.55102000,0.48521000,0.50658000,997933196.60000000,515199855.29253100,800722
1607644800000,2020-12-11 00:00:00,XRP/USDT,0.57267000,0.58697000,0.52594000,0.54945000,952325951.70000000,529070040.37701700,631463
1607558400000,2020-12-10 00:00:00,XRP/USDT,0.58284000,0.58848000,0.55318000,0.57267000,558676539.10000000,319869975.20634100,481857
1607472000000,2020-12-09 00:00:00,XRP/USDT,0.55897000,0.60544000,0.50383000,0.58265000,927273510.30000000,510964260.48307100,670626
1607385600000,2020-12-08 00:00:00,XRP/USDT,0.60822000,0.61048000,0.55000000,0.55890000,500942717.00000000,293197052.25661100,396399
