unix,date,symbol,open,high,low,close,Volume UNI,Volume USDT,tradecount
1641168000000,2022-01-03 00:00:00,UNI/USDT,18.39000000,19.18000000,17.84000000,18.46000000,2377836.01000000,44064914.45380000,127860
1641081600000,2022-01-02 00:00:00,UNI/USDT,17.48000000,18.50000000,17.04000000,18.40000000,1239824.76000000,21904556.02600000,75655
1640995200000,2022-01-01 00:00:00,UNI/USDT,17.01000000,17.57000000,16.79000000,17.48000000,1236062.74000000,21240028.56650000,62820
1640908800000,2021-12-31 00:00:00,UNI/USDT,17.80000000,18.65000000,16.77000000,17.00000000,2203063.81000000,39591873.72100000,122756
1640822400000,2021-12-30 00:00:00,UNI/USDT,17.12000000,17.91000000,16.71000000,17.80000000,1609634.43000000,27851540.63340000,86583
1640736000000,2021-12-29 00:00:00,UNI/USDT,18.40000000,19.50000000,16.87000000,17.13000000,3638665.39000000,67282289.63400000,174632
1640649600000,2021-12-28 00:00:00,UNI/USDT,19.13000000,19.92000000,17.72000000,18.39000000,4013857.20000000,74420059.96430000,211790
1640563200000,2021-12-27 00:00:00,UNI/USDT,18.65000000,20.07000000,18.53000000,19.12000000,2679326.94000000,51801075.55400000,172795
1640476800000,2021-12-26 00:00:00,UNI/USDT,17.47000000,18.79000000,16.71000000,18.66000000,1838091.86000000,32351244.17320000,126436
1640390400000,2021-12-25 00:00:00,UNI/USDT,17.51000000,17.84000000,17.07000000,17.46000000,1217142.43000000,21264465.17900000,62952
1640304000000,2021-12-24 00:00:00,UNI/USDT,18.18000000,18.29000000,17.23000000,17.49000000,2296234.01000000,40939896.84480000,128084
1640217600000,2021-12-23 00:00:00,UNI/USDT,16.22000000,18.26000000,15.92000000,18.17000000,4136178.14000000,70511842.55920000,215392
1640131200000,2021-12-22 00:00:00,UNI/USDT,15.05000000,18.00000000,14.96000000,16.23000000,2472751.55000000,38622587.86920000,132651
1640044800000,2021-12-21 00:00:00,UNI/USDT,14.51000000,15.10000000,14.31000000,15.05000000,1098347.03000000,16250791.29620000,54243
1639958400000,2021-12-20 00:00:00,UNI/USDT,14.96000000,15.17000000,13.96000000,14.51000000,1821301.19000000,26319450.13630000,81528
1639872000000,2021-12-19 00:00:00,UNI/USDT,15.57000000,15.97000000,14.83000000,14.97000000,1589950.01000000,24374674.04970000,69181
1639785600000,2021-12-18 00:00:00,UNI/USDT,14.97000000,16.10000000,14.67000000,15.56000000,2701601.97000000,41690120.07170000,117093
1639699200000,2021-12-17 00:00:00,UNI/USDT,14.41000000,15.10000000,13.67000000,14.97000000,1789860.25000000,25718173.71920000,83730
1639612800000,2021-12-16 00:00:00,UNI/USDT,15.19000000,15.37000000,14.34000000,14.42000000,2163655.41000000,32383612.33450000,79856
1639526400000,2021-12-15 00:00:00,UNI/USDT,14.98000000,15.52000000,14.15000000,15.19000000,2194474.09000000,32849047.01540000,91824
1639440000000,2021-12-14 00:00:00,UNI/USDT,14.16000000,15.08000000,13.91000000,15.00000000,1352106.29000000,19550018.72330000,65865
1639353600000,2021-12-13 00:00:00,UNI/USDT,16.00000000,16.09000000,13.76000000,14.16000000,1984501.11000000,29376105.48500000,86970
1639267200000,2021-12-12 00:00:00,UNI/USDT,15.90000000,16.19000000,15.27000000,16.00000000,991330.38000000,15667493.14510000,45393
1639180800000,2021-12-11 00:00:00,UNI/USDT,15.14000000,16.74000000,14.94000000,15.90000000,1949767.09000000,31052432.80310000,84684
1639094400000,2021-12-10 00:00:00,UNI/USDT,16.17000000,16.53000000,15.09000000,15.15000000,2357332.34000000,37374061.44700000,91483
1639008000000,2021-12-09 00:00:00,UNI/USDT,18.73000000,18.77000000,16.11000000,16.17000000,2103223.72000000,36150956.06990000,97985
1638921600000,2021-12-08 00:00:00,UNI/USDT,17.15000000,18.75000000,16.96000000,18.73000000,2080951.57000000,37117659.96430000,122521
1638835200000,2021-12-07 00:00:00,UNI/USDT,17.30000000,17.66000000,16.92000000,17.14000000,1715523.25000000,29585894.22800000,75640
1638748800000,2021-12-06 00:00:00,UNI/USDT,16.54000000,17.50000000,15.17000000,17.30000000,2275551.62000000,36815379.35630000,115439
1638662400000,2021-12-05 00:00:00,UNI/USDT,17.18000000,17.48000000,15.88000000,16.53000000,2258446.65000000,37661371.25300000,97341
1638576000000,2021-12-04 00:00:00,UNI/USDT,19.95000000,20.03000000,13.18000000,17.19000000,7587852.10500000,124681083.42143400,326772
1638489600000,2021-12-03 00:00:00,UNI/USDT,22.41000000,23.03000000,19.26000000,19.96000000,2887521.15000000,61797410.82060000,195960
1638403200000,2021-12-02 00:00:00,UNI/USDT,20.95000000,23.05000000,20.51000000,22.44000000,4262256.77000000,94675961.77550000,307183
1638316800000,2021-12-01 00:00:00,UNI/USDT,21.25000000,22.30000000,20.77000000,20.95000000,1865023.70000000,40565836.86220000,160965
1638230400000,2021-11-30 00:00:00,UNI/USDT,20.26000000,21.48000000,19.55000000,21.25000000,1697883.41000000,35097353.45690000,142548
1638144000000,2021-11-29 00:00:00,UNI/USDT,20.12000000,20.48000000,19.60000000,20.26000000,1139685.58000000,22871960.57740000,69388
1638057600000,2021-11-28 00:00:00,UNI/USDT,19.49000000,20.26000000,18.47000000,20.12000000,1453479.11000000,27958906.04700000,89408
1637971200000,2021-11-27 00:00:00,UNI/USDT,19.25000000,20.16000000,19.22000000,19.49000000,837834.92000000,16534273.51290000,63144
1637884800000,2021-11-26 00:00:00,UNI/USDT,21.40000000,21.45000000,18.71000000,19.27000000,1957267.01000000,38380095.38900000,133749
1637798400000,2021-11-25 00:00:00,UNI/USDT,20.80000000,21.65000000,20.57000000,21.39000000,1388461.25000000,29341703.80050000,88210
1637712000000,2021-11-24 00:00:00,UNI/USDT,22.21000000,22.31000000,20.53000000,20.80000000,1368958.45000000,29208907.50920000,100646
1637625600000,2021-11-23 00:00:00,UNI/USDT,20.96000000,22.34000000,20.76000000,22.20000000,1361092.98000000,29359585.59490000,115039
1637539200000,2021-11-22 00:00:00,UNI/USDT,21.62000000,22.31000000,20.72000000,20.95000000,1865975.43000000,40036679.99500000,146707
1637452800000,2021-11-21 00:00:00,UNI/USDT,22.03000000,22.17000000,21.38000000,21.62000000,896799.46000000,19509170.81530000,76086
1637366400000,2021-11-20 00:00:00,UNI/USDT,21.20000000,22.03000000,20.92000000,22.02000000,1230995.19000000,26336671.98740000,99399
1637280000000,2021-11-19 00:00:00,UNI/USDT,20.09000000,21.31000000,19.77000000,21.20000000,1248029.43000000,25785521.38370000,77075
1637193600000,2021-11-18 00:00:00,UNI/USDT,21.86000000,22.25000000,19.57000000,20.09000000,2178936.56000000,45478382.95190000,134144
1637107200000,2021-11-17 00:00:00,UNI/USDT,21.69000000,21.95000000,21.04000000,21.88000000,1684296.15000000,36381208.71670000,113369
1637020800000,2021-11-16 00:00:00,UNI/USDT,24.00000000,24.00000000,20.34000000,21.68000000,4692657.90000000,103447119.69460000,289089
1636934400000,2021-11-15 00:00:00,UNI/USDT,24.57000000,25.90000000,23.73000000,24.00000000,1959952.97000000,48028356.98070000,126015
1636848000000,2021-11-14 00:00:00,UNI/USDT,24.66000000,25.02000000,24.01000000,24.57000000,939318.21000000,23050331.31690000,81814
1636761600000,2021-11-13 00:00:00,UNI/USDT,24.57000000,24.82000000,24.16000000,24.65000000,953384.07000000,23359783.05610000,64254
1636675200000,2021-11-12 00:00:00,UNI/USDT,25.38000000,25.70000000,23.89000000,24.56000000,1826909.10000000,45070914.18450000,149780
1636588800000,2021-11-11 00:00:00,UNI/USDT,25.26000000,26.12000000,24.90000000,25.38000000,1891206.97000000,48233400.42740000,140665
1636502400000,2021-11-10 00:00:00,UNI/USDT,26.37000000,28.48000000,24.02000000,25.26000000,5766191.73000000,153207849.43490000,510138
1636416000000,2021-11-09 00:00:00,UNI/USDT,26.25000000,27.80000000,25.82000000,26.36000000,3830667.58000000,102871430.73930000,475812
1636329600000,2021-11-08 00:00:00,UNI/USDT,25.33000000,26.40000000,25.21000000,26.25000000,2478790.13000000,63908065.82520000,204218
1636243200000,2021-11-07 00:00:00,UNI/USDT,25.16000000,25.50000000,24.96000000,25.33000000,1003251.62000000,25316623.19660000,66487
1636156800000,2021-11-06 00:00:00,UNI/USDT,25.58000000,25.79000000,24.41000000,25.16000000,1363847.43000000,34231079.59200000,109842
1636070400000,2021-11-05 00:00:00,UNI/USDT,25.72000000,26.12000000,25.26000000,25.57000000,2024809.25000000,51862202.28580000,149322
1635984000000,2021-11-04 00:00:00,UNI/USDT,26.89000000,27.46000000,25.24000000,25.73000000,2787074.81000000,73705671.35540000,245346
1635897600000,2021-11-03 00:00:00,UNI/USDT,26.17000000,27.07000000,25.34000000,26.89000000,2814244.55000000,74260665.67070000,304221
1635811200000,2021-11-02 00:00:00,UNI/USDT,25.61000000,26.31000000,25.14000000,26.18000000,1527314.85000000,39213794.47650000,132600
1635724800000,2021-11-01 00:00:00,UNI/USDT,24.99000000,26.46000000,24.13000000,25.62000000,2194938.19000000,55895647.26590000,220576
1635638400000,2021-10-31 00:00:00,UNI/USDT,24.91000000,25.28000000,23.99000000,24.98000000,1219438.80000000,30136370.59520000,92536
1635552000000,2021-10-30 00:00:00,UNI/USDT,25.54000000,25.60000000,24.40000000,24.91000000,1127205.87000000,28100750.02650000,73067
1635465600000,2021-10-29 00:00:00,UNI/USDT,24.90000000,25.81000000,24.66000000,25.53000000,1606744.24000000,40777371.71330000,115358
1635379200000,2021-10-28 00:00:00,UNI/USDT,24.16000000,25.37000000,23.91000000,24.89000000,2600717.48000000,64409664.68440000,133343
1635292800000,2021-10-27 00:00:00,UNI/USDT,26.57000000,28.31000000,23.50000000,24.17000000,4583819.91000000,117728414.40730000,332670
1635206400000,2021-10-26 00:00:00,UNI/USDT,26.75000000,28.30000000,26.09000000,26.55000000,3639235.64000000,99661133.93490000,331982
1635120000000,2021-10-25 00:00:00,UNI/USDT,25.78000000,26.76000000,25.69000000,26.75000000,1270995.28000000,33524811.69880000,83593
1635033600000,2021-10-24 00:00:00,UNI/USDT,26.85000000,27.25000000,25.35000000,25.79000000,1501331.61000000,39509306.13530000,125267
1634947200000,2021-10-23 00:00:00,UNI/USDT,25.63000000,26.89000000,25.26000000,26.84000000,1344506.76000000,35092673.71020000,96247
1634860800000,2021-10-22 00:00:00,UNI/USDT,26.10000000,26.86000000,25.33000000,25.63000000,1449568.95000000,37939275.94080000,92494
1634774400000,2021-10-21 00:00:00,UNI/USDT,27.12000000,27.76000000,25.72000000,26.11000000,2192307.21000000,58967662.72710000,204120
1634688000000,2021-10-20 00:00:00,UNI/USDT,26.03000000,27.14000000,25.50000000,27.12000000,1831462.00000000,48282227.33690000,124579
1634601600000,2021-10-19 00:00:00,UNI/USDT,25.64000000,26.31000000,25.23000000,26.02000000,1374496.50000000,35500644.78980000,82235
1634515200000,2021-10-18 00:00:00,UNI/USDT,25.92000000,26.24000000,24.85000000,25.64000000,1466133.78000000,37548532.03210000,89410
1634428800000,2021-10-17 00:00:00,UNI/USDT,27.06000000,27.14000000,25.00000000,25.91000000,2293362.81000000,60426337.09070000,136962
1634342400000,2021-10-16 00:00:00,UNI/USDT,25.88000000,27.99000000,25.73000000,27.06000000,3331454.33000000,90113178.66690000,268083
1634256000000,2021-10-15 00:00:00,UNI/USDT,26.44000000,26.86000000,25.34000000,25.90000000,3090078.11000000,80523847.31590000,230787
1634169600000,2021-10-14 00:00:00,UNI/USDT,24.70000000,27.00000000,24.52000000,26.43000000,3397885.31000000,86591391.19370000,263785
1634083200000,2021-10-13 00:00:00,UNI/USDT,23.47000000,25.80000000,23.13000000,24.68000000,5582615.30000000,136558699.60050000,276145
1633996800000,2021-10-12 00:00:00,UNI/USDT,24.16000000,24.18000000,22.30000000,23.46000000,1765179.48000000,40777285.54400000,93576
1633910400000,2021-10-11 00:00:00,UNI/USDT,24.15000000,25.13000000,23.50000000,24.16000000,1704951.76000000,41640220.62670000,88635
1633824000000,2021-10-10 00:00:00,UNI/USDT,25.15000000,26.00000000,24.08000000,24.17000000,2048362.62000000,51667894.71190000,143263
1633737600000,2021-10-09 00:00:00,UNI/USDT,24.77000000,25.95000000,24.53000000,25.12000000,1342879.99000000,33908555.28060000,81144
1633651200000,2021-10-08 00:00:00,UNI/USDT,25.53000000,26.10000000,24.62000000,24.76000000,1906592.17000000,48375358.95880000,124216
1633564800000,2021-10-07 00:00:00,UNI/USDT,25.24000000,26.30000000,24.44000000,25.52000000,2190026.23000000,55745386.40520000,150919
1633478400000,2021-10-06 00:00:00,UNI/USDT,25.64000000,26.04000000,23.79000000,25.25000000,2400309.01000000,60160381.84750000,148646
1633392000000,2021-10-05 00:00:00,UNI/USDT,25.33000000,25.90000000,24.56000000,25.64000000,2093873.68000000,52864441.96620000,107183
1633305600000,2021-10-04 00:00:00,UNI/USDT,26.01000000,26.02000000,24.22000000,25.34000000,2515850.29000000,63473285.22370000,139225
1633219200000,2021-10-03 00:00:00,UNI/USDT,26.14000000,26.61000000,25.61000000,26.00000000,2177236.06000000,56913249.37230000,117139
1633132800000,2021-10-02 00:00:00,UNI/USDT,25.63000000,27.23000000,25.35000000,26.15000000,3780085.00000000,99084206.24540000,280822
1633046400000,2021-10-01 00:00:00,UNI/USDT,23.53000000,25.85000000,23.48000000,25.64000000,4261740.78000000,105948093.09140000,242203
1632960000000,2021-09-30 00:00:00,UNI/USDT,23.01000000,23.96000000,22.62000000,23.53000000,3025569.37000000,70305210.36620000,124055
1632873600000,2021-09-29 00:00:00,UNI/USDT,23.07000000,24.28000000,22.31000000,23.01000000,4862691.46000000,114319637.25110000,185597
1632787200000,2021-09-28 00:00:00,UNI/USDT,22.39000000,25.00000000,22.15000000,23.07000000,8626875.10000000,204874575.56440000,347176
1632700800000,2021-09-27 00:00:00,UNI/USDT,24.04000000,26.03000000,22.26000000,22.38000000,8594553.61000000,208907954.95020000,357590
1632614400000,2021-09-26 00:00:00,UNI/USDT,19.47000000,24.76000000,17.73000000,24.04000000,12451857.69600000,275604916.06413700,480417
1632528000000,2021-09-25 00:00:00,UNI/USDT,19.65000000,20.10000000,18.94000000,19.47000000,1934554.35000000,37700783.25580000,80191
1632441600000,2021-09-24 00:00:00,UNI/USDT,21.50000000,21.63000000,18.17000000,19.65000000,3288006.94900000,64440120.90970700,135188
1632355200000,2021-09-23 00:00:00,UNI/USDT,21.62000000,21.84000000,20.88000000,21.50000000,1648480.95000000,35228822.70700000,72976
1632268800000,2021-09-22 00:00:00,UNI/USDT,19.07000000,21.66000000,18.85000000,21.62000000,2854102.75000000,57981172.80870000,113438
1632182400000,2021-09-21 00:00:00,UNI/USDT,20.89000000,21.64000000,18.33000000,19.06000000,3710637.73600000,75191179.34027400,155234
1632096000000,2021-09-20 00:00:00,UNI/USDT,23.89000000,23.99000000,20.38000000,20.90000000,3352033.83900000,73465662.28323800,164519
1632009600000,2021-09-19 00:00:00,UNI/USDT,24.53000000,24.65000000,23.50000000,23.87000000,1100345.52000000,26465579.55090000,54574
1631923200000,2021-09-18 00:00:00,UNI/USDT,24.33000000,25.22000000,23.93000000,24.54000000,1340393.94000000,33006005.11800000,65627
1631836800000,2021-09-17 00:00:00,UNI/USDT,26.24000000,26.40000000,24.00000000,24.32000000,2953068.27000000,74209800.16320000,138720
1631750400000,2021-09-16 00:00:00,UNI/USDT,27.48000000,27.62000000,25.22000000,26.23000000,3604414.07000000,96271425.98670000,230433
1631664000000,2021-09-15 00:00:00,UNI/USDT,25.67000000,27.47000000,24.69000000,27.47000000,3780994.68000000,97542653.75267000,235765
1631577600000,2021-09-14 00:00:00,UNI/USDT,22.66000000,25.93000000,22.47000000,25.68000000,3503337.11000000,85060228.94030000,197225
1631491200000,2021-09-13 00:00:00,UNI/USDT,23.74000000,24.05000000,21.37000000,22.66000000,2501947.16000000,56182689.51390000,128878
1631404800000,2021-09-12 00:00:00,UNI/USDT,22.73000000,24.28000000,22.16000000,23.74000000,2233078.66000000,52339672.00310000,117408
1631318400000,2021-09-11 00:00:00,UNI/USDT,22.30000000,23.91000000,22.23000000,22.73000000,1530804.49000000,35310652.50470000,85669
1631232000000,2021-09-10 00:00:00,UNI/USDT,23.31000000,24.26000000,21.40000000,22.31000000,2591885.65000000,58877858.81160000,132028
1631145600000,2021-09-09 00:00:00,UNI/USDT,23.15000000,24.73000000,22.71000000,23.32000000,3345222.86000000,79503441.37600000,166431
1631059200000,2021-09-08 00:00:00,UNI/USDT,24.34000000,24.98000000,21.35000000,23.15000000,4662434.29000000,108625850.66190000,185444
1630972800000,2021-09-07 00:00:00,UNI/USDT,28.84000000,29.33000000,21.00000000,24.32000000,8621704.91800000,219052741.42012100,431572
1630886400000,2021-09-06 00:00:00,UNI/USDT,29.35000000,30.30000000,28.11000000,28.84000000,3797456.43000000,112316486.24300000,224853
1630800000000,2021-09-05 00:00:00,UNI/USDT,28.57000000,29.50000000,28.25000000,29.37000000,1844290.25000000,53567072.49520000,104364
1630713600000,2021-09-04 00:00:00,UNI/USDT,28.66000000,29.48000000,28.20000000,28.56000000,2175242.40000000,62767214.61970000,124591
1630627200000,2021-09-03 00:00:00,UNI/USDT,29.93000000,31.21000000,28.31000000,28.65000000,6213970.64000000,183030277.99940000,326292
1630540800000,2021-09-02 00:00:00,UNI/USDT,31.33000000,31.41000000,29.48000000,29.93000000,2046183.92500000,62079687.44794700,121880
1630454400000,2021-09-01 00:00:00,UNI/USDT,29.37000000,31.38500000,28.69000000,31.35000000,4806428.84500000,144582720.70706800,291447
1630368000000,2021-08-31 00:00:00,UNI/USDT,26.84000000,29.79000000,26.15000000,29.38000000,4325565.56500000,122829844.30091900,341819
1630281600000,2021-08-30 00:00:00,UNI/USDT,26.80000000,28.22000000,25.55000000,26.84000000,2436669.41700000,65633741.08754700,198822
1630195200000,2021-08-29 00:00:00,UNI/USDT,26.84000000,27.67000000,26.15000000,26.78000000,1549825.92600000,41515733.31036900,108468
1630108800000,2021-08-28 00:00:00,UNI/USDT,27.43000000,27.60000000,26.62000000,26.81000000,1118897.77600000,30279896.74882700,65378
1630022400000,2021-08-27 00:00:00,UNI/USDT,25.52000000,27.47800000,25.02000000,27.41000000,1901520.92100000,50050723.91551000,121785
1629936000000,2021-08-26 00:00:00,UNI/USDT,27.05200000,27.66900000,25.02000000,25.51000000,1862336.27900000,48568087.12975800,127968
1629849600000,2021-08-25 00:00:00,UNI/USDT,26.61400000,27.45500000,25.68000000,27.06400000,1871023.84700000,49875233.60400200,146526
1629763200000,2021-08-24 00:00:00,UNI/USDT,28.79000000,29.23600000,26.50000000,26.60900000,2151595.88400000,60211179.35203200,163247
1629676800000,2021-08-23 00:00:00,UNI/USDT,28.40000000,29.62700000,28.36300000,28.80000000,2289290.62800000,66535736.54656800,176059
1629590400000,2021-08-22 00:00:00,UNI/USDT,28.22900000,29.20000000,27.11300000,28.40000000,1948915.56000000,55070419.94358600,152263
1629504000000,2021-08-21 00:00:00,UNI/USDT,28.88700000,29.72400000,28.17500000,28.23700000,2358606.71200000,68424030.59692200,190399
1629417600000,2021-08-20 00:00:00,UNI/USDT,27.95900000,29.23300000,27.51400000,28.88600000,2616101.38300000,74049778.58480200,207138
1629331200000,2021-08-19 00:00:00,UNI/USDT,26.31900000,27.99000000,25.30600000,27.96200000,2838095.20700000,74933808.45451700,197740
1629244800000,2021-08-18 00:00:00,UNI/USDT,26.40400000,27.35000000,25.37000000,26.31300000,3781661.92900000,100016322.27569500,232635
1629158400000,2021-08-17 00:00:00,UNI/USDT,29.07200000,30.80900000,25.88200000,26.41600000,3570773.10700000,102606260.23861200,291840
1629072000000,2021-08-16 00:00:00,UNI/USDT,30.23900000,31.25700000,28.99200000,29.07200000,2815461.95600000,85366163.50892300,265817
1628985600000,2021-08-15 00:00:00,UNI/USDT,30.11300000,30.45600000,28.28000000,30.23900000,2278033.94900000,66632437.93046500,181762
1628899200000,2021-08-14 00:00:00,UNI/USDT,30.51400000,30.65000000,28.67600000,30.11000000,2362628.66300000,70218518.68169300,186810
1628812800000,2021-08-13 00:00:00,UNI/USDT,28.09200000,30.61700000,27.84500000,30.50700000,2444678.04300000,72278636.49829500,207984
1628726400000,2021-08-12 00:00:00,UNI/USDT,28.93800000,29.89800000,26.86100000,28.08700000,2795747.68800000,79133507.56527700,193340
1628640000000,2021-08-11 00:00:00,UNI/USDT,28.75600000,30.42600000,28.72500000,28.95000000,2863582.29000000,85233683.42566900,207648
1628553600000,2021-08-10 00:00:00,UNI/USDT,28.35100000,30.21200000,28.16500000,28.75500000,3851371.43200000,112221200.06574500,278466
1628467200000,2021-08-09 00:00:00,UNI/USDT,26.69700000,28.78000000,25.37800000,28.35200000,2965035.96100000,81182554.77421700,231833
1628380800000,2021-08-08 00:00:00,UNI/USDT,28.30200000,28.70300000,25.94900000,26.72200000,2475928.85600000,67936100.54938600,190894
1628294400000,2021-08-07 00:00:00,UNI/USDT,26.17800000,29.00000000,25.80000000,28.30000000,4007794.40600000,110553962.05747300,303993
1628208000000,2021-08-06 00:00:00,UNI/USDT,25.43100000,27.00500000,24.53600000,26.17800000,2830769.77200000,72247545.71691100,232862
1628121600000,2021-08-05 00:00:00,UNI/USDT,23.53000000,25.57900000,22.05700000,25.44000000,3892635.14600000,93335710.34191100,310596
1628035200000,2021-08-04 00:00:00,UNI/USDT,21.33900000,23.73100000,20.76700000,23.53600000,2980641.04400000,66038338.25853400,215549
1627948800000,2021-08-03 00:00:00,UNI/USDT,22.38200000,22.74000000,20.62400000,21.32600000,3057063.71100000,65357381.54092900,154511
1627862400000,2021-08-02 00:00:00,UNI/USDT,21.97600000,23.09900000,21.39100000,22.38200000,2704014.13200000,60322652.67766000,180963
1627776000000,2021-08-01 00:00:00,UNI/USDT,21.76400000,23.22000000,21.54600000,21.97900000,3359665.10900000,75116096.35509300,293472
1627689600000,2021-07-31 00:00:00,UNI/USDT,20.91900000,21.95400000,20.67200000,21.76700000,2671808.16200000,56751771.63897300,166035
1627603200000,2021-07-30 00:00:00,UNI/USDT,19.57600000,21.06400000,19.34000000,20.91700000,3593897.69200000,72457272.20224500,230676
1627516800000,2021-07-29 00:00:00,UNI/USDT,19.06100000,19.80800000,18.57100000,19.58000000,1868109.67800000,35852240.15613900,109435
1627430400000,2021-07-28 00:00:00,UNI/USDT,18.89000000,19.46700000,18.52000000,19.06500000,2170430.67700000,41278307.96483100,123199
1627344000000,2021-07-27 00:00:00,UNI/USDT,18.52500000,19.24500000,17.67000000,18.88700000,2480974.86000000,45699358.57608800,123569
1627257600000,2021-07-26 00:00:00,UNI/USDT,18.27300000,20.31900000,18.17400000,18.52700000,4348247.68300000,84704968.38516900,251027
1627171200000,2021-07-25 00:00:00,UNI/USDT,18.24300000,18.44600000,17.24200000,18.28500000,1820324.29700000,32564789.57738500,86830
1627084800000,2021-07-24 00:00:00,UNI/USDT,18.60000000,18.94100000,18.03100000,18.23900000,2296503.76400000,42433285.77823700,99328
1626998400000,2021-07-23 00:00:00,UNI/USDT,17.57200000,18.69200000,16.93300000,18.60300000,2570278.49700000,45426435.66234600,127285
1626912000000,2021-07-22 00:00:00,UNI/USDT,16.72700000,17.61700000,16.06600000,17.57900000,2957017.84300000,49877976.97331500,112762
1626825600000,2021-07-21 00:00:00,UNI/USDT,14.56900000,16.87600000,14.01300000,16.72700000,3689271.23800000,58039269.91119000,148856
1626739200000,2021-07-20 00:00:00,UNI/USDT,15.73500000,15.97000000,14.39400000,14.55400000,3276914.07800000,48688307.34916200,116587
1626652800000,2021-07-19 00:00:00,UNI/USDT,16.31100000,16.79100000,15.39800000,15.74200000,3004534.03700000,47904869.21268000,101630
1626566400000,2021-07-18 00:00:00,UNI/USDT,16.11200000,17.16800000,16.02400000,16.30500000,2646507.71200000,43953573.61864300,93847
1626480000000,2021-07-17 00:00:00,UNI/USDT,16.35300000,16.74400000,15.92800000,16.09800000,2244463.83800000,36533762.60096500,93853
1626393600000,2021-07-16 00:00:00,UNI/USDT,17.07000000,17.60000000,15.91800000,16.33700000,2512504.07200000,41891962.52905800,105994
1626307200000,2021-07-15 00:00:00,UNI/USDT,17.88900000,18.38900000,16.79700000,17.06800000,3278504.78900000,57226370.72846000,129649
1626220800000,2021-07-14 00:00:00,UNI/USDT,18.46100000,18.54200000,16.72100000,17.88500000,4782786.98400000,83888631.65357900,201236
1626134400000,2021-07-13 00:00:00,UNI/USDT,19.53100000,19.73800000,18.17200000,18.47000000,2357239.52800000,44763046.58109900,114072
1626048000000,2021-07-12 00:00:00,UNI/USDT,20.70000000,21.45000000,19.20500000,19.52800000,1844838.18700000,37641736.68140500,101780
1625961600000,2021-07-11 00:00:00,UNI/USDT,20.24500000,20.94700000,19.98000000,20.70000000,1315491.27200000,26892854.60260700,61637
1625875200000,2021-07-10 00:00:00,UNI/USDT,20.97800000,21.51500000,19.95000000,20.24400000,1405443.51900000,28856929.42597200,68578
1625788800000,2021-07-09 00:00:00,UNI/USDT,20.34200000,21.68600000,19.78000000,20.98600000,2534220.36600000,52670557.83314400,110744
1625702400000,2021-07-08 00:00:00,UNI/USDT,22.25400000,22.31100000,19.90800000,20.35300000,3124268.55400000,64911017.12746200,150944
1625616000000,2021-07-07 00:00:00,UNI/USDT,22.37300000,23.45600000,21.65000000,22.25300000,3088190.07300000,70041641.34592300,173892
1625529600000,2021-07-06 00:00:00,UNI/USDT,20.06200000,23.23500000,20.03000000,22.37600000,5911864.44100000,129796129.79317900,343795
1625443200000,2021-07-05 00:00:00,UNI/USDT,20.75100000,20.90600000,19.06800000,20.06300000,3729063.07200000,74644419.34821400,156864
1625356800000,2021-07-04 00:00:00,UNI/USDT,19.47400000,21.49800000,18.93100000,20.75700000,3396421.13800000,69999278.66846800,211568
1625270400000,2021-07-03 00:00:00,UNI/USDT,18.21600000,19.55900000,17.78900000,19.47400000,1969946.10000000,36990198.83044900,103593
1625184000000,2021-07-02 00:00:00,UNI/USDT,17.78100000,18.26200000,16.93900000,18.21300000,1673825.91300000,29393373.08945100,73046
1625097600000,2021-07-01 00:00:00,UNI/USDT,19.27900000,19.28800000,17.54400000,17.77900000,2155310.32200000,39293944.19740100,106637
1625011200000,2021-06-30 00:00:00,UNI/USDT,18.64000000,19.29900000,17.14900000,19.27800000,2596846.28400000,47017864.14940600,120296
1624924800000,2021-06-29 00:00:00,UNI/USDT,17.73400000,19.18900000,17.66000000,18.65200000,2732626.33500000,50930468.41137700,144564
1624838400000,2021-06-28 00:00:00,UNI/USDT,17.08200000,18.14800000,16.87000000,17.72700000,2122095.86200000,37130527.09342100,106645
1624752000000,2021-06-27 00:00:00,UNI/USDT,16.11900000,17.10100000,15.61700000,17.09700000,1849690.81800000,30150215.10994800,76568
1624665600000,2021-06-26 00:00:00,UNI/USDT,15.82100000,16.47200000,15.10400000,16.12200000,2113043.44600000,33391458.99932600,93646
1624579200000,2021-06-25 00:00:00,UNI/USDT,18.05200000,18.35400000,15.70400000,15.82200000,3191117.77200000,53153484.05690300,127189
1624492800000,2021-06-24 00:00:00,UNI/USDT,17.80400000,18.60100000,16.61100000,18.05100000,2840757.25000000,50003619.83340700,112509
1624406400000,2021-06-23 00:00:00,UNI/USDT,16.41100000,18.49300000,15.77200000,17.80200000,3802110.64100000,67015898.24564700,148853
1624320000000,2021-06-22 00:00:00,UNI/USDT,15.78700000,17.20000000,13.93000000,16.42100000,6573754.00600000,102069637.20393100,239241
1624233600000,2021-06-21 00:00:00,UNI/USDT,20.70500000,20.87300000,15.74000000,15.77400000,4733664.59800000,84159910.28663800,203510
1624147200000,2021-06-20 00:00:00,UNI/USDT,19.76300000,21.02500000,18.62200000,20.70400000,2410717.37800000,47527431.20165500,118436
1624060800000,2021-06-19 00:00:00,UNI/USDT,20.40000000,20.97800000,19.75400000,19.76000000,1744280.98200000,35573612.22456100,75760
