unix,date,symbol,open,high,low,close,Volume NEAR,Volume USDT,tradecount
1641427200000,2022-01-06 00:00:00,NEAR/USDT,15.30500000,16.30000000,14.75100000,15.93500000,17682247.00000000,275483445.14520000,376749
1641340800000,2022-01-05 00:00:00,NEAR/USDT,16.02900000,17.29800000,14.00000000,15.30900000,18198848.50000000,291959775.21970000,426055
1641254400000,2022-01-04 00:00:00,NEAR/USDT,16.48000000,17.66400000,15.92000000,16.02800000,21452398.30000000,361713042.72700000,511334
1641168000000,2022-01-03 00:00:00,NEAR/USDT,14.38700000,16.49000000,13.90600000,16.48500000,13822823.20000000,208595842.61920000,319854
1641081600000,2022-01-02 00:00:00,NEAR/USDT,15.17100000,15.26800000,14.21900000,14.38400000,5634754.00000000,82647569.73490000,136038
1640995200000,2022-01-01 00:00:00,NEAR/USDT,14.61900000,15.32600000,14.43000000,15.17500000,5338109.40000000,79064811.39640000,121415
1640908800000,2021-12-31 00:00:00,NEAR/USDT,15.43000000,15.71600000,14.14600000,14.62500000,9136497.60000000,137657511.75380000,212521
1640822400000,2021-12-30 00:00:00,NEAR/USDT,14.90700000,15.53100000,14.05600000,15.43000000,17366223.80000000,259930748.01760000,405099
1640736000000,2021-12-29 00:00:00,NEAR/USDT,13.33300000,15.22800000,13.13500000,14.90400000,20101784.80000000,284476821.19420000,459963
1640649600000,2021-12-28 00:00:00,NEAR/USDT,14.75400000,14.82500000,13.03600000,13.33500000,17918983.50000000,249919022.03590000,397628
1640563200000,2021-12-27 00:00:00,NEAR/USDT,16.26700000,16.49000000,14.57100000,14.75200000,12978769.00000000,199198566.81860000,354553
1640476800000,2021-12-26 00:00:00,NEAR/USDT,15.22600000,16.30100000,14.51400000,16.26100000,12543856.00000000,191378250.80400000,323995
1640390400000,2021-12-25 00:00:00,NEAR/USDT,14.94900000,15.69600000,14.20700000,15.22100000,17066993.10000000,254086169.86150000,417698
1640304000000,2021-12-24 00:00:00,NEAR/USDT,13.72400000,15.93900000,13.50800000,14.95000000,29249621.60000000,431870143.47670000,703314
1640217600000,2021-12-23 00:00:00,NEAR/USDT,10.82500000,14.27300000,10.69500000,13.72300000,40321532.50000000,527252305.81120000,914121
1640131200000,2021-12-22 00:00:00,NEAR/USDT,9.24600000,11.80000000,9.07800000,10.82500000,27615235.10000000,294431134.49800000,513945
1640044800000,2021-12-21 00:00:00,NEAR/USDT,8.51200000,9.38300000,8.49400000,9.24600000,9378713.70000000,83276437.86460000,153183
1639958400000,2021-12-20 00:00:00,NEAR/USDT,9.01600000,9.08800000,8.26400000,8.50900000,11878190.90000000,102316588.82720000,189755
1639872000000,2021-12-19 00:00:00,NEAR/USDT,8.41300000,9.69600000,8.35000000,9.01300000,14948631.20000000,135339585.45040000,249518
1639785600000,2021-12-18 00:00:00,NEAR/USDT,8.39900000,8.54700000,8.08400000,8.41400000,6486650.00000000,54123275.70760000,120664
1639699200000,2021-12-17 00:00:00,NEAR/USDT,9.23500000,9.34800000,8.27000000,8.40200000,10180885.80000000,89058965.63060000,200624
1639612800000,2021-12-16 00:00:00,NEAR/USDT,9.84700000,11.00600000,9.20000000,9.23300000,11896394.20000000,116265510.32640000,215094
1639526400000,2021-12-15 00:00:00,NEAR/USDT,9.32900000,17.95000000,9.05000000,9.84500000,42680329.33000000,482382805.50604700,782021
1639440000000,2021-12-14 00:00:00,NEAR/USDT,9.10300000,9.68800000,8.90300000,9.33000000,9425524.60000000,87969723.87460000,162987
1639353600000,2021-12-13 00:00:00,NEAR/USDT,10.56500000,10.71700000,8.90200000,9.10100000,12556806.90000000,121502411.32370000,240650
1639267200000,2021-12-12 00:00:00,NEAR/USDT,11.63900000,11.86000000,10.51600000,10.57200000,10173420.30000000,111783040.12010000,222477
1639180800000,2021-12-11 00:00:00,NEAR/USDT,10.00600000,11.82400000,9.52700000,11.64900000,16454296.00000000,174636256.95610000,354641
1639094400000,2021-12-10 00:00:00,NEAR/USDT,9.76100000,10.38400000,9.10100000,10.00800000,16088976.80000000,156459572.79020000,326598
1639008000000,2021-12-09 00:00:00,NEAR/USDT,9.34000000,10.08100000,8.89500000,9.76500000,19347698.00000000,182204366.65940000,362898
1638921600000,2021-12-08 00:00:00,NEAR/USDT,7.60000000,9.80000000,7.49100000,9.33900000,19428063.20000000,167564307.76020000,347883
1638835200000,2021-12-07 00:00:00,NEAR/USDT,7.26300000,7.69400000,7.12000000,7.59500000,6658309.60000000,49144155.32280000,110826
1638748800000,2021-12-06 00:00:00,NEAR/USDT,7.34400000,7.42900000,6.63000000,7.26300000,8663621.30000000,60911739.30010000,129855
1638662400000,2021-12-05 00:00:00,NEAR/USDT,7.97200000,8.17500000,7.10000000,7.34300000,6242831.70000000,47617913.70230000,108194
1638576000000,2021-12-04 00:00:00,NEAR/USDT,9.12500000,9.16200000,6.12300000,7.97300000,20863252.90000000,162755847.48930000,362687
1638489600000,2021-12-03 00:00:00,NEAR/USDT,8.23100000,9.58100000,8.20000000,9.12600000,14357598.40000000,127699841.49920000,256501
1638403200000,2021-12-02 00:00:00,NEAR/USDT,8.50200000,8.51100000,8.06800000,8.23200000,3746987.80000000,30924811.64330000,73997
1638316800000,2021-12-01 00:00:00,NEAR/USDT,8.75000000,8.91900000,8.35200000,8.50600000,3675429.20000000,31790950.81980000,66008
1638230400000,2021-11-30 00:00:00,NEAR/USDT,8.42400000,9.00000000,8.20100000,8.74300000,6082250.40000000,52506712.70900000,107403
1638144000000,2021-11-29 00:00:00,NEAR/USDT,8.39100000,8.53800000,8.12000000,8.42300000,2684024.30000000,22385426.08090000,56508
1638057600000,2021-11-28 00:00:00,NEAR/USDT,8.31100000,8.73100000,7.53000000,8.39600000,5472183.50000000,44108753.47360000,104415
1637971200000,2021-11-27 00:00:00,NEAR/USDT,8.27000000,8.53900000,8.16000000,8.30900000,2709278.20000000,22660340.01270000,56749
1637884800000,2021-11-26 00:00:00,NEAR/USDT,9.27900000,9.38500000,7.83000000,8.27000000,9411550.40000000,79779922.51380000,165891
1637798400000,2021-11-25 00:00:00,NEAR/USDT,9.28200000,9.49700000,9.10800000,9.27800000,4190673.50000000,38987354.43820000,88543
1637712000000,2021-11-24 00:00:00,NEAR/USDT,9.97400000,10.31900000,9.03700000,9.28300000,6229429.50000000,59976862.27970000,124795
1637625600000,2021-11-23 00:00:00,NEAR/USDT,9.26900000,9.98900000,9.08200000,9.97200000,4532588.20000000,42996548.17940000,97618
1637539200000,2021-11-22 00:00:00,NEAR/USDT,9.67100000,9.75900000,9.00000000,9.27400000,4682950.60000000,43528592.65320000,87691
1637452800000,2021-11-21 00:00:00,NEAR/USDT,9.80500000,9.94100000,9.34800000,9.66500000,3666133.80000000,35114244.62620000,76693
1637366400000,2021-11-20 00:00:00,NEAR/USDT,9.42100000,9.87700000,9.27000000,9.80500000,5349816.40000000,51193565.40530000,94250
1637280000000,2021-11-19 00:00:00,NEAR/USDT,8.79900000,9.57900000,8.64300000,9.42200000,6166435.00000000,56828698.32370000,112781
1637193600000,2021-11-18 00:00:00,NEAR/USDT,9.41700000,9.89000000,8.39900000,8.79900000,9791755.50000000,89786079.92200000,182836
1637107200000,2021-11-17 00:00:00,NEAR/USDT,9.67400000,9.83800000,9.12600000,9.41500000,7952125.90000000,75658093.90330000,163987
1637020800000,2021-11-16 00:00:00,NEAR/USDT,11.07700000,11.14600000,8.96900000,9.67500000,14245295.30000000,143152871.01480000,309509
1636934400000,2021-11-15 00:00:00,NEAR/USDT,11.87000000,11.97800000,11.03400000,11.08000000,5755518.30000000,66184997.06490000,149348
1636848000000,2021-11-14 00:00:00,NEAR/USDT,11.15100000,11.90000000,11.13400000,11.86700000,7175130.20000000,82348096.72830000,144198
1636761600000,2021-11-13 00:00:00,NEAR/USDT,11.40500000,11.43700000,10.83700000,11.15200000,5615530.60000000,62420719.28460000,114538
1636675200000,2021-11-12 00:00:00,NEAR/USDT,12.03800000,12.65700000,10.90500000,11.40700000,11350822.70000000,132158977.47160000,238855
1636588800000,2021-11-11 00:00:00,NEAR/USDT,10.76600000,12.54000000,10.56100000,12.04200000,14121617.60000000,166750177.95290000,336525
1636502400000,2021-11-10 00:00:00,NEAR/USDT,11.37800000,11.80000000,9.94000000,10.77800000,13330896.90000000,149000609.48440000,286062
1636416000000,2021-11-09 00:00:00,NEAR/USDT,10.71700000,11.85000000,10.47900000,11.37400000,11080315.40000000,122775158.98160000,233436
1636329600000,2021-11-08 00:00:00,NEAR/USDT,10.33100000,10.81700000,10.00000000,10.71500000,7182245.90000000,74624757.64540000,125971
1636243200000,2021-11-07 00:00:00,NEAR/USDT,10.19400000,10.55500000,10.06100000,10.33200000,4914225.00000000,50327954.08830000,86330
1636156800000,2021-11-06 00:00:00,NEAR/USDT,10.36200000,10.60000000,9.77000000,10.19000000,6725650.90000000,68048336.87920000,131120
1636070400000,2021-11-05 00:00:00,NEAR/USDT,10.60000000,11.00700000,10.12200000,10.36400000,5548643.60000000,58751613.83170000,107664
1635984000000,2021-11-04 00:00:00,NEAR/USDT,10.96200000,11.50000000,10.28400000,10.60100000,7916961.80000000,85920336.06510000,154013
1635897600000,2021-11-03 00:00:00,NEAR/USDT,10.46200000,11.29700000,10.19400000,10.96000000,9805337.60000000,105475516.18820000,201300
1635811200000,2021-11-02 00:00:00,NEAR/USDT,10.14700000,10.99600000,10.01300000,10.46100000,7807626.90000000,82538117.71880000,146520
1635724800000,2021-11-01 00:00:00,NEAR/USDT,10.15800000,10.71400000,9.83600000,10.14400000,9155164.90000000,93930669.14190000,160376
1635638400000,2021-10-31 00:00:00,NEAR/USDT,10.49500000,10.71000000,9.64400000,10.15700000,8217698.00000000,83136106.17830000,162252
1635552000000,2021-10-30 00:00:00,NEAR/USDT,11.58500000,11.59000000,10.09100000,10.48100000,8276970.10000000,89158899.19020000,160523
1635465600000,2021-10-29 00:00:00,NEAR/USDT,11.35100000,11.60600000,11.00000000,11.57600000,7160398.60000000,81015892.20110000,135861
1635379200000,2021-10-28 00:00:00,NEAR/USDT,10.85500000,12.64100000,10.65100000,11.35800000,15715972.30000000,186142887.90880000,294866
1635292800000,2021-10-27 00:00:00,NEAR/USDT,12.31000000,12.84000000,10.28900000,10.84900000,21117290.00000000,240333200.03430000,426241
1635206400000,2021-10-26 00:00:00,NEAR/USDT,12.32000000,13.23000000,11.80700000,12.31000000,21980239.57000000,273513939.05670100,461276
1635120000000,2021-10-25 00:00:00,NEAR/USDT,9.60300000,12.70000000,9.54000000,12.32100000,31308506.40000000,354088547.09673100,594967
1635033600000,2021-10-24 00:00:00,NEAR/USDT,9.30900000,9.95400000,9.13600000,9.60300000,10609363.70000000,100838717.39410000,172479
1634947200000,2021-10-23 00:00:00,NEAR/USDT,9.10400000,9.42500000,8.82100000,9.31300000,5753605.00000000,52522972.83430000,100739
1634860800000,2021-10-22 00:00:00,NEAR/USDT,9.47200000,9.67300000,8.81300000,9.10700000,11781202.30000000,108158285.95800000,160708
1634774400000,2021-10-21 00:00:00,NEAR/USDT,8.73200000,9.77700000,8.56900000,9.47600000,16065673.80000000,148739789.39360000,252299
1634688000000,2021-10-20 00:00:00,NEAR/USDT,8.18600000,8.89600000,8.12800000,8.73200000,9949804.20000000,84499912.84470000,146265
1634601600000,2021-10-19 00:00:00,NEAR/USDT,7.84300000,8.26300000,7.74300000,8.18600000,6708326.90000000,54001549.90420000,99619
1634515200000,2021-10-18 00:00:00,NEAR/USDT,7.79400000,7.93700000,7.61600000,7.84400000,4288817.50000000,33418760.35320000,66709
1634428800000,2021-10-17 00:00:00,NEAR/USDT,7.85900000,8.08300000,7.60000000,7.78900000,4093348.00000000,32105847.67020000,61910
1634342400000,2021-10-16 00:00:00,NEAR/USDT,7.86800000,8.18600000,7.71100000,7.86100000,5807664.70000000,46248133.15930000,89015
1634256000000,2021-10-15 00:00:00,NEAR/USDT,8.04500000,8.28000000,7.63200000,7.86800000,10334268.30000000,81647575.05260000,139275
1634169600000,2021-10-14 00:00:00,NEAR/USDT,7.24300000,8.18800000,7.19900000,8.04700000,10050006.00000000,77449722.50120000,133340
1634083200000,2021-10-13 00:00:00,NEAR/USDT,7.27300000,7.39900000,6.90400000,7.24300000,6360398.70000000,45383660.26390000,87357
1633996800000,2021-10-12 00:00:00,NEAR/USDT,7.42000000,7.42000000,6.76600000,7.26900000,8006879.30000000,56774825.97060000,101346
1633910400000,2021-10-11 00:00:00,NEAR/USDT,7.39000000,7.86100000,7.20500000,7.42000000,5836733.60000000,43812729.17040000,75917
1633824000000,2021-10-10 00:00:00,NEAR/USDT,8.04300000,8.04700000,7.30800000,7.39100000,6770752.60000000,52360707.07360000,87986
1633737600000,2021-10-09 00:00:00,NEAR/USDT,8.10400000,8.42000000,7.91300000,8.03900000,5144751.30000000,41927861.06130000,75956
1633651200000,2021-10-08 00:00:00,NEAR/USDT,8.28000000,8.75200000,8.00000000,8.10400000,11441925.80000000,95660375.95030000,147464
1633564800000,2021-10-07 00:00:00,NEAR/USDT,7.79300000,8.48000000,7.50000000,8.28400000,13840188.70000000,111575160.12730000,191860
1633478400000,2021-10-06 00:00:00,NEAR/USDT,7.98600000,8.00700000,7.13700000,7.79700000,10142196.00000000,77207066.91680000,127347
1633392000000,2021-10-05 00:00:00,NEAR/USDT,7.62900000,8.25000000,7.56700000,7.98200000,10789555.40000000,85275101.19870000,139817
1633305600000,2021-10-04 00:00:00,NEAR/USDT,8.03400000,8.20000000,7.38100000,7.62600000,12435928.50000000,96306188.49490000,147717
1633219200000,2021-10-03 00:00:00,NEAR/USDT,7.80500000,8.49300000,7.60900000,8.03600000,10678587.50000000,86602434.86760000,142212
1633132800000,2021-10-02 00:00:00,NEAR/USDT,7.83500000,8.28600000,7.52000000,7.80600000,10055362.10000000,79232935.79760000,132551
1633046400000,2021-10-01 00:00:00,NEAR/USDT,6.92400000,8.00000000,6.82100000,7.83000000,16075971.30000000,119626214.59620000,174676
1632960000000,2021-09-30 00:00:00,NEAR/USDT,6.64500000,7.00000000,6.55900000,6.92700000,10212304.40000000,69163137.46380000,107146
1632873600000,2021-09-29 00:00:00,NEAR/USDT,6.42000000,7.34600000,6.36300000,6.64100000,14449088.40000000,98034757.43420000,160106
1632787200000,2021-09-28 00:00:00,NEAR/USDT,6.89000000,7.13200000,6.36300000,6.41600000,8849791.30000000,60076661.98840000,129382
1632700800000,2021-09-27 00:00:00,NEAR/USDT,7.29000000,7.77800000,6.85000000,6.89400000,8944505.30000000,65390835.79010000,106287
1632614400000,2021-09-26 00:00:00,NEAR/USDT,7.61300000,7.67800000,6.59800000,7.29300000,15805400.80000000,113679040.64290000,179003
1632528000000,2021-09-25 00:00:00,NEAR/USDT,7.97200000,8.44000000,7.45500000,7.61800000,12799556.10000000,100567019.37560000,152407
1632441600000,2021-09-24 00:00:00,NEAR/USDT,9.18100000,9.29000000,7.41400000,7.97300000,28241387.60000000,229720032.55450000,341788
1632355200000,2021-09-23 00:00:00,NEAR/USDT,7.77100000,9.42000000,7.35600000,9.17000000,19475730.60000000,161555021.70740000,251467
1632268800000,2021-09-22 00:00:00,NEAR/USDT,6.70400000,7.82500000,6.52300000,7.77100000,15332430.20000000,109334446.59690000,178346
1632182400000,2021-09-21 00:00:00,NEAR/USDT,7.68600000,8.00000000,6.33800000,6.70100000,23120824.10000000,170454663.54040000,262071
1632096000000,2021-09-20 00:00:00,NEAR/USDT,10.05900000,10.43900000,7.35300000,7.69300000,33667386.70000000,288479475.07360000,419944
1632009600000,2021-09-19 00:00:00,NEAR/USDT,9.06800000,10.40000000,8.68700000,10.06100000,18308375.30000000,174322188.80460000,284469
1631923200000,2021-09-18 00:00:00,NEAR/USDT,8.32300000,9.44000000,8.11100000,9.07100000,10674330.90000000,95432214.01300000,151108
1631836800000,2021-09-17 00:00:00,NEAR/USDT,8.72400000,8.95500000,8.10800000,8.32200000,7145946.60000000,60719222.71200000,94500
1631750400000,2021-09-16 00:00:00,NEAR/USDT,9.24000000,9.37300000,8.43000000,8.73000000,8995826.50000000,80079320.09560000,122561
1631664000000,2021-09-15 00:00:00,NEAR/USDT,8.60900000,9.67000000,8.53900000,9.24200000,11966278.60000000,109148137.59430000,184597
1631577600000,2021-09-14 00:00:00,NEAR/USDT,8.20400000,9.33900000,8.06200000,8.61200000,13959223.90000000,122192814.28930000,190983
1631491200000,2021-09-13 00:00:00,NEAR/USDT,8.94400000,9.04000000,7.70400000,8.20100000,15411427.10000000,127483488.52280000,210603
1631404800000,2021-09-12 00:00:00,NEAR/USDT,9.05500000,9.80000000,8.31100000,8.94200000,17466297.50000000,157829061.43430000,245794
1631318400000,2021-09-11 00:00:00,NEAR/USDT,9.93600000,9.99500000,8.72300000,9.05000000,18652983.20000000,171605130.10320000,252603
1631232000000,2021-09-10 00:00:00,NEAR/USDT,9.73000000,10.42600000,8.56100000,9.93300000,29264265.20000000,275405689.36060000,438844
1631145600000,2021-09-09 00:00:00,NEAR/USDT,10.37100000,11.88000000,9.62000000,9.72000000,43251049.66000000,465289712.08800900,663174
1631059200000,2021-09-08 00:00:00,NEAR/USDT,8.67000000,11.05000000,7.36000000,10.39100000,85075795.94000000,791111730.66178100,1168403
1630972800000,2021-09-07 00:00:00,NEAR/USDT,6.10000000,8.87870000,5.45000000,8.67400000,65537370.13000000,455983541.08941600,773757
1630886400000,2021-09-06 00:00:00,NEAR/USDT,6.14000000,6.43500000,5.73100000,6.10000000,9120920.50000000,55800625.10320000,100475
1630800000000,2021-09-05 00:00:00,NEAR/USDT,6.07700000,6.19300000,5.86400000,6.14000000,7354211.20000000,44231965.64000000,80772
1630713600000,2021-09-04 00:00:00,NEAR/USDT,6.17100000,6.37700000,6.00000000,6.07700000,8897737.40000000,55012299.83760000,103018
1630627200000,2021-09-03 00:00:00,NEAR/USDT,5.49000000,6.88170000,5.48000000,6.16800000,23936687.03000000,150343525.79939200,270457
1630540800000,2021-09-02 00:00:00,NEAR/USDT,5.49300000,5.68400000,5.40500000,5.49000000,5780225.40000000,31906926.71810000,60699
1630454400000,2021-09-01 00:00:00,NEAR/USDT,5.27600000,5.60200000,5.11700000,5.49700000,6182135.10000000,33329695.62350000,63774
1630368000000,2021-08-31 00:00:00,NEAR/USDT,5.32400000,5.52800000,5.09700000,5.27700000,8788606.70000000,46649670.34270000,83185
1630281600000,2021-08-30 00:00:00,NEAR/USDT,5.54800000,5.88800000,5.23400000,5.32400000,10821251.90000000,60217523.35380000,118449
1630195200000,2021-08-29 00:00:00,NEAR/USDT,5.71900000,6.22500000,5.53600000,5.54600000,16018887.30000000,94472495.73438400,169984
1630108800000,2021-08-28 00:00:00,NEAR/USDT,5.31700000,5.80000000,5.05400000,5.71700000,10856617.01000000,58976310.96679400,115156
1630022400000,2021-08-27 00:00:00,NEAR/USDT,4.86600000,5.39800000,4.60500000,5.31600000,10385846.06000000,51494264.15256400,99997
1629936000000,2021-08-26 00:00:00,NEAR/USDT,5.58710000,5.76760000,4.80100000,4.87000000,13079598.42000000,68068635.64571600,125832
1629849600000,2021-08-25 00:00:00,NEAR/USDT,5.04340000,5.60600000,4.81010000,5.58080000,13844459.37000000,71966993.44533900,127059
1629763200000,2021-08-24 00:00:00,NEAR/USDT,5.49140000,5.75000000,4.86920000,5.04720000,12775794.69000000,68114047.99120100,125162
1629676800000,2021-08-23 00:00:00,NEAR/USDT,5.45360000,5.89520000,5.36680000,5.49110000,12240971.62000000,68677451.45790600,134651
1629590400000,2021-08-22 00:00:00,NEAR/USDT,6.18030000,6.59610000,5.32930000,5.45360000,24298040.74000000,142518731.67727600,274365
1629504000000,2021-08-21 00:00:00,NEAR/USDT,4.41260000,6.25000000,4.31070000,6.18500000,24554012.17000000,127774715.96536900,270589
1629417600000,2021-08-20 00:00:00,NEAR/USDT,4.48740000,4.61770000,4.30930000,4.41000000,7869110.46000000,34782183.29355300,72646
1629331200000,2021-08-19 00:00:00,NEAR/USDT,4.43770000,4.82000000,4.15300000,4.47990000,15312811.65000000,68812057.61632500,146860
1629244800000,2021-08-18 00:00:00,NEAR/USDT,3.73120000,4.56490000,3.60010000,4.43770000,25691359.87000000,107649789.78559600,226301
1629158400000,2021-08-17 00:00:00,NEAR/USDT,3.46140000,4.00000000,3.37330000,3.73120000,19931245.22000000,75232869.85112800,173577
1629072000000,2021-08-16 00:00:00,NEAR/USDT,3.22580000,3.56590000,3.21400000,3.46140000,9142952.91000000,31053619.16117500,77725
1628985600000,2021-08-15 00:00:00,NEAR/USDT,3.24460000,3.27690000,3.01220000,3.22570000,6365488.03000000,20036917.74085100,42741
1628899200000,2021-08-14 00:00:00,NEAR/USDT,3.41250000,3.43800000,3.15000000,3.24590000,6956305.52000000,22893943.40101000,49560
1628812800000,2021-08-13 00:00:00,NEAR/USDT,3.33810000,3.48600000,3.24360000,3.41500000,6127881.47000000,20601532.54748700,50216
1628726400000,2021-08-12 00:00:00,NEAR/USDT,2.97310000,3.46440000,2.96010000,3.34350000,16880195.39000000,54318267.64084600,128587
1628640000000,2021-08-11 00:00:00,NEAR/USDT,2.86110000,3.04530000,2.81780000,2.97220000,6305435.53000000,18477577.18476400,51332
1628553600000,2021-08-10 00:00:00,NEAR/USDT,2.68800000,2.94680000,2.64710000,2.85810000,7915010.13000000,22200659.87773400,54513
1628467200000,2021-08-09 00:00:00,NEAR/USDT,2.56090000,2.75000000,2.46360000,2.68890000,5163708.22000000,13576595.23191100,36881
1628380800000,2021-08-08 00:00:00,NEAR/USDT,2.78150000,2.78280000,2.51950000,2.55940000,6542884.05000000,17396452.48084200,44712
1628294400000,2021-08-07 00:00:00,NEAR/USDT,2.52500000,2.79050000,2.47800000,2.78100000,9853613.14000000,26360640.24972400,75015
1628208000000,2021-08-06 00:00:00,NEAR/USDT,2.51680000,2.59000000,2.42560000,2.52500000,5261709.54000000,13170629.34717300,43703
1628121600000,2021-08-05 00:00:00,NEAR/USDT,2.45790000,2.59240000,2.32610000,2.51600000,6489159.69000000,15944770.04741900,54000
1628035200000,2021-08-04 00:00:00,NEAR/USDT,2.33870000,2.49500000,2.25630000,2.45430000,4811676.43000000,11450484.24575200,37745
1627948800000,2021-08-03 00:00:00,NEAR/USDT,2.35170000,2.39710000,2.22080000,2.34040000,3791509.93000000,8767191.31296700,32548
1627862400000,2021-08-02 00:00:00,NEAR/USDT,2.39180000,2.46410000,2.32110000,2.35130000,4589924.21000000,10969650.57089000,32481
1627776000000,2021-08-01 00:00:00,NEAR/USDT,2.40230000,2.55000000,2.37680000,2.39160000,5894344.75000000,14565831.75456600,41594
1627689600000,2021-07-31 00:00:00,NEAR/USDT,2.32640000,2.50860000,2.30080000,2.40030000,6469993.84000000,15691087.94846200,42973
1627603200000,2021-07-30 00:00:00,NEAR/USDT,2.25660000,2.36560000,2.14580000,2.32250000,4892056.00000000,10971010.54132500,30037
1627516800000,2021-07-29 00:00:00,NEAR/USDT,2.22490000,2.31000000,2.18550000,2.25490000,4150397.75000000,9315475.94925300,26648
1627430400000,2021-07-28 00:00:00,NEAR/USDT,2.23490000,2.30740000,2.13330000,2.22640000,5732985.88000000,12688722.73859900,32455
1627344000000,2021-07-27 00:00:00,NEAR/USDT,2.14660000,2.35450000,2.06670000,2.23540000,6964593.18000000,15233786.82784200,42710
1627257600000,2021-07-26 00:00:00,NEAR/USDT,2.15930000,2.51460000,2.13150000,2.14760000,11318676.76000000,26323099.37107400,71148
1627171200000,2021-07-25 00:00:00,NEAR/USDT,2.13760000,2.31290000,2.04000000,2.15780000,9092351.59000000,19715201.06889500,50026
1627084800000,2021-07-24 00:00:00,NEAR/USDT,1.93830000,2.19840000,1.91750000,2.13800000,7829846.69000000,16199972.28833200,41804
1626998400000,2021-07-23 00:00:00,NEAR/USDT,1.93520000,1.94500000,1.81590000,1.93960000,3653552.64000000,6899808.56230200,20080
1626912000000,2021-07-22 00:00:00,NEAR/USDT,1.82740000,1.94550000,1.76830000,1.93530000,4859018.02000000,8970210.31637500,25975
1626825600000,2021-07-21 00:00:00,NEAR/USDT,1.67930000,1.83840000,1.62280000,1.82740000,5211053.99000000,9177743.60107800,26957
1626739200000,2021-07-20 00:00:00,NEAR/USDT,1.73040000,1.76000000,1.54600000,1.67940000,6681342.14000000,10958319.17121800,31654
1626652800000,2021-07-19 00:00:00,NEAR/USDT,1.90790000,1.91700000,1.71560000,1.73050000,5448810.05000000,9814096.75984600,25090
1626566400000,2021-07-18 00:00:00,NEAR/USDT,1.93830000,1.99400000,1.85200000,1.90710000,4634244.11000000,8896583.24546000,23761
1626480000000,2021-07-17 00:00:00,NEAR/USDT,1.84220000,2.03980000,1.80040000,1.93680000,8217062.75000000,15751309.19792700,38780
1626393600000,2021-07-16 00:00:00,NEAR/USDT,1.92790000,1.98470000,1.81950000,1.84040000,5564754.22000000,10549728.05012000,24730
1626307200000,2021-07-15 00:00:00,NEAR/USDT,1.99400000,2.02520000,1.85750000,1.92490000,8510383.14000000,16472020.19419300,35244
1626220800000,2021-07-14 00:00:00,NEAR/USDT,1.94490000,2.08650000,1.86180000,1.99390000,5092217.19000000,10069030.15353800,29928
1626134400000,2021-07-13 00:00:00,NEAR/USDT,2.09000000,2.09790000,1.92020000,1.94860000,3431989.19000000,6923519.29488600,20124
1626048000000,2021-07-12 00:00:00,NEAR/USDT,2.17330000,2.22920000,2.03450000,2.09200000,2893770.68000000,6175567.38406400,19058
1625961600000,2021-07-11 00:00:00,NEAR/USDT,2.11280000,2.24770000,2.07750000,2.17490000,4702300.55000000,10221685.45295400,29330
1625875200000,2021-07-10 00:00:00,NEAR/USDT,2.09030000,2.13780000,2.03080000,2.11170000,2882487.72000000,6011968.33291700,17355
1625788800000,2021-07-09 00:00:00,NEAR/USDT,2.09820000,2.12060000,2.01010000,2.08870000,3495499.28000000,7279106.00417900,20392
1625702400000,2021-07-08 00:00:00,NEAR/USDT,2.30780000,2.31430000,2.04500000,2.09960000,5066247.48000000,10915925.87722000,33352
1625616000000,2021-07-07 00:00:00,NEAR/USDT,2.25580000,2.40490000,2.23710000,2.31030000,6083421.33000000,14223112.27343900,37241
1625529600000,2021-07-06 00:00:00,NEAR/USDT,2.17140000,2.32610000,2.16980000,2.25730000,5570173.44000000,12531416.41937400,33181
1625443200000,2021-07-05 00:00:00,NEAR/USDT,2.29170000,2.30770000,2.11250000,2.17060000,5503787.63000000,12132124.43517900,31195
1625356800000,2021-07-04 00:00:00,NEAR/USDT,2.25870000,2.34850000,2.16050000,2.29310000,5036401.90000000,11425308.53504900,29204
1625270400000,2021-07-03 00:00:00,NEAR/USDT,2.10490000,2.29260000,2.09520000,2.25830000,7333361.72000000,16241357.77442800,45962
1625184000000,2021-07-02 00:00:00,NEAR/USDT,2.07130000,2.20000000,1.93600000,2.10260000,8445830.42000000,17412268.20734400,49943
1625097600000,2021-07-01 00:00:00,NEAR/USDT,2.09170000,2.16890000,1.92020000,2.07380000,6875322.57000000,14004890.77406200,42437
1625011200000,2021-06-30 00:00:00,NEAR/USDT,2.09710000,2.11970000,1.92020000,2.09070000,6175072.23000000,12455052.77717200,37351
1624924800000,2021-06-29 00:00:00,NEAR/USDT,1.97670000,2.19010000,1.96310000,2.09570000,7598840.01000000,15832381.37658900,45861
1624838400000,2021-06-28 00:00:00,NEAR/USDT,1.96490000,2.06190000,1.92220000,1.97730000,6064774.48000000,12023094.22016700,36509
1624752000000,2021-06-27 00:00:00,NEAR/USDT,1.88750000,1.97000000,1.81050000,1.96430000,5393261.48000000,10138737.82580500,31313
1624665600000,2021-06-26 00:00:00,NEAR/USDT,1.89420000,1.92200000,1.74730000,1.89000000,9026687.97000000,16616867.19056700,60445
1624579200000,2021-06-25 00:00:00,NEAR/USDT,2.17090000,2.23300000,1.87820000,1.89470000,9077184.61000000,18412221.62460200,53695
