unix,date,symbol,open,high,low,close,Volume VET,Volume USDT,tradecount
1641081600000,2022-01-02 00:00:00,VET/USDT,0.08662000,0.08884000,0.08466000,0.08714000,330214486.60000000,28633966.17333500,108966
1640995200000,2022-01-01 00:00:00,VET/USDT,0.08266000,0.08690000,0.08264000,0.08658000,302321094.10000000,25595154.72653700,89587
1640908800000,2021-12-31 00:00:00,VET/USDT,0.08462000,0.08739000,0.08086000,0.08267000,484161274.60000000,40858327.61612600,138922
1640822400000,2021-12-30 00:00:00,VET/USDT,0.08258000,0.08655000,0.08065000,0.08461000,512838970.50000000,43209295.19350200,140320
1640736000000,2021-12-29 00:00:00,VET/USDT,0.08765000,0.09013000,0.08189000,0.08258000,704362667.10000000,60612924.57823600,197358
1640649600000,2021-12-28 00:00:00,VET/USDT,0.09771000,0.09776000,0.08699000,0.08762000,966550699.60000000,89460459.83137100,318807
1640563200000,2021-12-27 00:00:00,VET/USDT,0.09446000,0.10298000,0.09446000,0.09773000,880874688.70000000,87848381.17275600,378410
1640476800000,2021-12-26 00:00:00,VET/USDT,0.09468000,0.09514000,0.09130000,0.09447000,482904501.30000000,45235656.13441600,160641
1640390400000,2021-12-25 00:00:00,VET/USDT,0.09186000,0.09540000,0.09113000,0.09468000,376032001.70000000,35089729.90467500,115430
1640304000000,2021-12-24 00:00:00,VET/USDT,0.09301000,0.09605000,0.09082000,0.09185000,646157046.40000000,60736032.76838000,260268
1640217600000,2021-12-23 00:00:00,VET/USDT,0.08686000,0.09426000,0.08460000,0.09299000,792475294.70000000,70880647.36258800,284501
1640131200000,2021-12-22 00:00:00,VET/USDT,0.08325000,0.08895000,0.08270000,0.08684000,762805460.00000000,65492479.59610900,240259
1640044800000,2021-12-21 00:00:00,VET/USDT,0.07951000,0.08376000,0.07844000,0.08326000,486424516.10000000,39607734.32995000,121681
1639958400000,2021-12-20 00:00:00,VET/USDT,0.08030000,0.08133000,0.07610000,0.07950000,573887974.50000000,45239539.12540700,133390
1639872000000,2021-12-19 00:00:00,VET/USDT,0.08411000,0.08495000,0.08002000,0.08026000,451096520.50000000,37252831.55235000,112730
1639785600000,2021-12-18 00:00:00,VET/USDT,0.08008000,0.08472000,0.07887000,0.08413000,490543288.00000000,40370399.32881100,139378
1639699200000,2021-12-17 00:00:00,VET/USDT,0.08156000,0.08432000,0.07768000,0.08008000,657364326.90000000,53165552.93863100,179748
1639612800000,2021-12-16 00:00:00,VET/USDT,0.08307000,0.08779000,0.08111000,0.08158000,641220341.80000000,54112787.03095100,185103
1639526400000,2021-12-15 00:00:00,VET/USDT,0.07969000,0.08448000,0.07452000,0.08306000,839531148.90000000,67038142.09380300,226402
1639440000000,2021-12-14 00:00:00,VET/USDT,0.07719000,0.08099000,0.07491000,0.07969000,706833212.00000000,55343915.12355700,173745
1639353600000,2021-12-13 00:00:00,VET/USDT,0.08696000,0.08845000,0.07533000,0.07717000,921744582.50000000,74177458.11667800,216583
1639267200000,2021-12-12 00:00:00,VET/USDT,0.08616000,0.08811000,0.08277000,0.08698000,446687971.60000000,38299695.52365700,110239
1639180800000,2021-12-11 00:00:00,VET/USDT,0.08057000,0.08648000,0.07912000,0.08617000,551351942.30000000,45962441.09476600,136510
1639094400000,2021-12-10 00:00:00,VET/USDT,0.08548000,0.08896000,0.08017000,0.08056000,800238149.60000000,68212279.56209400,194112
1639008000000,2021-12-09 00:00:00,VET/USDT,0.09447000,0.09592000,0.08534000,0.08553000,803444938.50000000,72122388.22481700,192100
1638921600000,2021-12-08 00:00:00,VET/USDT,0.09151000,0.09610000,0.08801000,0.09448000,925525372.40000000,85377061.60698400,230542
1638835200000,2021-12-07 00:00:00,VET/USDT,0.09342000,0.09800000,0.08983000,0.09151000,974981863.50000000,91561575.00918100,258067
1638748800000,2021-12-06 00:00:00,VET/USDT,0.08979000,0.09387000,0.07928000,0.09339000,1502575405.40000000,128908694.00069000,333293
1638662400000,2021-12-05 00:00:00,VET/USDT,0.09656000,0.09809000,0.08613000,0.08979000,1118282105.40000000,101889965.66478700,286012
1638576000000,2021-12-04 00:00:00,VET/USDT,0.10857000,0.10890000,0.07000000,0.09656000,2552184447.30000000,231783071.47099900,739740
1638489600000,2021-12-03 00:00:00,VET/USDT,0.11580000,0.11946000,0.10430000,0.10858000,1007626412.00000000,113548019.04062100,360690
1638403200000,2021-12-02 00:00:00,VET/USDT,0.11821000,0.11917000,0.11369000,0.11582000,604764925.20000000,70494213.99217600,217118
1638316800000,2021-12-01 00:00:00,VET/USDT,0.11921000,0.12545000,0.11683000,0.11820000,797751138.80000000,96611771.55916500,283384
1638230400000,2021-11-30 00:00:00,VET/USDT,0.12128000,0.12550000,0.11551000,0.11917000,1041448006.90000000,125482093.41145200,391668
1638144000000,2021-11-29 00:00:00,VET/USDT,0.11633000,0.12227000,0.11408000,0.12130000,855067064.60000000,100923646.84419600,266732
1638057600000,2021-11-28 00:00:00,VET/USDT,0.11413000,0.11656000,0.10400000,0.11639000,1033886239.90000000,114090371.67200500,286771
1637971200000,2021-11-27 00:00:00,VET/USDT,0.11344000,0.11853000,0.11270000,0.11412000,601112833.20000000,69780711.98827400,172121
1637884800000,2021-11-26 00:00:00,VET/USDT,0.12780000,0.12844000,0.11050000,0.11336000,1535563161.90000000,178628821.26386500,461340
1637798400000,2021-11-25 00:00:00,VET/USDT,0.12210000,0.13329000,0.12104000,0.12782000,1044368983.50000000,132686461.95569600,359361
1637712000000,2021-11-24 00:00:00,VET/USDT,0.13094000,0.13207000,0.11959000,0.12210000,953192637.50000000,117928853.70072700,302815
1637625600000,2021-11-23 00:00:00,VET/USDT,0.12656000,0.13222000,0.12413000,0.13097000,943138988.40000000,120865894.53157200,287170
1637539200000,2021-11-22 00:00:00,VET/USDT,0.13253000,0.13315000,0.12450000,0.12656000,1007693578.90000000,129945899.31221500,316725
1637452800000,2021-11-21 00:00:00,VET/USDT,0.13953000,0.13974000,0.13155000,0.13252000,738806359.30000000,100320142.03012300,243463
1637366400000,2021-11-20 00:00:00,VET/USDT,0.13933000,0.14169000,0.13252000,0.13952000,839556940.90000000,115666040.04722200,268590
1637280000000,2021-11-19 00:00:00,VET/USDT,0.12876000,0.14175000,0.12537000,0.13927000,1120012247.20000000,150580325.13312600,325299
1637193600000,2021-11-18 00:00:00,VET/USDT,0.14509000,0.14711000,0.12300000,0.12889000,1696526974.40000000,227030828.48785100,500604
1637107200000,2021-11-17 00:00:00,VET/USDT,0.14419000,0.14793000,0.13660000,0.14514000,1433775017.50000000,204529292.05030500,439649
1637020800000,2021-11-16 00:00:00,VET/USDT,0.16292000,0.16296000,0.13500000,0.14428000,2099202292.10000000,314513871.12271800,701731
1636934400000,2021-11-15 00:00:00,VET/USDT,0.16175000,0.17749000,0.16160000,0.16292000,1402778438.80000000,236582040.12252500,724487
1636848000000,2021-11-14 00:00:00,VET/USDT,0.16038000,0.16345000,0.15366000,0.16169000,575148381.80000000,91365210.69677700,249919
1636761600000,2021-11-13 00:00:00,VET/USDT,0.15866000,0.16500000,0.15488000,0.16039000,662202272.80000000,105566131.44115500,272156
1636675200000,2021-11-12 00:00:00,VET/USDT,0.16515000,0.16564000,0.15118000,0.15866000,890280029.60000000,141049413.56234500,384165
1636588800000,2021-11-11 00:00:00,VET/USDT,0.16254000,0.16942000,0.15843000,0.16513000,906307830.90000000,149161371.70030400,399427
1636502400000,2021-11-10 00:00:00,VET/USDT,0.17094000,0.18276000,0.14817000,0.16257000,1852610223.90000000,312075530.07898800,814484
1636416000000,2021-11-09 00:00:00,VET/USDT,0.17605000,0.18755000,0.17011000,0.17095000,2082374885.50000000,372111474.97465600,1114172
1636329600000,2021-11-08 00:00:00,VET/USDT,0.15502000,0.17606000,0.15117000,0.17603000,1678982932.10000000,277725327.90473200,942520
1636243200000,2021-11-07 00:00:00,VET/USDT,0.16056000,0.16209000,0.15414000,0.15506000,665628121.80000000,104893340.24981300,312327
1636156800000,2021-11-06 00:00:00,VET/USDT,0.15811000,0.16400000,0.14917000,0.16057000,1252365731.20000000,197248239.19283700,614545
1636070400000,2021-11-05 00:00:00,VET/USDT,0.15266000,0.16438000,0.14521000,0.15810000,2331463789.10000000,364645953.60100600,1127585
1635984000000,2021-11-04 00:00:00,VET/USDT,0.13725000,0.15352000,0.13537000,0.15264000,1832737770.40000000,265132798.13503500,944507
1635897600000,2021-11-03 00:00:00,VET/USDT,0.14013000,0.14107000,0.13201000,0.13722000,883031201.50000000,121018404.07797800,290278
1635811200000,2021-11-02 00:00:00,VET/USDT,0.13661000,0.14300000,0.13332000,0.14015000,881909025.10000000,122428730.70577900,358647
1635724800000,2021-11-01 00:00:00,VET/USDT,0.13310000,0.13785000,0.12750000,0.13658000,821528423.80000000,110214554.78962900,316860
1635638400000,2021-10-31 00:00:00,VET/USDT,0.13058000,0.13559000,0.12600000,0.13311000,702179993.60000000,92039768.00977200,232374
1635552000000,2021-10-30 00:00:00,VET/USDT,0.13747000,0.13866000,0.12699000,0.13058000,670562848.40000000,88925486.98329900,238195
1635465600000,2021-10-29 00:00:00,VET/USDT,0.13014000,0.14000000,0.12923000,0.13746000,768804432.10000000,103209591.77836100,274557
1635379200000,2021-10-28 00:00:00,VET/USDT,0.12421000,0.13390000,0.12325000,0.13007000,1151515825.40000000,148212771.25810200,331383
1635292800000,2021-10-27 00:00:00,VET/USDT,0.14027000,0.14328000,0.11692000,0.12415000,1584863168.60000000,205069071.29070400,494274
1635206400000,2021-10-26 00:00:00,VET/USDT,0.14251000,0.14785000,0.13900000,0.14029000,986800373.40000000,141449845.02155700,401449
1635120000000,2021-10-25 00:00:00,VET/USDT,0.13241000,0.14334000,0.13123000,0.14248000,892115979.70000000,123386453.95213000,368278
1635033600000,2021-10-24 00:00:00,VET/USDT,0.13597000,0.13944000,0.12845000,0.13237000,797875175.50000000,106605978.64895900,254766
1634947200000,2021-10-23 00:00:00,VET/USDT,0.13015000,0.13860000,0.12866000,0.13596000,854522534.40000000,115325154.99898900,299472
1634860800000,2021-10-22 00:00:00,VET/USDT,0.12960000,0.13700000,0.12646000,0.13015000,1082557721.20000000,142434297.68233300,351799
1634774400000,2021-10-21 00:00:00,VET/USDT,0.12223000,0.13603000,0.12188000,0.12953000,1873058055.00000000,242304601.40387700,638944
1634688000000,2021-10-20 00:00:00,VET/USDT,0.11611000,0.12307000,0.11509000,0.12223000,679513468.30000000,81166815.55080400,206792
1634601600000,2021-10-19 00:00:00,VET/USDT,0.11850000,0.11941000,0.11466000,0.11608000,555759490.90000000,65049828.44300700,133986
1634515200000,2021-10-18 00:00:00,VET/USDT,0.12222000,0.12383000,0.11680000,0.11844000,697328889.90000000,83464844.91147800,181866
1634428800000,2021-10-17 00:00:00,VET/USDT,0.11989000,0.12777000,0.11623000,0.12223000,1257324801.60000000,153641211.89628600,387763
1634342400000,2021-10-16 00:00:00,VET/USDT,0.11985000,0.12452000,0.11841000,0.11990000,654896552.80000000,78953939.52076900,201189
1634256000000,2021-10-15 00:00:00,VET/USDT,0.11918000,0.12520000,0.11222000,0.11987000,1331142722.60000000,158193854.03294600,365355
1634169600000,2021-10-14 00:00:00,VET/USDT,0.11553000,0.12300000,0.11552000,0.11916000,1124809167.80000000,134916018.56294600,295267
1634083200000,2021-10-13 00:00:00,VET/USDT,0.10671000,0.11647000,0.10453000,0.11553000,1193867433.80000000,132601953.57924700,302769
1633996800000,2021-10-12 00:00:00,VET/USDT,0.10911000,0.10916000,0.10057000,0.10675000,890416526.80000000,93324276.15843200,202359
1633910400000,2021-10-11 00:00:00,VET/USDT,0.11026000,0.11537000,0.10639000,0.10911000,628407085.30000000,69801017.30059300,161758
1633824000000,2021-10-10 00:00:00,VET/USDT,0.11897000,0.11929000,0.10976000,0.11031000,571058896.00000000,65809775.86295000,157035
1633737600000,2021-10-09 00:00:00,VET/USDT,0.11157000,0.12311000,0.10951000,0.11892000,1012231002.90000000,119249584.49029600,343836
1633651200000,2021-10-08 00:00:00,VET/USDT,0.11172000,0.11541000,0.11052000,0.11152000,592834510.90000000,67074149.94793600,167306
1633564800000,2021-10-07 00:00:00,VET/USDT,0.11228000,0.11789000,0.10912000,0.11169000,892109485.70000000,101089248.06052400,263917
1633478400000,2021-10-06 00:00:00,VET/USDT,0.11345000,0.11497000,0.10514000,0.11231000,941453507.80000000,104722881.62912900,260684
1633392000000,2021-10-05 00:00:00,VET/USDT,0.10944000,0.11600000,0.10853000,0.11342000,855595237.00000000,96271163.62546100,245946
1633305600000,2021-10-04 00:00:00,VET/USDT,0.11042000,0.11292000,0.10406000,0.10939000,1044351376.20000000,113482900.96151500,253952
1633219200000,2021-10-03 00:00:00,VET/USDT,0.11134000,0.11460000,0.10814000,0.11042000,863059480.20000000,96202105.12482900,209048
1633132800000,2021-10-02 00:00:00,VET/USDT,0.10825000,0.11666000,0.10596000,0.11131000,997348499.60000000,111631412.34829000,262665
1633046400000,2021-10-01 00:00:00,VET/USDT,0.09600000,0.11146000,0.09510000,0.10825000,1912290556.60000000,200613036.55812300,472246
1632960000000,2021-09-30 00:00:00,VET/USDT,0.08466000,0.09600000,0.08426000,0.09598000,1011138225.20000000,91066798.25270700,197612
1632873600000,2021-09-29 00:00:00,VET/USDT,0.08173000,0.08762000,0.08157000,0.08468000,638812653.50000000,54236376.64439800,114867
1632787200000,2021-09-28 00:00:00,VET/USDT,0.08634000,0.08871000,0.08161000,0.08173000,717372260.20000000,61172446.08335000,125068
1632700800000,2021-09-27 00:00:00,VET/USDT,0.09146000,0.09426000,0.08628000,0.08634000,635697107.10000000,57596845.89983200,123648
1632614400000,2021-09-26 00:00:00,VET/USDT,0.08995000,0.09326000,0.08405000,0.09149000,794105906.10000000,70841060.10851300,147034
1632528000000,2021-09-25 00:00:00,VET/USDT,0.09229000,0.09400000,0.08860000,0.08994000,708967337.60000000,64842860.29006100,135122
1632441600000,2021-09-24 00:00:00,VET/USDT,0.10203000,0.10314000,0.08776000,0.09229000,1326106456.40000000,124445496.58006400,235538
1632355200000,2021-09-23 00:00:00,VET/USDT,0.09950000,0.10324000,0.09719000,0.10202000,949473163.70000000,95499979.16408700,180984
1632268800000,2021-09-22 00:00:00,VET/USDT,0.08609000,0.09960000,0.08483000,0.09956000,1136637522.50000000,105709984.38848500,207678
1632182400000,2021-09-21 00:00:00,VET/USDT,0.09175000,0.09756000,0.08443000,0.08610000,1405983090.20000000,128725519.43505000,241732
1632096000000,2021-09-20 00:00:00,VET/USDT,0.10824000,0.10845000,0.08823000,0.09176000,1744245996.50000000,168014219.30571000,329632
1632009600000,2021-09-19 00:00:00,VET/USDT,0.11297000,0.11407000,0.10660000,0.10824000,423097365.20000000,46838098.54336800,104007
1631923200000,2021-09-18 00:00:00,VET/USDT,0.11142000,0.11613000,0.11018000,0.11297000,448075447.20000000,50870255.86227600,100959
1631836800000,2021-09-17 00:00:00,VET/USDT,0.11665000,0.11788000,0.11046000,0.11145000,556161796.30000000,63326592.28061700,124160
1631750400000,2021-09-16 00:00:00,VET/USDT,0.12206000,0.12343000,0.11414000,0.11669000,695066647.60000000,82498552.22155200,172871
1631664000000,2021-09-15 00:00:00,VET/USDT,0.11762000,0.12337000,0.11519000,0.12206000,731169770.50000000,87300505.72155200,175146
1631577600000,2021-09-14 00:00:00,VET/USDT,0.11243000,0.11837000,0.11166000,0.11764000,630518090.70000000,72872416.63633600,140961
1631491200000,2021-09-13 00:00:00,VET/USDT,0.11991000,0.12211000,0.10850000,0.11245000,1017177341.30000000,114977347.80560500,208711
1631404800000,2021-09-12 00:00:00,VET/USDT,0.11553000,0.12441000,0.11281000,0.11984000,906954285.10000000,107742225.84343800,215195
1631318400000,2021-09-11 00:00:00,VET/USDT,0.11249000,0.11936000,0.11117000,0.11549000,815100036.70000000,94085688.47522900,173915
1631232000000,2021-09-10 00:00:00,VET/USDT,0.12167000,0.12700000,0.11023000,0.11252000,1198535707.90000000,141095236.04654300,256064
1631145600000,2021-09-09 00:00:00,VET/USDT,0.11837000,0.12766000,0.11705000,0.12163000,1409062825.50000000,172620711.55448400,300971
1631059200000,2021-09-08 00:00:00,VET/USDT,0.12281000,0.12643000,0.10614000,0.11837000,1823695710.70000000,214248115.09688700,378461
1630972800000,2021-09-07 00:00:00,VET/USDT,0.14998000,0.15300000,0.09800000,0.12286000,2942688763.90000000,378130695.47468500,720755
1630886400000,2021-09-06 00:00:00,VET/USDT,0.15392000,0.15722000,0.14583000,0.14998000,1102349030.70000000,167127239.57178400,326707
1630800000000,2021-09-05 00:00:00,VET/USDT,0.14480000,0.15418000,0.14380000,0.15391000,926403941.60000000,138117238.06580600,296660
1630713600000,2021-09-04 00:00:00,VET/USDT,0.14294000,0.15288000,0.14200000,0.14477000,1127744000.90000000,166722041.52293500,377713
1630627200000,2021-09-03 00:00:00,VET/USDT,0.14309000,0.14777000,0.13900000,0.14294000,1328475330.60000000,190350740.61502000,341332
1630540800000,2021-09-02 00:00:00,VET/USDT,0.13728000,0.14836000,0.13443000,0.14307000,2010473348.90000000,287035516.70393700,531708
1630454400000,2021-09-01 00:00:00,VET/USDT,0.12279000,0.13975000,0.11914000,0.13728000,2139151837.10000000,283847597.71508100,557273
1630368000000,2021-08-31 00:00:00,VET/USDT,0.11710000,0.12730000,0.11627000,0.12282000,1331488101.00000000,162281324.06527800,276416
1630281600000,2021-08-30 00:00:00,VET/USDT,0.12354000,0.12402000,0.11662000,0.11709000,924907785.10000000,111270968.20221100,178308
1630195200000,2021-08-29 00:00:00,VET/USDT,0.12330000,0.12584000,0.11914000,0.12352000,661901101.00000000,80937321.02841500,133102
1630108800000,2021-08-28 00:00:00,VET/USDT,0.12810000,0.12831000,0.12121000,0.12328000,596426975.60000000,73878040.13641000,124362
1630022400000,2021-08-27 00:00:00,VET/USDT,0.11591000,0.12840000,0.11359000,0.12803000,1069906072.40000000,128263217.47704800,220776
1629936000000,2021-08-26 00:00:00,VET/USDT,0.12750000,0.12945000,0.11502000,0.11591000,1167425254.40000000,140100335.75119600,220891
1629849600000,2021-08-25 00:00:00,VET/USDT,0.12128000,0.12999000,0.11752000,0.12750000,1317963671.00000000,163710528.89302700,265866
1629763200000,2021-08-24 00:00:00,VET/USDT,0.13165000,0.13718000,0.11979000,0.12128000,1644827527.70000000,211731751.21355700,367308
1629676800000,2021-08-23 00:00:00,VET/USDT,0.12819000,0.13480000,0.12712000,0.13164000,1229867138.30000000,162090631.97937700,262187
1629590400000,2021-08-22 00:00:00,VET/USDT,0.12822000,0.13280000,0.12325000,0.12817000,1013853893.90000000,129798086.38058400,188916
1629504000000,2021-08-21 00:00:00,VET/USDT,0.13295000,0.13490000,0.12734000,0.12822000,1059117438.00000000,139319924.32502000,213466
1629417600000,2021-08-20 00:00:00,VET/USDT,0.13020000,0.13790000,0.12811000,0.13295000,1502469975.20000000,199587729.64642400,332239
1629331200000,2021-08-19 00:00:00,VET/USDT,0.11960000,0.13028000,0.11406000,0.13013000,1474034228.50000000,178477002.27757200,299430
1629244800000,2021-08-18 00:00:00,VET/USDT,0.11819000,0.12800000,0.11250000,0.11955000,1791847981.30000000,214514240.86295000,315132
1629158400000,2021-08-17 00:00:00,VET/USDT,0.12869000,0.13578000,0.11603000,0.11816000,1826918374.60000000,231149159.66120000,369778
1629072000000,2021-08-16 00:00:00,VET/USDT,0.13938000,0.14420000,0.12700000,0.12869000,1596159421.20000000,217596273.05775700,384007
1628985600000,2021-08-15 00:00:00,VET/USDT,0.13012000,0.14198000,0.12413000,0.13937000,1619776849.20000000,213949578.10093400,433101
1628899200000,2021-08-14 00:00:00,VET/USDT,0.12082000,0.13330000,0.11919000,0.13014000,1726620116.30000000,217669445.13759400,462515
1628812800000,2021-08-13 00:00:00,VET/USDT,0.10725000,0.12100000,0.10606000,0.12083000,917895208.90000000,105471683.12945300,243882
1628726400000,2021-08-12 00:00:00,VET/USDT,0.11096000,0.11703000,0.10314000,0.10725000,1193419847.20000000,130327992.30490800,230313
1628640000000,2021-08-11 00:00:00,VET/USDT,0.10637000,0.11786000,0.10601000,0.11096000,1327428987.40000000,149518475.94524700,326338
1628553600000,2021-08-10 00:00:00,VET/USDT,0.10574000,0.10845000,0.10243000,0.10633000,846210731.90000000,89286416.18534100,167941
1628467200000,2021-08-09 00:00:00,VET/USDT,0.10125000,0.10780000,0.09700000,0.10574000,1115257010.20000000,115350138.04208100,202971
1628380800000,2021-08-08 00:00:00,VET/USDT,0.10360000,0.11069000,0.09854000,0.10130000,1214018929.30000000,127016615.63922800,249982
1628294400000,2021-08-07 00:00:00,VET/USDT,0.09664000,0.10886000,0.09514000,0.10371000,1655607717.90000000,171158226.33321100,367677
1628208000000,2021-08-06 00:00:00,VET/USDT,0.09085000,0.09760000,0.08935000,0.09665000,910015916.40000000,85337663.43641300,184756
1628121600000,2021-08-05 00:00:00,VET/USDT,0.08835000,0.09200000,0.08519000,0.09082000,780437003.70000000,69338571.06391900,142842
1628035200000,2021-08-04 00:00:00,VET/USDT,0.08544000,0.09039000,0.08385000,0.08841000,663535631.20000000,57818418.24346700,120182
1627948800000,2021-08-03 00:00:00,VET/USDT,0.08606000,0.08727000,0.08223000,0.08540000,603351695.70000000,50959464.71993900,99872
1627862400000,2021-08-02 00:00:00,VET/USDT,0.08574000,0.08898000,0.08400000,0.08606000,675123471.20000000,58310138.54460200,112594
1627776000000,2021-08-01 00:00:00,VET/USDT,0.08963000,0.09300000,0.08517000,0.08574000,928339477.90000000,83202545.60563100,169721
1627689600000,2021-07-31 00:00:00,VET/USDT,0.08596000,0.09038000,0.08445000,0.08962000,915201259.60000000,80311797.28326400,160187
1627603200000,2021-07-30 00:00:00,VET/USDT,0.08267000,0.08600000,0.08003000,0.08596000,811964038.80000000,67517793.82619400,140458
1627516800000,2021-07-29 00:00:00,VET/USDT,0.08280000,0.08395000,0.08066000,0.08266000,539258500.60000000,44272919.43180400,92918
1627430400000,2021-07-28 00:00:00,VET/USDT,0.08393000,0.08631000,0.08034000,0.08283000,1081703275.40000000,89952773.67620400,162787
1627344000000,2021-07-27 00:00:00,VET/USDT,0.07759000,0.08750000,0.07468000,0.08396000,1569354217.80000000,127289017.88124900,256412
1627257600000,2021-07-26 00:00:00,VET/USDT,0.07439000,0.08982000,0.07367000,0.07754000,2583820456.10000000,214224910.96364700,475181
1627171200000,2021-07-25 00:00:00,VET/USDT,0.07221000,0.07440000,0.06930000,0.07438000,611924366.90000000,43762608.26166300,97261
1627084800000,2021-07-24 00:00:00,VET/USDT,0.07100000,0.07343000,0.06963000,0.07219000,740146961.80000000,53037417.61553900,118026
1626998400000,2021-07-23 00:00:00,VET/USDT,0.06777000,0.07103000,0.06414000,0.07099000,795338860.20000000,53471150.26705400,105424
1626912000000,2021-07-22 00:00:00,VET/USDT,0.06605000,0.06900000,0.06409000,0.06777000,878820265.00000000,58784832.41094400,122232
1626825600000,2021-07-21 00:00:00,VET/USDT,0.05776000,0.06833000,0.05598000,0.06605000,1520542309.50000000,96776369.30569700,180182
1626739200000,2021-07-20 00:00:00,VET/USDT,0.06180000,0.06285000,0.05603000,0.05773000,1066995893.80000000,62297809.42125500,125000
1626652800000,2021-07-19 00:00:00,VET/USDT,0.06758000,0.06773000,0.06147000,0.06180000,706226626.30000000,45293574.48588600,86605
1626566400000,2021-07-18 00:00:00,VET/USDT,0.06550000,0.06886000,0.06494000,0.06755000,633980705.80000000,42559148.45336700,77463
1626480000000,2021-07-17 00:00:00,VET/USDT,0.06523000,0.06659000,0.06342000,0.06550000,599977171.40000000,38912284.50829700,71698
1626393600000,2021-07-16 00:00:00,VET/USDT,0.06899000,0.07049000,0.06501000,0.06521000,724702951.40000000,48877718.38028900,92739
1626307200000,2021-07-15 00:00:00,VET/USDT,0.07256000,0.07396000,0.06760000,0.06904000,689990562.20000000,48304818.65666100,88072
1626220800000,2021-07-14 00:00:00,VET/USDT,0.07297000,0.07370000,0.06839000,0.07256000,719807940.10000000,51256896.69930700,100291
1626134400000,2021-07-13 00:00:00,VET/USDT,0.07495000,0.07573000,0.07158000,0.07294000,522685098.10000000,38478070.07328000,77191
1626048000000,2021-07-12 00:00:00,VET/USDT,0.07768000,0.07901000,0.07378000,0.07495000,485047192.50000000,36931872.51355300,69706
1625961600000,2021-07-11 00:00:00,VET/USDT,0.07599000,0.07910000,0.07493000,0.07768000,396751737.10000000,30630314.67269300,61815
1625875200000,2021-07-10 00:00:00,VET/USDT,0.07701000,0.07879000,0.07450000,0.07597000,513741559.50000000,39320067.29293500,76111
1625788800000,2021-07-09 00:00:00,VET/USDT,0.07605000,0.07824000,0.07233000,0.07703000,817633056.00000000,61678141.22666200,114938
1625702400000,2021-07-08 00:00:00,VET/USDT,0.08337000,0.08366000,0.07511000,0.07607000,1013992503.70000000,79388307.51911100,149284
1625616000000,2021-07-07 00:00:00,VET/USDT,0.08446000,0.08611000,0.08320000,0.08340000,635110376.10000000,53901103.78338200,103477
1625529600000,2021-07-06 00:00:00,VET/USDT,0.08345000,0.08715000,0.08294000,0.08446000,796252433.90000000,67492823.08103500,112722
1625443200000,2021-07-05 00:00:00,VET/USDT,0.08780000,0.08786000,0.08131000,0.08342000,1009140828.90000000,85372039.04482400,141525
1625356800000,2021-07-04 00:00:00,VET/USDT,0.08732000,0.09006000,0.08484000,0.08778000,857726403.20000000,75209579.12221100,141569
1625270400000,2021-07-03 00:00:00,VET/USDT,0.08656000,0.09023000,0.08423000,0.08736000,913099649.70000000,79826079.66802500,126724
1625184000000,2021-07-02 00:00:00,VET/USDT,0.08425000,0.08770000,0.08198000,0.08655000,1133495193.30000000,95875904.71904200,145898
1625097600000,2021-07-01 00:00:00,VET/USDT,0.09133000,0.09133000,0.08248000,0.08424000,1227504580.60000000,105005493.22436200,171849
1625011200000,2021-06-30 00:00:00,VET/USDT,0.09001000,0.09442000,0.08172000,0.09134000,1738170586.10000000,151979277.24991100,260859
1624924800000,2021-06-29 00:00:00,VET/USDT,0.07943000,0.09504000,0.07895000,0.09008000,1890978743.20000000,167047921.70667600,294274
1624838400000,2021-06-28 00:00:00,VET/USDT,0.07805000,0.08184000,0.07568000,0.07942000,957312777.10000000,75284655.87773200,137448
1624752000000,2021-06-27 00:00:00,VET/USDT,0.07399000,0.07842000,0.07130000,0.07806000,889825732.40000000,65676922.67933200,116806
1624665600000,2021-06-26 00:00:00,VET/USDT,0.07207000,0.07591000,0.06900000,0.07400000,1401930984.10000000,101230683.28599400,165050
1624579200000,2021-06-25 00:00:00,VET/USDT,0.08074000,0.08323000,0.07116000,0.07209000,1780897549.90000000,136220194.52027100,225512
1624492800000,2021-06-24 00:00:00,VET/USDT,0.07614000,0.08327000,0.07224000,0.08077000,1758052234.10000000,137140319.81531200,212575
1624406400000,2021-06-23 00:00:00,VET/USDT,0.07172000,0.08447000,0.06793000,0.07614000,3150782283.60000000,243331641.91751500,387009
1624320000000,2021-06-22 00:00:00,VET/USDT,0.07330000,0.08108000,0.05955000,0.07176000,4714450003.80000000,334648427.94746600,519937
1624233600000,2021-06-21 00:00:00,VET/USDT,0.09837000,0.09881000,0.07301000,0.07332000,2223182586.90000000,187175666.52787700,309221
1624147200000,2021-06-20 00:00:00,VET/USDT,0.09641000,0.10077000,0.08816000,0.09840000,1031915885.30000000,97344701.58301500,153923
1624060800000,2021-06-19 00:00:00,VET/USDT,0.09957000,0.10204000,0.09636000,0.09639000,656262172.90000000,65359866.98976200,94495
1623974400000,2021-06-18 00:00:00,VET/USDT,0.10731000,0.10759000,0.09613000,0.09957000,853017181.90000000,86341064.11303900,131933
1623888000000,2021-06-17 00:00:00,VET/USDT,0.10752000,0.11150000,0.10488000,0.10726000,599751647.10000000,64958281.79223700,97010
1623801600000,2021-06-16 00:00:00,VET/USDT,0.11134000,0.11445000,0.10567000,0.10752000,884683659.80000000,96526107.68583300,142446
