unix,date,symbol,open,high,low,close,Volume USDC,Volume USDT,tradecount
1641600000000,2022-01-08 00:00:00,USDC/USDT,1.00030000,1.00050000,1.00000000,1.00020000,124021655.00000000,124050267.06610000,36117
1641513600000,2022-01-07 00:00:00,USDC/USDT,1.00010000,1.00060000,1.00000000,1.00020000,171315613.00000000,171380310.55270000,43821
1641427200000,2022-01-06 00:00:00,USDC/USDT,1.00010000,1.00060000,1.00000000,1.00010000,146828035.00000000,146853040.37940000,42543
1641340800000,2022-01-05 00:00:00,USDC/USDT,1.00020000,1.00020000,1.00000000,1.00000000,137208107.00000000,137218066.78550000,43866
1641254400000,2022-01-04 00:00:00,USDC/USDT,1.00020000,1.00030000,1.00000000,1.00020000,125554114.00000000,125569143.04810000,42279
1641168000000,2022-01-03 00:00:00,USDC/USDT,0.99990000,1.00040000,0.99980000,1.00020000,91504893.00000000,91503064.43530000,37164
1641081600000,2022-01-02 00:00:00,USDC/USDT,0.99990000,0.99990000,0.99980000,0.99980000,39907523.00000000,39901954.17310000,23698
1640995200000,2022-01-01 00:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99980000,54253517.00000000,54250497.59790000,25337
1640908800000,2021-12-31 00:00:00,USDC/USDT,0.99970000,1.00020000,0.99970000,0.99990000,92938464.00000000,92926119.01120000,33527
1640822400000,2021-12-30 00:00:00,USDC/USDT,0.99990000,1.00000000,0.99960000,0.99970000,123097269.00000000,123071500.45000000,41810
1640736000000,2021-12-29 00:00:00,USDC/USDT,0.99980000,1.00010000,0.99970000,1.00000000,98309653.00000000,98302802.60810000,39689
1640649600000,2021-12-28 00:00:00,USDC/USDT,0.99950000,1.00000000,0.99940000,0.99980000,115952840.00000000,115915148.09360000,47342
1640563200000,2021-12-27 00:00:00,USDC/USDT,0.99930000,0.99960000,0.99920000,0.99950000,77068612.00000000,77019914.65490000,31644
1640476800000,2021-12-26 00:00:00,USDC/USDT,0.99940000,0.99940000,0.99920000,0.99930000,63255953.00000000,63212999.06480000,36954
1640390400000,2021-12-25 00:00:00,USDC/USDT,0.99940000,0.99950000,0.99920000,0.99930000,54471467.00000000,54437967.94160000,22928
1640304000000,2021-12-24 00:00:00,USDC/USDT,0.99970000,0.99970000,0.99940000,0.99940000,77896760.00000000,77857705.53460000,32659
1640217600000,2021-12-23 00:00:00,USDC/USDT,0.99950000,0.99970000,0.99930000,0.99960000,115582109.00000000,115531248.59930000,40204
1640131200000,2021-12-22 00:00:00,USDC/USDT,0.99950000,0.99970000,0.99950000,0.99950000,108648691.00000000,108600490.94920000,33924
1640044800000,2021-12-21 00:00:00,USDC/USDT,0.99990000,0.99990000,0.99940000,0.99960000,105296764.00000000,105258213.85490000,42782
1639958400000,2021-12-20 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99960000,0.99990000,106136562.00000000,106105049.58700000,34144
1639872000000,2021-12-19 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99960000,0.99980000,63252610.00000000,63236509.11610000,28171
1639785600000,2021-12-18 00:00:00,USDC/USDT,0.99970000,0.99990000,0.99960000,0.99980000,73012254.00000000,72991839.31370000,27919
1639699200000,2021-12-17 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99970000,114355828.00000000,114330355.31930000,38478
1639612800000,2021-12-16 00:00:00,USDC/USDT,0.99970000,0.99990000,0.99940000,0.99980000,133861060.00000000,133814617.73290000,39053
1639526400000,2021-12-15 00:00:00,USDC/USDT,0.99950000,0.99980000,0.99940000,0.99970000,147665868.00000000,147623816.06960000,40387
1639440000000,2021-12-14 00:00:00,USDC/USDT,1.00000000,1.00000000,0.99930000,0.99940000,149572582.00000000,149519397.31930000,48365
1639353600000,2021-12-13 00:00:00,USDC/USDT,0.99950000,1.00010000,0.99940000,1.00000000,166779092.00000000,166740492.52040000,55427
1639267200000,2021-12-12 00:00:00,USDC/USDT,0.99960000,0.99970000,0.99950000,0.99950000,78898621.00000000,78863319.24190000,34683
1639180800000,2021-12-11 00:00:00,USDC/USDT,0.99970000,0.99990000,0.99950000,0.99950000,105601309.00000000,105563579.07580000,34439
1639094400000,2021-12-10 00:00:00,USDC/USDT,0.99960000,1.00000000,0.99960000,0.99960000,183257439.00000000,183212042.24930000,49919
1639008000000,2021-12-09 00:00:00,USDC/USDT,0.99920000,0.99970000,0.99900000,0.99960000,142048173.00000000,141948039.18960000,45009
1638921600000,2021-12-08 00:00:00,USDC/USDT,0.99910000,0.99920000,0.99900000,0.99920000,130078882.00000000,129960415.32610000,40821
1638835200000,2021-12-07 00:00:00,USDC/USDT,0.99890000,0.99930000,0.99890000,0.99910000,159517595.00000000,159365193.66240000,57310
1638748800000,2021-12-06 00:00:00,USDC/USDT,0.99900000,0.99970000,0.99880000,0.99890000,238978403.00000000,238756457.82220000,76840
1638662400000,2021-12-05 00:00:00,USDC/USDT,0.99880000,0.99910000,0.99830000,0.99900000,117488997.00000000,117339411.17320000,45385
1638576000000,2021-12-04 00:00:00,USDC/USDT,0.99940000,0.99960000,0.20000000,0.99890000,348224972.60000000,347569989.18148800,102157
1638489600000,2021-12-03 00:00:00,USDC/USDT,0.99930000,0.99970000,0.99860000,0.99950000,169903584.00000000,169780163.92380000,51604
1638403200000,2021-12-02 00:00:00,USDC/USDT,0.99960000,0.99970000,0.99910000,0.99930000,125506382.00000000,125420293.95630000,48524
1638316800000,2021-12-01 00:00:00,USDC/USDT,0.99910000,0.99970000,0.99900000,0.99970000,179000089.00000000,178876810.32570000,58068
1638230400000,2021-11-30 00:00:00,USDC/USDT,0.99920000,0.99950000,0.99910000,0.99920000,156592403.00000000,156471219.45650000,50299
1638144000000,2021-11-29 00:00:00,USDC/USDT,0.99940000,0.99980000,0.99910000,0.99920000,224766512.00000000,224635495.53610000,60164
1638057600000,2021-11-28 00:00:00,USDC/USDT,0.99950000,1.00010000,0.99930000,0.99940000,113098757.00000000,113042579.89210000,37910
1637971200000,2021-11-27 00:00:00,USDC/USDT,0.99940000,0.99960000,0.99920000,0.99950000,96715026.00000000,96658535.35800000,37061
1637884800000,2021-11-26 00:00:00,USDC/USDT,0.99950000,0.99960000,0.99890000,0.99940000,216803664.00000000,216660410.63640000,64208
1637798400000,2021-11-25 00:00:00,USDC/USDT,0.99970000,0.99990000,0.99910000,0.99950000,159175678.00000000,159088699.47840000,49687
1637712000000,2021-11-24 00:00:00,USDC/USDT,0.99990000,1.00050000,0.99940000,0.99980000,212251182.00000000,212225161.84410000,66255
1637625600000,2021-11-23 00:00:00,USDC/USDT,0.99940000,1.00030000,0.99940000,1.00000000,199212702.00000000,199183863.29650000,48444
1637539200000,2021-11-22 00:00:00,USDC/USDT,0.99930000,0.99970000,0.99910000,0.99940000,151308611.00000000,151211671.34850000,40898
1637452800000,2021-11-21 00:00:00,USDC/USDT,0.99950000,0.99970000,0.99920000,0.99930000,122046446.00000000,121979571.62330000,39304
1637366400000,2021-11-20 00:00:00,USDC/USDT,0.99910000,0.99980000,0.99910000,0.99950000,136872926.00000000,136783716.71110000,43009
1637280000000,2021-11-19 00:00:00,USDC/USDT,0.99950000,0.99960000,0.99890000,0.99920000,136559987.00000000,136462724.68200000,40962
1637193600000,2021-11-18 00:00:00,USDC/USDT,0.99960000,0.99970000,0.99890000,0.99950000,190988250.00000000,190886222.76060000,49833
1637107200000,2021-11-17 00:00:00,USDC/USDT,0.99960000,0.99970000,0.99940000,0.99960000,141676444.00000000,141619062.62860000,39473
1637020800000,2021-11-16 00:00:00,USDC/USDT,0.99970000,1.00000000,0.99920000,0.99960000,195857427.00000000,195778435.99370000,57285
1636934400000,2021-11-15 00:00:00,USDC/USDT,0.99980000,1.00020000,0.99960000,0.99970000,150047432.00000000,150029524.36670000,46746
1636848000000,2021-11-14 00:00:00,USDC/USDT,0.99990000,0.99990000,0.99970000,0.99970000,66520594.00000000,66507018.89440000,27309
1636761600000,2021-11-13 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99980000,84553770.00000000,84547251.80390000,33675
1636675200000,2021-11-12 00:00:00,USDC/USDT,0.99940000,1.00010000,0.99940000,1.00000000,136692719.00000000,136678513.72390000,48290
1636588800000,2021-11-11 00:00:00,USDC/USDT,0.99970000,0.99980000,0.99920000,0.99940000,152968551.00000000,152893502.64360000,50868
1636502400000,2021-11-10 00:00:00,USDC/USDT,1.00010000,1.00040000,0.99940000,0.99970000,209589354.00000000,209568777.22940000,68949
1636416000000,2021-11-09 00:00:00,USDC/USDT,0.99940000,1.00010000,0.99900000,1.00010000,182710554.00000000,182620222.29710000,59510
1636329600000,2021-11-08 00:00:00,USDC/USDT,0.99930000,0.99950000,0.99900000,0.99940000,205567220.00000000,205418806.53250000,53382
1636243200000,2021-11-07 00:00:00,USDC/USDT,0.99920000,0.99940000,0.99920000,0.99930000,127879991.00000000,127792360.64190000,34628
1636156800000,2021-11-06 00:00:00,USDC/USDT,0.99920000,0.99930000,0.99900000,0.99930000,86557756.00000000,86483673.62610000,32393
1636070400000,2021-11-05 00:00:00,USDC/USDT,0.99930000,0.99940000,0.99910000,0.99920000,112566140.00000000,112484515.87030000,47241
1635984000000,2021-11-04 00:00:00,USDC/USDT,0.99950000,0.99970000,0.99920000,0.99920000,159275885.00000000,159180835.21410000,57918
1635897600000,2021-11-03 00:00:00,USDC/USDT,0.99920000,0.99980000,0.99910000,0.99950000,183013819.00000000,182898988.62050000,59399
1635811200000,2021-11-02 00:00:00,USDC/USDT,0.99940000,0.99960000,0.99910000,0.99920000,152858036.00000000,152766889.02350000,55380
1635724800000,2021-11-01 00:00:00,USDC/USDT,0.99950000,1.00500000,0.99890000,0.99940000,192215615.00000000,192113363.86360000,43511
1635638400000,2021-10-31 00:00:00,USDC/USDT,0.99960000,0.99960000,0.99930000,0.99940000,105771493.00000000,105714288.21610000,44632
1635552000000,2021-10-30 00:00:00,USDC/USDT,1.00000000,1.00000000,0.99940000,0.99950000,108122689.00000000,108097696.69160000,39291
1635465600000,2021-10-29 00:00:00,USDC/USDT,0.99950000,1.00000000,0.99940000,1.00000000,146553258.00000000,146532185.74060000,43366
1635379200000,2021-10-28 00:00:00,USDC/USDT,0.99940000,0.99970000,0.99900000,0.99950000,297686109.00000000,297481666.82530000,58314
1635292800000,2021-10-27 00:00:00,USDC/USDT,0.99970000,1.00000000,0.99760000,0.99940000,293016844.00000000,292868314.15357400,67437
1635206400000,2021-10-26 00:00:00,USDC/USDT,1.00030000,1.00080000,0.99930000,0.99980000,210105819.00000000,210146573.95680000,56204
1635120000000,2021-10-25 00:00:00,USDC/USDT,1.00010000,1.00030000,1.00010000,1.00030000,100639815.00000000,100655881.48630000,45115
1635033600000,2021-10-24 00:00:00,USDC/USDT,1.00010000,1.00040000,1.00000000,1.00010000,95047481.00000000,95062104.99650000,34853
1634947200000,2021-10-23 00:00:00,USDC/USDT,1.00030000,1.00040000,1.00000000,1.00020000,115429550.00000000,115454987.03080000,25942
1634860800000,2021-10-22 00:00:00,USDC/USDT,1.00010000,1.00040000,0.99990000,1.00040000,169272216.00000000,169289569.70710000,40771
1634774400000,2021-10-21 00:00:00,USDC/USDT,0.99970000,1.00030000,0.99960000,1.00020000,235365894.00000000,235368007.68350000,46346
1634688000000,2021-10-20 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99970000,0.99970000,178517231.00000000,178495674.12900000,36389
1634601600000,2021-10-19 00:00:00,USDC/USDT,0.99990000,1.01000000,0.99980000,1.00000000,158779978.00000000,158788124.52910000,31982
1634515200000,2021-10-18 00:00:00,USDC/USDT,1.00020000,1.00060000,0.99980000,1.00000000,170318311.00000000,170351568.67480000,34794
1634428800000,2021-10-17 00:00:00,USDC/USDT,0.99990000,1.00020000,0.99990000,1.00020000,93380056.00000000,93378802.49080000,22848
1634342400000,2021-10-16 00:00:00,USDC/USDT,1.00040000,1.00040000,0.99990000,1.00000000,111956361.00000000,111975317.38350000,26464
1634256000000,2021-10-15 00:00:00,USDC/USDT,0.99980000,1.01950000,0.99980000,1.00030000,219580546.00000000,219632997.47593700,38539
1634169600000,2021-10-14 00:00:00,USDC/USDT,1.00010000,1.00020000,0.99980000,0.99990000,146138633.00000000,146134327.79490000,31682
1634083200000,2021-10-13 00:00:00,USDC/USDT,1.00000000,1.00030000,0.99990000,1.00020000,178084882.00000000,178099023.77750000,35706
1633996800000,2021-10-12 00:00:00,USDC/USDT,0.99980000,1.00000000,0.99960000,1.00000000,155545596.00000000,155516828.33350000,28716
1633910400000,2021-10-11 00:00:00,USDC/USDT,0.99960000,0.99990000,0.99960000,0.99990000,129181826.00000000,129149068.84030000,27322
1633824000000,2021-10-10 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99950000,0.99970000,108666407.00000000,108635099.51930000,26875
1633737600000,2021-10-09 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,85806855.00000000,85792439.35600000,23976
1633651200000,2021-10-08 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99960000,0.99990000,154010421.00000000,153966977.22390000,28942
1633564800000,2021-10-07 00:00:00,USDC/USDT,0.99960000,1.00000000,0.99940000,0.99970000,196487283.00000000,196427642.98070000,35228
1633478400000,2021-10-06 00:00:00,USDC/USDT,0.99930000,0.99990000,0.99930000,0.99960000,159575911.00000000,159515909.79420000,35070
1633392000000,2021-10-05 00:00:00,USDC/USDT,0.99970000,1.00010000,0.99930000,0.99930000,187984033.00000000,187927523.57080000,38809
1633305600000,2021-10-04 00:00:00,USDC/USDT,0.99950000,0.99970000,0.99940000,0.99960000,98211193.00000000,98171407.29410000,34429
1633219200000,2021-10-03 00:00:00,USDC/USDT,0.99950000,0.99960000,0.99930000,0.99950000,107528132.00000000,107469647.42940000,34461
1633132800000,2021-10-02 00:00:00,USDC/USDT,0.99950000,0.99960000,0.99930000,0.99940000,129559643.00000000,129492638.37620000,35502
1633046400000,2021-10-01 00:00:00,USDC/USDT,1.00000000,1.00010000,0.99940000,0.99950000,155481530.00000000,155443256.17170000,42176
1632960000000,2021-09-30 00:00:00,USDC/USDT,1.00010000,1.00020000,1.00000000,1.00010000,116612589.00000000,116621806.20720000,28974
1632873600000,2021-09-29 00:00:00,USDC/USDT,1.00000000,1.00040000,0.99990000,1.00020000,116888638.00000000,116902537.52190000,24819
1632787200000,2021-09-28 00:00:00,USDC/USDT,0.99990000,1.00200000,0.99980000,1.00000000,227361962.00000000,227374056.03380000,39321
1632700800000,2021-09-27 00:00:00,USDC/USDT,0.99960000,1.00020000,0.99950000,0.99980000,147914935.00000000,147882193.26160000,30916
1632614400000,2021-09-26 00:00:00,USDC/USDT,0.99950000,1.00010000,0.99940000,0.99950000,310746128.00000000,310641979.57850000,40687
1632528000000,2021-09-25 00:00:00,USDC/USDT,0.99940000,0.99970000,0.99930000,0.99940000,180898213.00000000,180816100.40710000,24396
1632441600000,2021-09-24 00:00:00,USDC/USDT,0.99940000,0.99970000,0.99920000,0.99930000,212395400.00000000,212284199.02900000,43587
1632355200000,2021-09-23 00:00:00,USDC/USDT,0.99940000,0.99970000,0.99940000,0.99950000,146358733.00000000,146290908.89790000,35514
1632268800000,2021-09-22 00:00:00,USDC/USDT,1.00020000,1.00020000,0.99930000,0.99940000,247931097.00000000,247879628.18470000,46527
1632182400000,2021-09-21 00:00:00,USDC/USDT,1.00030000,1.00500000,1.00000000,1.00020000,259541793.00000000,259621370.68346600,55729
1632096000000,2021-09-20 00:00:00,USDC/USDT,1.00000000,1.00050000,0.99990000,1.00040000,346229697.00000000,346305412.88880000,65269
1632009600000,2021-09-19 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,1.00000000,110217216.00000000,110207933.47560000,23700
1631923200000,2021-09-18 00:00:00,USDC/USDT,1.00010000,1.00010000,0.99960000,0.99990000,146557996.00000000,146543530.78260000,25023
1631836800000,2021-09-17 00:00:00,USDC/USDT,0.99970000,1.00010000,0.99970000,1.00000000,109736618.00000000,109724663.48190000,27757
1631750400000,2021-09-16 00:00:00,USDC/USDT,0.99970000,0.99990000,0.99950000,0.99970000,172828825.00000000,172784909.74530000,33355
1631664000000,2021-09-15 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99950000,0.99980000,174759209.00000000,174700459.95290000,36742
1631577600000,2021-09-14 00:00:00,USDC/USDT,0.99990000,1.00000000,0.99970000,0.99970000,133415998.00000000,133394516.89420000,38941
1631491200000,2021-09-13 00:00:00,USDC/USDT,1.00000000,1.00010000,0.99970000,0.99980000,149742024.00000000,149729692.01370000,54891
1631404800000,2021-09-12 00:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,1.00000000,90729607.00000000,90723596.20290000,42000
1631318400000,2021-09-11 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99990000,92426776.00000000,92419343.56830000,44486
1631232000000,2021-09-10 00:00:00,USDC/USDT,0.99990000,1.00030000,0.99980000,1.00000000,188537168.00000000,188549311.38340000,65387
1631145600000,2021-09-09 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99980000,163231744.00000000,163218596.22760000,58303
1631059200000,2021-09-08 00:00:00,USDC/USDT,0.99960000,1.00020000,0.99950000,1.00000000,195010261.00000000,194973924.97240000,59198
1630972800000,2021-09-07 00:00:00,USDC/USDT,0.99970000,1.00010000,0.99880000,0.99950000,308072330.07000000,307868565.70053000,80936
1630886400000,2021-09-06 00:00:00,USDC/USDT,0.99940000,0.99980000,0.99930000,0.99970000,121793695.00000000,121736936.56730000,42920
1630800000000,2021-09-05 00:00:00,USDC/USDT,0.99960000,0.99960000,0.99910000,0.99930000,106104522.00000000,106038753.22750000,33539
1630713600000,2021-09-04 00:00:00,USDC/USDT,0.99960000,0.99970000,0.99950000,0.99960000,84205953.00000000,84174083.78400000,34293
1630627200000,2021-09-03 00:00:00,USDC/USDT,0.99960000,0.99980000,0.99950000,0.99960000,164164766.00000000,164105150.61400000,42084
1630540800000,2021-09-02 00:00:00,USDC/USDT,0.99950000,0.99960000,0.99940000,0.99950000,120864006.00000000,120800639.20460000,38293
1630454400000,2021-09-01 00:00:00,USDC/USDT,0.99980000,0.99980000,0.99920000,0.99950000,151124988.00000000,151063237.13869800,41156
1630368000000,2021-08-31 00:00:00,USDC/USDT,0.99990000,1.00000000,0.99970000,0.99970000,153333790.00000000,153302024.52400000,41065
1630281600000,2021-08-30 00:00:00,USDC/USDT,0.99940000,1.00000000,0.99940000,0.99980000,145930043.00000000,145864894.39930000,31958
1630195200000,2021-08-29 00:00:00,USDC/USDT,0.99950000,0.99960000,0.99940000,0.99940000,70978420.00000000,70939714.62580000,21355
1630108800000,2021-08-28 00:00:00,USDC/USDT,0.99950000,0.99950000,0.99940000,0.99950000,64163450.00000000,64128261.00960000,21055
1630022400000,2021-08-27 00:00:00,USDC/USDT,0.99990000,1.00000000,0.99940000,0.99950000,122489033.00000000,122457875.60595000,31376
1629936000000,2021-08-26 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99980000,111646473.97000000,111635231.26168900,28435
1629849600000,2021-08-25 00:00:00,USDC/USDT,0.99980000,1.00000000,0.99980000,0.99990000,100030992.58000000,100016972.85560300,28916
1629763200000,2021-08-24 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99950000,0.99990000,130028682.96000000,130001524.71555800,34888
1629676800000,2021-08-23 00:00:00,USDC/USDT,0.99940000,0.99990000,0.99930000,0.99980000,139401259.58000000,139327033.45413600,38353
1629590400000,2021-08-22 00:00:00,USDC/USDT,0.99910000,0.99940000,0.99910000,0.99930000,72410173.62000000,72360901.31345300,27596
1629504000000,2021-08-21 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99910000,0.99920000,87721688.98000000,87673461.12025700,36625
1629417600000,2021-08-20 00:00:00,USDC/USDT,0.99990000,1.00020000,0.99980000,0.99990000,128138900.96000000,128137003.58433600,49658
1629331200000,2021-08-19 00:00:00,USDC/USDT,0.99970000,1.00020000,0.99970000,1.00000000,96930221.70000000,96924573.10637600,36913
1629244800000,2021-08-18 00:00:00,USDC/USDT,1.00010000,1.00020000,0.99960000,0.99970000,98451628.86000000,98434982.72599000,39797
1629158400000,2021-08-17 00:00:00,USDC/USDT,0.99980000,1.00030000,0.99960000,1.00010000,141569851.25000000,141550102.13220200,39521
1629072000000,2021-08-16 00:00:00,USDC/USDT,0.99920000,0.99990000,0.99920000,0.99980000,112878438.51000000,112824383.18177100,37655
1628985600000,2021-08-15 00:00:00,USDC/USDT,0.99930000,0.99940000,0.99920000,0.99920000,86440343.15000000,86379721.17451100,27953
1628899200000,2021-08-14 00:00:00,USDC/USDT,0.99940000,0.99950000,0.99920000,0.99940000,82449119.52000000,82393610.50684500,28886
1628812800000,2021-08-13 00:00:00,USDC/USDT,0.99960000,0.99970000,0.99920000,0.99940000,90862175.88000000,90815915.21603700,29447
1628726400000,2021-08-12 00:00:00,USDC/USDT,0.99940000,0.99990000,0.99940000,0.99970000,128437033.05000000,128384366.73744100,37513
1628640000000,2021-08-11 00:00:00,USDC/USDT,0.99970000,0.99980000,0.99930000,0.99940000,141765992.14000000,141692675.49826400,46278
1628553600000,2021-08-10 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99950000,0.99970000,116022365.65000000,115980874.66809400,32171
1628467200000,2021-08-09 00:00:00,USDC/USDT,0.99950000,0.99990000,0.99910000,0.99980000,137707240.31000000,137627474.67203700,37566
1628380800000,2021-08-08 00:00:00,USDC/USDT,0.99940000,0.99950000,0.99910000,0.99950000,111504116.95000000,111430762.24606600,45904
1628294400000,2021-08-07 00:00:00,USDC/USDT,0.99950000,0.99960000,0.99910000,0.99930000,150049458.97000000,149950769.76173600,56396
1628208000000,2021-08-06 00:00:00,USDC/USDT,0.99960000,0.99990000,0.99930000,0.99960000,128147145.88000000,128099649.45660600,42074
1628121600000,2021-08-05 00:00:00,USDC/USDT,1.00000000,1.00030000,0.99940000,0.99960000,112860288.58000000,112852289.69649500,34942
1628035200000,2021-08-04 00:00:00,USDC/USDT,0.99990000,1.00030000,0.99980000,0.99990000,118657796.58000000,118663473.69281200,36016
1627948800000,2021-08-03 00:00:00,USDC/USDT,0.99990000,1.00020000,0.99970000,1.00000000,109118221.55000000,109116031.18780200,35846
1627862400000,2021-08-02 00:00:00,USDC/USDT,0.99980000,1.00000000,0.99960000,0.99990000,92262792.44000000,92250624.55719800,35359
1627776000000,2021-08-01 00:00:00,USDC/USDT,0.99940000,1.00000000,0.99920000,0.99990000,96187880.90000000,96139657.39185100,31515
1627689600000,2021-07-31 00:00:00,USDC/USDT,0.99960000,0.99980000,0.99930000,0.99940000,91098440.94000000,91056287.64334300,33365
1627603200000,2021-07-30 00:00:00,USDC/USDT,0.99980000,1.00040000,0.99950000,0.99960000,149799868.13000000,149763234.90389400,46482
1627516800000,2021-07-29 00:00:00,USDC/USDT,0.99980000,1.00060000,0.99970000,0.99980000,191342759.08000000,191333288.06882000,43185
1627430400000,2021-07-28 00:00:00,USDC/USDT,0.99980000,1.00010000,0.99960000,0.99980000,216267938.82000000,216226298.43728200,68917
1627344000000,2021-07-27 00:00:00,USDC/USDT,0.99990000,1.00040000,0.99930000,0.99980000,217959384.90000000,217927324.72204500,72682
1627257600000,2021-07-26 00:00:00,USDC/USDT,0.99940000,1.00100000,0.99640000,0.99980000,333785618.41000000,333772074.10722800,89131
1627171200000,2021-07-25 00:00:00,USDC/USDT,0.99940000,0.99980000,0.99930000,0.99940000,51667435.54000000,51640929.72124100,24828
1627084800000,2021-07-24 00:00:00,USDC/USDT,0.99970000,1.00000000,0.99930000,0.99940000,84626160.02000000,84590219.33842000,32617
1626998400000,2021-07-23 00:00:00,USDC/USDT,1.00000000,1.00010000,0.99940000,0.99960000,115486022.89000000,115459145.67025200,31298
1626912000000,2021-07-22 00:00:00,USDC/USDT,1.00000000,1.00030000,0.99980000,1.00010000,90843402.50000000,90840241.68496100,27922
1626825600000,2021-07-21 00:00:00,USDC/USDT,1.00000000,1.00020000,0.99960000,1.00000000,138305785.57000000,138289142.58662200,37585
1626739200000,2021-07-20 00:00:00,USDC/USDT,1.00020000,1.00050000,0.99990000,1.00000000,147599226.09000000,147622038.53576300,46674
1626652800000,2021-07-19 00:00:00,USDC/USDT,1.00000000,1.00090000,0.99990000,1.00030000,126073897.38000000,126115032.49363400,49164
1626566400000,2021-07-18 00:00:00,USDC/USDT,0.99990000,1.00020000,0.99980000,1.00000000,80572632.27000000,80570135.25427200,27602
1626480000000,2021-07-17 00:00:00,USDC/USDT,1.00000000,1.00010000,0.99980000,1.00000000,69837434.65000000,69836264.95725900,27202
1626393600000,2021-07-16 00:00:00,USDC/USDT,1.00020000,1.00020000,0.99980000,0.99990000,103425527.07000000,103417827.10628900,27660
1626307200000,2021-07-15 00:00:00,USDC/USDT,0.99990000,1.00100000,0.99970000,1.00020000,82974955.49000000,82980496.09623300,27660
1626220800000,2021-07-14 00:00:00,USDC/USDT,1.00020000,1.00150000,0.99980000,0.99990000,90154154.33000000,90154604.76029000,32680
1626134400000,2021-07-13 00:00:00,USDC/USDT,1.00000000,1.00050000,0.99980000,1.00020000,93422136.99000000,93428359.91707800,30891
1626048000000,2021-07-12 00:00:00,USDC/USDT,1.00000000,1.00030000,0.99970000,1.00000000,102596633.36000000,102596708.86049000,33483
1625961600000,2021-07-11 00:00:00,USDC/USDT,1.00010000,1.00200000,0.99990000,1.00000000,50610647.71000000,50617950.70992800,28652
1625875200000,2021-07-10 00:00:00,USDC/USDT,1.00010000,1.00100000,0.99990000,1.00010000,55903988.45000000,55911961.19328100,28063
1625788800000,2021-07-09 00:00:00,USDC/USDT,1.00000000,1.00070000,0.99970000,1.00010000,83814903.33000000,83817939.81389200,36359
1625702400000,2021-07-08 00:00:00,USDC/USDT,0.99980000,1.00200000,0.99970000,1.00010000,101277616.64000000,101271856.82573500,37763
1625616000000,2021-07-07 00:00:00,USDC/USDT,1.00020000,1.00100000,0.99930000,0.99970000,120238188.63000000,120211796.49955100,33239
1625529600000,2021-07-06 00:00:00,USDC/USDT,0.99980000,1.00100000,0.99940000,1.00020000,122857635.74000000,122834774.11517400,33023
1625443200000,2021-07-05 00:00:00,USDC/USDT,1.00010000,1.00070000,0.99950000,0.99990000,104516045.73000000,104501868.67704600,28653
1625356800000,2021-07-04 00:00:00,USDC/USDT,0.99990000,1.00030000,0.99950000,1.00010000,64247355.83000000,64243512.67407900,23963
1625270400000,2021-07-03 00:00:00,USDC/USDT,1.00000000,1.00020000,0.99970000,1.00000000,76704548.98000000,76696609.07938800,26979
1625184000000,2021-07-02 00:00:00,USDC/USDT,0.99990000,1.00070000,0.99990000,0.99990000,95624693.08000000,95635727.52272900,36449
1625097600000,2021-07-01 00:00:00,USDC/USDT,0.99990000,1.00090000,0.99970000,0.99990000,108727306.62000000,108728147.92365700,31727
1625011200000,2021-06-30 00:00:00,USDC/USDT,1.00000000,1.00060000,0.99930000,0.99990000,134613215.61000000,134591321.52209300,43848
1624924800000,2021-06-29 00:00:00,USDC/USDT,0.99990000,1.00030000,0.99930000,0.99990000,161669966.11000000,161615109.74769300,53782
1624838400000,2021-06-28 00:00:00,USDC/USDT,0.99990000,1.00020000,0.99940000,0.99990000,121087442.18000000,121065092.23972000,33839
1624752000000,2021-06-27 00:00:00,USDC/USDT,1.00020000,1.00030000,0.99960000,1.00000000,85831416.02000000,85829328.43471600,33520
1624665600000,2021-06-26 00:00:00,USDC/USDT,1.00000000,1.00040000,0.99970000,1.00020000,111310242.32000000,111324621.38696200,39556
1624579200000,2021-06-25 00:00:00,USDC/USDT,1.00020000,1.00100000,0.99990000,1.00000000,103698169.52000000,103719209.15566600,37404
1624492800000,2021-06-24 00:00:00,USDC/USDT,0.99980000,1.00090000,0.99970000,1.00020000,97684989.96000000,97691567.18718900,37432
