unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,tradecount
1641254400000,2022-01-04 00:00:00,DOT/USDT,30.10000000,30.58000000,28.66000000,28.69000000,11149885.08000000,331365102.55830000,471505
1641168000000,2022-01-03 00:00:00,DOT/USDT,29.69000000,30.88000000,28.62000000,30.11000000,11890491.01000000,353857200.14970000,584743
1641081600000,2022-01-02 00:00:00,DOT/USDT,28.60000000,30.62000000,27.82000000,29.69000000,8942930.92000000,262077782.30530000,385030
1640995200000,2022-01-01 00:00:00,DOT/USDT,26.67000000,28.65000000,26.66000000,28.60000000,5227230.45000000,143998965.10340000,209177
1640908800000,2021-12-31 00:00:00,DOT/USDT,27.54000000,28.12000000,26.24000000,26.66000000,9510787.97000000,258322507.23640000,364393
1640822400000,2021-12-30 00:00:00,DOT/USDT,26.81000000,28.42000000,26.17000000,27.54000000,7797319.16000000,213673335.74660000,297943
1640736000000,2021-12-29 00:00:00,DOT/USDT,27.84000000,28.96000000,26.48000000,26.82000000,9578005.60000000,267712846.40270000,395041
1640649600000,2021-12-28 00:00:00,DOT/USDT,30.96000000,30.97000000,27.46000000,27.83000000,15826935.59000000,460908150.64760000,585511
1640563200000,2021-12-27 00:00:00,DOT/USDT,31.32000000,32.78000000,30.83000000,30.97000000,8619790.22000000,274112089.62870000,482841
1640476800000,2021-12-26 00:00:00,DOT/USDT,28.86000000,31.74000000,28.27000000,31.32000000,9409786.98000000,281858170.17320000,517325
1640390400000,2021-12-25 00:00:00,DOT/USDT,28.14000000,29.12000000,27.94000000,28.84000000,3990671.82000000,113646965.00960000,162561
1640304000000,2021-12-24 00:00:00,DOT/USDT,29.16000000,29.67000000,27.83000000,28.14000000,6450389.72000000,186847375.34230000,298430
1640217600000,2021-12-23 00:00:00,DOT/USDT,27.23000000,29.81000000,26.73000000,29.16000000,10938539.93000000,306790205.36870000,529622
1640131200000,2021-12-22 00:00:00,DOT/USDT,25.16000000,28.23000000,24.98000000,27.22000000,10788179.43000000,288608060.39130000,477294
1640044800000,2021-12-21 00:00:00,DOT/USDT,24.07000000,25.59000000,23.74000000,25.16000000,7752931.61000000,191688314.81860000,257375
1639958400000,2021-12-20 00:00:00,DOT/USDT,24.78000000,25.01000000,23.27000000,24.07000000,7053641.28000000,170007060.20100000,252704
1639872000000,2021-12-19 00:00:00,DOT/USDT,25.48000000,25.86000000,24.63000000,24.78000000,5757699.98000000,145010019.38190000,213829
1639785600000,2021-12-18 00:00:00,DOT/USDT,24.64000000,25.72000000,24.21000000,25.49000000,7437623.45000000,186389544.41690000,259813
1639699200000,2021-12-17 00:00:00,DOT/USDT,26.02000000,26.21000000,24.16000000,24.64000000,10403388.65000000,261264454.22410000,335540
1639612800000,2021-12-16 00:00:00,DOT/USDT,27.14000000,27.84000000,25.55000000,26.02000000,14427194.90000000,387629608.95230000,472704
1639526400000,2021-12-15 00:00:00,DOT/USDT,26.14000000,28.03000000,24.27000000,27.14000000,13450685.93000000,353163805.85930000,472465
1639440000000,2021-12-14 00:00:00,DOT/USDT,25.97000000,26.71000000,25.00000000,26.15000000,10443455.71000000,271233551.25720000,346210
1639353600000,2021-12-13 00:00:00,DOT/USDT,29.54000000,29.87000000,25.54000000,25.96000000,10566935.28000000,291320002.88200000,407130
1639267200000,2021-12-12 00:00:00,DOT/USDT,27.82000000,30.12000000,27.31000000,29.54000000,5833358.42000000,167307239.66630000,262481
1639180800000,2021-12-11 00:00:00,DOT/USDT,26.44000000,28.18000000,25.81000000,27.81000000,8148503.07000000,224132666.45000000,295702
1639094400000,2021-12-10 00:00:00,DOT/USDT,26.91000000,28.43000000,25.71000000,26.44000000,11306697.95000000,304674251.84320000,363700
1639008000000,2021-12-09 00:00:00,DOT/USDT,29.85000000,30.13000000,26.80000000,26.90000000,9383772.00000000,264460990.28590000,322649
1638921600000,2021-12-08 00:00:00,DOT/USDT,30.49000000,30.63000000,28.02000000,29.84000000,10373073.12000000,303196296.97370000,358512
1638835200000,2021-12-07 00:00:00,DOT/USDT,28.12000000,31.49000000,27.69000000,30.50000000,13072414.91000000,384971841.13150000,523750
1638748800000,2021-12-06 00:00:00,DOT/USDT,28.31000000,28.92000000,24.84000000,28.13000000,16137260.41000000,430716088.79160000,533025
1638662400000,2021-12-05 00:00:00,DOT/USDT,29.38000000,29.74000000,26.33000000,28.31000000,11536652.53000000,323667386.27500000,397320
1638576000000,2021-12-04 00:00:00,DOT/USDT,33.70000000,33.86000000,24.35000000,29.38000000,24608037.90000000,700064729.26810000,946882
1638489600000,2021-12-03 00:00:00,DOT/USDT,35.76000000,36.84000000,32.56000000,33.70000000,9114532.42000000,317527763.29120000,450494
1638403200000,2021-12-02 00:00:00,DOT/USDT,36.76000000,36.79000000,35.05000000,35.75000000,5653240.06000000,202979098.73290000,308854
1638316800000,2021-12-01 00:00:00,DOT/USDT,37.96000000,38.78000000,36.22000000,36.76000000,6936636.91000000,261055768.32500000,385146
1638230400000,2021-11-30 00:00:00,DOT/USDT,37.10000000,39.35000000,35.28000000,37.95000000,9758902.60000000,365534586.85890000,633558
1638144000000,2021-11-29 00:00:00,DOT/USDT,35.75000000,37.53000000,35.40000000,37.10000000,7442054.72000000,270930920.94380000,417415
1638057600000,2021-11-28 00:00:00,DOT/USDT,35.16000000,35.85000000,32.21000000,35.76000000,10439305.23000000,353148799.11720000,406960
1637971200000,2021-11-27 00:00:00,DOT/USDT,34.55000000,36.12000000,34.43000000,35.16000000,6817533.23000000,240751573.55630000,272723
1637884800000,2021-11-26 00:00:00,DOT/USDT,39.48000000,39.62000000,33.67000000,34.56000000,16596267.73000000,595573466.43970000,731785
1637798400000,2021-11-25 00:00:00,DOT/USDT,38.27000000,40.93000000,38.04000000,39.47000000,7371944.97000000,291275670.02750000,420429
1637712000000,2021-11-24 00:00:00,DOT/USDT,40.76000000,40.92000000,38.04000000,38.28000000,7264687.01000000,284751411.11490000,387815
1637625600000,2021-11-23 00:00:00,DOT/USDT,39.48000000,41.47000000,38.54000000,40.78000000,6985881.02000000,278796802.92360000,402824
1637539200000,2021-11-22 00:00:00,DOT/USDT,41.95000000,42.16000000,38.80000000,39.49000000,8474290.45000000,340615758.34760000,462814
1637452800000,2021-11-21 00:00:00,DOT/USDT,42.09000000,43.56000000,40.64000000,41.94000000,6646315.92000000,278048692.57500000,522275
1637366400000,2021-11-20 00:00:00,DOT/USDT,41.23000000,42.10000000,39.83000000,42.10000000,5821401.36000000,239855623.26780000,392290
1637280000000,2021-11-19 00:00:00,DOT/USDT,39.03000000,42.28000000,38.36000000,41.24000000,8936329.85000000,359833271.32610000,624573
1637193600000,2021-11-18 00:00:00,DOT/USDT,42.75000000,43.27000000,37.53000000,39.03000000,14653376.83000000,588692131.89660000,856633
1637107200000,2021-11-17 00:00:00,DOT/USDT,40.84000000,42.78000000,38.76000000,42.75000000,11336082.44000000,461011878.43660000,789733
1637020800000,2021-11-16 00:00:00,DOT/USDT,44.78000000,44.78000000,38.10000000,40.84000000,19699792.90000000,819109093.74690000,1104386
1636934400000,2021-11-15 00:00:00,DOT/USDT,46.39000000,47.46000000,44.50000000,44.77000000,6580865.03000000,304443112.86680000,454265
1636848000000,2021-11-14 00:00:00,DOT/USDT,47.07000000,47.83000000,45.02000000,46.39000000,4667465.13000000,215921873.10910000,375059
1636761600000,2021-11-13 00:00:00,DOT/USDT,45.90000000,47.55000000,44.86000000,47.07000000,6068714.10000000,279926960.72470000,498287
1636675200000,2021-11-12 00:00:00,DOT/USDT,47.44000000,47.72000000,44.04000000,45.90000000,10700975.88000000,491599417.90780000,872012
1636588800000,2021-11-11 00:00:00,DOT/USDT,46.74000000,49.44000000,45.55000000,47.44000000,9323684.55000000,445829246.23230000,866544
1636502400000,2021-11-10 00:00:00,DOT/USDT,50.79000000,52.08000000,42.50000000,46.74000000,19625912.74000000,955283652.77330000,1301900
1636416000000,2021-11-09 00:00:00,DOT/USDT,53.36000000,53.39000000,50.52000000,50.78000000,10322506.13000000,536088035.35270000,687062
1636329600000,2021-11-08 00:00:00,DOT/USDT,52.22000000,53.87000000,51.63000000,53.36000000,7797418.81000000,412988422.60740000,549923
1636243200000,2021-11-07 00:00:00,DOT/USDT,52.03000000,53.53000000,51.29000000,52.22000000,7102199.25000000,372971989.08640000,581999
1636156800000,2021-11-06 00:00:00,DOT/USDT,51.75000000,52.42000000,49.00000000,52.02000000,8114011.78000000,411523728.38180000,650701
1636070400000,2021-11-05 00:00:00,DOT/USDT,53.83000000,53.93000000,50.56000000,51.76000000,8742278.80000000,454487603.34950000,712132
1635984000000,2021-11-04 00:00:00,DOT/USDT,53.35000000,55.09000000,52.16000000,53.82000000,14091354.81800000,752535110.92489800,1168396
1635897600000,2021-11-03 00:00:00,DOT/USDT,51.66000000,54.54000000,49.07000000,53.34000000,17237167.47000000,892383869.28269200,1681025
1635811200000,2021-11-02 00:00:00,DOT/USDT,49.98000000,53.35000000,48.01000000,51.66000000,19822814.52800000,1008388946.71802500,1679065
1635724800000,2021-11-01 00:00:00,DOT/USDT,42.78000000,51.57000000,41.70000000,49.98000000,23714028.21300000,1121822068.80107100,2616111
1635638400000,2021-10-31 00:00:00,DOT/USDT,42.73000000,43.36000000,41.01000000,42.77000000,6375433.77000000,268094221.56990000,390771
1635552000000,2021-10-30 00:00:00,DOT/USDT,44.19000000,44.31000000,42.08000000,42.73000000,5254551.32000000,226326757.55730000,339208
1635465600000,2021-10-29 00:00:00,DOT/USDT,41.82000000,44.35000000,41.56000000,44.20000000,8788034.21000000,379251608.69980000,560104
1635379200000,2021-10-28 00:00:00,DOT/USDT,40.43000000,43.12000000,39.81000000,41.82000000,11629300.38000000,486938116.69840000,726484
1635292800000,2021-10-27 00:00:00,DOT/USDT,44.93000000,45.77000000,38.70000000,40.44000000,17560562.15000000,738526790.56130000,1215968
1635206400000,2021-10-26 00:00:00,DOT/USDT,44.55000000,46.00000000,43.31000000,44.93000000,9161833.46000000,406675314.58520000,778131
1635120000000,2021-10-25 00:00:00,DOT/USDT,42.30000000,44.80000000,42.11000000,44.55000000,7291785.53000000,318759784.02630000,507703
1635033600000,2021-10-24 00:00:00,DOT/USDT,43.94000000,44.17000000,41.27000000,42.31000000,7260724.06000000,310356005.19920000,487576
1634947200000,2021-10-23 00:00:00,DOT/USDT,43.50000000,44.79000000,43.08000000,43.95000000,6138290.14000000,269684423.44780000,441867
1634860800000,2021-10-22 00:00:00,DOT/USDT,42.83000000,46.39000000,42.68000000,43.51000000,16062749.38000000,715523454.98632000,1241116
1634774400000,2021-10-21 00:00:00,DOT/USDT,44.41000000,45.53000000,41.91000000,42.84000000,14782015.91600000,646186612.18004700,1014715
1634688000000,2021-10-20 00:00:00,DOT/USDT,41.35000000,45.22000000,41.08000000,44.42000000,13310248.05300000,575094186.70469300,991320
1634601600000,2021-10-19 00:00:00,DOT/USDT,41.16000000,41.65000000,40.01000000,41.34000000,8843904.77000000,362263239.55870000,405631
1634515200000,2021-10-18 00:00:00,DOT/USDT,42.11000000,43.25000000,40.25000000,41.17000000,10911226.84000000,455982949.04260000,550249
1634428800000,2021-10-17 00:00:00,DOT/USDT,41.74000000,42.87000000,39.52000000,42.12000000,10386680.07000000,433074569.93680000,526261
1634342400000,2021-10-16 00:00:00,DOT/USDT,43.27000000,44.78000000,41.26000000,41.75000000,13673173.22900000,587677170.43715100,821141
1634256000000,2021-10-15 00:00:00,DOT/USDT,40.69000000,44.24000000,39.45000000,43.28000000,22085746.42600000,916993507.34561200,1533664
1634169600000,2021-10-14 00:00:00,DOT/USDT,41.69000000,42.54000000,39.33000000,40.71000000,20178003.61000000,827523963.60190000,1204347
1634083200000,2021-10-13 00:00:00,DOT/USDT,35.16000000,43.22000000,33.57000000,41.69000000,36492731.21300000,1421849266.39025900,2504028
1633996800000,2021-10-12 00:00:00,DOT/USDT,34.12000000,35.43000000,32.07000000,35.17000000,13326459.40000000,447030078.01770000,620021
1633910400000,2021-10-11 00:00:00,DOT/USDT,34.42000000,36.09000000,33.25000000,34.13000000,11467492.31000000,399306003.06630000,469155
1633824000000,2021-10-10 00:00:00,DOT/USDT,36.33000000,37.45000000,34.13000000,34.43000000,13147574.66000000,473745609.48130000,784594
1633737600000,2021-10-09 00:00:00,DOT/USDT,33.36000000,36.90000000,33.00000000,36.33000000,12546752.37000000,441329764.12360000,853574
1633651200000,2021-10-08 00:00:00,DOT/USDT,33.98000000,34.49000000,33.03000000,33.35000000,11134583.44000000,375707512.13650000,489045
1633564800000,2021-10-07 00:00:00,DOT/USDT,32.19000000,35.31000000,30.93000000,33.98000000,20356598.29000000,682316606.88330000,1286323
1633478400000,2021-10-06 00:00:00,DOT/USDT,31.39000000,33.09000000,29.11000000,32.19000000,14373589.09000000,448633539.30000000,704071
1633392000000,2021-10-05 00:00:00,DOT/USDT,31.15000000,32.16000000,30.52000000,31.39000000,8537858.77000000,268161491.12910000,374395
1633305600000,2021-10-04 00:00:00,DOT/USDT,32.10000000,32.11000000,30.04000000,31.15000000,9287969.05000000,288547980.66280000,414743
1633219200000,2021-10-03 00:00:00,DOT/USDT,32.01000000,32.69000000,31.17000000,32.11000000,7871434.22000000,252056591.14850000,350329
1633132800000,2021-10-02 00:00:00,DOT/USDT,31.94000000,33.39000000,31.52000000,32.01000000,8748363.88000000,283814409.55190000,522276
1633046400000,2021-10-01 00:00:00,DOT/USDT,28.61000000,32.33000000,28.50000000,31.94000000,13176348.21000000,402700970.64510000,735059
1632960000000,2021-09-30 00:00:00,DOT/USDT,27.28000000,28.99000000,27.13000000,28.62000000,8201551.44000000,230622998.43010000,339737
1632873600000,2021-09-29 00:00:00,DOT/USDT,26.31000000,28.59000000,26.11000000,27.28000000,10207287.33000000,280535376.37540000,376232
1632787200000,2021-09-28 00:00:00,DOT/USDT,27.72000000,28.38000000,26.14000000,26.31000000,9784154.53000000,267560973.68820000,362304
1632700800000,2021-09-27 00:00:00,DOT/USDT,28.84000000,30.26000000,27.50000000,27.71000000,11094418.10000000,320340017.82100000,449178
1632614400000,2021-09-26 00:00:00,DOT/USDT,29.83000000,30.06000000,26.76000000,28.84000000,18340714.24000000,525671091.00060000,701651
1632528000000,2021-09-25 00:00:00,DOT/USDT,30.79000000,32.22000000,29.41000000,29.82000000,13368526.84000000,409243879.47480000,617924
1632441600000,2021-09-24 00:00:00,DOT/USDT,33.42000000,33.54000000,27.90000000,30.79000000,28521525.89000000,867821691.51130000,1220851
1632355200000,2021-09-23 00:00:00,DOT/USDT,31.58000000,33.60000000,30.37000000,33.41000000,13516616.87000000,429208790.35590000,688802
1632268800000,2021-09-22 00:00:00,DOT/USDT,26.39000000,32.00000000,25.91000000,31.60000000,18161430.28000000,530262588.76890000,852355
1632182400000,2021-09-21 00:00:00,DOT/USDT,28.31000000,30.38000000,25.50000000,26.39000000,24316299.56000000,685120449.60780000,942973
1632096000000,2021-09-20 00:00:00,DOT/USDT,33.86000000,33.91000000,26.55000000,28.31000000,28383483.49000000,843311766.99830000,1183841
1632009600000,2021-09-19 00:00:00,DOT/USDT,34.86000000,34.90000000,33.01000000,33.85000000,7884331.02000000,267305492.05880000,411649
1631923200000,2021-09-18 00:00:00,DOT/USDT,33.04000000,35.90000000,32.51000000,34.87000000,9990438.88000000,347152604.88010000,508492
1631836800000,2021-09-17 00:00:00,DOT/USDT,35.51000000,36.94000000,32.19000000,33.03000000,14073919.00000000,486546805.55630000,776866
1631750400000,2021-09-16 00:00:00,DOT/USDT,36.46000000,36.97000000,34.00000000,35.50000000,13726309.35000000,484409459.94100000,601519
1631664000000,2021-09-15 00:00:00,DOT/USDT,37.35000000,38.01000000,35.55000000,36.47000000,12212842.72000000,446407140.69080000,579667
1631577600000,2021-09-14 00:00:00,DOT/USDT,34.84000000,38.77000000,34.08000000,37.36000000,23675929.09400000,871535388.40482800,1329447
1631491200000,2021-09-13 00:00:00,DOT/USDT,35.81000000,38.07000000,31.50000000,34.84000000,49715992.15200000,1749798444.35226600,2819337
1631404800000,2021-09-12 00:00:00,DOT/USDT,31.57000000,36.45000000,30.66000000,35.79000000,28871476.13000000,967608451.30354500,1825842
1631318400000,2021-09-11 00:00:00,DOT/USDT,29.18000000,32.10000000,28.25000000,31.57000000,15331069.56000000,464022098.37140000,776981
1631232000000,2021-09-10 00:00:00,DOT/USDT,29.82000000,32.65000000,28.00000000,29.19000000,27860740.96000000,847452024.90740000,1292621
1631145600000,2021-09-09 00:00:00,DOT/USDT,27.76000000,31.88000000,27.00000000,29.82000000,21170365.50000000,622867857.17740000,1032337
1631059200000,2021-09-08 00:00:00,DOT/USDT,27.97000000,28.88000000,25.20000000,27.76000000,23830480.97000000,655108735.09480000,927132
1630972800000,2021-09-07 00:00:00,DOT/USDT,34.35000000,35.68000000,22.66000000,27.97000000,40408249.41100000,1205391658.07487900,1820580
1630886400000,2021-09-06 00:00:00,DOT/USDT,34.43000000,35.10000000,32.30000000,34.35000000,12428084.43000000,424302148.82030900,842180
1630800000000,2021-09-05 00:00:00,DOT/USDT,32.41000000,34.78000000,31.97000000,34.42000000,9486930.41800000,316320840.47112400,607589
1630713600000,2021-09-04 00:00:00,DOT/USDT,33.58000000,34.13000000,32.00000000,32.40000000,7731353.80600000,255406149.69407900,421992
1630627200000,2021-09-03 00:00:00,DOT/USDT,31.78000000,34.00000000,30.51000000,33.57000000,14346166.88400000,471768852.31701300,781638
1630540800000,2021-09-02 00:00:00,DOT/USDT,33.17000000,33.20000000,31.24000000,31.79000000,13487628.41000000,435633544.99780000,644152
1630454400000,2021-09-01 00:00:00,DOT/USDT,31.34000000,33.83800000,29.60000000,33.18000000,26017654.83900000,811089511.95859200,1391745
1630368000000,2021-08-31 00:00:00,DOT/USDT,26.05000000,31.95000000,25.61000000,31.35000000,40601758.66900000,1185799173.52049500,2088535
1630281600000,2021-08-30 00:00:00,DOT/USDT,25.71000000,27.58000000,24.32000000,26.03000000,14865324.48800000,385241291.33630200,570795
1630195200000,2021-08-29 00:00:00,DOT/USDT,25.96000000,26.46000000,25.24000000,25.70000000,5969161.70000000,154373694.71830000,228248
1630108800000,2021-08-28 00:00:00,DOT/USDT,26.53000000,26.76000000,25.40000000,25.96000000,6962096.43000000,181083508.46700000,255638
1630022400000,2021-08-27 00:00:00,DOT/USDT,23.92000000,26.79000000,23.45000000,26.53000000,12760582.38200000,321109759.21525400,439399
1629936000000,2021-08-26 00:00:00,DOT/USDT,25.98200000,26.40000000,23.46000000,23.92000000,12202094.79300000,300116759.07238900,517016
1629849600000,2021-08-25 00:00:00,DOT/USDT,25.07000000,26.55000000,24.47100000,25.98200000,13580763.06300000,348621380.77669300,538185
1629763200000,2021-08-24 00:00:00,DOT/USDT,27.87600000,28.17200000,24.35100000,25.06700000,15563782.33200000,408251702.69915100,661239
1629676800000,2021-08-23 00:00:00,DOT/USDT,27.68300000,28.62700000,27.31200000,27.87700000,12452305.83700000,348507620.53630200,598130
1629590400000,2021-08-22 00:00:00,DOT/USDT,27.86100000,28.52000000,26.50000000,27.68500000,12726834.13100000,350198421.79170200,756254
1629504000000,2021-08-21 00:00:00,DOT/USDT,28.14900000,29.35100000,27.47000000,27.86300000,15380800.77700000,437767477.18119500,901456
1629417600000,2021-08-20 00:00:00,DOT/USDT,26.57900000,28.47700000,26.06600000,28.14900000,18087062.29800000,496553312.93377000,936247
1629331200000,2021-08-19 00:00:00,DOT/USDT,23.86800000,26.84900000,23.46400000,26.58200000,18955398.08900000,472805896.80080100,920780
1629244800000,2021-08-18 00:00:00,DOT/USDT,23.54800000,25.18300000,22.50000000,23.86800000,20325842.45600000,487580208.14368900,956756
1629158400000,2021-08-17 00:00:00,DOT/USDT,24.41900000,27.42200000,23.01000000,23.54500000,29082405.85400000,742682582.34363100,1727373
1629072000000,2021-08-16 00:00:00,DOT/USDT,23.15000000,25.69900000,22.82100000,24.43200000,23210244.18000000,569040464.82184500,1143518
1628985600000,2021-08-15 00:00:00,DOT/USDT,22.83300000,23.33000000,21.83600000,23.15000000,10311557.70500000,232201567.61292800,461036
1628899200000,2021-08-14 00:00:00,DOT/USDT,22.72300000,23.48800000,21.77100000,22.83500000,12206858.98100000,275512895.33587800,569879
1628812800000,2021-08-13 00:00:00,DOT/USDT,20.75900000,22.72900000,20.50300000,22.72300000,10079219.54300000,220334164.42565900,436007
1628726400000,2021-08-12 00:00:00,DOT/USDT,21.34600000,22.31400000,19.90000000,20.75500000,13916627.07400000,291644002.43209700,501075
1628640000000,2021-08-11 00:00:00,DOT/USDT,20.61000000,22.45000000,20.54000000,21.34700000,17980834.42600000,388428447.35354400,787966
1628553600000,2021-08-10 00:00:00,DOT/USDT,20.56600000,21.41900000,20.08000000,20.61600000,13345048.98000000,276052212.63637700,514340
1628467200000,2021-08-09 00:00:00,DOT/USDT,19.65100000,21.26700000,18.70600000,20.56600000,12450237.87600000,251756587.12481400,496200
1628380800000,2021-08-08 00:00:00,DOT/USDT,20.96300000,21.20500000,19.19200000,19.65000000,11727291.34500000,238137970.00480700,563008
1628294400000,2021-08-07 00:00:00,DOT/USDT,20.41700000,21.68300000,20.02500000,20.96300000,16386907.83000000,341241996.73409800,1081125
1628208000000,2021-08-06 00:00:00,DOT/USDT,19.12400000,20.80000000,18.52200000,20.41600000,17461334.49200000,344423165.01517100,966330
1628121600000,2021-08-05 00:00:00,DOT/USDT,19.14600000,19.45800000,17.86100000,19.12400000,17528313.72100000,330225852.21683100,925446
1628035200000,2021-08-04 00:00:00,DOT/USDT,17.42600000,19.58400000,17.09400000,19.15000000,17035350.57900000,312972612.49479400,740297
1627948800000,2021-08-03 00:00:00,DOT/USDT,17.98400000,18.54600000,16.81100000,17.42500000,15066105.66000000,263383373.49261400,625435
1627862400000,2021-08-02 00:00:00,DOT/USDT,18.41800000,18.93800000,17.55500000,17.98400000,17843839.09300000,325109824.99050300,906995
1627776000000,2021-08-01 00:00:00,DOT/USDT,16.77900000,19.90000000,16.53900000,18.41800000,29839953.33100000,558284181.48956700,1291018
1627689600000,2021-07-31 00:00:00,DOT/USDT,15.79100000,17.01800000,15.58000000,16.78400000,12127994.27900000,197145879.55092700,482941
1627603200000,2021-07-30 00:00:00,DOT/USDT,15.25800000,15.85900000,14.40400000,15.79300000,12163617.87900000,183860182.08524000,636762
1627516800000,2021-07-29 00:00:00,DOT/USDT,14.54200000,15.39100000,14.25700000,15.25400000,16761635.31300000,247024432.62320300,647300
1627430400000,2021-07-28 00:00:00,DOT/USDT,14.36400000,14.76200000,13.92100000,14.54600000,13296413.16900000,191569870.11409200,447508
1627344000000,2021-07-27 00:00:00,DOT/USDT,13.92400000,14.54000000,13.34900000,14.36500000,16376850.10100000,227477909.19968800,424388
1627257600000,2021-07-26 00:00:00,DOT/USDT,13.73200000,15.29800000,13.63400000,13.92500000,25704112.20400000,375986449.67279400,679300
1627171200000,2021-07-25 00:00:00,DOT/USDT,13.75900000,13.82700000,13.08500000,13.73400000,10636601.76600000,142811156.88549900,362301
1627084800000,2021-07-24 00:00:00,DOT/USDT,13.40000000,14.05700000,13.12300000,13.75400000,13352533.27200000,181318418.44375200,366695
1626998400000,2021-07-23 00:00:00,DOT/USDT,13.15400000,13.52000000,12.32100000,13.40100000,14319244.95500000,186094453.07256000,684836
1626912000000,2021-07-22 00:00:00,DOT/USDT,12.34400000,13.37000000,11.81000000,13.15200000,17109976.61200000,215356439.90399800,570321
1626825600000,2021-07-21 00:00:00,DOT/USDT,10.96200000,12.86100000,10.67300000,12.34300000,20720488.40400000,247722294.36535100,559775
1626739200000,2021-07-20 00:00:00,DOT/USDT,11.46300000,11.55800000,10.37300000,10.95800000,15411227.68800000,166927136.99331300,341945
1626652800000,2021-07-19 00:00:00,DOT/USDT,12.64800000,12.73500000,11.35400000,11.46000000,13496594.16900000,159432053.55778000,286561
1626566400000,2021-07-18 00:00:00,DOT/USDT,12.29600000,12.93400000,12.25800000,12.64700000,8943548.85300000,112891922.35672900,234273
1626480000000,2021-07-17 00:00:00,DOT/USDT,12.02500000,12.74200000,11.71000000,12.29400000,12685758.45700000,153895571.81372800,294032
1626393600000,2021-07-16 00:00:00,DOT/USDT,13.09500000,13.31300000,12.00000000,12.02600000,11747810.94200000,148061094.18056800,304404
1626307200000,2021-07-15 00:00:00,DOT/USDT,13.79800000,14.10800000,12.73900000,13.09500000,11295460.33500000,149339226.84582700,270779
1626220800000,2021-07-14 00:00:00,DOT/USDT,14.19100000,14.22700000,13.16400000,13.80100000,11240723.80800000,153459912.06713400,300231
1626134400000,2021-07-13 00:00:00,DOT/USDT,14.84500000,15.09900000,14.01100000,14.19000000,7000669.87100000,101259769.69148600,183421
1626048000000,2021-07-12 00:00:00,DOT/USDT,15.49500000,15.65000000,14.38100000,14.84500000,7384762.29000000,111467155.29354900,193377
1625961600000,2021-07-11 00:00:00,DOT/USDT,15.27700000,15.70800000,15.13800000,15.49500000,5220591.25600000,80696309.86437500,133143
1625875200000,2021-07-10 00:00:00,DOT/USDT,15.68100000,15.99900000,15.03800000,15.27600000,7361515.05100000,113392501.11478000,173321
1625788800000,2021-07-09 00:00:00,DOT/USDT,15.31100000,15.91800000,14.82000000,15.68100000,8527447.53200000,131365587.88921900,228112
1625702400000,2021-07-08 00:00:00,DOT/USDT,16.86200000,16.89300000,14.99000000,15.31700000,13613806.66300000,214205225.43808900,440875
1625616000000,2021-07-07 00:00:00,DOT/USDT,16.12700000,17.66800000,16.08500000,16.86100000,18479476.98500000,311827864.94247800,624612
1625529600000,2021-07-06 00:00:00,DOT/USDT,15.22900000,16.19100000,15.19400000,16.13500000,12531769.00700000,196619994.80244900,340803
1625443200000,2021-07-05 00:00:00,DOT/USDT,15.97400000,15.97500000,14.50000000,15.22800000,10609352.57700000,162657727.58044700,266936
1625356800000,2021-07-04 00:00:00,DOT/USDT,15.52300000,16.57500000,15.16200000,15.97500000,8386779.84100000,133389986.68341100,243305
1625270400000,2021-07-03 00:00:00,DOT/USDT,15.28800000,15.75200000,15.01900000,15.52000000,7020623.72700000,108331681.09089600,182181
1625184000000,2021-07-02 00:00:00,DOT/USDT,15.17300000,15.45500000,14.62200000,15.28900000,7898912.74400000,118430782.24945200,197774
1625097600000,2021-07-01 00:00:00,DOT/USDT,16.40000000,16.41100000,14.85000000,15.17400000,10239264.11800000,158039674.62286400,259546
1625011200000,2021-06-30 00:00:00,DOT/USDT,16.30500000,16.62800000,15.08600000,16.40200000,13522533.23200000,213838895.64613600,370783
1624924800000,2021-06-29 00:00:00,DOT/USDT,15.79300000,17.02900000,15.71400000,16.30000000,15069027.29100000,247808283.58744700,462292
1624838400000,2021-06-28 00:00:00,DOT/USDT,15.00800000,16.02600000,14.58400000,15.79400000,12407568.94800000,189313240.24857200,335027
1624752000000,2021-06-27 00:00:00,DOT/USDT,14.50700000,15.02700000,14.03000000,15.01000000,10035136.20700000,145778526.72327500,249715
1624665600000,2021-06-26 00:00:00,DOT/USDT,14.42400000,14.98100000,13.61600000,14.51100000,13921587.23800000,197443771.13155800,325801
1624579200000,2021-06-25 00:00:00,DOT/USDT,16.22400000,16.74200000,14.41400000,14.42200000,15832639.42800000,243056713.02811500,403261
1624492800000,2021-06-24 00:00:00,DOT/USDT,15.79400000,16.60900000,14.72400000,16.22300000,14150471.66500000,224047083.17419300,360698
1624406400000,2021-06-23 00:00:00,DOT/USDT,14.68400000,16.80000000,13.96300000,15.79200000,24268090.26800000,385602939.87880600,600231
1624320000000,2021-06-22 00:00:00,DOT/USDT,15.71100000,16.93600000,13.00000000,14.68800000,42443370.02800000,630210885.68101500,1009364
1624233600000,2021-06-21 00:00:00,DOT/USDT,20.61600000,20.79400000,15.35000000,15.70700000,27185128.19700000,477391628.29364000,917502
1624147200000,2021-06-20 00:00:00,DOT/USDT,20.22100000,21.00000000,18.87100000,20.61700000,11045346.05400000,220052173.84030600,539850
