unix,date,symbol,open,high,low,close,Volume XTZ,Volume USDT,tradecount
1641427200000,2022-01-06 00:00:00,XTZ/USDT,4.50700000,4.54500000,4.21400000,4.45200000,9656885.80000000,42257971.85400000,119808
1641340800000,2022-01-05 00:00:00,XTZ/USDT,5.04400000,5.30500000,4.27600000,4.50900000,13471583.40000000,66897734.14120000,204281
1641254400000,2022-01-04 00:00:00,XTZ/USDT,4.80400000,5.36500000,4.58100000,5.04300000,19157201.20000000,96649208.99630000,289712
1641168000000,2022-01-03 00:00:00,XTZ/USDT,4.65400000,5.04500000,4.51300000,4.80300000,9831425.70000000,47196446.39660000,157983
1641081600000,2022-01-02 00:00:00,XTZ/USDT,4.74700000,4.78700000,4.58300000,4.65400000,3501746.00000000,16440198.27010000,59047
1640995200000,2022-01-01 00:00:00,XTZ/USDT,4.34100000,4.78400000,4.33800000,4.74600000,8479661.40000000,39149904.44290000,120552
1640908800000,2021-12-31 00:00:00,XTZ/USDT,4.34400000,4.51800000,4.17900000,4.34000000,4293935.10000000,18696599.11800000,72949
1640822400000,2021-12-30 00:00:00,XTZ/USDT,4.37500000,4.52600000,4.22000000,4.34400000,4103022.00000000,18063690.67070000,73119
1640736000000,2021-12-29 00:00:00,XTZ/USDT,4.48700000,4.54000000,4.21300000,4.37300000,4951940.50000000,21638756.25460000,79004
1640649600000,2021-12-28 00:00:00,XTZ/USDT,5.10000000,5.10600000,4.42100000,4.49100000,6733611.30000000,31870008.91020000,123824
1640563200000,2021-12-27 00:00:00,XTZ/USDT,4.86500000,5.17000000,4.76700000,5.10200000,8752592.60000000,43547288.76910000,126098
1640476800000,2021-12-26 00:00:00,XTZ/USDT,4.58500000,4.91300000,4.45400000,4.86400000,9826346.60000000,46662914.93290000,123772
1640390400000,2021-12-25 00:00:00,XTZ/USDT,4.49500000,4.71900000,4.43800000,4.58300000,5413121.10000000,24816006.53870000,69758
1640304000000,2021-12-24 00:00:00,XTZ/USDT,4.76900000,4.81000000,4.42700000,4.49600000,6893624.60000000,32152044.41450000,78841
1640217600000,2021-12-23 00:00:00,XTZ/USDT,4.54100000,4.81500000,4.45100000,4.76900000,8128476.30000000,37587349.94940000,120230
1640131200000,2021-12-22 00:00:00,XTZ/USDT,4.23100000,4.69300000,4.22900000,4.54400000,7649360.40000000,34248780.92140000,105991
1640044800000,2021-12-21 00:00:00,XTZ/USDT,4.10400000,4.25700000,4.05100000,4.23200000,3580846.90000000,14990302.22320000,39961
1639958400000,2021-12-20 00:00:00,XTZ/USDT,4.13800000,4.26200000,3.86700000,4.10600000,6281561.60000000,25539338.36360000,71012
1639872000000,2021-12-19 00:00:00,XTZ/USDT,4.23900000,4.31000000,4.11700000,4.13900000,3220995.60000000,13563822.55250000,36269
1639785600000,2021-12-18 00:00:00,XTZ/USDT,4.14200000,4.33900000,4.07600000,4.24100000,4068825.90000000,17187317.82410000,48720
1639699200000,2021-12-17 00:00:00,XTZ/USDT,4.31000000,4.38800000,4.06000000,4.14000000,6623276.50000000,27978511.25870000,71533
1639612800000,2021-12-16 00:00:00,XTZ/USDT,4.48800000,4.70100000,4.30000000,4.30900000,8002228.80000000,36077209.07150000,100134
1639526400000,2021-12-15 00:00:00,XTZ/USDT,4.52000000,4.56600000,4.05500000,4.48700000,12018851.70000000,52226973.68590000,138752
1639440000000,2021-12-14 00:00:00,XTZ/USDT,4.04700000,4.60300000,4.03000000,4.51500000,15579356.10000000,68690455.14860000,182178
1639353600000,2021-12-13 00:00:00,XTZ/USDT,4.51200000,4.53100000,3.90700000,4.04900000,7917245.80000000,33032187.83770000,96601
1639267200000,2021-12-12 00:00:00,XTZ/USDT,4.52600000,4.67600000,4.31800000,4.51000000,4361734.70000000,19634810.24980000,60091
1639180800000,2021-12-11 00:00:00,XTZ/USDT,4.34000000,4.63300000,4.24500000,4.52300000,6989249.10000000,31167722.23220000,90695
1639094400000,2021-12-10 00:00:00,XTZ/USDT,4.83800000,4.97300000,4.30400000,4.33500000,13917464.50000000,64709187.49620000,181075
1639008000000,2021-12-09 00:00:00,XTZ/USDT,5.68400000,6.19000000,4.80600000,4.84000000,22100253.10000000,118444357.45510000,347039
1638921600000,2021-12-08 00:00:00,XTZ/USDT,5.65600000,6.02000000,5.12000000,5.68300000,37294155.80000000,207172601.27660000,646569
1638835200000,2021-12-07 00:00:00,XTZ/USDT,4.14900000,5.69900000,4.05700000,5.65600000,30994494.90000000,155924059.71360000,499085
1638748800000,2021-12-06 00:00:00,XTZ/USDT,3.87400000,4.19600000,3.66000000,4.15000000,10129338.00000000,39868924.17240000,128665
1638662400000,2021-12-05 00:00:00,XTZ/USDT,4.13600000,4.24200000,3.75000000,3.87100000,5893724.60000000,23299261.20600000,83083
1638576000000,2021-12-04 00:00:00,XTZ/USDT,4.80100000,4.81200000,3.22600000,4.13400000,16140376.19000000,65018376.37902700,204856
1638489600000,2021-12-03 00:00:00,XTZ/USDT,5.09900000,5.36300000,4.65000000,4.80000000,6372112.80000000,32288905.02280000,132802
1638403200000,2021-12-02 00:00:00,XTZ/USDT,5.24000000,5.32300000,5.00900000,5.09800000,4785321.40000000,24592075.52660000,94279
1638316800000,2021-12-01 00:00:00,XTZ/USDT,5.48700000,5.51600000,5.12400000,5.24500000,7039233.50000000,37688057.52020000,125249
1638230400000,2021-11-30 00:00:00,XTZ/USDT,5.61100000,5.93000000,5.23900000,5.47900000,18156702.50000000,101034239.28320000,376744
1638144000000,2021-11-29 00:00:00,XTZ/USDT,4.64600000,5.77800000,4.63000000,5.61000000,15547901.10000000,81015965.35000000,262429
1638057600000,2021-11-28 00:00:00,XTZ/USDT,4.61800000,4.65800000,4.26300000,4.65300000,3111551.70000000,13934183.21040000,55444
1637971200000,2021-11-27 00:00:00,XTZ/USDT,4.66100000,4.77400000,4.56700000,4.61800000,2155811.70000000,10138891.63190000,35890
1637884800000,2021-11-26 00:00:00,XTZ/USDT,5.07100000,5.20700000,4.48000000,4.65900000,5963371.70000000,28552992.86180000,111123
1637798400000,2021-11-25 00:00:00,XTZ/USDT,4.88900000,5.18100000,4.82400000,5.07000000,4011716.20000000,20158190.36090000,71596
1637712000000,2021-11-24 00:00:00,XTZ/USDT,5.10900000,5.18200000,4.78100000,4.88900000,4531299.40000000,22298004.80230000,70544
1637625600000,2021-11-23 00:00:00,XTZ/USDT,5.01100000,5.21600000,4.93000000,5.11100000,4046904.60000000,20571529.75250000,78718
1637539200000,2021-11-22 00:00:00,XTZ/USDT,5.22200000,5.23400000,4.90300000,5.01700000,5013008.80000000,25381480.45930000,88018
1637452800000,2021-11-21 00:00:00,XTZ/USDT,5.52400000,5.55900000,5.20200000,5.21700000,3743833.50000000,20192694.20210000,60915
1637366400000,2021-11-20 00:00:00,XTZ/USDT,5.27200000,5.60700000,5.26600000,5.52400000,5925456.70000000,32219271.28900000,108167
1637280000000,2021-11-19 00:00:00,XTZ/USDT,4.79100000,5.31800000,4.68100000,5.27000000,4908713.90000000,24635044.06130000,82213
1637193600000,2021-11-18 00:00:00,XTZ/USDT,5.24200000,5.28200000,4.64100000,4.79500000,7665017.50000000,37947818.74530000,138942
1637107200000,2021-11-17 00:00:00,XTZ/USDT,5.20800000,5.32500000,4.97500000,5.24200000,5931307.00000000,30564374.69720000,119137
1637020800000,2021-11-16 00:00:00,XTZ/USDT,5.71800000,5.72100000,4.95600000,5.20900000,11586700.50000000,62047989.03220000,206812
1636934400000,2021-11-15 00:00:00,XTZ/USDT,5.82400000,5.96600000,5.66800000,5.71800000,4081796.40000000,23823327.71590000,82612
1636848000000,2021-11-14 00:00:00,XTZ/USDT,5.88900000,6.07000000,5.68500000,5.82700000,2892098.40000000,16974461.05400000,69879
1636761600000,2021-11-13 00:00:00,XTZ/USDT,5.76500000,5.99200000,5.65000000,5.88600000,6183291.00000000,35915324.91930000,95303
1636675200000,2021-11-12 00:00:00,XTZ/USDT,5.86000000,5.98900000,5.55500000,5.76400000,5390832.80000000,31126210.63260000,110859
1636588800000,2021-11-11 00:00:00,XTZ/USDT,5.79200000,6.06000000,5.69700000,5.86100000,5964752.40000000,35261230.60540000,120349
1636502400000,2021-11-10 00:00:00,XTZ/USDT,6.30100000,6.47100000,5.27100000,5.79200000,11218526.90000000,66873864.48570000,245098
1636416000000,2021-11-09 00:00:00,XTZ/USDT,6.49900000,6.62300000,6.24400000,6.30100000,7314429.60000000,47040747.05950000,147463
1636329600000,2021-11-08 00:00:00,XTZ/USDT,6.36900000,6.56400000,6.28000000,6.49900000,5322314.30000000,34258366.79980000,102103
1636243200000,2021-11-07 00:00:00,XTZ/USDT,6.43800000,6.46500000,6.28400000,6.36800000,3844432.00000000,24425716.96480000,61432
1636156800000,2021-11-06 00:00:00,XTZ/USDT,6.45500000,6.82400000,6.23100000,6.43900000,4761412.20000000,31014921.68480000,146295
1636070400000,2021-11-05 00:00:00,XTZ/USDT,6.34100000,6.86000000,6.22900000,6.45700000,10133353.20000000,67041607.36690000,275444
1635984000000,2021-11-04 00:00:00,XTZ/USDT,6.31700000,6.48400000,6.09200000,6.34200000,5013658.70000000,31502751.06060000,118485
1635897600000,2021-11-03 00:00:00,XTZ/USDT,6.26000000,6.50000000,6.05100000,6.32100000,7330950.40000000,45991485.60840000,173128
1635811200000,2021-11-02 00:00:00,XTZ/USDT,6.23800000,6.36100000,5.71000000,6.26000000,5424496.50000000,33854947.60510000,100117
1635724800000,2021-11-01 00:00:00,XTZ/USDT,6.34900000,6.38000000,6.04500000,6.24000000,5318992.60000000,33113025.05770000,99222
1635638400000,2021-10-31 00:00:00,XTZ/USDT,6.29500000,6.55800000,6.01100000,6.35200000,6671735.20000000,41951898.57570000,163055
1635552000000,2021-10-30 00:00:00,XTZ/USDT,6.56100000,6.79100000,6.17300000,6.29500000,7573727.20000000,49160392.42700000,187623
1635465600000,2021-10-29 00:00:00,XTZ/USDT,6.13500000,6.74200000,6.07200000,6.56000000,7952166.50000000,50316343.13540000,198387
1635379200000,2021-10-28 00:00:00,XTZ/USDT,5.89100000,6.26100000,5.80000000,6.13500000,8723790.80000000,52778584.64960000,169427
1635292800000,2021-10-27 00:00:00,XTZ/USDT,6.82000000,6.89100000,5.55000000,5.89000000,16277622.20000000,100399208.62370000,274493
1635206400000,2021-10-26 00:00:00,XTZ/USDT,6.63300000,7.17300000,6.61800000,6.81700000,10773921.60000000,74238694.07370000,288535
1635120000000,2021-10-25 00:00:00,XTZ/USDT,6.47600000,6.71900000,6.42000000,6.63400000,5438347.20000000,35804500.25630000,94731
1635033600000,2021-10-24 00:00:00,XTZ/USDT,6.73600000,6.74600000,6.27500000,6.47200000,4842122.30000000,31547674.82030000,100443
1634947200000,2021-10-23 00:00:00,XTZ/USDT,6.70600000,6.82200000,6.63400000,6.74000000,3363561.50000000,22628869.98310000,62843
1634860800000,2021-10-22 00:00:00,XTZ/USDT,6.65100000,6.90200000,6.54900000,6.70800000,5173654.20000000,34878278.29120000,100337
1634774400000,2021-10-21 00:00:00,XTZ/USDT,7.01700000,7.14600000,6.60700000,6.65400000,7624259.60000000,52531260.39330000,167130
1634688000000,2021-10-20 00:00:00,XTZ/USDT,6.74100000,7.13100000,6.56600000,7.01800000,7128070.60000000,48893734.91060000,149690
1634601600000,2021-10-19 00:00:00,XTZ/USDT,6.54600000,6.89700000,6.50700000,6.74100000,7208245.10000000,48549001.71220000,155137
1634515200000,2021-10-18 00:00:00,XTZ/USDT,6.62300000,6.67200000,6.37400000,6.54900000,5979426.80000000,39071117.34180000,93742
1634428800000,2021-10-17 00:00:00,XTZ/USDT,6.91000000,6.98300000,6.34900000,6.62200000,6327318.50000000,42526406.97380000,109561
1634342400000,2021-10-16 00:00:00,XTZ/USDT,6.84700000,7.14000000,6.82900000,6.91200000,6034973.40000000,41971419.35850000,107065
1634256000000,2021-10-15 00:00:00,XTZ/USDT,7.13700000,7.15100000,6.73600000,6.84800000,8457417.70000000,58495791.94420000,144147
1634169600000,2021-10-14 00:00:00,XTZ/USDT,7.30000000,7.41500000,7.05100000,7.14000000,7165747.50000000,51752027.69540000,133435
1634083200000,2021-10-13 00:00:00,XTZ/USDT,7.11700000,7.32100000,6.84500000,7.29600000,8232243.80000000,58474036.74830000,155431
1633996800000,2021-10-12 00:00:00,XTZ/USDT,6.89700000,7.27400000,6.61200000,7.11800000,12512953.70000000,86773652.33430000,241356
1633910400000,2021-10-11 00:00:00,XTZ/USDT,6.96600000,7.39400000,6.63300000,6.89800000,9871419.50000000,69473130.21090000,164727
1633824000000,2021-10-10 00:00:00,XTZ/USDT,7.62200000,8.09600000,6.92900000,6.97100000,15282188.70000000,115476283.71510000,302742
1633737600000,2021-10-09 00:00:00,XTZ/USDT,7.29700000,7.63400000,7.20500000,7.62200000,6880120.40000000,51118412.83300000,120843
1633651200000,2021-10-08 00:00:00,XTZ/USDT,7.63600000,7.81900000,7.22200000,7.30100000,20602768.90000000,155573067.71630000,347843
1633564800000,2021-10-07 00:00:00,XTZ/USDT,7.79200000,8.12200000,7.45100000,7.63400000,13754204.10000000,106520913.15810000,238028
1633478400000,2021-10-06 00:00:00,XTZ/USDT,7.98300000,8.58600000,7.19200000,7.79500000,20350872.50000000,159555324.30730000,424088
1633392000000,2021-10-05 00:00:00,XTZ/USDT,8.35900000,8.87000000,7.74900000,7.97500000,14346579.30000000,117460254.05710000,252720
1633305600000,2021-10-04 00:00:00,XTZ/USDT,8.71100000,9.17100000,8.18700000,8.36000000,28961760.76000000,250674570.03591000,543461
1633219200000,2021-10-03 00:00:00,XTZ/USDT,7.34000000,8.94600000,7.34000000,8.71100000,37905041.62000000,317100801.90481900,793769
1633132800000,2021-10-02 00:00:00,XTZ/USDT,6.69000000,7.78600000,6.51900000,7.34300000,20824732.30000000,152322315.05750000,391361
1633046400000,2021-10-01 00:00:00,XTZ/USDT,6.07200000,6.86700000,6.01100000,6.69000000,17771302.10000000,116307831.84840000,254222
1632960000000,2021-09-30 00:00:00,XTZ/USDT,5.64200000,6.10800000,5.59300000,6.07300000,10917298.50000000,64304993.50220000,129220
1632873600000,2021-09-29 00:00:00,XTZ/USDT,5.47100000,6.08300000,5.34100000,5.64100000,13662796.90000000,78037900.88980000,140877
1632787200000,2021-09-28 00:00:00,XTZ/USDT,6.03100000,6.27000000,5.43600000,5.47100000,14805227.50000000,87844854.94140000,164682
1632700800000,2021-09-27 00:00:00,XTZ/USDT,6.50900000,6.66300000,6.00400000,6.03400000,14135300.00000000,89793889.01950000,180474
1632614400000,2021-09-26 00:00:00,XTZ/USDT,6.82100000,7.07500000,6.40400000,6.50900000,22367980.60000000,151903844.46820000,262583
1632528000000,2021-09-25 00:00:00,XTZ/USDT,6.98700000,7.50000000,6.77600000,6.82300000,29004890.90000000,207868854.97870000,396822
1632441600000,2021-09-24 00:00:00,XTZ/USDT,6.21200000,7.40000000,5.80100000,6.98700000,43568280.10000000,283537159.96180000,637544
1632355200000,2021-09-23 00:00:00,XTZ/USDT,5.57100000,6.59500000,5.49900000,6.21400000,24752370.20000000,150883132.05780000,336813
1632268800000,2021-09-22 00:00:00,XTZ/USDT,4.68500000,5.67900000,4.51100000,5.57100000,14346851.30000000,73397735.39640000,155508
1632182400000,2021-09-21 00:00:00,XTZ/USDT,5.29800000,5.52000000,4.47700000,4.68500000,21436475.30000000,108557525.66760000,205180
1632096000000,2021-09-20 00:00:00,XTZ/USDT,6.51700000,6.55700000,5.05600000,5.30300000,28354717.10000000,159636105.37850000,304466
1632009600000,2021-09-19 00:00:00,XTZ/USDT,6.40200000,6.93500000,6.11000000,6.51900000,16820793.90000000,109443165.03000000,238144
1631923200000,2021-09-18 00:00:00,XTZ/USDT,6.11300000,6.73000000,5.91600000,6.39900000,15265580.50000000,97202044.53880000,187179
1631836800000,2021-09-17 00:00:00,XTZ/USDT,6.94200000,6.96900000,6.04700000,6.11600000,15149224.70000000,97403278.38220000,182323
1631750400000,2021-09-16 00:00:00,XTZ/USDT,6.89500000,7.06900000,6.44900000,6.93600000,18219970.40000000,122869247.60590000,259686
1631664000000,2021-09-15 00:00:00,XTZ/USDT,7.10900000,7.64600000,6.72100000,6.89700000,23365223.80000000,166932467.89200000,284427
1631577600000,2021-09-14 00:00:00,XTZ/USDT,7.16600000,8.03100000,6.82900000,7.10800000,31582158.44000000,235241639.91025500,444191
1631491200000,2021-09-13 00:00:00,XTZ/USDT,7.02600000,7.89300000,6.28000000,7.16400000,56889220.98000000,410128220.64530500,932931
1631404800000,2021-09-12 00:00:00,XTZ/USDT,6.11900000,7.23700000,5.90100000,7.02600000,28172819.27000000,186320814.27596400,502171
1631318400000,2021-09-11 00:00:00,XTZ/USDT,6.18500000,6.95400000,6.04700000,6.11900000,30251724.54000000,196637118.38112600,461258
1631232000000,2021-09-10 00:00:00,XTZ/USDT,5.58100000,6.87400000,5.31500000,6.18400000,73980825.58000000,453630290.74074700,1109623
1631145600000,2021-09-09 00:00:00,XTZ/USDT,4.33700000,5.70000000,4.26300000,5.58100000,26924096.80000000,138568271.14900000,378954
1631059200000,2021-09-08 00:00:00,XTZ/USDT,4.41300000,4.50800000,3.89000000,4.33600000,11203265.30000000,47705253.63840000,131113
1630972800000,2021-09-07 00:00:00,XTZ/USDT,5.59900000,5.71500000,3.88400000,4.41300000,23129349.88000000,109538759.89721800,264487
1630886400000,2021-09-06 00:00:00,XTZ/USDT,5.56400000,5.77100000,5.39700000,5.59900000,10656009.40000000,59444899.94080000,173661
1630800000000,2021-09-05 00:00:00,XTZ/USDT,5.40000000,5.59900000,5.26300000,5.56900000,7443146.00000000,40374653.46200000,118481
1630713600000,2021-09-04 00:00:00,XTZ/USDT,5.31100000,5.59400000,5.24100000,5.39900000,7231768.80000000,39164496.63400000,120335
1630627200000,2021-09-03 00:00:00,XTZ/USDT,5.29300000,5.47900000,5.11200000,5.31200000,6283431.10000000,33328068.46410000,91231
1630540800000,2021-09-02 00:00:00,XTZ/USDT,5.42400000,5.44100000,5.20000000,5.29300000,5082845.90000000,27108826.70580000,66546
1630454400000,2021-09-01 00:00:00,XTZ/USDT,5.16000000,5.51300000,5.01100000,5.42400000,7602105.30000000,40048403.34660000,111417
1630368000000,2021-08-31 00:00:00,XTZ/USDT,5.38900000,5.59800000,5.00200000,5.16400000,12923136.90000000,68700093.01740000,170200
1630281600000,2021-08-30 00:00:00,XTZ/USDT,5.88600000,6.00000000,5.27700000,5.39100000,24573105.60000000,137161703.00920000,263479
1630195200000,2021-08-29 00:00:00,XTZ/USDT,5.63700000,6.14300000,5.39000000,5.89000000,26994642.15000000,157218154.65195100,435255
1630108800000,2021-08-28 00:00:00,XTZ/USDT,5.24000000,5.68900000,5.01700000,5.63200000,16401100.52000000,86243249.80184400,222830
1630022400000,2021-08-27 00:00:00,XTZ/USDT,4.43300000,5.52700000,4.22600000,5.24000000,30242293.02000000,150256926.55916900,378577
1629936000000,2021-08-26 00:00:00,XTZ/USDT,5.09210000,5.12300000,4.30100000,4.43800000,28083613.84000000,129577117.76271200,246911
1629849600000,2021-08-25 00:00:00,XTZ/USDT,3.95890000,5.45100000,3.95610000,5.09200000,45351851.50000000,215043769.13722800,627976
1629763200000,2021-08-24 00:00:00,XTZ/USDT,4.30590000,4.47260000,3.88920000,3.96260000,21831817.65000000,92058495.27371800,297423
1629676800000,2021-08-23 00:00:00,XTZ/USDT,3.79850000,4.35000000,3.77360000,4.30590000,26107161.90000000,107634442.01970100,367161
1629590400000,2021-08-22 00:00:00,XTZ/USDT,3.69290000,3.88380000,3.66770000,3.79770000,7212714.16000000,27275089.20618100,109688
1629504000000,2021-08-21 00:00:00,XTZ/USDT,3.72590000,3.83350000,3.61230000,3.68950000,8547397.50000000,31913863.10348500,133359
1629417600000,2021-08-20 00:00:00,XTZ/USDT,3.64030000,3.73460000,3.58240000,3.72790000,5864740.23000000,21494450.81118500,67139
1629331200000,2021-08-19 00:00:00,XTZ/USDT,3.34430000,3.65000000,3.28500000,3.63980000,7805476.05000000,26982357.88975700,71026
1629244800000,2021-08-18 00:00:00,XTZ/USDT,3.40170000,3.46920000,3.22980000,3.34270000,6050677.55000000,20335628.56585600,53576
1629158400000,2021-08-17 00:00:00,XTZ/USDT,3.63290000,3.80310000,3.37780000,3.40240000,7673774.44000000,28006371.49900100,98318
1629072000000,2021-08-16 00:00:00,XTZ/USDT,3.73510000,3.89440000,3.58870000,3.63200000,7833837.88000000,29494734.01949800,128253
1628985600000,2021-08-15 00:00:00,XTZ/USDT,3.69530000,3.76200000,3.55000000,3.73550000,6054822.47000000,22185370.05829400,97525
1628899200000,2021-08-14 00:00:00,XTZ/USDT,3.59280000,3.71830000,3.46470000,3.69520000,9725662.38000000,35228434.93691600,148158
1628812800000,2021-08-13 00:00:00,XTZ/USDT,3.35140000,3.59620000,3.29690000,3.59280000,8753775.65000000,30853298.21973000,99633
1628726400000,2021-08-12 00:00:00,XTZ/USDT,3.44530000,3.61780000,3.21930000,3.34910000,8490155.68000000,28973363.36163900,107350
1628640000000,2021-08-11 00:00:00,XTZ/USDT,3.26710000,3.56580000,3.25900000,3.44380000,11311326.25000000,39041689.85489700,141668
1628553600000,2021-08-10 00:00:00,XTZ/USDT,3.28510000,3.35200000,3.18010000,3.26430000,8624983.81000000,28251586.93692100,66831
1628467200000,2021-08-09 00:00:00,XTZ/USDT,3.17840000,3.34750000,3.10330000,3.28670000,6105111.37000000,19972186.04347900,49655
1628380800000,2021-08-08 00:00:00,XTZ/USDT,3.42410000,3.48930000,3.15390000,3.17800000,4203173.45000000,14049296.58631000,53593
1628294400000,2021-08-07 00:00:00,XTZ/USDT,3.35820000,3.53610000,3.30010000,3.42220000,7300812.89000000,25076078.64323500,121527
1628208000000,2021-08-06 00:00:00,XTZ/USDT,3.22120000,3.36370000,3.14820000,3.35750000,4870888.84000000,15857827.85983300,63941
1628121600000,2021-08-05 00:00:00,XTZ/USDT,3.17800000,3.27390000,3.07060000,3.21960000,6074778.25000000,19405967.71476800,77887
1628035200000,2021-08-04 00:00:00,XTZ/USDT,3.05720000,3.18990000,2.99310000,3.17690000,3094495.66000000,9558528.89246400,32944
1627948800000,2021-08-03 00:00:00,XTZ/USDT,3.12660000,3.20650000,2.97240000,3.05470000,5346797.03000000,16337389.56945600,42486
1627862400000,2021-08-02 00:00:00,XTZ/USDT,2.94900000,3.31270000,2.88620000,3.12500000,8863482.93000000,28040509.11442400,97544
1627776000000,2021-08-01 00:00:00,XTZ/USDT,3.03620000,3.18080000,2.90000000,2.95050000,5994904.68000000,18561858.14983300,65019
1627689600000,2021-07-31 00:00:00,XTZ/USDT,2.96700000,3.10520000,2.90690000,3.03550000,4706904.62000000,14262829.77962900,51674
1627603200000,2021-07-30 00:00:00,XTZ/USDT,2.85120000,2.97000000,2.76200000,2.96700000,4001550.43000000,11490384.39871800,39231
1627516800000,2021-07-29 00:00:00,XTZ/USDT,2.81080000,2.86610000,2.73630000,2.85090000,2975922.84000000,8351857.00854800,25091
1627430400000,2021-07-28 00:00:00,XTZ/USDT,2.86160000,2.90120000,2.75750000,2.81330000,4190241.65000000,11849087.19557500,34997
1627344000000,2021-07-27 00:00:00,XTZ/USDT,2.83930000,2.92970000,2.74000000,2.86230000,5145738.38000000,14513477.02807000,43642
1627257600000,2021-07-26 00:00:00,XTZ/USDT,2.88940000,3.11740000,2.82290000,2.83750000,9654469.50000000,28822218.90308800,109056
1627171200000,2021-07-25 00:00:00,XTZ/USDT,2.81710000,2.90640000,2.71770000,2.89190000,4821090.34000000,13549959.77001700,44495
1627084800000,2021-07-24 00:00:00,XTZ/USDT,2.68830000,2.82080000,2.64750000,2.81690000,5273691.16000000,14368399.25815900,45136
1626998400000,2021-07-23 00:00:00,XTZ/USDT,2.50030000,2.69330000,2.49510000,2.68520000,4661222.26000000,12083828.44858100,43230
1626912000000,2021-07-22 00:00:00,XTZ/USDT,2.39760000,2.50970000,2.33350000,2.50130000,3564101.93000000,8636183.72598200,25300
1626825600000,2021-07-21 00:00:00,XTZ/USDT,2.15370000,2.44060000,2.10280000,2.39760000,4843999.69000000,11170771.23501000,31252
1626739200000,2021-07-20 00:00:00,XTZ/USDT,2.28870000,2.33560000,2.09890000,2.15140000,5374059.71000000,11731034.67573800,32021
1626652800000,2021-07-19 00:00:00,XTZ/USDT,2.42760000,2.45140000,2.26180000,2.28720000,4038299.93000000,9468165.86164100,24566
1626566400000,2021-07-18 00:00:00,XTZ/USDT,2.40700000,2.49440000,2.38110000,2.42910000,2921612.38000000,7134234.45153400,18859
1626480000000,2021-07-17 00:00:00,XTZ/USDT,2.40890000,2.48380000,2.36940000,2.40490000,3728017.42000000,9036913.47154600,25229
1626393600000,2021-07-16 00:00:00,XTZ/USDT,2.57750000,2.64330000,2.40000000,2.40880000,4531095.36000000,11441535.64886300,33112
1626307200000,2021-07-15 00:00:00,XTZ/USDT,2.71540000,2.75120000,2.52190000,2.57610000,3237208.82000000,8464575.61462500,26388
1626220800000,2021-07-14 00:00:00,XTZ/USDT,2.81050000,2.82070000,2.53450000,2.71600000,5380495.74000000,14277139.62461100,40532
1626134400000,2021-07-13 00:00:00,XTZ/USDT,2.80690000,2.91870000,2.76490000,2.80940000,4705804.92000000,13408427.11246700,38007
1626048000000,2021-07-12 00:00:00,XTZ/USDT,2.84800000,2.95150000,2.75930000,2.80660000,3743404.79000000,10725306.73237900,30953
1625961600000,2021-07-11 00:00:00,XTZ/USDT,2.78600000,2.89130000,2.73200000,2.84410000,3049014.09000000,8586415.64403300,25805
1625875200000,2021-07-10 00:00:00,XTZ/USDT,2.75030000,2.84010000,2.69390000,2.78320000,2481562.75000000,6844283.38235600,20273
1625788800000,2021-07-09 00:00:00,XTZ/USDT,2.69350000,2.80000000,2.57790000,2.75030000,2763472.09000000,7464449.71186000,22867
1625702400000,2021-07-08 00:00:00,XTZ/USDT,2.87500000,2.89990000,2.61720000,2.69160000,4046666.03000000,11011272.26418600,33096
1625616000000,2021-07-07 00:00:00,XTZ/USDT,2.86190000,2.96710000,2.81410000,2.87800000,3891847.40000000,11332021.77718400,30400
1625529600000,2021-07-06 00:00:00,XTZ/USDT,2.82910000,2.98380000,2.80180000,2.86470000,3371905.85000000,9760451.46167700,32645
1625443200000,2021-07-05 00:00:00,XTZ/USDT,3.03920000,3.03920000,2.79130000,2.82900000,4447300.67000000,12857370.16201700,33023
1625356800000,2021-07-04 00:00:00,XTZ/USDT,3.02730000,3.11080000,2.91010000,3.04080000,2404361.88000000,7309640.81137200,28260
1625270400000,2021-07-03 00:00:00,XTZ/USDT,2.95210000,3.02850000,2.87360000,3.02850000,2010905.16000000,5967710.70123900,19835
1625184000000,2021-07-02 00:00:00,XTZ/USDT,2.94190000,2.98220000,2.74810000,2.95290000,3166121.73000000,9030664.63223100,25529
1625097600000,2021-07-01 00:00:00,XTZ/USDT,3.04640000,3.06610000,2.83670000,2.94190000,3692539.69000000,10888738.07121100,32288
1625011200000,2021-06-30 00:00:00,XTZ/USDT,2.97520000,3.04600000,2.75110000,3.04320000,4565709.60000000,13200107.73189900,42879
1624924800000,2021-06-29 00:00:00,XTZ/USDT,2.70380000,2.99300000,2.69580000,2.97760000,5531031.31000000,15949467.33326400,47589
1624838400000,2021-06-28 00:00:00,XTZ/USDT,2.62610000,2.73840000,2.56250000,2.70570000,2625301.43000000,6970655.62435400,22756
1624752000000,2021-06-27 00:00:00,XTZ/USDT,2.54330000,2.63000000,2.45210000,2.62240000,3401022.56000000,8601798.50488800,26125
1624665600000,2021-06-26 00:00:00,XTZ/USDT,2.52100000,2.62250000,2.38510000,2.53950000,3987792.66000000,9944167.40843700,29914
1624579200000,2021-06-25 00:00:00,XTZ/USDT,2.83210000,2.88200000,2.48300000,2.52250000,5812029.00000000,15360869.45644600,47723
