unix,date,symbol,open,high,low,close,Volume ICP,Volume USDT,tradecount
1641168000000,2022-01-03 00:00:00,ICP/USDT,27.31000000,29.46000000,26.50000000,29.26000000,3919002.06000000,109502140.95650000,284956
1641081600000,2022-01-02 00:00:00,ICP/USDT,25.62000000,28.57000000,25.38000000,27.31000000,3745022.06000000,102707982.58240000,258819
1640995200000,2022-01-01 00:00:00,ICP/USDT,24.42000000,26.00000000,24.40000000,25.62000000,1450347.58000000,36526630.52560000,74960
1640908800000,2021-12-31 00:00:00,ICP/USDT,24.77000000,26.59000000,24.00000000,24.40000000,2542720.78000000,64499934.08330000,144029
1640822400000,2021-12-30 00:00:00,ICP/USDT,24.04000000,26.05000000,23.26000000,24.77000000,2265270.36000000,56215733.04620000,130353
1640736000000,2021-12-29 00:00:00,ICP/USDT,24.72000000,25.32000000,23.52000000,24.05000000,2436786.42000000,59760326.91450000,128011
1640649600000,2021-12-28 00:00:00,ICP/USDT,28.23000000,28.26000000,24.30000000,24.72000000,3965926.96000000,103350181.11700000,234354
1640563200000,2021-12-27 00:00:00,ICP/USDT,26.69000000,29.90000000,26.67000000,28.25000000,3222010.91000000,90267075.52100000,252008
1640476800000,2021-12-26 00:00:00,ICP/USDT,27.27000000,27.91000000,25.81000000,26.69000000,2518856.08000000,66890863.40690000,143891
1640390400000,2021-12-25 00:00:00,ICP/USDT,27.62000000,28.79000000,26.54000000,27.27000000,1982697.41000000,54338046.68310000,126442
1640304000000,2021-12-24 00:00:00,ICP/USDT,27.01000000,28.74000000,26.42000000,27.62000000,3605575.36000000,99585376.94820000,266118
1640217600000,2021-12-23 00:00:00,ICP/USDT,23.32000000,27.92000000,22.92000000,27.00000000,5758633.09000000,146240058.70610000,372582
1640131200000,2021-12-22 00:00:00,ICP/USDT,23.10000000,24.21000000,22.81000000,23.31000000,3432808.15000000,80446754.65760000,171192
1640044800000,2021-12-21 00:00:00,ICP/USDT,21.77000000,23.52000000,21.44000000,23.10000000,2686284.83000000,61215421.21260000,127865
1639958400000,2021-12-20 00:00:00,ICP/USDT,22.65000000,23.00000000,20.88000000,21.76000000,3060755.80000000,66617414.59590000,156948
1639872000000,2021-12-19 00:00:00,ICP/USDT,23.66000000,24.76000000,22.38000000,22.65000000,2311835.55000000,53937723.14360000,115377
1639785600000,2021-12-18 00:00:00,ICP/USDT,23.28000000,24.07000000,22.81000000,23.66000000,2239075.64000000,52828930.13370000,112119
1639699200000,2021-12-17 00:00:00,ICP/USDT,24.38000000,24.87000000,22.76000000,23.28000000,2451203.17000000,58704233.19820000,142808
1639612800000,2021-12-16 00:00:00,ICP/USDT,25.94000000,26.47000000,24.22000000,24.38000000,1838035.91000000,47140151.08180000,114200
1639526400000,2021-12-15 00:00:00,ICP/USDT,25.50000000,26.71000000,23.62000000,25.94000000,2407923.12000000,60659995.34060000,165196
1639440000000,2021-12-14 00:00:00,ICP/USDT,25.07000000,25.78000000,24.20000000,25.52000000,1723381.03000000,43202096.10580000,117430
1639353600000,2021-12-13 00:00:00,ICP/USDT,28.46000000,29.00000000,24.21000000,25.06000000,2349714.74000000,61695553.26110000,157589
1639267200000,2021-12-12 00:00:00,ICP/USDT,27.91000000,29.00000000,27.03000000,28.48000000,1303417.64000000,36520921.90040000,87591
1639180800000,2021-12-11 00:00:00,ICP/USDT,26.74000000,28.82000000,26.09000000,27.91000000,1616745.99000000,44488553.74620000,101592
1639094400000,2021-12-10 00:00:00,ICP/USDT,28.29000000,29.49000000,26.32000000,26.73000000,2106719.74000000,58706603.07240000,137446
1639008000000,2021-12-09 00:00:00,ICP/USDT,31.56000000,31.75000000,28.06000000,28.29000000,1608355.09000000,48032802.03150000,121481
1638921600000,2021-12-08 00:00:00,ICP/USDT,29.50000000,33.29000000,29.07000000,31.55000000,3809760.52000000,120034169.31940000,299236
1638835200000,2021-12-07 00:00:00,ICP/USDT,30.21000000,31.25000000,29.04000000,29.49000000,2134372.27000000,64355051.17940000,149135
1638748800000,2021-12-06 00:00:00,ICP/USDT,30.38000000,30.51000000,26.70000000,30.21000000,2946658.12000000,84857415.40990000,196721
1638662400000,2021-12-05 00:00:00,ICP/USDT,31.71000000,32.30000000,28.21000000,30.37000000,2728238.61000000,82874387.12370000,219764
1638576000000,2021-12-04 00:00:00,ICP/USDT,37.91000000,38.15000000,24.00000000,31.71000000,6460036.07000000,197497386.75570000,559714
1638489600000,2021-12-03 00:00:00,ICP/USDT,40.12000000,41.46000000,35.65000000,37.92000000,2113931.43000000,82968262.79140000,211510
1638403200000,2021-12-02 00:00:00,ICP/USDT,41.00000000,41.02000000,39.50000000,40.14000000,1234118.56000000,49693598.31390000,119736
1638316800000,2021-12-01 00:00:00,ICP/USDT,40.84000000,42.96000000,40.40000000,41.01000000,1666659.55000000,69526805.54710000,183198
1638230400000,2021-11-30 00:00:00,ICP/USDT,41.96000000,42.78000000,40.15000000,40.84000000,1944361.75000000,80406615.51550000,219745
1638144000000,2021-11-29 00:00:00,ICP/USDT,41.86000000,42.63000000,41.00000000,41.97000000,1447820.90000000,60725796.73740000,145807
1638057600000,2021-11-28 00:00:00,ICP/USDT,42.13000000,42.41000000,39.08000000,41.86000000,2153449.14000000,87842219.70510000,212967
1637971200000,2021-11-27 00:00:00,ICP/USDT,39.60000000,44.69000000,39.30000000,42.13000000,2976060.73000000,127247798.74510000,347329
1637884800000,2021-11-26 00:00:00,ICP/USDT,43.10000000,45.92000000,38.30000000,39.60000000,3615132.66000000,149270889.10800000,399849
1637798400000,2021-11-25 00:00:00,ICP/USDT,40.38000000,44.21000000,40.27000000,43.10000000,1740148.84000000,74016444.59920000,193918
1637712000000,2021-11-24 00:00:00,ICP/USDT,42.00000000,42.50000000,40.05000000,40.38000000,1636454.59000000,67107142.72250000,154699
1637625600000,2021-11-23 00:00:00,ICP/USDT,41.62000000,42.74000000,40.71000000,41.99000000,1387112.65000000,57949545.22920000,150302
1637539200000,2021-11-22 00:00:00,ICP/USDT,43.25000000,43.45000000,40.68000000,41.63000000,1666979.32000000,70576661.12360000,172212
1637452800000,2021-11-21 00:00:00,ICP/USDT,43.46000000,45.79000000,42.89000000,43.24000000,2324382.84000000,103649046.18660000,288292
1637366400000,2021-11-20 00:00:00,ICP/USDT,41.88000000,44.24000000,41.05000000,43.46000000,1801496.77000000,76759246.58730000,190602
1637280000000,2021-11-19 00:00:00,ICP/USDT,39.83000000,42.74000000,39.05000000,41.88000000,1721457.31000000,70992830.85020000,197329
1637193600000,2021-11-18 00:00:00,ICP/USDT,42.91000000,43.32000000,38.10000000,39.83000000,2494103.14000000,101917017.45940000,243089
1637107200000,2021-11-17 00:00:00,ICP/USDT,42.58000000,43.48000000,40.55000000,42.91000000,1753575.43000000,74061987.14260000,186079
1637020800000,2021-11-16 00:00:00,ICP/USDT,46.84000000,46.86000000,40.13000000,42.59000000,3044535.31000000,132216736.21500000,317907
1636934400000,2021-11-15 00:00:00,ICP/USDT,48.34000000,49.29000000,46.00000000,46.87000000,1552193.21000000,74325453.79880000,187988
1636848000000,2021-11-14 00:00:00,ICP/USDT,48.46000000,49.83000000,46.80000000,48.33000000,1682492.86000000,80961412.48090000,219573
1636761600000,2021-11-13 00:00:00,ICP/USDT,46.36000000,49.13000000,45.41000000,48.46000000,1656342.88000000,78298405.90150000,241121
1636675200000,2021-11-12 00:00:00,ICP/USDT,47.70000000,48.64000000,44.35000000,46.35000000,2130231.50000000,98354669.89620000,254745
1636588800000,2021-11-11 00:00:00,ICP/USDT,48.21000000,49.18000000,46.00000000,47.70000000,2352184.65000000,112832597.39710000,273540
1636502400000,2021-11-10 00:00:00,ICP/USDT,52.54000000,54.67000000,43.33000000,48.21000000,3422440.76000000,171886449.20310000,447007
1636416000000,2021-11-09 00:00:00,ICP/USDT,54.71000000,57.11000000,52.20000000,52.50000000,2297474.07000000,124507410.98880000,298342
1636329600000,2021-11-08 00:00:00,ICP/USDT,53.53000000,58.30000000,51.45000000,54.73000000,4435837.47000000,243395753.98860000,745455
1636243200000,2021-11-07 00:00:00,ICP/USDT,49.52000000,53.93000000,48.84000000,53.52000000,2389798.33000000,121860517.19590000,328437
1636156800000,2021-11-06 00:00:00,ICP/USDT,49.37000000,52.04000000,46.50000000,49.53000000,2869729.19000000,140483369.44770000,325562
1636070400000,2021-11-05 00:00:00,ICP/USDT,46.03000000,55.00000000,45.35000000,49.36000000,6806705.83000000,349600325.73360000,974623
1635984000000,2021-11-04 00:00:00,ICP/USDT,46.68000000,48.00000000,44.74000000,46.04000000,1853051.34000000,85773391.51260000,195099
1635897600000,2021-11-03 00:00:00,ICP/USDT,47.25000000,48.20000000,44.56000000,46.68000000,1970061.60000000,91698281.28480000,211414
1635811200000,2021-11-02 00:00:00,ICP/USDT,47.02000000,48.95000000,45.41000000,47.23000000,2493862.44000000,117695854.86100000,285022
1635724800000,2021-11-01 00:00:00,ICP/USDT,44.95000000,47.15000000,43.10000000,47.02000000,2345680.72000000,105737377.26410000,251256
1635638400000,2021-10-31 00:00:00,ICP/USDT,43.38000000,46.92000000,43.01000000,44.96000000,2867937.27000000,128562698.84740000,318926
1635552000000,2021-10-30 00:00:00,ICP/USDT,45.43000000,45.47000000,42.00000000,43.38000000,1619608.22000000,70809243.14510000,155053
1635465600000,2021-10-29 00:00:00,ICP/USDT,43.18000000,45.85000000,42.66000000,45.41000000,2036247.14000000,90142817.16340000,224378
1635379200000,2021-10-28 00:00:00,ICP/USDT,40.69000000,44.28000000,40.50000000,43.19000000,2499714.94000000,106133622.12540000,271620
1635292800000,2021-10-27 00:00:00,ICP/USDT,46.82000000,47.98000000,37.46000000,40.68000000,4211222.53000000,180193995.94300000,424910
1635206400000,2021-10-26 00:00:00,ICP/USDT,48.75000000,51.76000000,46.00000000,46.80000000,3291766.79000000,161759977.23120000,391557
1635120000000,2021-10-25 00:00:00,ICP/USDT,43.34000000,49.50000000,43.12000000,48.74000000,2367474.35000000,109625559.64020000,287684
1635033600000,2021-10-24 00:00:00,ICP/USDT,45.44000000,45.49000000,42.20000000,43.32000000,1346106.19000000,59265857.85830000,132327
1634947200000,2021-10-23 00:00:00,ICP/USDT,45.03000000,46.16000000,44.04000000,45.43000000,1063288.48000000,47968849.52510000,106679
1634860800000,2021-10-22 00:00:00,ICP/USDT,44.66000000,46.34000000,43.78000000,45.02000000,1466571.35000000,66346826.16620000,133421
1634774400000,2021-10-21 00:00:00,ICP/USDT,46.94000000,48.48000000,44.20000000,44.67000000,2500079.73000000,116186860.83980000,252843
1634688000000,2021-10-20 00:00:00,ICP/USDT,43.79000000,48.08000000,43.35000000,46.94000000,2233060.33000000,102200149.08500000,235433
1634601600000,2021-10-19 00:00:00,ICP/USDT,43.83000000,45.40000000,42.80000000,43.77000000,1665428.03000000,73408854.73180000,140702
1634515200000,2021-10-18 00:00:00,ICP/USDT,44.09000000,44.55000000,42.11000000,43.85000000,1633888.65000000,70920139.91360000,146898
1634428800000,2021-10-17 00:00:00,ICP/USDT,45.96000000,46.87000000,42.00000000,44.11000000,2259817.02000000,101035113.47670000,205599
1634342400000,2021-10-16 00:00:00,ICP/USDT,43.10000000,47.48000000,42.89000000,45.96000000,3373708.19000000,152858011.62120000,335712
1634256000000,2021-10-15 00:00:00,ICP/USDT,42.91000000,44.48000000,41.31000000,43.12000000,2749160.59000000,117676845.64210000,240090
1634169600000,2021-10-14 00:00:00,ICP/USDT,43.17000000,45.43000000,42.30000000,42.91000000,2364035.04000000,103944782.92830000,213974
1634083200000,2021-10-13 00:00:00,ICP/USDT,43.16000000,44.36000000,40.18000000,43.17000000,2212990.63000000,92838392.24030000,205197
1633996800000,2021-10-12 00:00:00,ICP/USDT,45.02000000,45.06000000,40.69000000,43.18000000,2278355.85000000,96848280.03420000,211514
1633910400000,2021-10-11 00:00:00,ICP/USDT,44.90000000,47.14000000,43.07000000,45.00000000,1853923.49000000,84204406.78090000,179635
1633824000000,2021-10-10 00:00:00,ICP/USDT,49.55000000,49.57000000,43.83000000,44.91000000,1979685.68000000,93387508.99570000,201807
1633737600000,2021-10-09 00:00:00,ICP/USDT,49.23000000,51.85000000,48.49000000,49.56000000,1697945.93000000,84698389.33880000,175358
1633651200000,2021-10-08 00:00:00,ICP/USDT,50.97000000,52.32000000,48.55000000,49.20000000,2239201.51000000,113533188.75620000,230110
1633564800000,2021-10-07 00:00:00,ICP/USDT,52.75000000,54.50000000,50.68000000,50.95000000,2119627.03000000,111856379.33360000,230768
1633478400000,2021-10-06 00:00:00,ICP/USDT,54.44000000,57.00000000,50.28000000,52.74000000,2324850.97000000,124659885.80950000,280020
1633392000000,2021-10-05 00:00:00,ICP/USDT,48.92000000,57.24000000,48.28000000,54.44000000,3468114.99000000,188145232.54230000,452778
1633305600000,2021-10-04 00:00:00,ICP/USDT,50.31000000,50.35000000,46.91000000,48.96000000,1316248.44000000,63901403.45690000,140020
1633219200000,2021-10-03 00:00:00,ICP/USDT,49.59000000,51.44000000,48.10000000,50.32000000,1286265.62000000,64260660.92440000,157137
1633132800000,2021-10-02 00:00:00,ICP/USDT,51.68000000,52.58000000,48.67000000,49.57000000,1371552.91000000,69901743.14070000,153227
1633046400000,2021-10-01 00:00:00,ICP/USDT,45.10000000,52.67000000,44.80000000,51.68000000,1824968.49000000,87878780.17590000,215101
1632960000000,2021-09-30 00:00:00,ICP/USDT,44.40000000,45.63000000,43.41000000,45.09000000,1098287.85000000,49007702.47070000,113727
1632873600000,2021-09-29 00:00:00,ICP/USDT,40.88000000,45.81000000,40.58000000,44.40000000,1439319.00000000,62467278.27320000,145444
1632787200000,2021-09-28 00:00:00,ICP/USDT,42.44000000,43.84000000,40.66000000,40.87000000,955085.77000000,40453231.63060000,98119
1632700800000,2021-09-27 00:00:00,ICP/USDT,43.69000000,46.73000000,42.25000000,42.46000000,1484962.85000000,66441199.51450000,139269
1632614400000,2021-09-26 00:00:00,ICP/USDT,45.78000000,45.96000000,39.50000000,43.69000000,2068058.81000000,89172040.46210000,197655
1632528000000,2021-09-25 00:00:00,ICP/USDT,46.10000000,47.12000000,44.00000000,45.79000000,1041802.33000000,47536603.83380000,119628
1632441600000,2021-09-24 00:00:00,ICP/USDT,50.55000000,51.46000000,42.11000000,46.11000000,2332675.22000000,107725826.75250000,247043
1632355200000,2021-09-23 00:00:00,ICP/USDT,49.90000000,52.30000000,48.78000000,50.56000000,1458482.89000000,73610844.00040000,163901
1632268800000,2021-09-22 00:00:00,ICP/USDT,44.77000000,52.00000000,44.03000000,49.89000000,1567645.14000000,74761407.57480000,174564
1632182400000,2021-09-21 00:00:00,ICP/USDT,47.57000000,50.14000000,42.12000000,44.79000000,1896657.04000000,88641843.84850000,226325
1632096000000,2021-09-20 00:00:00,ICP/USDT,57.18000000,57.36000000,45.27000000,47.58000000,2433927.32000000,122668246.39690000,282866
1632009600000,2021-09-19 00:00:00,ICP/USDT,58.58000000,58.87000000,56.12000000,57.16000000,755052.42000000,43403586.34720000,99393
1631923200000,2021-09-18 00:00:00,ICP/USDT,56.47000000,61.20000000,55.47000000,58.60000000,1230921.55000000,72432788.20060000,166248
1631836800000,2021-09-17 00:00:00,ICP/USDT,57.91000000,58.60000000,55.00000000,56.45000000,982128.57000000,55606197.09330000,119097
1631750400000,2021-09-16 00:00:00,ICP/USDT,61.37000000,61.71000000,56.57000000,57.93000000,1293716.19000000,76765371.63240000,157652
1631664000000,2021-09-15 00:00:00,ICP/USDT,56.93000000,62.30000000,56.68000000,61.37000000,1488191.86000000,88386800.68050000,196509
1631577600000,2021-09-14 00:00:00,ICP/USDT,55.06000000,58.81000000,54.37000000,56.93000000,1362715.04000000,77052437.44300000,161260
1631491200000,2021-09-13 00:00:00,ICP/USDT,59.44000000,60.27000000,50.36000000,55.06000000,2098261.31000000,115894604.89660000,281209
1631404800000,2021-09-12 00:00:00,ICP/USDT,58.08000000,61.88000000,56.34000000,59.43000000,1693103.70000000,100692198.46220000,218649
1631318400000,2021-09-11 00:00:00,ICP/USDT,56.92000000,62.00000000,55.46000000,58.10000000,2076336.41000000,122528164.76490000,237970
1631232000000,2021-09-10 00:00:00,ICP/USDT,60.82000000,63.08000000,54.29000000,56.91000000,2637847.42000000,154337456.82580000,321207
1631145600000,2021-09-09 00:00:00,ICP/USDT,61.49000000,64.63000000,58.67000000,60.82000000,2950122.07000000,182444346.89800000,355376
1631059200000,2021-09-08 00:00:00,ICP/USDT,61.23000000,63.86000000,55.50000000,61.58000000,3401162.34000000,203684644.54510000,352813
1630972800000,2021-09-07 00:00:00,ICP/USDT,79.52000000,81.31000000,55.00000000,61.23000000,6261944.62000000,418982010.01330000,722665
1630886400000,2021-09-06 00:00:00,ICP/USDT,79.30000000,87.00000000,75.78000000,79.55000000,4082261.55000000,333065620.31600000,605487
1630800000000,2021-09-05 00:00:00,ICP/USDT,78.27000000,83.61000000,76.02000000,79.33000000,5154431.66000000,409263279.28020000,783505
1630713600000,2021-09-04 00:00:00,ICP/USDT,65.85000000,79.00000000,65.40000000,78.30000000,4383135.94000000,314056834.36020000,716020
1630627200000,2021-09-03 00:00:00,ICP/USDT,64.57000000,68.56000000,63.15000000,65.82000000,2062915.19000000,136144665.29580000,233080
1630540800000,2021-09-02 00:00:00,ICP/USDT,66.25000000,68.91000000,64.29000000,64.58000000,2150659.27000000,143038530.06100000,254233
1630454400000,2021-09-01 00:00:00,ICP/USDT,62.79000000,66.46000000,60.51000000,66.24000000,2226574.30000000,143036837.89490000,241565
1630368000000,2021-08-31 00:00:00,ICP/USDT,64.75000000,67.80000000,61.84000000,62.78000000,2958933.76000000,191697536.27660000,319230
1630281600000,2021-08-30 00:00:00,ICP/USDT,72.04000000,73.17000000,63.61000000,64.73000000,4208025.05000000,287653395.33050000,466494
1630195200000,2021-08-29 00:00:00,ICP/USDT,65.10000000,74.80000000,61.52000000,72.00000000,4740028.97000000,324837598.55640000,600408
1630108800000,2021-08-28 00:00:00,ICP/USDT,62.73000000,68.64000000,61.75000000,65.08000000,3246411.13000000,214564311.01780000,413562
1630022400000,2021-08-27 00:00:00,ICP/USDT,56.51000000,63.60000000,54.50000000,62.70000000,2790034.75000000,164707723.93020000,316334
1629936000000,2021-08-26 00:00:00,ICP/USDT,62.18000000,63.20000000,56.01000000,56.45000000,2388830.12000000,139960163.86840000,247013
1629849600000,2021-08-25 00:00:00,ICP/USDT,59.22000000,63.80000000,55.85000000,62.18000000,2217825.28000000,133595139.94390000,218539
1629763200000,2021-08-24 00:00:00,ICP/USDT,65.63000000,66.90000000,57.55000000,59.23000000,1837048.65000000,114180114.82840000,201650
1629676800000,2021-08-23 00:00:00,ICP/USDT,64.59000000,67.62000000,63.35000000,65.62000000,1638778.66000000,107263161.09870000,183556
1629590400000,2021-08-22 00:00:00,ICP/USDT,64.62000000,67.00000000,61.09000000,64.59000000,1371646.25000000,88236509.99400000,154497
1629504000000,2021-08-21 00:00:00,ICP/USDT,67.91000000,69.42000000,63.80000000,64.58000000,1848095.15000000,122715488.98050000,245727
1629417600000,2021-08-20 00:00:00,ICP/USDT,67.13000000,71.00000000,65.68000000,67.91000000,2833802.04000000,192046492.20290000,360418
1629331200000,2021-08-19 00:00:00,ICP/USDT,58.53000000,69.08000000,57.74000000,67.15000000,4652427.94000000,300757677.05660000,523079
1629244800000,2021-08-18 00:00:00,ICP/USDT,56.11000000,61.53000000,54.10000000,58.53000000,2646746.85000000,153603705.19690000,257400
1629158400000,2021-08-17 00:00:00,ICP/USDT,61.06000000,64.20000000,54.34000000,56.05000000,2928722.01000000,176746174.47580000,288042
1629072000000,2021-08-16 00:00:00,ICP/USDT,63.40000000,67.90000000,60.07000000,61.06000000,3043095.42000000,195762870.18100000,345573
1628985600000,2021-08-15 00:00:00,ICP/USDT,64.21000000,65.00000000,58.28000000,63.40000000,2267542.06000000,139771398.71670000,269092
1628899200000,2021-08-14 00:00:00,ICP/USDT,68.25000000,68.33000000,62.05000000,64.20000000,2359398.30000000,152591995.78830000,255667
1628812800000,2021-08-13 00:00:00,ICP/USDT,64.20000000,69.09000000,62.76000000,68.23000000,2327234.70000000,153975394.46600000,269851
1628726400000,2021-08-12 00:00:00,ICP/USDT,67.14000000,72.32000000,60.00000000,64.18000000,3749481.74000000,243085920.15340000,432919
1628640000000,2021-08-11 00:00:00,ICP/USDT,71.61000000,77.00000000,65.57000000,67.16000000,4614502.53000000,327185733.10290000,582259
1628553600000,2021-08-10 00:00:00,ICP/USDT,64.25000000,76.58000000,61.37000000,71.60000000,6028075.78000000,429821927.17920000,679117
1628467200000,2021-08-09 00:00:00,ICP/USDT,55.23000000,68.90000000,52.73000000,64.25000000,5812629.37000000,365380628.49870000,528817
1628380800000,2021-08-08 00:00:00,ICP/USDT,61.66000000,62.29000000,53.20000000,55.27000000,3954451.43000000,228467362.86360000,358658
1628294400000,2021-08-07 00:00:00,ICP/USDT,48.27000000,66.18000000,47.87000000,61.65000000,7547111.04000000,444320301.02440000,752033
1628208000000,2021-08-06 00:00:00,ICP/USDT,42.10000000,52.50000000,40.45000000,48.27000000,4556012.16000000,213614866.92660000,357722
1628121600000,2021-08-05 00:00:00,ICP/USDT,39.31000000,42.75000000,38.12000000,42.10000000,1605678.43000000,64430274.75070000,116798
1628035200000,2021-08-04 00:00:00,ICP/USDT,38.55000000,40.46000000,37.78000000,39.32000000,1373394.84000000,53966659.40460000,95782
1627948800000,2021-08-03 00:00:00,ICP/USDT,40.20000000,40.66000000,37.51000000,38.53000000,1391723.45000000,53771285.92310000,95484
1627862400000,2021-08-02 00:00:00,ICP/USDT,40.86000000,41.51000000,39.71000000,40.18000000,1304588.71000000,52872885.15660000,86114
1627776000000,2021-08-01 00:00:00,ICP/USDT,41.95000000,44.66000000,40.61000000,40.87000000,1879639.57000000,79942281.22220000,146370
1627689600000,2021-07-31 00:00:00,ICP/USDT,42.21000000,43.97000000,40.36000000,41.97000000,1840642.86000000,77080771.12350000,138090
1627603200000,2021-07-30 00:00:00,ICP/USDT,41.25000000,42.76000000,38.19000000,42.19000000,1766069.80000000,71647299.11320000,119750
1627516800000,2021-07-29 00:00:00,ICP/USDT,40.77000000,41.92000000,39.03000000,41.25000000,1347700.76000000,54189550.41730000,91385
1627430400000,2021-07-28 00:00:00,ICP/USDT,41.03000000,43.85000000,39.27000000,40.75000000,2427977.48000000,101186780.70980000,167220
1627344000000,2021-07-27 00:00:00,ICP/USDT,40.59000000,41.79000000,37.46000000,41.01000000,3223737.65000000,127386432.73760000,223168
1627257600000,2021-07-26 00:00:00,ICP/USDT,42.59000000,48.20000000,40.48000000,40.60000000,3939219.13000000,175724633.12950000,315475
1627171200000,2021-07-25 00:00:00,ICP/USDT,43.49000000,46.04000000,40.38000000,42.60000000,4365420.01000000,187234119.05130000,293808
1627084800000,2021-07-24 00:00:00,ICP/USDT,34.65000000,45.74000000,33.83000000,43.48000000,4780213.02000000,190987005.10160000,351763
1626998400000,2021-07-23 00:00:00,ICP/USDT,33.75000000,35.09000000,31.68000000,34.65000000,1721674.64000000,57723882.96490000,96072
1626912000000,2021-07-22 00:00:00,ICP/USDT,33.49000000,35.50000000,32.15000000,33.75000000,2705596.56000000,91925977.66990000,136095
1626825600000,2021-07-21 00:00:00,ICP/USDT,28.54000000,35.16000000,27.74000000,33.51000000,2226540.52000000,72362762.05400000,146639
1626739200000,2021-07-20 00:00:00,ICP/USDT,30.92000000,31.55000000,26.90000000,28.53000000,1376424.88000000,39421073.87830000,85656
1626652800000,2021-07-19 00:00:00,ICP/USDT,32.36000000,32.59000000,29.81000000,30.92000000,876692.94000000,27185495.27520000,58087
1626566400000,2021-07-18 00:00:00,ICP/USDT,32.28000000,34.80000000,31.86000000,32.36000000,899628.77000000,29810968.31050000,56880
1626480000000,2021-07-17 00:00:00,ICP/USDT,32.36000000,33.51000000,31.13000000,32.27000000,998923.24000000,32370532.79430000,63867
1626393600000,2021-07-16 00:00:00,ICP/USDT,35.99000000,36.12000000,32.14000000,32.37000000,1117974.43000000,38383594.93230000,80475
1626307200000,2021-07-15 00:00:00,ICP/USDT,36.86000000,38.39000000,35.30000000,35.96000000,1358762.63000000,49864303.68420000,96213
1626220800000,2021-07-14 00:00:00,ICP/USDT,38.98000000,39.86000000,35.27000000,36.89000000,2086244.42000000,78155089.15480000,137269
1626134400000,2021-07-13 00:00:00,ICP/USDT,37.21000000,39.95000000,35.21000000,38.92000000,1471520.55000000,55032313.98170000,105053
1626048000000,2021-07-12 00:00:00,ICP/USDT,39.74000000,40.99000000,35.91000000,37.22000000,1035412.03000000,39956673.83830000,81090
1625961600000,2021-07-11 00:00:00,ICP/USDT,38.62000000,41.46000000,37.73000000,39.71000000,1073749.97000000,42857708.90120000,82249
1625875200000,2021-07-10 00:00:00,ICP/USDT,40.57000000,42.11000000,37.61000000,38.64000000,1190654.85000000,46984461.50100000,95813
1625788800000,2021-07-09 00:00:00,ICP/USDT,40.27000000,42.52000000,37.28000000,40.60000000,1377879.20000000,55251874.27860000,109419
1625702400000,2021-07-08 00:00:00,ICP/USDT,45.37000000,45.50000000,39.16000000,40.28000000,1723697.25000000,72182997.64530000,144843
1625616000000,2021-07-07 00:00:00,ICP/USDT,46.20000000,47.95000000,45.00000000,45.37000000,1486321.71000000,69079875.39770000,115476
1625529600000,2021-07-06 00:00:00,ICP/USDT,46.24000000,48.45000000,45.00000000,46.20000000,1682990.23000000,78391547.52930000,129176
1625443200000,2021-07-05 00:00:00,ICP/USDT,46.72000000,48.00000000,44.00000000,46.22000000,2131768.05000000,97641278.51490000,162589
1625356800000,2021-07-04 00:00:00,ICP/USDT,48.77000000,50.98000000,46.43000000,46.71000000,2116096.87000000,103114128.55340000,176817
1625270400000,2021-07-03 00:00:00,ICP/USDT,43.86000000,50.00000000,42.72000000,48.74000000,2483121.27000000,116197398.29530000,194548
1625184000000,2021-07-02 00:00:00,ICP/USDT,45.69000000,47.43000000,41.42000000,43.87000000,2459456.31000000,106081355.33560000,178057
1625097600000,2021-07-01 00:00:00,ICP/USDT,49.92000000,50.79000000,44.20000000,45.69000000,3381335.99000000,157749664.71820000,240532
1625011200000,2021-06-30 00:00:00,ICP/USDT,54.16000000,54.69000000,43.20000000,49.94000000,6250390.78000000,301142999.05200000,428104
1624924800000,2021-06-29 00:00:00,ICP/USDT,51.21000000,59.45000000,46.79000000,54.22000000,5280307.53000000,275033025.50530000,446425
1624838400000,2021-06-28 00:00:00,ICP/USDT,42.99000000,51.50000000,40.48000000,51.26000000,5785634.89000000,256657188.22720000,428518
1624752000000,2021-06-27 00:00:00,ICP/USDT,30.32000000,46.00000000,29.45000000,43.00000000,4776729.13000000,174264118.14490000,349534
1624665600000,2021-06-26 00:00:00,ICP/USDT,31.11000000,33.75000000,28.26000000,30.34000000,2335156.08000000,70046158.11040000,144079
1624579200000,2021-06-25 00:00:00,ICP/USDT,34.61000000,36.70000000,30.70000000,31.13000000,2238122.07000000,74667578.32250000,165214
1624492800000,2021-06-24 00:00:00,ICP/USDT,37.74000000,38.89000000,33.12000000,34.60000000,2212299.09000000,79276516.87430000,175031
1624406400000,2021-06-23 00:00:00,ICP/USDT,34.52000000,41.50000000,32.86000000,37.75000000,2192089.96000000,82759657.44620000,166143
1624320000000,2021-06-22 00:00:00,ICP/USDT,36.66000000,40.13000000,31.82000000,34.54000000,2316371.81000000,83181244.89160000,190912
1624233600000,2021-06-21 00:00:00,ICP/USDT,47.12000000,47.64000000,36.20000000,36.61000000,2441109.22000000,100108832.59880000,201475
1624147200000,2021-06-20 00:00:00,ICP/USDT,48.64000000,50.70000000,44.00000000,47.10000000,1463587.92000000,69289982.82880000,133053
1624060800000,2021-06-19 00:00:00,ICP/USDT,48.44000000,54.90000000,46.33000000,48.62000000,1737401.79000000,88358981.56820000,157614
