unix,date,symbol,open,high,low,close,Volume MKR,Volume USDT,tradecount
1641772800000,2022-01-10 00:00:00,MKR/USDT,2122.00000000,2147.00000000,1935.00000000,1987.00000000,1944.75021000,3914002.09640700,16370
1641686400000,2022-01-09 00:00:00,MKR/USDT,2048.00000000,2160.00000000,2034.00000000,2122.00000000,1026.56310000,2160860.85930000,10616
1641600000000,2022-01-08 00:00:00,MKR/USDT,2133.00000000,2194.00000000,2000.00000000,2047.00000000,2379.21951000,4961522.51130000,21485
1641513600000,2022-01-07 00:00:00,MKR/USDT,2248.00000000,2253.00000000,2104.00000000,2132.00000000,2768.61330000,6011937.29690000,23740
1641427200000,2022-01-06 00:00:00,MKR/USDT,2235.00000000,2474.00000000,2113.00000000,2244.00000000,3701.87720000,8283379.56998000,29593
1641340800000,2022-01-05 00:00:00,MKR/USDT,2446.00000000,2523.00000000,2177.00000000,2238.00000000,2179.48470000,5203228.64860000,22863
1641254400000,2022-01-04 00:00:00,MKR/USDT,2392.00000000,2541.00000000,2354.00000000,2446.00000000,2062.51550000,5056106.08270000,22628
1641168000000,2022-01-03 00:00:00,MKR/USDT,2468.00000000,2599.00000000,2375.00000000,2391.00000000,2509.49880000,6212854.16940000,25125
1641081600000,2022-01-02 00:00:00,MKR/USDT,2420.00000000,2540.00000000,2328.00000000,2471.00000000,2054.48320000,4987791.18670000,19082
1640995200000,2022-01-01 00:00:00,MKR/USDT,2332.00000000,2463.00000000,2321.00000000,2419.00000000,1679.96790000,4013667.35750000,14697
1640908800000,2021-12-31 00:00:00,MKR/USDT,2391.00000000,2455.00000000,2291.00000000,2334.00000000,2179.97980000,5189387.88880000,18307
1640822400000,2021-12-30 00:00:00,MKR/USDT,2359.00000000,2470.00000000,2297.00000000,2393.00000000,1674.35110000,3985370.09980000,18136
1640736000000,2021-12-29 00:00:00,MKR/USDT,2495.00000000,2578.00000000,2336.00000000,2358.00000000,1841.10840000,4549632.90850000,18153
1640649600000,2021-12-28 00:00:00,MKR/USDT,2683.00000000,2713.00000000,2473.00000000,2490.00000000,1606.95560000,4145447.01750000,18909
1640563200000,2021-12-27 00:00:00,MKR/USDT,2680.00000000,2814.00000000,2668.00000000,2685.00000000,3120.00260000,8548245.23560000,25173
1640476800000,2021-12-26 00:00:00,MKR/USDT,2691.00000000,2737.00000000,2629.00000000,2681.00000000,3226.83600000,8649007.78670000,27757
1640390400000,2021-12-25 00:00:00,MKR/USDT,2567.00000000,2736.00000000,2551.00000000,2687.00000000,1237.83560000,3285839.79840000,17441
1640304000000,2021-12-24 00:00:00,MKR/USDT,2676.00000000,2689.00000000,2542.00000000,2568.00000000,2208.81330000,5800863.04110000,25894
1640217600000,2021-12-23 00:00:00,MKR/USDT,2445.00000000,2679.00000000,2397.00000000,2676.00000000,2416.87490000,6117304.91960000,28212
1640131200000,2021-12-22 00:00:00,MKR/USDT,2422.00000000,2550.00000000,2407.00000000,2444.00000000,2397.43460000,5917490.70610000,25722
1640044800000,2021-12-21 00:00:00,MKR/USDT,2347.00000000,2447.00000000,2337.00000000,2422.00000000,1435.20470000,3452472.26040000,15040
1639958400000,2021-12-20 00:00:00,MKR/USDT,2372.00000000,2459.00000000,2233.00000000,2345.00000000,2128.72170000,4969809.38960000,21380
1639872000000,2021-12-19 00:00:00,MKR/USDT,2475.00000000,2511.00000000,2364.00000000,2369.00000000,1418.37010000,3464882.02430000,14603
1639785600000,2021-12-18 00:00:00,MKR/USDT,2370.00000000,2499.00000000,2326.00000000,2470.00000000,2334.43680000,5652191.79230000,22216
1639699200000,2021-12-17 00:00:00,MKR/USDT,2326.00000000,2387.00000000,2208.00000000,2371.00000000,1458.87340000,3377876.60410000,17751
1639612800000,2021-12-16 00:00:00,MKR/USDT,2377.00000000,2439.00000000,2308.00000000,2326.00000000,1186.37030000,2829585.29350000,11709
1639526400000,2021-12-15 00:00:00,MKR/USDT,2303.00000000,2422.00000000,2202.00000000,2377.00000000,1614.58760000,3746109.28600000,15693
1639440000000,2021-12-14 00:00:00,MKR/USDT,2229.00000000,2320.00000000,2163.00000000,2308.00000000,2055.65100000,4621528.24170000,18999
1639353600000,2021-12-13 00:00:00,MKR/USDT,2467.00000000,2479.00000000,2201.00000000,2228.00000000,1559.45980000,3595900.48480000,18942
1639267200000,2021-12-12 00:00:00,MKR/USDT,2451.00000000,2484.00000000,2380.00000000,2469.00000000,1053.81890000,2566846.15700000,11403
1639180800000,2021-12-11 00:00:00,MKR/USDT,2338.00000000,2461.00000000,2286.00000000,2444.00000000,1244.02230000,2972998.63540000,15109
1639094400000,2021-12-10 00:00:00,MKR/USDT,2516.00000000,2604.00000000,2324.00000000,2340.00000000,2654.11420000,6567373.47540000,23831
1639008000000,2021-12-09 00:00:00,MKR/USDT,2747.00000000,2758.00000000,2500.00000000,2518.00000000,3004.74760000,7922926.88530000,22552
1638921600000,2021-12-08 00:00:00,MKR/USDT,2618.00000000,2750.00000000,2593.00000000,2745.00000000,2810.25690000,7562356.57930000,26225
1638835200000,2021-12-07 00:00:00,MKR/USDT,2603.00000000,2688.00000000,2574.00000000,2615.00000000,1739.64390000,4579544.14860000,18563
1638748800000,2021-12-06 00:00:00,MKR/USDT,2581.00000000,2630.00000000,2355.00000000,2607.00000000,2740.63110000,6860772.02960000,27769
1638662400000,2021-12-05 00:00:00,MKR/USDT,2608.00000000,2677.00000000,2488.00000000,2578.00000000,2706.75800000,6992727.20970000,27726
1638576000000,2021-12-04 00:00:00,MKR/USDT,2749.00000000,2759.00000000,2257.00000000,2611.00000000,6440.99600000,16351293.48600000,57057
1638489600000,2021-12-03 00:00:00,MKR/USDT,2973.00000000,2987.00000000,2692.00000000,2753.00000000,2829.40430000,8126227.21270000,24452
1638403200000,2021-12-02 00:00:00,MKR/USDT,2973.00000000,3057.00000000,2897.00000000,2973.00000000,1723.39420000,5129069.57590000,19461
1638316800000,2021-12-01 00:00:00,MKR/USDT,3057.00000000,3141.00000000,2950.00000000,2978.00000000,2004.26600000,6133207.18870000,23303
1638230400000,2021-11-30 00:00:00,MKR/USDT,3086.00000000,3233.00000000,2963.00000000,3056.00000000,3923.90010000,12183643.08540000,38428
1638144000000,2021-11-29 00:00:00,MKR/USDT,3082.00000000,3119.00000000,3011.00000000,3086.00000000,1323.04570000,4056825.54770000,17123
1638057600000,2021-11-28 00:00:00,MKR/USDT,3092.00000000,3100.00000000,2847.00000000,3082.00000000,2288.62090000,6795076.13140000,23441
1637971200000,2021-11-27 00:00:00,MKR/USDT,3096.00000000,3200.00000000,3016.00000000,3092.00000000,1720.06390000,5381081.21360000,18426
1637884800000,2021-11-26 00:00:00,MKR/USDT,3305.00000000,3417.00000000,2942.00000000,3097.00000000,4204.70200000,13264552.99190000,46122
1637798400000,2021-11-25 00:00:00,MKR/USDT,3095.00000000,3450.00000000,3072.00000000,3304.00000000,5646.16710000,18747684.81090000,63072
1637712000000,2021-11-24 00:00:00,MKR/USDT,3044.00000000,3170.00000000,2954.00000000,3097.00000000,3680.60550000,11243273.57610000,42518
1637625600000,2021-11-23 00:00:00,MKR/USDT,2852.00000000,3098.00000000,2831.00000000,3044.00000000,2735.06210000,8163277.20180000,29856
1637539200000,2021-11-22 00:00:00,MKR/USDT,2949.00000000,2990.00000000,2826.00000000,2854.00000000,1447.34400000,4203252.47450000,21055
1637452800000,2021-11-21 00:00:00,MKR/USDT,3126.00000000,3144.00000000,2931.00000000,2948.00000000,1788.01830000,5431411.14000000,24722
1637366400000,2021-11-20 00:00:00,MKR/USDT,2950.00000000,3130.00000000,2930.00000000,3127.00000000,2053.98650000,6235088.29860000,25572
1637280000000,2021-11-19 00:00:00,MKR/USDT,2805.00000000,3002.00000000,2773.00000000,2948.00000000,1932.40210000,5591633.62210000,26336
1637193600000,2021-11-18 00:00:00,MKR/USDT,2805.00000000,3276.00000000,2670.00000000,2803.00000000,9018.14650000,27327777.33140000,93580
1637107200000,2021-11-17 00:00:00,MKR/USDT,2811.00000000,2828.00000000,2662.00000000,2805.00000000,2854.85520000,7854201.90420000,26458
1637020800000,2021-11-16 00:00:00,MKR/USDT,3022.00000000,3022.00000000,2711.00000000,2812.00000000,2680.75170000,7627779.83570000,35514
1636934400000,2021-11-15 00:00:00,MKR/USDT,3050.00000000,3159.00000000,2970.00000000,3020.00000000,2936.17370000,8994873.42710000,36233
1636848000000,2021-11-14 00:00:00,MKR/USDT,3118.00000000,3194.00000000,2929.00000000,3050.00000000,2358.61420000,7184946.68050000,31120
1636761600000,2021-11-13 00:00:00,MKR/USDT,2878.00000000,3190.00000000,2878.00000000,3121.00000000,5384.72000000,16432032.90910000,55506
1636675200000,2021-11-12 00:00:00,MKR/USDT,2991.00000000,3010.00000000,2789.00000000,2878.00000000,2803.84950000,8080469.14850000,28190
1636588800000,2021-11-11 00:00:00,MKR/USDT,2957.00000000,3079.00000000,2900.00000000,2992.00000000,3064.29920000,9175831.83600000,29116
1636502400000,2021-11-10 00:00:00,MKR/USDT,3135.00000000,3213.00000000,2777.00000000,2958.00000000,3962.45300000,12063328.14760000,44337
1636416000000,2021-11-09 00:00:00,MKR/USDT,3300.00000000,3303.00000000,3096.00000000,3135.00000000,3138.27310000,10060806.21890000,40694
1636329600000,2021-11-08 00:00:00,MKR/USDT,2972.00000000,3446.00000000,2953.00000000,3300.00000000,9534.00620000,30728023.95680000,97543
1636243200000,2021-11-07 00:00:00,MKR/USDT,3027.00000000,3066.00000000,2911.00000000,2972.00000000,3016.13600000,9010871.92770000,43345
1636156800000,2021-11-06 00:00:00,MKR/USDT,2946.00000000,3096.00000000,2803.00000000,3027.00000000,5435.55050000,16100437.73030000,52399
1636070400000,2021-11-05 00:00:00,MKR/USDT,3011.00000000,3029.00000000,2858.00000000,2947.00000000,4584.17360000,13446930.74490000,49301
1635984000000,2021-11-04 00:00:00,MKR/USDT,3218.00000000,3241.00000000,2880.00000000,3013.00000000,8659.26590000,26294013.50700000,92406
1635897600000,2021-11-03 00:00:00,MKR/USDT,2800.00000000,3626.00000000,2794.00000000,3216.00000000,38712.72310000,126919554.65700000,369367
1635811200000,2021-11-02 00:00:00,MKR/USDT,2452.00000000,2930.00000000,2429.00000000,2800.00000000,12116.11840000,32806170.37200000,108058
1635724800000,2021-11-01 00:00:00,MKR/USDT,2422.00000000,2542.00000000,2348.00000000,2451.00000000,5480.06890000,13463658.01810000,44523
1635638400000,2021-10-31 00:00:00,MKR/USDT,2380.00000000,2424.00000000,2325.00000000,2422.00000000,3518.18570000,8348985.91150000,35248
1635552000000,2021-10-30 00:00:00,MKR/USDT,2454.00000000,2475.00000000,2351.00000000,2380.00000000,2852.09980000,6913778.53120000,26115
1635465600000,2021-10-29 00:00:00,MKR/USDT,2381.00000000,2486.00000000,2366.00000000,2453.00000000,3945.93410000,9607128.01410000,33055
1635379200000,2021-10-28 00:00:00,MKR/USDT,2229.00000000,2417.00000000,2210.00000000,2381.00000000,2625.51100000,6118004.00290000,22092
1635292800000,2021-10-27 00:00:00,MKR/USDT,2462.00000000,2504.00000000,2200.00000000,2228.00000000,6262.77740000,14572186.82010000,44390
1635206400000,2021-10-26 00:00:00,MKR/USDT,2475.00000000,2567.00000000,2438.00000000,2461.00000000,6269.88430000,15773137.54520000,39141
1635120000000,2021-10-25 00:00:00,MKR/USDT,2439.00000000,2481.00000000,2399.00000000,2475.00000000,3067.34770000,7522025.80220000,22213
1635033600000,2021-10-24 00:00:00,MKR/USDT,2527.00000000,2531.00000000,2383.00000000,2439.00000000,2640.33930000,6485263.84020000,21836
1634947200000,2021-10-23 00:00:00,MKR/USDT,2521.00000000,2546.00000000,2489.00000000,2526.00000000,1312.22550000,3306796.39380000,15645
1634860800000,2021-10-22 00:00:00,MKR/USDT,2573.00000000,2623.00000000,2498.00000000,2520.00000000,2246.60890000,5770669.00610000,24139
1634774400000,2021-10-21 00:00:00,MKR/USDT,2597.00000000,2706.00000000,2541.00000000,2570.00000000,4231.77330000,11056704.87270000,37606
1634688000000,2021-10-20 00:00:00,MKR/USDT,2493.00000000,2598.00000000,2460.00000000,2595.00000000,2682.39660000,6750141.93080000,28725
1634601600000,2021-10-19 00:00:00,MKR/USDT,2508.00000000,2524.00000000,2441.00000000,2492.00000000,2067.51840000,5152243.06900000,19395
1634515200000,2021-10-18 00:00:00,MKR/USDT,2552.00000000,2578.00000000,2431.00000000,2508.00000000,2526.82940000,6320127.88010000,30202
1634428800000,2021-10-17 00:00:00,MKR/USDT,2595.00000000,2638.00000000,2471.00000000,2549.00000000,1523.00620000,3922705.58590000,16600
1634342400000,2021-10-16 00:00:00,MKR/USDT,2569.00000000,2689.00000000,2554.00000000,2594.00000000,2272.41940000,5939938.61440000,26528
1634256000000,2021-10-15 00:00:00,MKR/USDT,2544.00000000,2597.00000000,2469.00000000,2566.00000000,2289.20380000,5815702.10810000,23564
1634169600000,2021-10-14 00:00:00,MKR/USDT,2493.00000000,2617.00000000,2480.00000000,2543.00000000,2780.51530000,7073947.41190000,24570
1634083200000,2021-10-13 00:00:00,MKR/USDT,2442.00000000,2494.00000000,2369.00000000,2492.00000000,2150.51400000,5232399.82880000,18635
1633996800000,2021-10-12 00:00:00,MKR/USDT,2450.00000000,2505.00000000,2357.00000000,2442.00000000,3065.49900000,7440253.97840000,23802
1633910400000,2021-10-11 00:00:00,MKR/USDT,2456.00000000,2559.00000000,2395.00000000,2448.00000000,2410.53810000,6006992.93520000,17378
1633824000000,2021-10-10 00:00:00,MKR/USDT,2573.00000000,2728.00000000,2437.00000000,2457.00000000,5792.56220000,15089626.23440000,45560
1633737600000,2021-10-09 00:00:00,MKR/USDT,2500.00000000,2624.00000000,2468.00000000,2572.00000000,2670.64340000,6796721.41820000,28347
1633651200000,2021-10-08 00:00:00,MKR/USDT,2502.00000000,2577.00000000,2459.00000000,2494.00000000,2302.65410000,5811424.46890000,23702
1633564800000,2021-10-07 00:00:00,MKR/USDT,2488.00000000,2537.00000000,2417.00000000,2500.00000000,2248.26260000,5589994.90020000,21201
1633478400000,2021-10-06 00:00:00,MKR/USDT,2543.00000000,2588.00000000,2386.00000000,2488.00000000,3131.20330000,7819664.77360000,26151
1633392000000,2021-10-05 00:00:00,MKR/USDT,2549.00000000,2591.00000000,2480.00000000,2546.00000000,2861.78810000,7271940.71920000,23250
1633305600000,2021-10-04 00:00:00,MKR/USDT,2542.00000000,2555.00000000,2367.00000000,2546.00000000,3021.95030000,7451132.52430000,25436
1633219200000,2021-10-03 00:00:00,MKR/USDT,2479.00000000,2619.00000000,2429.00000000,2540.00000000,2654.11610000,6715504.70350000,22308
1633132800000,2021-10-02 00:00:00,MKR/USDT,2444.00000000,2560.00000000,2387.00000000,2480.00000000,3422.50380000,8491975.34730000,26491
1633046400000,2021-10-01 00:00:00,MKR/USDT,2289.00000000,2471.00000000,2267.00000000,2443.00000000,5280.79440000,12586552.78740000,35837
1632960000000,2021-09-30 00:00:00,MKR/USDT,2231.00000000,2315.00000000,2215.00000000,2288.00000000,2595.25070000,5891312.13220000,17998
1632873600000,2021-09-29 00:00:00,MKR/USDT,2227.00000000,2315.00000000,2175.00000000,2228.00000000,3361.76440000,7581260.57690000,25906
1632787200000,2021-09-28 00:00:00,MKR/USDT,2245.00000000,2436.00000000,2213.00000000,2227.00000000,6305.95370000,14690637.94240000,38632
1632700800000,2021-09-27 00:00:00,MKR/USDT,2350.00000000,2424.00000000,2228.00000000,2243.00000000,3958.15650000,9318008.44180000,30842
1632614400000,2021-09-26 00:00:00,MKR/USDT,2261.00000000,2572.00000000,2161.00000000,2349.00000000,17070.34370000,40978217.07360000,105996
1632528000000,2021-09-25 00:00:00,MKR/USDT,2297.00000000,2327.00000000,2198.00000000,2259.00000000,2066.23070000,4684426.43180000,14939
1632441600000,2021-09-24 00:00:00,MKR/USDT,2489.00000000,2507.00000000,2132.00000000,2297.00000000,6628.07200000,15457825.21312310,43199
1632355200000,2021-09-23 00:00:00,MKR/USDT,2530.00000000,2568.00000000,2451.00000000,2490.00000000,4577.41120000,11443728.77130000,25362
1632268800000,2021-09-22 00:00:00,MKR/USDT,2294.00000000,2543.00000000,2261.00000000,2530.00000000,2079.15050000,5067728.21710000,16652
1632182400000,2021-09-21 00:00:00,MKR/USDT,2436.00000000,2546.00000000,2226.00000000,2293.00000000,3776.67769000,9110731.13821360,27063
1632096000000,2021-09-20 00:00:00,MKR/USDT,2770.00000000,2774.00000000,2385.00000000,2436.00000000,4886.79472000,12405611.95350530,38560
1632009600000,2021-09-19 00:00:00,MKR/USDT,2840.00000000,2876.00000000,2720.00000000,2768.00000000,1502.03020000,4217818.29350000,14993
1631923200000,2021-09-18 00:00:00,MKR/USDT,2791.00000000,2905.00000000,2752.00000000,2840.00000000,1306.42550000,3711185.96910000,13103
1631836800000,2021-09-17 00:00:00,MKR/USDT,2970.00000000,2994.00000000,2750.00000000,2789.00000000,5786.68880000,16479492.20780000,39561
1631750400000,2021-09-16 00:00:00,MKR/USDT,3063.00000000,3177.00000000,2910.00000000,2970.00000000,4283.32210000,13162787.88800000,43526
1631664000000,2021-09-15 00:00:00,MKR/USDT,2921.00000000,3080.00000000,2824.00000000,3062.00000000,4058.19220000,11842687.84640000,38198
1631577600000,2021-09-14 00:00:00,MKR/USDT,2810.00000000,2945.00000000,2780.00000000,2923.00000000,2469.18170000,7085555.77270000,23390
1631491200000,2021-09-13 00:00:00,MKR/USDT,2873.00000000,2898.00000000,2620.00000000,2809.00000000,2513.96600000,6927550.26762530,25598
1631404800000,2021-09-12 00:00:00,MKR/USDT,2846.00000000,2967.00000000,2787.00000000,2874.00000000,2249.05290000,6510002.22820000,27416
1631318400000,2021-09-11 00:00:00,MKR/USDT,2785.00000000,2916.00000000,2771.00000000,2846.00000000,2052.49360000,5867699.24370000,20797
1631232000000,2021-09-10 00:00:00,MKR/USDT,2940.00000000,2994.00000000,2716.00000000,2783.00000000,3311.16710000,9480539.65513120,34625
1631145600000,2021-09-09 00:00:00,MKR/USDT,3020.00000000,3098.00000000,2905.00000000,2938.00000000,3834.25110000,11552895.61270000,39002
1631059200000,2021-09-08 00:00:00,MKR/USDT,3054.00000000,3131.00000000,2809.00000000,3021.00000000,3515.04380000,10499581.27130000,30794
1630972800000,2021-09-07 00:00:00,MKR/USDT,3621.00000000,3625.00000000,2780.00000000,3050.00000000,6970.73863000,22453019.06254020,69295
1630886400000,2021-09-06 00:00:00,MKR/USDT,3721.00000000,3724.00000000,3550.00000000,3620.00000000,3661.52820000,13315933.19600000,41461
1630800000000,2021-09-05 00:00:00,MKR/USDT,3552.00000000,3724.00000000,3525.00000000,3718.00000000,2980.09500000,10852037.57620000,29986
1630713600000,2021-09-04 00:00:00,MKR/USDT,3657.00000000,3720.00000000,3540.00000000,3548.00000000,2714.74090000,9883403.72530000,25099
1630627200000,2021-09-03 00:00:00,MKR/USDT,3547.00000000,3752.00000000,3477.00000000,3655.00000000,4164.91420000,15151119.84610000,39342
1630540800000,2021-09-02 00:00:00,MKR/USDT,3693.00000000,3702.00000000,3543.00000000,3543.00000000,2109.39110000,7616943.48860000,26303
1630454400000,2021-09-01 00:00:00,MKR/USDT,3523.00000000,3706.00000000,3421.00000000,3694.00000000,3300.07910000,11797961.03960000,39094
1630368000000,2021-08-31 00:00:00,MKR/USDT,3361.00000000,3569.00000000,3311.00000000,3526.00000000,4449.92800000,15385910.09180000,37392
1630281600000,2021-08-30 00:00:00,MKR/USDT,3453.00000000,3509.00000000,3307.00000000,3359.00000000,2959.55719000,10080979.72735960,26849
1630195200000,2021-08-29 00:00:00,MKR/USDT,3604.00000000,3682.00000000,3382.00000000,3452.00000000,3429.61999000,11962472.96336160,32586
1630108800000,2021-08-28 00:00:00,MKR/USDT,3751.00000000,3785.00000000,3581.00000000,3604.00000000,1913.45680000,7007441.74910000,21335
1630022400000,2021-08-27 00:00:00,MKR/USDT,3586.00000000,3792.00000000,3540.00000000,3752.00000000,1836.96266000,6757403.04897510,20736
1629936000000,2021-08-26 00:00:00,MKR/USDT,3701.36000000,3742.06000000,3440.00000000,3586.00000000,2030.22763000,7254525.96434710,19668
1629849600000,2021-08-25 00:00:00,MKR/USDT,3629.22000000,3751.73000000,3493.69000000,3700.68000000,1970.00690000,7170900.05527480,22110
1629763200000,2021-08-24 00:00:00,MKR/USDT,3877.60000000,3906.60000000,3592.67000000,3628.65000000,2973.39595000,11241988.99508250,32996
1629676800000,2021-08-23 00:00:00,MKR/USDT,3802.81000000,4015.47000000,3788.42000000,3879.05000000,2346.72935000,9223353.97052220,36507
1629590400000,2021-08-22 00:00:00,MKR/USDT,3870.62000000,3887.54000000,3692.73000000,3806.04000000,1681.27219000,6393197.93691330,21985
1629504000000,2021-08-21 00:00:00,MKR/USDT,3816.54000000,3983.17000000,3694.59000000,3870.29000000,4765.03238000,18471032.98203420,73300
1629417600000,2021-08-20 00:00:00,MKR/USDT,3748.40000000,3857.66000000,3676.00000000,3815.06000000,2430.96412000,9155603.47579340,33128
1629331200000,2021-08-19 00:00:00,MKR/USDT,3515.39000000,3750.84000000,3442.61000000,3748.40000000,2441.72592000,8769300.97350870,34327
1629244800000,2021-08-18 00:00:00,MKR/USDT,3448.48000000,3638.57000000,3370.00000000,3513.01000000,2425.95649000,8505756.15514630,31918
1629158400000,2021-08-17 00:00:00,MKR/USDT,3572.37000000,3781.89000000,3427.56000000,3450.90000000,2799.57578000,10100638.99873460,34922
1629072000000,2021-08-16 00:00:00,MKR/USDT,3802.37000000,3891.22000000,3562.50000000,3575.25000000,2933.69597000,11028254.50741860,40328
1628985600000,2021-08-15 00:00:00,MKR/USDT,3865.37000000,3883.53000000,3612.81000000,3802.37000000,2659.03343000,9905308.02078230,31412
1628899200000,2021-08-14 00:00:00,MKR/USDT,3711.36000000,3914.46000000,3556.87000000,3871.41000000,4028.48966000,15081306.82801380,47534
1628812800000,2021-08-13 00:00:00,MKR/USDT,3250.11000000,3714.68000000,3234.43000000,3711.02000000,2911.78338000,10374576.96917430,40307
1628726400000,2021-08-12 00:00:00,MKR/USDT,3365.33000000,3425.99000000,3163.15000000,3250.89000000,2879.44186000,9501856.37190820,30077
1628640000000,2021-08-11 00:00:00,MKR/USDT,3393.36000000,3528.62000000,3328.88000000,3368.46000000,2836.62709000,9786266.26961380,35272
1628553600000,2021-08-10 00:00:00,MKR/USDT,3362.03000000,3465.42000000,3263.15000000,3391.81000000,3491.49900000,11766580.48207220,37143
1628467200000,2021-08-09 00:00:00,MKR/USDT,3232.30000000,3382.50000000,3081.26000000,3361.99000000,2128.50311000,6962165.81281440,25552
1628380800000,2021-08-08 00:00:00,MKR/USDT,3408.76000000,3449.99000000,3148.61000000,3232.57000000,1935.18635000,6416428.42178420,22608
1628294400000,2021-08-07 00:00:00,MKR/USDT,3258.16000000,3477.56000000,3223.08000000,3408.77000000,3567.79692000,11932426.81959330,36253
1628208000000,2021-08-06 00:00:00,MKR/USDT,3291.45000000,3373.23000000,3110.78000000,3250.85000000,4311.97315000,13965151.04575480,39739
1628121600000,2021-08-05 00:00:00,MKR/USDT,2968.44000000,3300.00000000,2791.36000000,3290.54000000,5489.98302000,16767664.27267850,46911
1628035200000,2021-08-04 00:00:00,MKR/USDT,2790.19000000,2995.36000000,2741.21000000,2967.22000000,2567.75764000,7398000.85546510,21196
1627948800000,2021-08-03 00:00:00,MKR/USDT,2918.10000000,2948.19000000,2738.60000000,2787.34000000,1584.62518000,4445720.88602080,15760
1627862400000,2021-08-02 00:00:00,MKR/USDT,2896.27000000,3028.54000000,2836.30000000,2917.36000000,1754.99656000,5168412.09913240,16760
1627776000000,2021-08-01 00:00:00,MKR/USDT,2980.75000000,3090.36000000,2881.50000000,2895.92000000,1865.93022000,5602353.16174070,20192
1627689600000,2021-07-31 00:00:00,MKR/USDT,2912.66000000,3012.34000000,2855.36000000,2977.72000000,1900.06599000,5560931.87569080,18692
1627603200000,2021-07-30 00:00:00,MKR/USDT,2896.42000000,2950.05000000,2766.32000000,2911.59000000,2244.13972000,6416475.91391170,18127
1627516800000,2021-07-29 00:00:00,MKR/USDT,2655.81000000,2899.50000000,2604.78000000,2898.46000000,2572.65947000,7151420.08120020,25222
1627430400000,2021-07-28 00:00:00,MKR/USDT,2687.25000000,2726.86000000,2614.62000000,2657.35000000,1740.37773000,4661136.25040490,17722
1627344000000,2021-07-27 00:00:00,MKR/USDT,2590.87000000,2723.82000000,2506.51000000,2688.33000000,2287.39669000,6012732.91384090,17055
1627257600000,2021-07-26 00:00:00,MKR/USDT,2567.37000000,2846.32000000,2549.54000000,2595.30000000,4558.68394000,12382040.45065120,36552
1627171200000,2021-07-25 00:00:00,MKR/USDT,2577.03000000,2594.95000000,2459.06000000,2570.69000000,1825.43933000,4603388.96918050,13102
1627084800000,2021-07-24 00:00:00,MKR/USDT,2514.69000000,2611.38000000,2490.90000000,2577.23000000,1932.33243000,4917017.96688650,14469
1626998400000,2021-07-23 00:00:00,MKR/USDT,2438.09000000,2536.65000000,2398.00000000,2517.10000000,2757.31108000,6813388.20562760,17757
1626912000000,2021-07-22 00:00:00,MKR/USDT,2441.65000000,2476.99000000,2377.45000000,2435.13000000,2389.62640000,5811544.70295100,15806
1626825600000,2021-07-21 00:00:00,MKR/USDT,2185.31000000,2487.10000000,2152.68000000,2440.90000000,3842.12342000,9128327.36076600,21206
1626739200000,2021-07-20 00:00:00,MKR/USDT,2295.67000000,2327.99000000,2110.83000000,2186.19000000,2671.75810000,5838478.16009820,16738
1626652800000,2021-07-19 00:00:00,MKR/USDT,2468.89000000,2479.41000000,2271.60000000,2293.82000000,2288.30631000,5420326.19386070,16407
1626566400000,2021-07-18 00:00:00,MKR/USDT,2425.92000000,2546.07000000,2403.80000000,2468.06000000,1781.73962000,4415763.16953880,12223
1626480000000,2021-07-17 00:00:00,MKR/USDT,2419.17000000,2464.73000000,2378.92000000,2422.94000000,1893.50341000,4585014.54692500,11572
1626393600000,2021-07-16 00:00:00,MKR/USDT,2569.00000000,2613.28000000,2406.25000000,2419.60000000,2641.45583000,6570616.79258110,20588
1626307200000,2021-07-15 00:00:00,MKR/USDT,2515.79000000,2630.14000000,2450.16000000,2566.89000000,6136.29650000,15509470.17355840,33245
1626220800000,2021-07-14 00:00:00,MKR/USDT,2524.43000000,2579.94000000,2400.00000000,2514.06000000,2279.81282000,5681257.57613940,15020
1626134400000,2021-07-13 00:00:00,MKR/USDT,2600.00000000,2644.66000000,2502.29000000,2523.54000000,1938.11881000,4985742.25774380,12917
1626048000000,2021-07-12 00:00:00,MKR/USDT,2672.27000000,2737.27000000,2569.19000000,2602.98000000,2498.09139000,6618632.09298590,16368
1625961600000,2021-07-11 00:00:00,MKR/USDT,2677.26000000,2719.48000000,2613.24000000,2667.90000000,1687.41005000,4518514.10728170,12937
1625875200000,2021-07-10 00:00:00,MKR/USDT,2705.69000000,2776.84000000,2604.04000000,2674.71000000,1718.71633000,4596890.80349130,12016
1625788800000,2021-07-09 00:00:00,MKR/USDT,2654.52000000,2820.38000000,2555.99000000,2707.02000000,3346.47904000,9000718.09513810,22603
1625702400000,2021-07-08 00:00:00,MKR/USDT,2861.68000000,2867.98000000,2593.60000000,2654.67000000,4412.17829000,11872610.36868010,28797
1625616000000,2021-07-07 00:00:00,MKR/USDT,2745.79000000,2939.50000000,2732.62000000,2862.71000000,5671.33298000,16217094.47699650,36837
1625529600000,2021-07-06 00:00:00,MKR/USDT,2749.14000000,3105.58000000,2725.29000000,2745.10000000,10228.11236000,29791816.01340890,66776
1625443200000,2021-07-05 00:00:00,MKR/USDT,2797.46000000,2823.68000000,2632.09000000,2745.11000000,4770.22225000,13045627.21263610,32982
1625356800000,2021-07-04 00:00:00,MKR/USDT,2639.57000000,2906.30000000,2572.43000000,2803.29000000,4862.72385000,13531698.59141440,35016
