unix,date,symbol,open,high,low,close,Volume SHIB,Volume USDT,tradecount
1641513600000,2022-01-07 00:00:00,SHIB/USDT,0.00003074,0.00003087,0.00002846,0.00002901,7813269018383.00,229382715.67198935,423205
1641427200000,2022-01-06 00:00:00,SHIB/USDT,0.00003037,0.00003183,0.00002915,0.00003075,6550552744516.00,197266608.95637448,409263
1641340800000,2022-01-05 00:00:00,SHIB/USDT,0.00003242,0.00003300,0.00002858,0.00003038,7335407224940.00,229111533.07511245,490542
1641254400000,2022-01-04 00:00:00,SHIB/USDT,0.00003305,0.00003350,0.00003227,0.00003243,4074428519347.00,133959125.49905803,259193
1641168000000,2022-01-03 00:00:00,SHIB/USDT,0.00003401,0.00003410,0.00003214,0.00003304,3940445529472.00,131417289.07105476,278471
1641081600000,2022-01-02 00:00:00,SHIB/USDT,0.00003415,0.00003445,0.00003344,0.00003401,3222778208768.00,109326225.85073449,208904
1640995200000,2022-01-01 00:00:00,SHIB/USDT,0.00003337,0.00003420,0.00003334,0.00003415,3309069024700.00,111916222.58982173,188684
1640908800000,2021-12-31 00:00:00,SHIB/USDT,0.00003375,0.00003465,0.00003262,0.00003337,5588760741830.00,189122029.91624786,313951
1640822400000,2021-12-30 00:00:00,SHIB/USDT,0.00003365,0.00003437,0.00003291,0.00003375,5909793866171.00,199765154.92930951,327472
1640736000000,2021-12-29 00:00:00,SHIB/USDT,0.00003492,0.00003628,0.00003310,0.00003364,7525221418332.00,260766430.57314476,419421
1640649600000,2021-12-28 00:00:00,SHIB/USDT,0.00003908,0.00003909,0.00003413,0.00003493,11630101084580.00,420666315.24610855,661420
1640563200000,2021-12-27 00:00:00,SHIB/USDT,0.00003825,0.00003948,0.00003773,0.00003909,7498190711387.00,289574571.60243575,508076
1640476800000,2021-12-26 00:00:00,SHIB/USDT,0.00003771,0.00003901,0.00003656,0.00003824,7452470698714.00,282156998.74060109,468482
1640390400000,2021-12-25 00:00:00,SHIB/USDT,0.00003620,0.00003833,0.00003587,0.00003771,7003413956521.00,260406871.37489529,447736
1640304000000,2021-12-24 00:00:00,SHIB/USDT,0.00003868,0.00003987,0.00003574,0.00003620,12255885463341.00,466489859.14913652,846043
1640217600000,2021-12-23 00:00:00,SHIB/USDT,0.00003503,0.00003900,0.00003440,0.00003868,13840251162142.00,503464841.75138153,904178
1640131200000,2021-12-22 00:00:00,SHIB/USDT,0.00003284,0.00003785,0.00003250,0.00003503,17151083407511.00,608613634.18895309,1168295
1640044800000,2021-12-21 00:00:00,SHIB/USDT,0.00003123,0.00003350,0.00003096,0.00003283,10163337551738.00,329090259.99146392,586347
1639958400000,2021-12-20 00:00:00,SHIB/USDT,0.00003077,0.00003376,0.00002824,0.00003122,14110247605977.00,429767992.73304994,786474
1639872000000,2021-12-19 00:00:00,SHIB/USDT,0.00003141,0.00003188,0.00003062,0.00003077,3629833552408.00,113786023.26675448,233554
1639785600000,2021-12-18 00:00:00,SHIB/USDT,0.00003116,0.00003218,0.00003077,0.00003141,4684460158353.00,147719648.80494740,276069
1639699200000,2021-12-17 00:00:00,SHIB/USDT,0.00003271,0.00003319,0.00003019,0.00003115,8737902925639.00,276544169.19062065,475405
1639612800000,2021-12-16 00:00:00,SHIB/USDT,0.00003381,0.00003463,0.00003262,0.00003271,6375860336750.00,214989879.41845875,380031
1639526400000,2021-12-15 00:00:00,SHIB/USDT,0.00003397,0.00003439,0.00003190,0.00003381,8094411561817.00,270709908.40977680,478913
1639440000000,2021-12-14 00:00:00,SHIB/USDT,0.00003290,0.00003564,0.00003242,0.00003398,10372525282477.00,349784524.31793105,616977
1639353600000,2021-12-13 00:00:00,SHIB/USDT,0.00003657,0.00003684,0.00003156,0.00003290,11057228801145.00,377059192.18913462,658537
1639267200000,2021-12-12 00:00:00,SHIB/USDT,0.00003444,0.00003785,0.00003377,0.00003656,9818391204458.00,353555702.56127946,624184
1639180800000,2021-12-11 00:00:00,SHIB/USDT,0.00003344,0.00003501,0.00003309,0.00003443,6138308218184.00,208811490.44464510,348568
1639094400000,2021-12-10 00:00:00,SHIB/USDT,0.00003466,0.00003618,0.00003333,0.00003346,6951538947284.00,242340813.49743356,418165
1639008000000,2021-12-09 00:00:00,SHIB/USDT,0.00003696,0.00003729,0.00003417,0.00003466,7367061258732.00,265280141.51433573,465431
1638921600000,2021-12-08 00:00:00,SHIB/USDT,0.00003624,0.00003763,0.00003558,0.00003698,8178198224933.00,300630272.72534003,500601
1638835200000,2021-12-07 00:00:00,SHIB/USDT,0.00003677,0.00003878,0.00003561,0.00003625,12814215878129.00,479463613.72844692,739370
1638748800000,2021-12-06 00:00:00,SHIB/USDT,0.00003623,0.00003759,0.00003269,0.00003677,16312440144399.00,568909832.06104342,879902
1638662400000,2021-12-05 00:00:00,SHIB/USDT,0.00003639,0.00003830,0.00003409,0.00003622,16897500204393.00,611823349.99498059,931952
1638576000000,2021-12-04 00:00:00,SHIB/USDT,0.00004038,0.00004050,0.00002952,0.00003639,30155152339504.00,1087439013.02182667,1859622
1638489600000,2021-12-03 00:00:00,SHIB/USDT,0.00004219,0.00004485,0.00003900,0.00004039,17789846643917.00,745010566.57420163,1329307
1638403200000,2021-12-02 00:00:00,SHIB/USDT,0.00004414,0.00004423,0.00004100,0.00004220,13534745809501.00,576144514.66871241,937393
1638316800000,2021-12-01 00:00:00,SHIB/USDT,0.00004745,0.00004878,0.00004351,0.00004414,21815023771725.00,1000015362.43708685,1622186
1638230400000,2021-11-30 00:00:00,SHIB/USDT,0.00004522,0.00005435,0.00004331,0.00004744,57387780567997.00,2812416863.18911987,5324373
1638144000000,2021-11-29 00:00:00,SHIB/USDT,0.00003911,0.00004586,0.00003830,0.00004522,22898513123075.00,952266681.96802718,1685579
1638057600000,2021-11-28 00:00:00,SHIB/USDT,0.00003920,0.00003956,0.00003620,0.00003911,13321003110788.00,504626054.01466721,723434
1637971200000,2021-11-27 00:00:00,SHIB/USDT,0.00003866,0.00004168,0.00003816,0.00003920,13650192851497.00,540232710.00436856,869701
1637884800000,2021-11-26 00:00:00,SHIB/USDT,0.00004270,0.00004288,0.00003560,0.00003867,24840878969548.00,969922511.41600587,1551772
1637798400000,2021-11-25 00:00:00,SHIB/USDT,0.00003785,0.00004792,0.00003765,0.00004269,38170738924639.00,1615973712.66006791,2958463
1637712000000,2021-11-24 00:00:00,SHIB/USDT,0.00004190,0.00004285,0.00003602,0.00003785,23189495605733.00,899360667.08457101,1502745
1637625600000,2021-11-23 00:00:00,SHIB/USDT,0.00004324,0.00004452,0.00004101,0.00004190,11307551259265.00,480128042.20024967,851546
1637539200000,2021-11-22 00:00:00,SHIB/USDT,0.00004412,0.00004626,0.00004270,0.00004325,10770820744731.00,475990194.86068803,828732
1637452800000,2021-11-21 00:00:00,SHIB/USDT,0.00004766,0.00004774,0.00004346,0.00004411,9714699482601.00,442606652.38218464,790897
1637366400000,2021-11-20 00:00:00,SHIB/USDT,0.00004850,0.00005000,0.00004554,0.00004766,14565274718156.00,695416185.07331513,1064396
1637280000000,2021-11-19 00:00:00,SHIB/USDT,0.00004252,0.00005217,0.00004177,0.00004851,24145782947742.00,1144454725.27850870,2030169
1637193600000,2021-11-18 00:00:00,SHIB/USDT,0.00004815,0.00004900,0.00004051,0.00004251,20861636622974.00,924862344.35971160,1475132
1637107200000,2021-11-17 00:00:00,SHIB/USDT,0.00004831,0.00004988,0.00004663,0.00004814,12075458758914.00,583634522.64105402,867562
1637020800000,2021-11-16 00:00:00,SHIB/USDT,0.00005343,0.00005354,0.00004510,0.00004831,21365363650600.00,1062063717.15035479,1799109
1636934400000,2021-11-15 00:00:00,SHIB/USDT,0.00005314,0.00005599,0.00005228,0.00005343,12771755191144.00,688592672.76648179,1204034
1636848000000,2021-11-14 00:00:00,SHIB/USDT,0.00005168,0.00005640,0.00005153,0.00005314,12715968872848.00,678529038.18119847,1193569
1636761600000,2021-11-13 00:00:00,SHIB/USDT,0.00005235,0.00005280,0.00005055,0.00005168,8134280391784.00,420456401.25692239,698085
1636675200000,2021-11-12 00:00:00,SHIB/USDT,0.00005654,0.00005698,0.00005133,0.00005235,14700043529290.00,780430217.09782624,1234752
1636588800000,2021-11-11 00:00:00,SHIB/USDT,0.00005026,0.00005798,0.00004833,0.00005654,28850178484019.00,1554609933.56459452,2798822
1636502400000,2021-11-10 00:00:00,SHIB/USDT,0.00005485,0.00005525,0.00004600,0.00005027,23066467501868.00,1177694499.99089280,2039090
1636416000000,2021-11-09 00:00:00,SHIB/USDT,0.00005516,0.00005850,0.00005330,0.00005484,15798759852983.00,885080652.93079500,1512610
1636329600000,2021-11-08 00:00:00,SHIB/USDT,0.00005690,0.00005900,0.00005272,0.00005517,24005429554564.00,1332373950.55036532,2162052
1636243200000,2021-11-07 00:00:00,SHIB/USDT,0.00005861,0.00005968,0.00005584,0.00005690,16270271381514.00,936511606.42055249,1304836
1636156800000,2021-11-06 00:00:00,SHIB/USDT,0.00006257,0.00006314,0.00005490,0.00005862,34371921859656.00,2019795284.94348351,3181696
1636070400000,2021-11-05 00:00:00,SHIB/USDT,0.00004938,0.00006547,0.00004541,0.00006256,64343495731005.00,3559828117.55609292,5683924
1635984000000,2021-11-04 00:00:00,SHIB/USDT,0.00005546,0.00006097,0.00004312,0.00004937,69434105433938.00,3550732772.61078094,5582577
1635897600000,2021-11-03 00:00:00,SHIB/USDT,0.00006919,0.00006922,0.00005286,0.00005547,28257239394032.00,1756712299.60295208,3066892
1635811200000,2021-11-02 00:00:00,SHIB/USDT,0.00007150,0.00007296,0.00006650,0.00006918,18612476991846.00,1296747965.93953919,2124919
1635724800000,2021-11-01 00:00:00,SHIB/USDT,0.00006697,0.00007494,0.00006570,0.00007150,29336188952630.00,2096234818.63045998,3534873
1635638400000,2021-10-31 00:00:00,SHIB/USDT,0.00006531,0.00006959,0.00005808,0.00006697,31386990549782.00,2041457133.20528239,3340648
1635552000000,2021-10-30 00:00:00,SHIB/USDT,0.00007489,0.00007800,0.00006150,0.00006532,32594253338226.00,2309245348.97732161,3502900
1635465600000,2021-10-29 00:00:00,SHIB/USDT,0.00006886,0.00007747,0.00006100,0.00007490,57543502861683.00,4064788414.80607408,6291721
1635379200000,2021-10-28 00:00:00,SHIB/USDT,0.00007906,0.00008854,0.00005700,0.00006887,137183379558887.00,9822313807.59510128,14970382
1635292800000,2021-10-27 00:00:00,SHIB/USDT,0.00004797,0.00008800,0.00004650,0.00007906,159140214097788.00,10287386183.62505449,15920580
1635206400000,2021-10-26 00:00:00,SHIB/USDT,0.00004229,0.00004960,0.00004044,0.00004796,65185354432996.00,2995136959.30904892,4809042
1635120000000,2021-10-25 00:00:00,SHIB/USDT,0.00003605,0.00004365,0.00003493,0.00004230,55683030231723.00,2228870508.40949898,3626139
1635033600000,2021-10-24 00:00:00,SHIB/USDT,0.00003384,0.00004465,0.00003286,0.00003605,122382291462285.00,4780455970.15253840,8160494
1634947200000,2021-10-23 00:00:00,SHIB/USDT,0.00002794,0.00003460,0.00002759,0.00003384,41345879310820.00,1322130529.71626082,2653695
1634860800000,2021-10-22 00:00:00,SHIB/USDT,0.00002747,0.00002850,0.00002702,0.00002794,10640093014043.00,294584689.50123586,517992
1634774400000,2021-10-21 00:00:00,SHIB/USDT,0.00002923,0.00002924,0.00002700,0.00002748,13483291830586.00,380404456.85046315,681966
1634688000000,2021-10-20 00:00:00,SHIB/USDT,0.00002803,0.00002960,0.00002716,0.00002922,14694030377294.00,413100186.04755072,750592
1634601600000,2021-10-19 00:00:00,SHIB/USDT,0.00002864,0.00002919,0.00002753,0.00002802,15274666838352.00,431268344.68195004,614030
1634515200000,2021-10-18 00:00:00,SHIB/USDT,0.00002775,0.00002963,0.00002638,0.00002863,40183178302256.00,1130698978.49515725,1856048
1634428800000,2021-10-17 00:00:00,SHIB/USDT,0.00002570,0.00002900,0.00002370,0.00002774,21922530954957.00,579335614.08744049,1106113
1634342400000,2021-10-16 00:00:00,SHIB/USDT,0.00002525,0.00002660,0.00002470,0.00002571,18385780924499.00,472318358.31287298,760668
1634256000000,2021-10-15 00:00:00,SHIB/USDT,0.00002742,0.00002757,0.00002333,0.00002525,44396951959423.00,1131688623.19107972,1805571
1634169600000,2021-10-14 00:00:00,SHIB/USDT,0.00002907,0.00002985,0.00002600,0.00002743,26305044296516.00,742490241.15290933,1157940
1634083200000,2021-10-13 00:00:00,SHIB/USDT,0.00002903,0.00003073,0.00002757,0.00002907,27877783172087.00,805872009.53015673,1096368
1633996800000,2021-10-12 00:00:00,SHIB/USDT,0.00003065,0.00003160,0.00002732,0.00002904,48794059445218.00,1437806654.33428562,2017213
1633910400000,2021-10-11 00:00:00,SHIB/USDT,0.00002613,0.00003200,0.00002580,0.00003065,72557577941657.00,2141560518.15232696,3156616
1633824000000,2021-10-10 00:00:00,SHIB/USDT,0.00002669,0.00002787,0.00002506,0.00002613,36095792941358.00,952498859.87955709,1429700
1633737600000,2021-10-09 00:00:00,SHIB/USDT,0.00002726,0.00003020,0.00002442,0.00002670,69429324203926.00,1898840615.01748088,2692026
1633651200000,2021-10-08 00:00:00,SHIB/USDT,0.00002291,0.00002950,0.00002060,0.00002725,138378491441526.00,3509457903.77462336,4850472
1633564800000,2021-10-07 00:00:00,SHIB/USDT,0.00002787,0.00003528,0.00002058,0.00002290,246104304402694.00,6989917012.88307477,8863149
1633478400000,2021-10-06 00:00:00,SHIB/USDT,0.00001732,0.00002893,0.00001657,0.00002787,190443300967866.00,4365178584.02428550,6057008
1633392000000,2021-10-05 00:00:00,SHIB/USDT,0.00001348,0.00002010,0.00001211,0.00001732,185823916847976.00,3018023292.15878852,4378857
1633305600000,2021-10-04 00:00:00,SHIB/USDT,0.00000855,0.00001514,0.00000820,0.00001348,136519031183358.00,1609851558.71828011,2862583
1633219200000,2021-10-03 00:00:00,SHIB/USDT,0.00000787,0.00000903,0.00000765,0.00000854,19124476642927.00,160913209.14784059,414526
1633132800000,2021-10-02 00:00:00,SHIB/USDT,0.00000770,0.00000824,0.00000742,0.00000786,9152821421315.00,71638475.41729811,197547
1633046400000,2021-10-01 00:00:00,SHIB/USDT,0.00000721,0.00000779,0.00000716,0.00000770,7521795638115.00,56177804.44504189,150513
1632960000000,2021-09-30 00:00:00,SHIB/USDT,0.00000702,0.00000743,0.00000700,0.00000720,5130361477431.00,36843396.87748742,100085
1632873600000,2021-09-29 00:00:00,SHIB/USDT,0.00000697,0.00000716,0.00000692,0.00000701,3843625415450.00,27131698.11996875,73056
1632787200000,2021-09-28 00:00:00,SHIB/USDT,0.00000697,0.00000717,0.00000682,0.00000698,5063715106092.00,35369049.65053179,89217
1632700800000,2021-09-27 00:00:00,SHIB/USDT,0.00000710,0.00000726,0.00000689,0.00000698,4576274528727.00,32525559.91679706,91163
1632614400000,2021-09-26 00:00:00,SHIB/USDT,0.00000732,0.00000732,0.00000682,0.00000710,6575564283425.00,46612192.81774969,125466
1632528000000,2021-09-25 00:00:00,SHIB/USDT,0.00000738,0.00000760,0.00000711,0.00000732,6209389568644.00,45590467.53714746,120187
1632441600000,2021-09-24 00:00:00,SHIB/USDT,0.00000763,0.00000787,0.00000673,0.00000737,15148155674182.00,110033952.85164167,241874
1632355200000,2021-09-23 00:00:00,SHIB/USDT,0.00000724,0.00000774,0.00000710,0.00000763,13150788315356.00,98352204.39040437,214727
1632268800000,2021-09-22 00:00:00,SHIB/USDT,0.00000688,0.00000732,0.00000684,0.00000725,8495249730286.00,60351749.41908338,147647
1632182400000,2021-09-21 00:00:00,SHIB/USDT,0.00000702,0.00000733,0.00000660,0.00000687,13566078883742.00,94643013.94006189,201023
1632096000000,2021-09-20 00:00:00,SHIB/USDT,0.00000808,0.00000812,0.00000680,0.00000702,21866883365822.00,160318126.78745796,318307
1632009600000,2021-09-19 00:00:00,SHIB/USDT,0.00000784,0.00000838,0.00000736,0.00000808,19919168822209.00,158533820.05216882,321993
1631923200000,2021-09-18 00:00:00,SHIB/USDT,0.00000844,0.00000864,0.00000761,0.00000784,16665068906755.00,134004847.97267126,274934
1631836800000,2021-09-17 00:00:00,SHIB/USDT,0.00000854,0.00000950,0.00000811,0.00000844,57960174983072.00,508238868.85480806,1021931
1631750400000,2021-09-16 00:00:00,SHIB/USDT,0.00000677,0.00000888,0.00000652,0.00000854,51629463013101.00,408170844.78298171,918721
1631664000000,2021-09-15 00:00:00,SHIB/USDT,0.00000666,0.00000690,0.00000659,0.00000677,5735004511337.00,38670825.57966842,111420
1631577600000,2021-09-14 00:00:00,SHIB/USDT,0.00000649,0.00000671,0.00000644,0.00000667,5607034617578.00,36864002.41916227,98652
1631491200000,2021-09-13 00:00:00,SHIB/USDT,0.00000689,0.00000698,0.00000617,0.00000650,9093791821120.00,59378964.38371499,160428
1631404800000,2021-09-12 00:00:00,SHIB/USDT,0.00000677,0.00000700,0.00000664,0.00000689,7877836843028.00,53853205.67963314,134448
1631318400000,2021-09-11 00:00:00,SHIB/USDT,0.00000700,0.00000708,0.00000673,0.00000677,7643774910527.00,52589537.35126829,137377
1631232000000,2021-09-10 00:00:00,SHIB/USDT,0.00000730,0.00000750,0.00000655,0.00000700,17589684040703.00,123629182.56655686,311536
1631145600000,2021-09-09 00:00:00,SHIB/USDT,0.00000668,0.00000777,0.00000653,0.00000730,32271505301500.00,230732324.91825545,555776
1631059200000,2021-09-08 00:00:00,SHIB/USDT,0.00000605,0.00000820,0.00000541,0.00000667,46608207992395.00,321213242.68556442,775324
1630972800000,2021-09-07 00:00:00,SHIB/USDT,0.00000723,0.00000724,0.00000510,0.00000605,23567166381444.00,146017101.76148050,450678
1630886400000,2021-09-06 00:00:00,SHIB/USDT,0.00000753,0.00000764,0.00000700,0.00000722,9503974995923.00,69635123.32057559,186612
1630800000000,2021-09-05 00:00:00,SHIB/USDT,0.00000745,0.00000757,0.00000725,0.00000753,7939117527436.00,58794386.28846728,165471
1630713600000,2021-09-04 00:00:00,SHIB/USDT,0.00000707,0.00000768,0.00000704,0.00000745,13586786127409.00,99697790.03411852,253615
1630627200000,2021-09-03 00:00:00,SHIB/USDT,0.00000709,0.00000725,0.00000690,0.00000706,7223873994758.00,51203724.30952190,154990
1630540800000,2021-09-02 00:00:00,SHIB/USDT,0.00000719,0.00000737,0.00000702,0.00000709,7566323232592.00,54347784.64404346,164623
1630454400000,2021-09-01 00:00:00,SHIB/USDT,0.00000686,0.00000722,0.00000666,0.00000719,8005998661846.00,55515005.78965963,153172
1630368000000,2021-08-31 00:00:00,SHIB/USDT,0.00000667,0.00000710,0.00000663,0.00000686,8450789113097.00,57869119.58701886,160282
1630281600000,2021-08-30 00:00:00,SHIB/USDT,0.00000711,0.00000714,0.00000647,0.00000667,6392824774909.00,44394286.68247795,138488
1630195200000,2021-08-29 00:00:00,SHIB/USDT,0.00000723,0.00000739,0.00000699,0.00000712,5564998269528.00,39768456.66594867,106694
1630108800000,2021-08-28 00:00:00,SHIB/USDT,0.00000747,0.00000749,0.00000719,0.00000722,5541566422378.00,40410117.29998106,106151
1630022400000,2021-08-27 00:00:00,SHIB/USDT,0.00000698,0.00000757,0.00000682,0.00000747,10112453430111.00,72784130.31400280,177045
1629936000000,2021-08-26 00:00:00,SHIB/USDT,0.00000753,0.00000764,0.00000682,0.00000697,9832605958319.00,70331929.28884141,187357
1629849600000,2021-08-25 00:00:00,SHIB/USDT,0.00000748,0.00000771,0.00000715,0.00000753,10908288775579.00,81428880.55014998,207066
1629763200000,2021-08-24 00:00:00,SHIB/USDT,0.00000818,0.00000822,0.00000731,0.00000748,13128492964677.00,101458209.01305470,258786
1629676800000,2021-08-23 00:00:00,SHIB/USDT,0.00000820,0.00000844,0.00000813,0.00000819,8215888602078.00,67929225.74541667,178828
1629590400000,2021-08-22 00:00:00,SHIB/USDT,0.00000813,0.00000844,0.00000805,0.00000820,7664419848923.00,62909823.57631097,169057
1629504000000,2021-08-21 00:00:00,SHIB/USDT,0.00000848,0.00000851,0.00000811,0.00000814,9186376727549.00,76318682.47179724,194687
1629417600000,2021-08-20 00:00:00,SHIB/USDT,0.00000835,0.00000860,0.00000821,0.00000848,11001862928480.00,92550314.92693648,227021
1629331200000,2021-08-19 00:00:00,SHIB/USDT,0.00000802,0.00000835,0.00000786,0.00000835,11148529538651.00,89949671.30285761,208760
1629244800000,2021-08-18 00:00:00,SHIB/USDT,0.00000805,0.00000833,0.00000776,0.00000802,18267781451145.00,147275278.38769477,301710
1629158400000,2021-08-17 00:00:00,SHIB/USDT,0.00000904,0.00000937,0.00000799,0.00000805,26318386857105.00,230326035.78897709,438184
1629072000000,2021-08-16 00:00:00,SHIB/USDT,0.00000855,0.00000948,0.00000836,0.00000904,37191196001582.00,332981362.86635251,654923
1628985600000,2021-08-15 00:00:00,SHIB/USDT,0.00000812,0.00000876,0.00000785,0.00000855,18483321892487.00,151975080.12952974,326934
1628899200000,2021-08-14 00:00:00,SHIB/USDT,0.00000813,0.00000857,0.00000781,0.00000813,17010503781776.00,138240271.50811499,303826
1628812800000,2021-08-13 00:00:00,SHIB/USDT,0.00000764,0.00000818,0.00000760,0.00000813,11222513120578.00,89250140.20996737,215230
1628726400000,2021-08-12 00:00:00,SHIB/USDT,0.00000777,0.00000822,0.00000743,0.00000765,16738912794675.00,130890829.71791315,275841
1628640000000,2021-08-11 00:00:00,SHIB/USDT,0.00000756,0.00000830,0.00000750,0.00000777,22952242869554.00,182047690.47914339,379871
1628553600000,2021-08-10 00:00:00,SHIB/USDT,0.00000762,0.00000795,0.00000731,0.00000756,12231498497079.00,93128448.86345146,228846
1628467200000,2021-08-09 00:00:00,SHIB/USDT,0.00000729,0.00000788,0.00000709,0.00000762,20193833052588.00,152950385.16690573,310642
1628380800000,2021-08-08 00:00:00,SHIB/USDT,0.00000780,0.00000888,0.00000723,0.00000729,42988253874709.00,343477949.44663483,691170
1628294400000,2021-08-07 00:00:00,SHIB/USDT,0.00000631,0.00000789,0.00000629,0.00000780,31447680089584.00,219898144.77703489,533128
1628208000000,2021-08-06 00:00:00,SHIB/USDT,0.00000622,0.00000642,0.00000613,0.00000630,7944430535861.00,49719935.41666873,154800
1628121600000,2021-08-05 00:00:00,SHIB/USDT,0.00000624,0.00000625,0.00000611,0.00000621,6261624309409.00,38685111.90458235,121028
1628035200000,2021-08-04 00:00:00,SHIB/USDT,0.00000618,0.00000633,0.00000611,0.00000623,5505584121482.00,34249709.52974584,113599
1627948800000,2021-08-03 00:00:00,SHIB/USDT,0.00000634,0.00000640,0.00000615,0.00000618,5222684533973.00,32606488.16950075,104080
1627862400000,2021-08-02 00:00:00,SHIB/USDT,0.00000630,0.00000643,0.00000621,0.00000634,6260531438700.00,39447385.08316380,111046
1627776000000,2021-08-01 00:00:00,SHIB/USDT,0.00000625,0.00000672,0.00000621,0.00000630,10959981431747.00,70596076.83837771,192163
1627689600000,2021-07-31 00:00:00,SHIB/USDT,0.00000629,0.00000631,0.00000620,0.00000625,5309993604368.00,33208500.92882888,108380
1627603200000,2021-07-30 00:00:00,SHIB/USDT,0.00000629,0.00000641,0.00000610,0.00000629,6650527789677.00,41392925.50210824,127977
1627516800000,2021-07-29 00:00:00,SHIB/USDT,0.00000619,0.00000652,0.00000608,0.00000629,8694966152691.00,54432932.82114370,143105
1627430400000,2021-07-28 00:00:00,SHIB/USDT,0.00000632,0.00000635,0.00000613,0.00000618,7902294769375.00,49318904.85698457,144785
1627344000000,2021-07-27 00:00:00,SHIB/USDT,0.00000631,0.00000642,0.00000604,0.00000632,9641696587214.00,60118260.34382534,172844
1627257600000,2021-07-26 00:00:00,SHIB/USDT,0.00000637,0.00000691,0.00000624,0.00000630,19227138374369.00,127423721.52404462,315881
1627171200000,2021-07-25 00:00:00,SHIB/USDT,0.00000644,0.00000654,0.00000616,0.00000636,7134617522583.00,45129431.46161560,123849
1627084800000,2021-07-24 00:00:00,SHIB/USDT,0.00000647,0.00000666,0.00000630,0.00000644,9474775072580.00,61353717.55079037,165255
1626998400000,2021-07-23 00:00:00,SHIB/USDT,0.00000647,0.00000671,0.00000611,0.00000648,8810341657917.00,56412769.11951872,154673
1626912000000,2021-07-22 00:00:00,SHIB/USDT,0.00000653,0.00000666,0.00000634,0.00000646,8024642335768.00,52021737.91342890,136117
1626825600000,2021-07-21 00:00:00,SHIB/USDT,0.00000589,0.00000698,0.00000577,0.00000654,15189009739596.00,97543687.52838185,229161
1626739200000,2021-07-20 00:00:00,SHIB/USDT,0.00000619,0.00000624,0.00000570,0.00000589,10212338619649.00,60004751.43758620,167967
1626652800000,2021-07-19 00:00:00,SHIB/USDT,0.00000665,0.00000667,0.00000607,0.00000619,8543669280673.00,53960304.23888748,135945
1626566400000,2021-07-18 00:00:00,SHIB/USDT,0.00000682,0.00000703,0.00000660,0.00000664,6125931214999.00,41403409.19788402,101649
1626480000000,2021-07-17 00:00:00,SHIB/USDT,0.00000663,0.00000705,0.00000656,0.00000681,7114435611225.00,48068113.02676965,125797
1626393600000,2021-07-16 00:00:00,SHIB/USDT,0.00000690,0.00000700,0.00000655,0.00000662,6047433872423.00,40891183.26230067,130542
1626307200000,2021-07-15 00:00:00,SHIB/USDT,0.00000724,0.00000737,0.00000679,0.00000691,8945840487258.00,62630272.68225876,168467
1626220800000,2021-07-14 00:00:00,SHIB/USDT,0.00000712,0.00000757,0.00000670,0.00000724,11875884954991.00,84335678.67361144,205473
1626134400000,2021-07-13 00:00:00,SHIB/USDT,0.00000756,0.00000759,0.00000704,0.00000711,8108609831266.00,59159886.30113126,151541
1626048000000,2021-07-12 00:00:00,SHIB/USDT,0.00000787,0.00000799,0.00000731,0.00000756,7734638319417.00,58999124.92504492,148177
1625961600000,2021-07-11 00:00:00,SHIB/USDT,0.00000767,0.00000798,0.00000756,0.00000786,5480379241985.00,42532390.25286476,118065
1625875200000,2021-07-10 00:00:00,SHIB/USDT,0.00000792,0.00000809,0.00000752,0.00000767,7191309903247.00,56211178.33659977,147667
1625788800000,2021-07-09 00:00:00,SHIB/USDT,0.00000803,0.00000810,0.00000770,0.00000791,8928857134302.00,70883068.21133511,165386
1625702400000,2021-07-08 00:00:00,SHIB/USDT,0.00000854,0.00000856,0.00000778,0.00000802,14698093074025.00,119007746.07189922,271688
1625616000000,2021-07-07 00:00:00,SHIB/USDT,0.00000874,0.00000896,0.00000852,0.00000855,10732885596585.00,93610940.88248245,207277
1625529600000,2021-07-06 00:00:00,SHIB/USDT,0.00000833,0.00000933,0.00000831,0.00000874,24765820144984.00,218538692.66141120,410020
1625443200000,2021-07-05 00:00:00,SHIB/USDT,0.00000872,0.00000873,0.00000816,0.00000834,12068056360331.00,101814445.70887461,219555
1625356800000,2021-07-04 00:00:00,SHIB/USDT,0.00000866,0.00000895,0.00000845,0.00000873,10015748720356.00,87501499.32477439,202369
1625270400000,2021-07-03 00:00:00,SHIB/USDT,0.00000836,0.00000880,0.00000830,0.00000866,11000178497551.00,94713469.87127090,206213
1625184000000,2021-07-02 00:00:00,SHIB/USDT,0.00000833,0.00000844,0.00000805,0.00000835,9609338950937.00,79130031.92925088,177169
1625097600000,2021-07-01 00:00:00,SHIB/USDT,0.00000882,0.00000883,0.00000815,0.00000832,15990026259963.00,133897874.86890778,284145
1625011200000,2021-06-30 00:00:00,SHIB/USDT,0.00000887,0.00000923,0.00000801,0.00000882,32459314385918.00,281302001.49778664,527223
1624924800000,2021-06-29 00:00:00,SHIB/USDT,0.00000808,0.00000963,0.00000803,0.00000887,46042194342449.00,415025311.02327128,847874
1624838400000,2021-06-28 00:00:00,SHIB/USDT,0.00000785,0.00000821,0.00000758,0.00000808,18506007897380.00,146967081.38575241,356154
1624752000000,2021-06-27 00:00:00,SHIB/USDT,0.00000747,0.00000789,0.00000727,0.00000785,11925015594849.00,88993016.44824153,226298
