pair,cmo_period,oversold_value,overbought_value,entry_size,poloniex_period,starting_capital,final_equity,net_profit,max_drawdown,sharpe_ratio,sortino_ratio,alpha,beta,fees_paid,starting_capital,final_benchmark_equity,final_benchmark_profit,benchmark_max_drawdown,longs,sells,shorts,covers,total_trades
BTC_USDT,7,-50,50,1.0,86400,10,8.889904335825385,-1.1100956641746151,-25.52997622956074,-0.5499512694436816,-0.758910909525937,-0.0746621625510234,0.32130305230139555,0.01745986,10,7.420663100304829,-2.5793368996951713,-53.1363003878653,8,7,0,0,15
BTC_USDT,8,-50,50,1.0,86400,10,9.14628709089381,-0.8537129091061892,-16.23606925882611,-0.7803534099667311,-1.0331409732653634,-0.07819962493061332,0.19250200859332878,0.00777837,10,7.420663100304829,-2.5793368996951713,-53.1363003878653,4,3,0,0,7
BTC_USDT,9,-50,50,1.0,86400,10,8.013248286715653,-1.986751713284347,-32.87229024489009,-0.7307192886278877,-0.9738050096215297,-0.1638991603603436,0.4651101463895801,0.01904652,10,7.420663100304829,-2.5793368996951713,-53.1363003878653,10,7,0,0,17
BTC_USDT,10,-50,50,1.0,86400,10,8.788960954268495,-1.2110390457315052,-21.181137340951583,-0.8438725917476975,-1.1074552978403154,-0.11544090891186301,0.24991510598906894,0.00983222,10,7.420663100304829,-2.5793368996951713,-53.1363003878653,5,4,0,0,9
BTC_USDT,7,-50,50,1.0,14400,10,10.520686565351825,0.5206865653518236,-24.614294607293445,0.1539960123686585,0.22081953584008118,0.03739579114484641,0.4298171345040165,0.07316872999999999,10,7.349144687852989,-2.6508553121470113,-54.10464004542293,29,29,0,0,58
BTC_USDT,8,-50,50,1.0,14400,10,10.498692382698108,0.49869238269810623,-8.080395630268594,0.26537691348318204,0.390339755659486,0.016027858880833596,0.12086192496588793,0.02312932,10,7.349144687852989,-2.6508553121470113,-54.10464004542293,9,9,0,0,18
BTC_USDT,9,-50,50,1.0,14400,10,9.703711377846766,-0.29628862215323437,-34.23892310070849,0.04354443392085316,0.06164002421276961,0.021469301533417983,0.47618666202874704,0.1071567,10,7.349144687852989,-2.6508553121470113,-54.10464004542293,43,43,0,0,86
BTC_USDT,10,-50,50,1.0,14400,10,12.753174617195281,2.753174617195281,-22.238168402100385,0.45625332948600456,0.6988578208888749,0.07920211336567974,0.38896918551812365,0.05345808999999999,10,7.349144687852989,-2.6508553121470113,-54.10464004542293,20,20,0,0,40
BTC_USDT,7,-50,50,1.0,7200,10,8.056288038682219,-1.9437119613177813,-37.371657774426865,-0.14578956696357565,-0.19761218876899425,-0.01070703029126078,0.48324818084644483,0.17405900000000002,10,7.349144687852989,-2.6508553121470113,-54.725214303981396,74,67,0,0,141
BTC_USDT,8,-50,50,1.0,7200,10,9.391403944628205,-0.6085960553717946,-35.46637708958531,-0.0021307164380562466,-0.0028777199374955043,0.006945891292948062,0.4932688952086721,0.09310750000000001,10,7.349144687852989,-2.6508553121470113,-54.725214303981396,39,36,0,0,75
BTC_USDT,9,-50,50,1.0,7200,10,7.243574193434425,-2.7564258065655753,-40.771236246374706,-0.21772645124197226,-0.2924292879743076,-0.021162413162205202,0.5240877777740656,0.2131766,10,7.349144687852989,-2.6508553121470113,-54.725214303981396,90,83,0,0,173
BTC_USDT,10,-50,50,1.0,7200,10,8.71754545025386,-1.2824545497461397,-34.29064862190299,-0.05626493749170804,-0.0762699683945119,-0.00028235728352789214,0.4857277659537938,0.12350290999999998,10,7.349144687852989,-2.6508553121470113,-54.725214303981396,53,47,0,0,100
BTC_USDT,7,-50,50,1.0,1800,10,3.4623619441702562,-6.537638055829744,-68.2067089867156,-0.40746808561926856,-0.541314708441778,-0.02656740587031997,0.5694836711102259,0.5956663200000002,10,7.43830655177121,-2.56169344822879,-54.733069217787275,242,241,0,0,483
BTC_USDT,8,-50,50,1.0,1800,10,5.101209516851403,-4.898790483148597,-52.80485447538423,-0.24144369417385372,-0.32778537215546966,-0.015088941222017184,0.6023692255530312,0.32669590000000004,10,7.43830655177121,-2.56169344822879,-54.733069217787275,135,131,0,0,266
BTC_USDT,9,-50,50,1.0,1800,10,3.5621719103912044,-6.437828089608796,-67.2215631448981,-0.4080912945740819,-0.5457819127186476,-0.025980968235712856,0.5353271628533836,0.72338456,10,7.43830655177121,-2.56169344822879,-54.733069217787275,293,292,0,0,585
BTC_USDT,10,-50,50,1.0,1800,10,4.23726055873534,-5.76273944126466,-61.997538506752434,-0.32452393583896705,-0.43517425380865143,-0.020724462519587334,0.560750060329854,0.36068639,10,7.43830655177121,-2.56169344822879,-54.733069217787275,149,145,0,0,294
BTC_USDT,7,-50,50,1.0,900,10,2.9787205593174724,-7.021279440682528,-72.04394883847394,-0.2985879997368089,-0.4143039261761594,-0.01537789275275453,0.6008421080047843,0.9701974400000001,10,7.448717817515587,-2.551282182484414,-54.85603467292173,392,391,0,0,783
BTC_USDT,8,-50,50,1.0,900,10,5.123921649950319,-4.876078350049681,-53.61539460233151,-0.15467283683183625,-0.21710901006671063,-0.007504048685564326,0.5946970997760874,0.5565215099999999,10,7.448717817515587,-2.551282182484414,-54.85603467292173,225,225,0,0,450
BTC_USDT,9,-50,50,1.0,900,10,2.384651829760023,-7.615348170239978,-77.40346952761023,-0.36841249466522547,-0.508062563334347,-0.018720863544396418,0.5781193640024734,1.1482307400000002,10,7.448717817515587,-2.551282182484414,-54.85603467292173,463,463,0,0,926
